County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N10970,A10970,N10971,A10971,N10973,A10973,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
jefferson,19282.0,0.0,0.0,27605.0,0.0,WI,43230.0,21680.0,17490.0,3600.0,40340.0,1000.0,22610.0,28480.0,380.0,78410.0,290.0,130.0,160.0,20.0,4020.0,12580.0,2742066.0,42790.0,2778038.0,35470.0,2000302.0,18310.0,16103.0,9440.0,43318.0,8830.0,33040.0,1210.0,1129.0,5150.0,68191.0,8270.0,86364.0,5610.0,95981.0,9200.0,193182.0,884.0,5520.0,47359.0,7380.0,111626.0,2090.0,147065.0,18530.0,35972.0,790.0,203.0,210.0,3413.0,1140.0,8499.0,780.0,3777.0,3500.0,2554.0,12860.0,3244.0,39420.0,713874.0,39420.0,697725.0,8070.0,16150.0,2850.0,81704.0,421553.0,890.0,17765.0,2400.0,19275.0,420.0,350.0,2560.0,14016.0,320.0,187.0,2800.0,21936.0,2830.0,22145.0,2100.0,17675.0,30.0,120.0,70.0,39.0,350.0,479.0,70.0,267.0,2000.0,20757.0,100.0,1779.0,5780.0,42562.0,34340.0,2008912.0,34100.0,305034.0,0.0,0.0,470.0,475.0,14940.0,30147.0,2390.0,356.0,1400.0,704.0,1980.0,2206.0,2960.0,560.0,9930.0,24665.0,580.0,301.0,4160.0,14247.0,1250.0,9264.0,1320.0,9277.0,40730.0,354637.0,4350.0,8472.0,3800.0,7662.0,3320.0,5906.0,1560.0,1448.0,690.0,673.0,90.0,117.0,6470.0,8931.0,35570.0,67693.0,33220.0,36352.0,30820.0,274315.0,32220.0,291834.0,470.0,594.0,650.0,1580.0,8210.0,31930.0,33160.0,89644.0,32400.0,82511.0,1140.0,7075.0
juneau,1040.0,4063.0,0.0,0.0,2403.0,WI,13650.0,7170.0,5040.0,1250.0,12540.0,170.0,8150.0,8800.0,80.0,23910.0,0.0,0.0,0.0,0.0,1630.0,4290.0,685981.0,12910.0,693418.0,10270.0,461384.0,3970.0,4051.0,2060.0,7713.0,1910.0,5826.0,210.0,189.0,1560.0,13877.0,1950.0,33416.0,1470.0,23561.0,3150.0,68439.0,539.0,2410.0,21379.0,2420.0,31658.0,580.0,40256.0,4780.0,7437.0,190.0,50.0,0.0,0.0,290.0,1872.0,190.0,878.0,770.0,516.0,3210.0,828.0,12230.0,219917.0,12230.0,214455.0,2790.0,5459.0,490.0,14794.0,92436.0,190.0,3852.0,400.0,3545.0,70.0,60.0,430.0,2129.0,40.0,11.0,470.0,3478.0,490.0,3471.0,340.0,2869.0,0.0,0.0,0.0,0.0,40.0,45.0,0.0,0.0,340.0,2718.0,50.0,992.0,1370.0,10623.0,9750.0,477027.0,9700.0,70358.0,0.0,0.0,150.0,120.0,3880.0,7089.0,410.0,33.0,250.0,141.0,410.0,448.0,1050.0,211.0,2620.0,5929.0,170.0,90.0,1230.0,3438.0,360.0,2583.0,380.0,2573.0,12600.0,82693.0,1970.0,4154.0,1710.0,3779.0,1350.0,2427.0,370.0,315.0,170.0,181.0,30.0,15.0,2330.0,3233.0,11370.0,21565.0,10650.0,11628.0,8550.0,63166.0,9110.0,67730.0,70.0,98.0,140.0,537.0,2220.0,13062.0,10630.0,27489.0,10480.0,26222.0,210.0,1108.0
kenosha,38337.0,0.0,0.0,0.0,48524.0,WI,86630.0,46170.0,29430.0,9980.0,81080.0,2180.0,43580.0,60930.0,990.0,154190.0,1270.0,910.0,360.0,170.0,11070.0,21780.0,5537560.0,85250.0,5590242.0,71400.0,4136582.0,25650.0,28318.0,16200.0,81590.0,15370.0,65085.0,2280.0,2165.0,9430.0,111556.0,13920.0,203670.0,7950.0,149539.0,18490.0,432466.0,285.0,11660.0,125925.0,12540.0,188416.0,3470.0,179442.0,35020.0,52682.0,2020.0,529.0,260.0,4929.0,1200.0,9193.0,1150.0,5650.0,6670.0,5088.0,24180.0,6151.0,78520.0,1367434.0,78520.0,1340907.0,13640.0,26526.0,6030.0,173935.0,981261.0,1610.0,30452.0,5370.0,52309.0,550.0,711.0,5520.0,36121.0,870.0,544.0,5970.0,50095.0,6020.0,50407.0,4800.0,42037.0,80.0,404.0,230.0,265.0,850.0,1144.0,160.0,901.0,4550.0,39527.0,190.0,5336.0,9440.0,51869.0,67050.0,4117992.0,66670.0,655361.0,20.0,221.0,870.0,986.0,29110.0,55527.0,3880.0,695.0,2480.0,1191.0,4080.0,4745.0,5720.0,979.0,20030.0,46268.0,1140.0,496.0,6980.0,19054.0,2050.0,15983.0,2180.0,16501.0,82270.0,748637.0,11790.0,25253.0,10520.0,23087.0,8470.0,14580.0,3510.0,3221.0,1090.0,919.0,210.0,316.0,15030.0,21014.0,68590.0,124329.0,63080.0,66596.0,59450.0,599833.0,62410.0,627920.0,1600.0,2140.0,1760.0,4444.0,14790.0,74263.0,68560.0,194634.0,67510.0,183029.0,1460.0,11606.0
kewaunee,3413.0,0.0,0.0,0.0,8614.0,WI,10490.0,5000.0,4680.0,740.0,10000.0,170.0,7320.0,6520.0,70.0,19490.0,0.0,0.0,0.0,0.0,600.0,3380.0,631618.0,10410.0,640408.0,8310.0,451868.0,5430.0,5709.0,2740.0,9513.0,2620.0,7065.0,190.0,170.0,1350.0,13826.0,2570.0,27727.0,1660.0,28059.0,2260.0,43590.0,598.0,1260.0,9760.0,1970.0,28712.0,580.0,29053.0,5360.0,8790.0,190.0,51.0,40.0,466.0,360.0,2077.0,250.0,1310.0,670.0,435.0,4170.0,1127.0,9760.0,181768.0,9760.0,177213.0,2250.0,4548.0,460.0,14365.0,70687.0,150.0,4126.0,390.0,2897.0,70.0,59.0,410.0,2128.0,20.0,5.0,450.0,3432.0,450.0,3515.0,300.0,2330.0,0.0,0.0,0.0,0.0,50.0,55.0,0.0,0.0,340.0,3701.0,0.0,0.0,1580.0,9549.0,8270.0,455316.0,8180.0,64459.0,0.0,0.0,220.0,204.0,3740.0,7619.0,650.0,56.0,350.0,176.0,520.0,611.0,750.0,167.0,2390.0,6211.0,260.0,98.0,1130.0,3298.0,530.0,4103.0,550.0,4116.0,9790.0,76693.0,960.0,1984.0,840.0,1753.0,790.0,1452.0,430.0,406.0,310.0,260.0,60.0,66.0,1500.0,2072.0,8750.0,17342.0,8280.0,9442.0,7350.0,56506.0,7780.0,60603.0,70.0,62.0,150.0,309.0,1840.0,6608.0,8150.0,22120.0,7890.0,20634.0,360.0,1419.0
la crosse,0.0,40504.0,0.0,0.0,0.0,WI,58610.0,31840.0,21680.0,4440.0,55670.0,930.0,30390.0,40700.0,680.0,102990.0,520.0,90.0,430.0,0.0,5820.0,16780.0,4010161.0,57820.0,4054139.0,47440.0,2682512.0,24650.0,38590.0,13510.0,94040.0,12620.0,72062.0,1200.0,1371.0,6380.0,91762.0,12040.0,182976.0,7440.0,150790.0,12690.0,284252.0,675.0,8950.0,75400.0,9980.0,157990.0,2870.0,301579.0,26470.0,43978.0,1180.0,302.0,250.0,4287.0,1090.0,8359.0,1070.0,4788.0,6200.0,4420.0,18010.0,4430.0,54070.0,952085.0,54070.0,929762.0,11160.0,22323.0,3220.0,118565.0,799590.0,940.0,21478.0,2800.0,40113.0,380.0,356.0,2800.0,18589.0,330.0,296.0,3160.0,25583.0,3180.0,25815.0,2200.0,20007.0,40.0,196.0,80.0,27.0,280.0,327.0,160.0,2045.0,2470.0,41480.0,140.0,3709.0,8130.0,77985.0,46410.0,2975874.0,46030.0,497066.0,40.0,1262.0,570.0,502.0,20510.0,40734.0,3990.0,1254.0,2200.0,1097.0,3500.0,3567.0,4080.0,786.0,12080.0,31215.0,1060.0,587.0,5090.0,14963.0,1580.0,12753.0,1630.0,12767.0,55500.0,560967.0,6080.0,11508.0,5310.0,10463.0,4140.0,7415.0,2760.0,2430.0,780.0,755.0,110.0,107.0,9130.0,12564.0,48130.0,88815.0,45000.0,47687.0,41700.0,456331.0,43510.0,480139.0,1050.0,1630.0,1410.0,5741.0,10290.0,51673.0,45960.0,132255.0,44930.0,112086.0,1590.0,20041.0
lafayette,0.0,3836.0,0.0,4454.0,0.0,WI,8400.0,4000.0,3640.0,700.0,8030.0,110.0,6210.0,4810.0,40.0,16470.0,100.0,0.0,100.0,0.0,560.0,2720.0,428747.0,8340.0,435970.0,6530.0,313008.0,3340.0,4741.0,1610.0,5466.0,1460.0,3902.0,130.0,111.0,1370.0,15955.0,1740.0,33564.0,860.0,9605.0,1710.0,34751.0,1267.0,1050.0,8842.0,1410.0,19409.0,680.0,18653.0,3700.0,7223.0,190.0,51.0,30.0,292.0,350.0,2073.0,200.0,1239.0,600.0,361.0,2360.0,608.0,7770.0,143406.0,7770.0,139841.0,1790.0,3565.0,280.0,7947.0,32041.0,120.0,2478.0,220.0,1483.0,50.0,33.0,230.0,1044.0,0.0,0.0,270.0,1841.0,280.0,1914.0,170.0,1435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,1549.0,0.0,0.0,1470.0,7634.0,6390.0,317146.0,6300.0,42824.0,0.0,0.0,130.0,141.0,2850.0,5773.0,330.0,23.0,250.0,150.0,340.0,392.0,630.0,136.0,1970.0,4868.0,120.0,84.0,1270.0,3541.0,380.0,3062.0,390.0,3015.0,7530.0,48647.0,1020.0,2077.0,840.0,1780.0,820.0,1542.0,320.0,294.0,240.0,255.0,20.0,12.0,1090.0,1548.0,6940.0,13830.0,6610.0,7765.0,5440.0,37044.0,5940.0,41110.0,40.0,35.0,100.0,230.0,1690.0,9017.0,6120.0,16475.0,5910.0,15449.0,280.0,975.0
langlade,3676.0,0.0,0.0,0.0,7413.0,WI,10080.0,4980.0,4130.0,900.0,9550.0,190.0,6130.0,6290.0,60.0,17930.0,110.0,0.0,110.0,0.0,1100.0,3590.0,505283.0,9900.0,513208.0,7660.0,333292.0,4740.0,5086.0,1820.0,8319.0,1690.0,6276.0,130.0,112.0,1250.0,9333.0,1750.0,19614.0,1440.0,22072.0,2360.0,48810.0,285.0,1440.0,12405.0,2030.0,27398.0,460.0,22850.0,4140.0,7925.0,150.0,38.0,30.0,505.0,240.0,1599.0,300.0,1464.0,550.0,357.0,2890.0,755.0,9410.0,173291.0,9410.0,168397.0,2450.0,4894.0,290.0,9124.0,44952.0,140.0,2501.0,240.0,2084.0,40.0,36.0,250.0,1141.0,30.0,7.0,290.0,1965.0,290.0,1976.0,160.0,1076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,2437.0,0.0,0.0,1060.0,6030.0,7240.0,342987.0,7210.0,48786.0,0.0,0.0,190.0,160.0,2960.0,4998.0,420.0,122.0,230.0,118.0,310.0,371.0,870.0,194.0,1820.0,4049.0,160.0,44.0,960.0,2872.0,430.0,4083.0,450.0,4090.0,9320.0,61998.0,1520.0,3104.0,1340.0,2830.0,1000.0,1809.0,280.0,253.0,210.0,205.0,30.0,33.0,1550.0,2093.0,8560.0,16421.0,7990.0,8719.0,6340.0,43791.0,6780.0,47340.0,60.0,71.0,110.0,310.0,1630.0,6455.0,7850.0,21087.0,7620.0,19278.0,300.0,1603.0
lincoln,6129.0,0.0,0.0,0.0,10123.0,WI,14680.0,7080.0,6280.0,1160.0,13950.0,250.0,8890.0,8980.0,100.0,26230.0,20.0,0.0,20.0,0.0,1330.0,4940.0,815608.0,14490.0,825951.0,11380.0,571304.0,5150.0,5265.0,2710.0,9814.0,2550.0,7588.0,250.0,207.0,1680.0,21526.0,2590.0,24406.0,2020.0,35275.0,3850.0,86535.0,306.0,2180.0,17746.0,2960.0,41929.0,580.0,29292.0,5750.0,10343.0,180.0,47.0,40.0,693.0,350.0,2155.0,280.0,1485.0,840.0,507.0,3930.0,999.0,13730.0,253989.0,13730.0,247534.0,3230.0,6457.0,580.0,16866.0,75415.0,220.0,5232.0,480.0,3501.0,90.0,73.0,490.0,2266.0,60.0,28.0,580.0,4132.0,580.0,4166.0,360.0,2579.0,0.0,0.0,0.0,0.0,50.0,49.0,0.0,0.0,410.0,3707.0,30.0,267.0,1630.0,8972.0,11260.0,578978.0,11180.0,82355.0,0.0,0.0,240.0,185.0,4400.0,8162.0,520.0,56.0,370.0,182.0,510.0,557.0,1050.0,228.0,2900.0,6860.0,220.0,70.0,1380.0,4137.0,630.0,5627.0,640.0,5635.0,13650.0,94950.0,1780.0,3344.0,1530.0,3019.0,1150.0,1984.0,460.0,405.0,290.0,291.0,40.0,34.0,2020.0,2686.0,12690.0,24353.0,11870.0,12906.0,10140.0,73893.0,10700.0,78886.0,90.0,105.0,150.0,305.0,2810.0,12243.0,11150.0,28262.0,10970.0,26894.0,260.0,1315.0
manitowoc,16164.0,0.0,0.0,0.0,27663.0,WI,41730.0,20990.0,16880.0,3470.0,38860.0,1090.0,23620.0,26650.0,290.0,74760.0,110.0,110.0,0.0,20.0,3820.0,13300.0,2401736.0,41160.0,2432155.0,33160.0,1703693.0,16080.0,20806.0,9120.0,48593.0,8580.0,37065.0,690.0,645.0,4120.0,53773.0,8240.0,91511.0,6230.0,111377.0,9540.0,180425.0,991.0,7160.0,57584.0,7640.0,106406.0,1800.0,108839.0,17560.0,30419.0,660.0,174.0,150.0,2874.0,870.0,6993.0,720.0,3769.0,2770.0,1919.0,12840.0,3308.0,38960.0,707915.0,38960.0,690219.0,8790.0,17697.0,1630.0,58532.0,300193.0,670.0,16176.0,1360.0,14414.0,260.0,201.0,1400.0,7188.0,180.0,90.0,1620.0,11579.0,1630.0,11831.0,990.0,7997.0,0.0,0.0,0.0,0.0,140.0,138.0,70.0,407.0,1240.0,16750.0,100.0,3513.0,4800.0,32869.0,32080.0,1725737.0,31870.0,256488.0,0.0,0.0,740.0,662.0,13920.0,25060.0,2220.0,292.0,1050.0,486.0,1790.0,1986.0,3600.0,679.0,8660.0,20764.0,630.0,221.0,3240.0,10415.0,1720.0,12951.0,1790.0,13081.0,38970.0,309651.0,4890.0,9772.0,4340.0,8955.0,3520.0,6344.0,1460.0,1318.0,910.0,784.0,100.0,153.0,6090.0,8225.0,35150.0,67044.0,32910.0,35945.0,28600.0,231204.0,29950.0,244972.0,350.0,549.0,590.0,1754.0,6770.0,27183.0,32850.0,91740.0,32240.0,82927.0,980.0,8812.0
marathon,29770.0,0.0,0.0,0.0,46096.0,WI,71040.0,35640.0,28850.0,5800.0,66750.0,1450.0,38330.0,46250.0,650.0,130690.0,440.0,60.0,380.0,0.0,6780.0,20170.0,4751223.0,70170.0,4812605.0,57740.0,3344879.0,29170.0,38866.0,14590.0,79712.0,13610.0,63371.0,1280.0,1271.0,8160.0,126655.0,13350.0,189361.0,9280.0,167431.0,14320.0,296938.0,1916.0,10790.0,82504.0,11620.0,173873.0,3420.0,339502.0,32120.0,61382.0,1290.0,340.0,340.0,6381.0,1630.0,12744.0,1480.0,7497.0,5770.0,3704.0,22780.0,5834.0,66000.0,1194139.0,66000.0,1167207.0,13330.0,26931.0,3350.0,112228.0,816367.0,1060.0,21471.0,2890.0,43391.0,430.0,446.0,3010.0,18926.0,400.0,255.0,3320.0,26446.0,3350.0,26906.0,2290.0,19928.0,40.0,216.0,60.0,40.0,240.0,284.0,140.0,744.0,2570.0,36231.0,200.0,4664.0,9130.0,89887.0,56020.0,3524715.0,55630.0,585072.0,30.0,245.0,1000.0,956.0,24460.0,50703.0,3680.0,720.0,2320.0,1270.0,3300.0,3671.0,5930.0,1230.0,15940.0,40372.0,930.0,350.0,6590.0,22245.0,2440.0,19400.0,2540.0,19515.0,66830.0,682246.0,7890.0,15734.0,6870.0,14214.0,5940.0,11278.0,2710.0,2418.0,1290.0,1271.0,180.0,217.0,10640.0,14486.0,58930.0,113107.0,55380.0,61634.0,49790.0,534366.0,52160.0,567943.0,1250.0,2260.0,1500.0,7177.0,12760.0,58519.0,55110.0,172587.0,53730.0,141394.0,2010.0,22461.0
marinette,6275.0,0.0,0.0,0.0,16514.0,WI,21410.0,10530.0,8680.0,1970.0,20310.0,370.0,12320.0,14750.0,150.0,37870.0,310.0,100.0,210.0,0.0,2360.0,7400.0,1093980.0,21050.0,1105999.0,16360.0,744275.0,7060.0,7287.0,3780.0,14660.0,3490.0,10632.0,290.0,276.0,2300.0,25106.0,3320.0,47399.0,3050.0,51805.0,5370.0,110742.0,360.0,4130.0,33781.0,4290.0,55997.0,790.0,27434.0,8450.0,12019.0,310.0,80.0,50.0,807.0,370.0,2246.0,360.0,1742.0,1240.0,796.0,6070.0,1602.0,20130.0,368384.0,20130.0,358322.0,5030.0,10064.0,640.0,18904.0,97917.0,260.0,5146.0,560.0,4527.0,70.0,61.0,550.0,2402.0,70.0,37.0,630.0,4584.0,640.0,4640.0,440.0,3363.0,0.0,0.0,0.0,0.0,60.0,92.0,30.0,34.0,480.0,3592.0,50.0,961.0,2180.0,11308.0,15850.0,760807.0,15810.0,109136.0,0.0,0.0,460.0,388.0,6300.0,10785.0,870.0,85.0,400.0,193.0,650.0,717.0,1710.0,365.0,4060.0,9141.0,280.0,96.0,1740.0,5199.0,1050.0,8430.0,1090.0,8552.0,19920.0,131956.0,3040.0,6088.0,2670.0,5510.0,2000.0,3462.0,570.0,493.0,550.0,413.0,30.0,34.0,3290.0,4364.0,18410.0,35021.0,17120.0,18514.0,14100.0,98230.0,14930.0,104762.0,110.0,116.0,210.0,708.0,3230.0,13388.0,17110.0,45412.0,16780.0,42687.0,480.0,2137.0
marquette,3211.0,0.0,0.0,0.0,5692.0,WI,8330.0,4100.0,3470.0,650.0,7690.0,220.0,5000.0,5320.0,50.0,14900.0,40.0,40.0,0.0,0.0,780.0,3160.0,398904.0,8140.0,403543.0,6100.0,285034.0,3240.0,3653.0,1480.0,5427.0,1400.0,3884.0,160.0,177.0,1120.0,10474.0,1390.0,10527.0,1140.0,19418.0,2280.0,52371.0,351.0,1390.0,11308.0,1810.0,23486.0,400.0,1659.0,3180.0,4639.0,130.0,31.0,0.0,0.0,190.0,1265.0,130.0,767.0,410.0,274.0,2230.0,575.0,7610.0,141053.0,7610.0,136882.0,2080.0,4172.0,340.0,9447.0,34389.0,120.0,2718.0,280.0,1592.0,50.0,30.0,300.0,1355.0,20.0,4.0,340.0,2336.0,340.0,2359.0,230.0,1844.0,0.0,0.0,0.0,0.0,40.0,44.0,0.0,0.0,220.0,1576.0,20.0,469.0,900.0,4385.0,6130.0,292345.0,6100.0,41759.0,0.0,0.0,120.0,112.0,2330.0,4148.0,280.0,26.0,110.0,61.0,200.0,254.0,660.0,138.0,1520.0,3503.0,120.0,77.0,800.0,1990.0,320.0,2750.0,330.0,2758.0,7650.0,51312.0,1070.0,2201.0,910.0,1962.0,730.0,1280.0,180.0,166.0,160.0,159.0,0.0,0.0,1240.0,1637.0,7170.0,13676.0,6670.0,7215.0,5460.0,37477.0,5840.0,39996.0,40.0,53.0,70.0,233.0,1460.0,5234.0,6350.0,16476.0,6240.0,15915.0,170.0,456.0
menominee,1110.0,0.0,0.0,0.0,411.0,WI,2080.0,1070.0,470.0,530.0,1990.0,30.0,830.0,1670.0,0.0,4110.0,520.0,520.0,0.0,200.0,540.0,510.0,76559.0,2000.0,76845.0001,1730.0,49985.0,320.0,179.0,140.0,524.0,130.0,381.0,0.0,0.0,110.0,877.0,140.0,649.0,140.0,4089.0,420.0,6884.0,0.0,480.0,4961.0,270.0,4027.0,0.0,0.0,340.0,286.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,21.0,210.0,51.0,1940.0,32871.0,1940.0,32267.0,300.0,601.0,40.0,1151.0,6299.0,0.0,0.0,30.0,343.0,0.0,0.0,30.0,184.0,0.0,0.0,40.0,293.0,40.0,293.0,20.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,117.0,0.0,0.0,100.0,208.0,1360.0,46759.0,1360.0,6379.0,0.0,0.0,0.0,0.0,780.0,1026.0,40.0,2.0,0.0,0.0,40.0,42.0,310.0,65.0,560.0,898.0,0.0,0.0,100.0,137.0,0.0,0.0,0.0,0.0,1990.0,11112.0,750.0,1893.0,730.0,1843.0,540.0,1024.0,30.0,24.0,0.0,0.0,0.0,0.0,540.0,842.0,1730.0,3187.0,1530.0,1870.0,930.0,5609.0,1000.0,5860.0,0.0,0.0,0.0,0.0,170.0,567.0,1850.0,6411.0,1840.0,6282.0,0.0,0.0
milwaukee,69656.0,232668.0,7911.0,105012.0,32659.0,WI,465810.0,270090.0,116060.0,73020.0,429950.0,11760.0,206570.0,328060.0,5810.0,812750.0,7630.0,6490.0,1140.0,1710.0,74190.0,102450.0,26684090.0,454500.0,26976337.0,384180.0,19675944.0,117870.0,201449.0,75810.0,589939.0,71270.0,464307.0,10540.0,9781.0,54920.0,608432.0,65170.0,1378106.0,36330.0,683912.0,81550.0,1822675.0,206.0,64890.0,708711.0,55520.0,855501.0,13060.0,751871.0,182030.0,292247.0,8680.0,2172.0,1800.0,39731.0,5770.0,41261.0,5330.0,23496.0,40780.0,31878.0,117420.0,29200.0,423060.0,7035090.0,423060.0,6913893.0,63580.0,121198.0,27940.0,900470.0,5652701.0,7590.0,153922.0,25010.0,318457.0,2480.0,3058.0,24070.0,184019.0,4370.0,3237.0,27470.0,224566.0,27750.0,226836.0,20210.0,161135.0,370.0,2697.0,660.0,631.0,3550.0,4380.0,1020.0,16860.0,21510.0,297430.0,1470.0,27698.0,48300.0,215493.0,352260.0,19567859.0,350580.0,3236143.0,210.0,2747.0,5030.0,4725.0,155540.0,267493.0,22390.0,14228.0,10170.0,4546.0,22370.0,23793.0,33800.0,6063.0,102400.0,203994.0,4910.0,2024.0,41210.0,121658.0,11690.0,77236.0,12250.0,80050.0,441640.0,3966343.0,88960.0,225572.0,81480.0,207627.0,67130.0,123649.0,18970.0,16839.0,5420.0,4422.0,1960.0,3414.0,90410.0,128897.0,366070.0,630637.0,334480.0,344481.0,297230.0,2968624.0,317970.0,3158311.0,7460.0,16139.0,8090.0,38808.0,80890.0,338160.0,367170.0,1144361.0,361450.0,1022115.0,8150.0,117363.0
monroe,796.0,8684.0,0.0,0.0,1839.0,WI,22320.0,10870.0,8960.0,2200.0,21240.0,350.0,13470.0,15160.0,170.0,42130.0,300.0,0.0,300.0,0.0,2280.0,6540.0,1224811.0,22030.0,1238873.0,17780.0,872651.0,8080.0,9373.0,3990.0,16865.0,3680.0,12766.0,370.0,369.0,2570.0,28433.0,3800.0,41604.0,2360.0,34562.0,5350.0,129992.0,1242.0,3250.0,25609.0,3630.0,46967.0,1030.0,41203.0,9030.0,14062.0,360.0,89.0,50.0,857.0,400.0,2865.0,360.0,1755.0,1540.0,1059.0,6320.0,1651.0,20880.0,380285.0,20880.0,371669.0,4320.0,8616.0,840.0,25221.0,113934.0,330.0,7212.0,680.0,6051.0,140.0,118.0,710.0,3417.0,100.0,40.0,820.0,5836.0,840.0,5902.0,550.0,4623.0,0.0,0.0,0.0,0.0,70.0,106.0,30.0,150.0,600.0,6047.0,30.0,448.0,2510.0,14033.0,17270.0,860590.0,17170.0,123022.0,0.0,0.0,210.0,234.0,7540.0,15147.0,910.0,102.0,740.0,447.0,900.0,904.0,1860.0,360.0,5170.0,12829.0,300.0,283.0,2020.0,5603.0,560.0,5261.0,580.0,5368.0,20880.0,148716.0,2900.0,6264.0,2580.0,5681.0,2400.0,4516.0,730.0,617.0,280.0,254.0,20.0,18.0,3410.0,4695.0,18930.0,36799.0,17870.0,20402.0,15000.0,107725.0,15900.0,114723.0,110.0,164.0,220.0,653.0,3890.0,13127.0,17360.0,47061.0,17110.0,44680.0,400.0,2298.0
oconto,5644.0,0.0,0.0,0.0,17375.0,WI,19990.0,9260.0,9080.0,1440.0,19050.0,300.0,12090.0,13260.0,150.0,36980.0,130.0,110.0,20.0,20.0,1590.0,6560.0,1226865.0,19700.0,1241671.0,15690.0,856137.0,7950.0,7542.0,4160.0,16141.0,3900.0,12507.0,420.0,387.0,2470.0,27733.0,3840.0,42271.0,2980.0,58214.0,4330.0,93116.0,567.0,3110.0,26305.0,3810.0,54899.0,1050.0,60032.0,9050.0,14806.0,360.0,96.0,90.0,1418.0,500.0,3310.0,400.0,1897.0,1350.0,896.0,6620.0,1732.0,18520.0,347073.0,18520.0,338535.0,4230.0,8537.0,870.0,24770.0,145043.0,270.0,5210.0,760.0,7121.0,90.0,98.0,790.0,3927.0,110.0,86.0,860.0,6739.0,860.0,6801.0,650.0,5583.0,0.0,0.0,0.0,0.0,100.0,128.0,20.0,52.0,640.0,4326.0,60.0,1059.0,2600.0,17367.0,15450.0,878069.0,15340.0,129710.0,0.0,0.0,380.0,376.0,6490.0,13011.0,930.0,103.0,500.0,266.0,740.0,814.0,1490.0,297.0,4240.0,10837.0,380.0,140.0,1870.0,5955.0,930.0,7550.0,970.0,7748.0,18650.0,153169.0,2220.0,4436.0,1880.0,3915.0,1510.0,2714.0,600.0,540.0,500.0,411.0,60.0,54.0,2880.0,3899.0,17050.0,33537.0,15950.0,17978.0,13930.0,116343.0,14710.0,123648.0,160.0,212.0,270.0,604.0,3550.0,13679.0,15450.0,42315.0,15110.0,39394.0,520.0,2890.0
oneida,9979.0,0.0,0.0,0.0,13877.0,WI,20590.0,10100.0,8920.0,1420.0,19270.0,360.0,12330.0,12980.0,150.0,35720.0,0.0,0.0,0.0,0.0,1800.0,8280.0,1389467.0,20300.0,1410421.0,14900.0,764174.0,8580.0,14036.0,4840.0,32236.0,4520.0,25003.0,440.0,473.0,3080.0,50178.0,4480.0,61120.0,3340.0,70352.0,5830.0,148913.0,99.0,2940.0,28059.0,5060.0,77756.0,1170.0,53249.0,8910.0,20954.0,380.0,98.0,110.0,1969.0,830.0,5446.0,500.0,2714.0,1180.0,821.0,6010.0,1556.0,18950.0,352708.0,18950.0,341406.0,5570.0,11304.0,1100.0,37500.0,178815.0,440.0,8923.0,900.0,8902.0,190.0,188.0,980.0,5269.0,110.0,44.0,1080.0,8233.0,1090.0,8396.0,760.0,7649.0,0.0,0.0,30.0,7.0,60.0,79.0,50.0,73.0,820.0,10122.0,70.0,856.0,3220.0,18475.0,15790.0,1016504.0,15680.0,170602.0,0.0,0.0,460.0,456.0,6020.0,9868.0,1340.0,306.0,460.0,240.0,600.0,674.0,1350.0,301.0,3430.0,7775.0,270.0,93.0,2390.0,8025.0,1140.0,10302.0,1200.0,10319.0,19120.0,197445.0,2430.0,4657.0,2030.0,4071.0,1460.0,2497.0,510.0,457.0,580.0,616.0,120.0,173.0,3030.0,3974.0,17510.0,32958.0,16200.0,16951.0,14330.0,160735.0,15210.0,171158.0,280.0,457.0,440.0,1297.0,3990.0,19338.0,15530.0,45490.0,14940.0,39060.0,850.0,6343.0
