County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N10970,A10970,N10971,A10971,N10973,A10973,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
columbia,15837.0,0.0,0.0,0.0,16971.0,WI,31530.0,16040.0,12590.0,2530.0,29290.0,710.0,17420.0,19830.0,240.0,56140.0,160.0,120.0,40.0,0.0,2920.0,9510.0,2018812.0,30900.0,2043854.0,25160.0,1432470.0,12840.0,18482.0,6940.0,36322.0,6520.0,28917.0,900.0,837.0,3860.0,47416.0,6140.0,87965.0,3800.0,66935.0,6990.0,163444.0,1125.0,4330.0,37786.0,5700.0,88038.0,1800.0,103627.0,13270.0,25042.0,560.0,142.0,140.0,2229.0,900.0,6901.0,560.0,2730.0,2380.0,1637.0,9140.0,2301.0,28450.0,515989.0,28450.0,503723.0,6130.0,12268.0,2010.0,60855.0,306960.0,650.0,12408.0,1730.0,14396.0,250.0,294.0,1810.0,10050.0,220.0,149.0,2000.0,15452.0,2000.0,15527.0,1500.0,13162.0,40.0,196.0,40.0,16.0,270.0,377.0,70.0,691.0,1380.0,15015.0,130.0,2069.0,4540.0,33408.0,24940.0,1511500.0,24740.0,231817.0,0.0,0.0,380.0,363.0,10510.0,20701.0,1810.0,254.0,1060.0,580.0,1340.0,1501.0,1990.0,373.0,6810.0,16875.0,530.0,231.0,3030.0,10001.0,900.0,6728.0,950.0,6680.0,29610.0,261687.0,3090.0,6043.0,2670.0,5393.0,2180.0,3708.0,1130.0,1031.0,470.0,530.0,70.0,112.0,5030.0,6816.0,25910.0,48744.0,24100.0,26035.0,22600.0,211115.0,23590.0,223766.0,340.0,473.0,560.0,1441.0,6160.0,28065.0,23930.0,65864.0,23350.0,59931.0,880.0,5851.0
crawford,0.0,4551.0,0.0,0.0,0.0,WI,8300.0,4270.0,3280.0,650.0,7710.0,130.0,5340.0,5280.0,50.0,14760.0,130.0,0.0,130.0,0.0,640.0,2970.0,397912.0,8100.0,403260.0,6160.0,270565.0,2920.0,4117.0,1580.0,6608.0,1450.0,4996.0,90.0,86.0,1130.0,12595.0,1540.0,23462.0,990.0,15613.0,2000.0,42490.0,813.0,1170.0,10557.0,1540.0,20720.0,460.0,15124.0,3210.0,5348.0,150.0,38.0,0.0,0.0,210.0,1228.0,180.0,906.0,540.0,350.0,2070.0,530.0,7590.0,137492.0,7590.0,133569.0,1990.0,3923.0,260.0,8431.0,43985.0,90.0,2011.0,200.0,1646.0,40.0,30.0,220.0,1180.0,30.0,11.0,240.0,1877.0,260.0,1910.0,140.0,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1959.0,0.0,0.0,960.0,5336.0,5820.0,275997.0,5760.0,38497.0,0.0,0.0,90.0,86.0,2380.0,4375.0,280.0,34.0,180.0,94.0,300.0,304.0,660.0,144.0,1520.0,3535.0,110.0,47.0,940.0,2410.0,280.0,2303.0,290.0,2312.0,7470.0,48138.0,1120.0,2251.0,950.0,1949.0,780.0,1475.0,270.0,238.0,140.0,118.0,0.0,0.0,1230.0,1637.0,6950.0,13295.0,6520.0,7177.0,5040.0,34062.0,5500.0,36980.0,40.0,43.0,90.0,267.0,1290.0,5258.0,6340.0,16835.0,6210.0,15802.0,200.0,980.0
dane,0.0,253784.0,0.0,83066.0,0.0,WI,286140.0,159580.0,101950.0,21070.0,266680.0,5990.0,118620.0,185140.0,5320.0,497160.0,5060.0,3730.0,1330.0,660.0,24440.0,71640.0,25647269.0,283170.0,25939040.0,237750.0,17197356.0,119920.0,216594.0,84460.0,637211.0,79360.0,502206.0,9080.0,8530.0,37690.0,576683.0,75820.0,2068505.0,31670.0,719607.0,54430.0,1673392.0,2379.0,33470.0,329959.0,44440.0,838174.0,16460.0,1769511.0,134530.0,291771.0,5550.0,1377.0,2460.0,52686.0,7720.0,63232.0,5150.0,25302.0,29760.0,22395.0,89880.0,21760.0,250750.0,4346256.0,250750.0,4257469.0,44600.0,88793.0,29750.0,1040398.0,7529213.0,7060.0,139481.0,26600.0,355485.0,2760.0,3152.0,26650.0,221816.0,4170.0,3215.0,29420.0,259252.0,29620.0,261465.0,22800.0,221236.0,470.0,3344.0,1050.0,928.0,2650.0,3108.0,1260.0,16208.0,22780.0,364060.0,1090.0,22717.0,51440.0,425032.0,238410.0,20452439.0,236470.0,3691103.0,290.0,3844.0,2360.0,2110.0,104160.0,228625.0,28890.0,24394.0,11350.0,5594.0,15280.0,15751.0,13280.0,2443.0,60930.0,155580.0,4870.0,6581.0,29470.0,105209.0,5990.0,32697.0,6320.0,32468.0,273080.0,3921294.0,23110.0,43550.0,20030.0,38829.0,16150.0,28039.0,10530.0,9592.0,3360.0,3390.0,830.0,1606.0,48670.0,67284.0,217520.0,379745.0,198930.0,197791.0,219940.0,3462481.0,228030.0,3646968.0,10790.0,17883.0,12170.0,51703.0,64470.0,417386.0,212230.0,690133.0,205070.0,543200.0,10500.0,145379.0
dodge,16019.0,0.0,0.0,15293.0,16175.0,WI,45230.0,23160.0,17780.0,3730.0,42010.0,960.0,25640.0,29200.0,290.0,80150.0,170.0,60.0,110.0,0.0,4310.0,13770.0,2767330.0,44330.0,2801021.0,36300.0,1911806.0,16760.0,17813.0,9570.0,41018.0,8970.0,31775.0,1000.0,877.0,4740.0,61889.0,8460.0,146980.0,5960.0,99197.0,10460.0,209764.0,1371.0,6850.0,52432.0,7920.0,113945.0,2010.0,98756.0,19540.0,33691.0,670.0,171.0,180.0,3147.0,1120.0,8115.0,720.0,3696.0,3110.0,2116.0,14430.0,3766.0,41530.0,750372.0,41530.0,732617.0,8910.0,17755.0,2190.0,67570.0,342730.0,810.0,17095.0,1830.0,16051.0,320.0,310.0,1920.0,9704.0,210.0,90.0,2160.0,15885.0,2170.0,16196.0,1470.0,11869.0,20.0,133.0,40.0,32.0,250.0,308.0,60.0,649.0,1580.0,18991.0,90.0,1809.0,5670.0,32349.0,35390.0,2014486.0,35100.0,282685.0,0.0,0.0,510.0,467.0,14860.0,28076.0,2320.0,315.0,1350.0,641.0,1780.0,2020.0,3410.0,640.0,9670.0,23591.0,660.0,306.0,4050.0,13384.0,1360.0,10674.0,1420.0,10693.0,42320.0,327650.0,4710.0,9236.0,4050.0,8312.0,3510.0,6308.0,1490.0,1364.0,750.0,660.0,120.0,166.0,6920.0,9318.0,37860.0,71770.0,35460.0,38423.0,31760.0,254378.0,33240.0,271640.0,340.0,502.0,540.0,2407.0,8050.0,36077.0,34940.0,93639.0,34170.0,83854.0,1110.0,9354.0
door,8778.0,0.0,0.0,0.0,11255.0,WI,16900.0,8320.0,7470.0,960.0,15740.0,380.0,9840.0,9870.0,150.0,28920.0,420.0,20.0,400.0,0.0,1080.0,7410.0,1236447.0,16760.0,1259311.0,12170.0,624004.0,8450.0,14504.0,5400.0,61916.0,5060.0,51301.0,440.0,459.0,2880.0,42521.0,5060.0,101179.0,3290.0,78806.0,4550.0,122413.0,420.0,2520.0,23395.0,4490.0,77927.0,1360.0,75082.0,8670.0,22864.0,230.0,60.0,150.0,3380.0,850.0,5578.0,600.0,3512.0,1010.0,725.0,6340.0,1670.0,15090.0,281481.0,15090.0,271448.0,4880.0,10035.0,1270.0,48722.0,333197.0,580.0,11968.0,1040.0,13831.0,230.0,205.0,1140.0,8615.0,100.0,81.0,1260.0,9912.0,1270.0,10082.0,800.0,8368.0,0.0,0.0,50.0,16.0,50.0,58.0,80.0,536.0,1070.0,16754.0,30.0,303.0,3380.0,20565.0,13040.0,932875.0,12820.0,155599.0,0.0,0.0,400.0,384.0,5270.0,9248.0,1660.0,573.0,270.0,139.0,540.0,593.0,1090.0,241.0,2640.0,6126.0,230.0,95.0,2260.0,8336.0,1070.0,7845.0,1110.0,7742.0,15590.0,170827.0,1650.0,3010.0,1350.0,2608.0,1030.0,1890.0,480.0,412.0,640.0,635.0,90.0,110.0,2530.0,3333.0,13790.0,25868.0,12620.0,13107.0,11750.0,145443.0,12470.0,158357.0,250.0,527.0,510.0,2603.0,3630.0,21141.0,12280.0,39608.0,11620.0,30910.0,1040.0,8538.0
douglas,13266.0,0.0,0.0,0.0,10962.0,WI,21960.0,11550.0,7960.0,2180.0,20300.0,460.0,9780.0,15240.0,210.0,38130.0,600.0,390.0,210.0,110.0,3170.0,6590.0,1247867.0,21590.0,1260689.0,17700.0,866048.0,7430.0,8906.0,3740.0,14198.0,3440.0,10728.0,390.0,355.0,2290.0,22859.0,3070.0,35268.0,2170.0,34373.0,5360.0,130105.0,197.0,4060.0,45552.0,4020.0,59170.0,860.0,56107.0,8850.0,12822.0,330.0,87.0,60.0,1447.0,320.0,2262.0,330.0,1590.0,2060.0,1436.0,5990.0,1504.0,20520.0,365380.0,20520.0,356645.0,4400.0,8737.0,920.0,25852.0,144568.0,300.0,6589.0,780.0,6979.0,100.0,99.0,780.0,3837.0,160.0,87.0,890.0,6499.0,890.0,6788.0,620.0,5134.0,0.0,0.0,50.0,37.0,130.0,172.0,30.0,81.0,620.0,5133.0,80.0,1282.0,2140.0,12332.0,17470.0,875292.0,17370.0,128241.0,0.0,0.0,230.0,200.0,6840.0,12465.0,960.0,164.0,700.0,340.0,920.0,946.0,1470.0,286.0,4430.0,10346.0,270.0,108.0,1680.0,4231.0,650.0,5968.0,670.0,6072.0,20970.0,151038.0,2890.0,5732.0,2570.0,5297.0,1900.0,3332.0,730.0,637.0,260.0,192.0,80.0,80.0,3570.0,4780.0,18630.0,34305.0,17240.0,18198.0,15590.0,115645.0,16200.0,121066.0,140.0,154.0,210.0,601.0,3700.0,14726.0,17510.0,44635.0,17250.0,41959.0,420.0,2622.0
dunn,0.0,10667.0,0.0,0.0,0.0,WI,20830.0,10540.0,8280.0,1750.0,19790.0,310.0,11210.0,13870.0,200.0,37880.0,50.0,30.0,20.0,0.0,2350.0,5740.0,1234382.0,20510.0,1250498.0,16880.0,875950.0,8530.0,9657.0,4220.0,15953.0,3850.0,11715.0,400.0,377.0,2680.0,29504.0,3840.0,40633.0,2180.0,33376.0,4340.0,102917.0,1169.0,2880.0,25664.0,3480.0,52121.0,980.0,74349.0,8980.0,16116.0,330.0,87.0,90.0,1227.0,440.0,2877.0,420.0,2029.0,1930.0,1347.0,5790.0,1471.0,19240.0,347842.0,19240.0,340253.0,3770.0,7590.0,930.0,29132.0,159283.0,340.0,6855.0,780.0,9083.0,130.0,119.0,810.0,4054.0,140.0,66.0,920.0,6847.0,930.0,6888.0,630.0,5149.0,0.0,0.0,30.0,12.0,100.0,124.0,0.0,0.0,660.0,6192.0,30.0,1035.0,2710.0,20011.0,16220.0,894963.0,16090.0,136897.0,0.0,0.0,220.0,186.0,7000.0,13860.0,970.0,89.0,690.0,404.0,1020.0,1072.0,1570.0,304.0,4540.0,11397.0,280.0,143.0,2150.0,6555.0,780.0,9044.0,800.0,8962.0,19520.0,158019.0,2470.0,5037.0,2150.0,4459.0,1820.0,3367.0,910.0,823.0,300.0,362.0,60.0,78.0,3270.0,4574.0,17440.0,33492.0,16370.0,18121.0,14280.0,123039.0,15150.0,130995.0,180.0,199.0,280.0,764.0,3920.0,17724.0,15950.0,44681.0,15650.0,39270.0,420.0,3467.0
eau claire,0.0,33210.0,0.0,0.0,0.0,WI,51020.0,27490.0,18930.0,4070.0,47830.0,1000.0,24120.0,34870.0,660.0,90610.0,330.0,260.0,70.0,30.0,5640.0,13700.0,3819884.0,50360.0,3865880.0,41580.0,2371297.0,20550.0,42987.0,10610.0,58425.0,9900.0,42427.0,1060.0,1729.0,6350.0,93617.0,9740.0,190211.0,5760.0,98391.0,10140.0,239836.0,903.0,7470.0,67802.0,8350.0,129615.0,2340.0,610376.0,22850.0,45996.0,920.0,235.0,240.0,4987.0,1100.0,10292.0,990.0,4866.0,5450.0,3597.0,14910.0,3716.0,47050.0,828970.0,47050.0,810381.0,9240.0,18590.0,2830.0,95250.0,1031618.0,870.0,19604.0,2490.0,56512.0,280.0,310.0,2500.0,14438.0,400.0,210.0,2780.0,22117.0,2820.0,22230.0,1970.0,17761.0,30.0,138.0,110.0,67.0,280.0,322.0,110.0,773.0,2120.0,30785.0,120.0,2250.0,7070.0,131174.0,40260.0,2887317.0,40040.0,550910.0,20.0,241.0,620.0,590.0,17350.0,34887.0,3090.0,508.0,1910.0,1042.0,2670.0,2806.0,3570.0,697.0,10720.0,26965.0,560.0,385.0,4880.0,16424.0,1770.0,19008.0,1820.0,19182.0,48260.0,605650.0,5740.0,11026.0,5030.0,9968.0,4000.0,7064.0,2260.0,2012.0,690.0,643.0,120.0,228.0,8200.0,11296.0,41730.0,77361.0,39090.0,41749.0,35990.0,516021.0,37690.0,543404.0,950.0,2001.0,1220.0,4043.0,9160.0,52260.0,39810.0,114272.0,38900.0,98238.0,1360.0,15971.0
florence,752.0,0.0,0.0,0.0,2149.0,WI,2390.0,1110.0,1080.0,170.0,2260.0,40.0,1510.0,1540.0,30.0,4180.0,0.0,0.0,0.0,0.0,160.0,980.0,135539.0,2350.0,136980.0001,1760.0,88220.0,840.0,850.0,500.0,3811.0,460.0,2526.0,30.0,16.0,310.0,1927.0,480.0,6301.0,380.0,7025.0,680.0,15555.0,54.0,390.0,3474.0,570.0,7865.0,130.0,1711.0,980.0,1441.0,0.0,0.0,0.0,0.0,30.0,117.0,60.0,292.0,120.0,82.0,720.0,193.0,2200.0,41841.0,2200.0,40564.0,630.0,1276.0,100.0,3259.0,17063.0,30.0,494.0,90.0,928.0,0.0,0.0,100.0,528.0,0.0,0.0,100.0,849.0,100.0,839.0,70.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,792.0,0.0,0.0,290.0,871.0,1760.0,94375.0,1750.0,13528.0,0.0,0.0,20.0,12.0,680.0,1024.0,130.0,12.0,40.0,19.0,70.0,80.0,170.0,36.0,400.0,841.0,30.0,9.0,210.0,451.0,110.0,1237.0,110.0,1234.0,2190.0,16845.0,310.0,576.0,250.0,518.0,190.0,311.0,60.0,53.0,30.0,10.0,0.0,0.0,340.0,435.0,2050.0,3928.0,1900.0,2030.0,1580.0,12501.0,1680.0,13200.0,0.0,0.0,30.0,98.0,420.0,1453.0,1810.0,4804.0,1770.0,4600.0,60.0,144.0
fond du lac,20191.0,0.0,0.0,0.0,36176.0,WI,53840.0,27520.0,21010.0,4690.0,49270.0,1350.0,28040.0,34790.0,450.0,96090.0,90.0,60.0,30.0,0.0,5400.0,15800.0,3498051.0,52330.0,3538866.0,42900.0,2363705.0,18950.0,29275.0,11460.0,61880.0,10720.0,48602.0,1080.0,987.0,5240.0,68106.0,10280.0,128756.0,7040.0,119578.0,12020.0,254621.0,1154.0,8630.0,67462.0,9660.0,143093.0,2340.0,305737.0,22620.0,40815.0,920.0,234.0,220.0,3774.0,1310.0,9144.0,940.0,4493.0,3760.0,2629.0,16410.0,4229.0,49290.0,890126.0,49290.0,868908.0,10530.0,21218.0,2510.0,88866.0,627192.0,890.0,18231.0,2160.0,29847.0,310.0,259.0,2200.0,12745.0,280.0,219.0,2480.0,18930.0,2490.0,19096.0,1660.0,13929.0,0.0,0.0,30.0,6.0,220.0,280.0,80.0,735.0,1900.0,34134.0,110.0,1674.0,6740.0,74030.0,41810.0,2558015.0,41500.0,419458.0,0.0,0.0,600.0,479.0,17780.0,34868.0,3020.0,404.0,1520.0,756.0,2230.0,2623.0,3850.0,749.0,11580.0,28696.0,690.0,338.0,4490.0,15090.0,1530.0,11438.0,1590.0,11299.0,50590.0,487481.0,5760.0,11814.0,5100.0,10805.0,4360.0,7741.0,1920.0,1783.0,790.0,802.0,120.0,183.0,8560.0,11658.0,44260.0,84217.0,41590.0,45489.0,37540.0,384028.0,39180.0,405437.0,590.0,1044.0,830.0,3379.0,9480.0,36967.0,41860.0,118850.0,40830.0,103339.0,1500.0,15437.0
forest,1777.0,0.0,0.0,0.0,3212.0,WI,4620.0,2280.0,1800.0,500.0,4390.0,60.0,3170.0,3140.0,20.0,8410.0,0.0,0.0,0.0,0.0,630.0,1560.0,244613.0,4510.0,247337.0,3190.0,123338.0,1750.0,2037.0,670.0,3181.0,610.0,2453.0,60.0,63.0,710.0,4378.0,680.0,8565.0,540.0,9047.0,1030.0,23971.0,97.0,870.0,10594.0,880.0,11930.0,230.0,3823.0,1580.0,2724.0,80.0,20.0,0.0,0.0,100.0,504.0,90.0,424.0,230.0,111.0,940.0,247.0,4290.0,77727.0,4290.0,75680.0,1020.0,2046.0,140.0,3708.0,14930.0,60.0,1122.0,100.0,718.0,20.0,12.0,110.0,509.0,0.0,0.0,130.0,900.0,130.0,999.0,70.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,483.0,0.0,0.0,490.0,1934.0,3320.0,174562.0,3290.0,27478.0,0.0,0.0,70.0,35.0,1360.0,2409.0,160.0,12.0,70.0,31.0,130.0,136.0,310.0,61.0,930.0,2140.0,60.0,14.0,510.0,1223.0,220.0,2554.0,220.0,2627.0,4310.0,38605.0,740.0,1484.0,650.0,1321.0,480.0,780.0,100.0,86.0,80.0,34.0,0.0,0.0,870.0,1257.0,3770.0,7269.0,3400.0,3863.0,2870.0,25038.0,3080.0,26581.0,0.0,0.0,80.0,186.0,620.0,1757.0,3760.0,14124.0,3680.0,13544.0,100.0,288.0
grant,0.0,11967.0,0.0,0.0,0.0,WI,23580.0,11870.0,9700.0,1850.0,22180.0,370.0,16020.0,14650.0,190.0,43810.0,60.0,30.0,30.0,0.0,1780.0,7340.0,1250474.0,23150.0,1269265.0,18570.0,879906.0,9470.0,15390.0,4620.0,18826.0,4300.0,13572.0,370.0,446.0,3230.0,32877.0,4730.0,76518.0,2780.0,37678.0,5130.0,109418.0,2239.0,3420.0,28995.0,4180.0,59940.0,1690.0,74790.0,10230.0,18791.0,460.0,117.0,90.0,1523.0,750.0,4840.0,560.0,2991.0,1850.0,1164.0,6770.0,1731.0,21770.0,396084.0,21770.0,386318.0,4820.0,9766.0,780.0,27188.0,124263.0,320.0,8779.0,630.0,6074.0,130.0,92.0,620.0,2849.0,60.0,66.0,770.0,5365.0,770.0,5402.0,410.0,2895.0,0.0,0.0,0.0,0.0,50.0,61.0,20.0,82.0,540.0,8422.0,50.0,1031.0,3530.0,21294.0,17720.0,907564.0,17510.0,130082.0,0.0,0.0,370.0,398.0,7790.0,16244.0,1100.0,166.0,840.0,445.0,1200.0,1252.0,1740.0,344.0,4960.0,12938.0,280.0,140.0,2860.0,7892.0,990.0,8122.0,1040.0,8058.0,21790.0,154958.0,2790.0,5609.0,2340.0,4958.0,2060.0,3683.0,1050.0,919.0,580.0,608.0,50.0,56.0,3620.0,5083.0,19590.0,38310.0,18550.0,21040.0,15460.0,113839.0,16650.0,123320.0,150.0,213.0,280.0,869.0,4120.0,18865.0,18200.0,50443.0,17720.0,46241.0,740.0,4027.0
green,0.0,11060.0,0.0,9874.0,0.0,WI,19440.0,9480.0,8140.0,1610.0,18380.0,430.0,12200.0,11940.0,140.0,35590.0,330.0,30.0,300.0,0.0,1390.0,6280.0,1280148.0,19300.0,1295912.0,15570.0,892738.0,8050.0,12138.0,4600.0,40626.0,4270.0,27464.0,480.0,462.0,2500.0,27737.0,4140.0,72286.0,2520.0,39840.0,4160.0,86100.0,1096.0,2490.0,20460.0,3430.0,51339.0,1400.0,62820.0,8300.0,15764.0,380.0,98.0,80.0,1292.0,660.0,4366.0,450.0,2424.0,1520.0,1006.0,5490.0,1377.0,17770.0,325340.0,17770.0,317179.0,4100.0,8162.0,1130.0,37241.0,210677.0,370.0,7807.0,970.0,11076.0,170.0,121.0,1010.0,6081.0,130.0,112.0,1120.0,8958.0,1120.0,8982.0,800.0,6953.0,0.0,0.0,30.0,12.0,90.0,98.0,30.0,122.0,760.0,11459.0,50.0,851.0,3150.0,19985.0,15130.0,959478.0,14960.0,149936.0,0.0,0.0,220.0,278.0,6650.0,13459.0,1100.0,194.0,660.0,382.0,810.0,900.0,1350.0,265.0,4390.0,11013.0,340.0,381.0,2170.0,6543.0,640.0,4833.0,680.0,4797.0,18050.0,170368.0,2010.0,4108.0,1680.0,3629.0,1500.0,2692.0,680.0,611.0,340.0,391.0,20.0,15.0,2660.0,3561.0,16290.0,31210.0,15290.0,16814.0,13520.0,136476.0,14300.0,145855.0,250.0,365.0,340.0,1895.0,3920.0,16698.0,14470.0,41155.0,13900.0,35763.0,740.0,5313.0
green lake,3218.0,0.0,0.0,0.0,7313.0,WI,9890.0,4890.0,4110.0,790.0,9180.0,290.0,6130.0,6000.0,60.0,17950.0,20.0,20.0,0.0,0.0,850.0,3500.0,573514.0,9740.0,581655.0,7480.0,372834.0,3890.0,6144.0,2250.0,13039.0,2130.0,10482.0,170.0,181.0,1430.0,18268.0,2040.0,28372.0,1460.0,23232.0,2380.0,48963.0,459.0,1550.0,12171.0,1980.0,29035.0,630.0,29057.0,4390.0,8141.0,150.0,36.0,50.0,910.0,320.0,2036.0,160.0,797.0,560.0,385.0,3330.0,880.0,9120.0,167098.0,9120.0,162413.0,2330.0,4682.0,480.0,15756.0,85680.0,220.0,4268.0,360.0,4465.0,110.0,92.0,420.0,2854.0,20.0,12.0,480.0,3422.0,480.0,3484.0,270.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,96.0,370.0,3794.0,20.0,507.0,1380.0,8449.0,7430.0,408441.0,7350.0,61694.0,0.0,0.0,110.0,89.0,3100.0,5568.0,510.0,58.0,170.0,106.0,340.0,411.0,780.0,164.0,1920.0,4515.0,150.0,45.0,1020.0,3454.0,330.0,2609.0,330.0,2521.0,9050.0,74660.0,1200.0,2430.0,1010.0,2131.0,820.0,1476.0,320.0,286.0,180.0,200.0,40.0,29.0,1420.0,1918.0,8270.0,15718.0,7670.0,8346.0,6520.0,56035.0,6940.0,60460.0,100.0,186.0,190.0,566.0,1640.0,7573.0,7620.0,21754.0,7340.0,18834.0,390.0,2798.0
iowa,0.0,8063.0,0.0,5595.0,0.0,WI,12360.0,6000.0,5280.0,960.0,11790.0,180.0,7900.0,7600.0,100.0,22860.0,160.0,0.0,160.0,0.0,910.0,4070.0,826767.0,12250.0,837435.0,9980.0,556065.0,5050.0,7251.0,2930.0,14019.0,2720.0,10494.0,260.0,249.0,1880.0,19133.0,2900.0,49106.0,1590.0,24965.0,2590.0,59536.0,1190.0,2320.0,19719.0,2280.0,33624.0,900.0,54073.0,5600.0,10668.0,250.0,64.0,70.0,1164.0,470.0,2876.0,260.0,1361.0,1050.0,703.0,3650.0,922.0,11270.0,207790.0,11270.0,202654.0,2610.0,5134.0,700.0,20690.0,140196.0,240.0,5549.0,570.0,5511.0,100.0,72.0,590.0,3412.0,60.0,19.0,680.0,5217.0,690.0,5291.0,490.0,4189.0,0.0,0.0,0.0,0.0,60.0,66.0,0.0,0.0,440.0,4103.0,0.0,0.0,2120.0,15192.0,9680.0,616450.0,9540.0,99077.0,0.0,0.0,150.0,174.0,4300.0,9069.0,780.0,140.0,400.0,231.0,560.0,635.0,900.0,187.0,2720.0,7072.0,200.0,225.0,1650.0,4644.0,460.0,3574.0,490.0,3513.0,11460.0,114975.0,1300.0,2450.0,1060.0,2046.0,920.0,1699.0,460.0,432.0,280.0,326.0,20.0,28.0,1700.0,2355.0,10460.0,20166.0,9850.0,10936.0,8610.0,89769.0,9250.0,95769.0,150.0,174.0,250.0,856.0,2500.0,11339.0,9260.0,27570.0,8960.0,23306.0,420.0,4255.0
iron,1542.0,0.0,0.0,0.0,2396.0,WI,3280.0,1680.0,1330.0,250.0,3100.0,50.0,2050.0,2040.0,0.0,5490.0,0.0,0.0,0.0,0.0,290.0,1390.0,175119.0,3240.0,177461.0,2330.0,100982.0,1150.0,1246.0,710.0,2922.0,650.0,2173.0,50.0,37.0,520.0,3371.0,650.0,8797.0,490.0,9260.0,900.0,23165.0,33.0,660.0,6891.0,790.0,11366.0,180.0,6715.0,1310.0,2342.0,50.0,13.0,0.0,0.0,90.0,565.0,80.0,397.0,180.0,122.0,830.0,211.0,3080.0,56333.0,3080.0,54468.0,930.0,1868.0,100.0,2921.0,20849.0,30.0,551.0,80.0,859.0,0.0,0.0,90.0,423.0,0.0,0.0,100.0,729.0,100.0,738.0,60.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,407.0,0.0,0.0,460.0,1516.0,2390.0,122186.0,2360.0,18211.0,0.0,0.0,70.0,48.0,880.0,1390.0,170.0,13.0,70.0,28.0,100.0,105.0,220.0,48.0,500.0,1100.0,40.0,10.0,370.0,826.0,230.0,2880.0,250.0,2931.0,3000.0,22974.0,470.0,729.0,370.0,618.0,240.0,376.0,70.0,65.0,80.0,51.0,0.0,0.0,440.0,559.0,2840.0,5262.0,2660.0,2709.0,2140.0,16821.0,2320.0,18121.0,20.0,25.0,30.0,252.0,550.0,1898.0,2500.0,6240.0,2440.0,5731.0,90.0,464.0
jackson,326.0,4508.0,0.0,0.0,764.0,WI,10060.0,5170.0,3780.0,970.0,9030.0,200.0,5700.0,6490.0,60.0,18120.0,0.0,0.0,0.0,0.0,1090.0,3000.0,502471.0,9510.0,508563.0,7490.0,334937.0,3690.0,4248.0,1400.0,8700.0,1290.0,5639.0,130.0,122.0,1210.0,10436.0,1430.0,30237.0,1000.0,13391.0,2220.0,47725.0,562.0,1750.0,18421.0,1640.0,22008.0,440.0,14589.0,3690.0,6092.0,110.0,31.0,0.0,0.0,210.0,1327.0,170.0,959.0,570.0,349.0,2510.0,659.0,9020.0,163313.0,9020.0,159409.0,1960.0,3901.0,290.0,8873.0,67381.0,100.0,1878.0,240.0,2499.0,30.0,18.0,240.0,1269.0,30.0,8.0,280.0,2048.0,290.0,2089.0,200.0,1585.0,0.0,0.0,0.0,0.0,20.0,26.0,0.0,0.0,200.0,2116.0,0.0,0.0,1000.0,6710.0,7170.0,357087.0,7120.0,53587.0,0.0,0.0,150.0,150.0,3000.0,5606.0,330.0,82.0,250.0,151.0,290.0,312.0,840.0,157.0,2000.0,4617.0,180.0,140.0,960.0,2569.0,370.0,3562.0,380.0,3664.0,9300.0,69372.0,1470.0,2959.0,1270.0,2694.0,1040.0,1894.0,250.0,223.0,170.0,138.0,0.0,0.0,1870.0,2627.0,8290.0,15754.0,7760.0,8539.0,6210.0,47864.0,6670.0,51244.0,60.0,73.0,100.0,376.0,1570.0,4722.0,7930.0,23250.0,7790.0,20811.0,190.0,1624.0
