County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
delaware,25328.0,0.0,2693.0,0.0,74008.0,OH,94430,36470,44180,6550,45490,194890,66260,1610,470,1140,150,320,6590,22060,9901676,94240,10067417,79890,7216789,34890,52494,29540,198536,28060,159598,31820,42268,17040,383263,25370,442123,11750,232573,18650,539669,700,1800,8807,12540,190488,8350,780333,28620,165741,3110,787,1530,37287,3720,31108,1710,8965,9420,10876,1180,2654,560,13979,49090,1329008,8389254,6130,60706,45290,428671,3140,4212,44990,288120,4260,1962,49020,725981,40550,324060,1040,3969,1660,766,3530,5224,1300,4248,41140,188391,7580,53692,780,10432,79500,7682876,78930,1686429,8080,36009,920,1093,33940,47372,9740,7681,6440,3624,5360,6659,2960,533,15110,20334,2390,1254,14110,59383,1440,5523,1740,6287,1540,1206,90410,1834208,6440,13590,5150,11124,4210,5608,4480,4276,650,682,75740,1641259,78800,1729126,6750,10835,5830,12674,23390,158436,65410,204355
erie,2156.0,18570.0,0.0,12099.0,3731.0,OH,39600,19000,13250,4740,19880,69080,19420,720,30,690,0,710,4920,12110,2172515,39500,2200118,32070,1394622,10890,13079,7650,50209,7210,41322,5560,5835,4660,42397,6260,93334,5180,71969,10530,248820,380,1780,6962,7150,82184,2670,123160,8340,27603,910,233,110,2275,700,4876,620,2861,3250,3603,310,754,130,3718,8420,179109,1091663,2030,22463,7160,42724,1120,1383,7440,26573,440,212,8400,71466,6230,36138,240,789,200,110,840,872,240,1281,6430,27454,2090,14427,260,2576,30520,1517547,30360,274703,480,2113,520,549,11210,12113,2040,672,880,435,2030,2453,2500,418,5290,6649,870,333,3620,9141,860,3939,970,4399,1030,674,37950,336723,6630,15079,5740,13627,3910,4882,2020,1912,380,281,28070,262743,29530,276128,390,580,500,1813,6270,28451,31500,78856
fairfield,20446.0,0.0,0.0,0.0,48873.0,OH,71780,29840,28660,8120,33990,139590,45180,1930,750,1180,270,1020,8410,17500,4263778,71620,4319859,60020,3211924,18140,17424,12240,46976,11390,37347,17130,14088,10810,131235,9970,86879,7720,112278,16140,414336,1040,1850,8057,9950,120066,3290,169537,18650,56081,1990,505,310,5767,1430,10024,1060,4889,7530,8541,720,1633,240,3756,24540,508390,2694365,3870,36231,22760,153159,1410,1783,21960,78613,1860,950,24480,236097,19960,123808,480,1438,680,434,3360,4332,300,595,19040,75903,4740,30495,510,4578,57510,2926951,57280,512375,1470,5490,750,709,23080,28272,3010,413,2760,1466,4560,5547,4250,693,13000,17175,1500,678,8440,22916,1260,4667,1460,5106,1580,1129,68780,617674,10470,24636,8890,21207,6850,9048,4200,3926,560,494,52890,484116,56210,514386,990,1126,1000,1741,12960,54893,55830,147632
fayette,2342.0,0.0,0.0,0.0,8083.0,OH,13380,6120,4460,1780,6910,24860,7920,110,0,110,0,290,2120,3270,578640,13350,587268,11240,423455,2440,2610,1400,5656,1320,4212,1220,1071,1620,20125,1210,9910,910,8902,2850,59421,440,370,1656,1670,16225,430,26021,2640,8628,230,58,30,783,270,1789,130,551,950,1073,70,177,80,888,1960,35071,190138,470,4722,1670,7735,250,302,1610,3453,110,46,1960,11685,1440,7959,30,74,20,3,250,336,30,39,1320,6411,420,3552,40,229,9960,372121,9960,60756,80,250,120,90,3700,3897,340,40,260,127,550,647,990,159,2190,2635,220,103,1420,4537,220,858,240,941,380,253,12700,80819,2910,6842,2550,6105,1800,2327,520,474,90,52,9040,56860,9740,62346,70,80,90,290,2070,10146,10800,27185
franklin,99923.0,199791.0,4516.0,91560.0,150554.0,OH,622650,324640,172590,91940,261120,1120600,365790,12170,4510,7660,1210,7500,91500,117770,38302449,620950,38861807,538840,28604158,132440,195015,104130,927930,97740,786988,119860,125366,97120,1264851,85790,1492772,48440,803578,102200,2712841,800,12420,56576,59730,747544,25070,1897624,171460,559358,13260,3254,4120,96265,11680,81766,8640,35073,74960,88395,7700,19095,1320,32838,187920,4411899,24588615,28850,272694,172380,1319742,11540,13978,161340,867288,16600,8413,187350,2221501,143160,879329,3410,11587,4800,2691,25810,29962,3570,18171,148890,798619,36420,271668,3910,41301,491830,27088884,489980,5286836,17910,98862,6030,5192,187820,216820,31690,19657,25190,13839,40100,42719,36690,5881,88520,102046,10540,3683,74980,215450,10120,30774,12000,34305,16500,10977,601150,6481232,117060,302026,102550,262314,80040,108304,36390,33227,4530,3503,444430,5086907,479910,5394432,13900,24065,13080,49214,109090,464596,490660,1371323
fulton,0.0,0.0,0.0,0.0,15585.0,OH,21230,9070,8660,1990,12440,40380,12330,40,0,40,0,270,2050,5680,1112952,21180,1132611,17810,802003,6330,6298,4010,16043,3770,12615,3400,3192,2940,34020,3260,25237,2420,29780,4560,96961,760,960,3694,3110,36349,1110,58928,5330,19659,430,110,90,1465,630,4265,410,1955,2010,2218,160,393,150,1769,4920,96111,501236,1100,11227,4260,22075,580,704,4330,11980,250,125,4920,35102,3620,18680,110,263,70,21,520,522,70,158,3700,21376,1180,8718,100,900,17100,743916,17010,122264,180,617,240,190,6970,8279,910,78,620,330,1200,1523,1610,303,3920,5468,440,217,2580,7952,380,1292,430,1391,600,404,20170,151568,2930,6455,2430,5629,1910,2651,1080,1048,150,139,15640,113790,16560,123276,130,173,190,327,3720,16180,16470,41043
gallia,2670.0,0.0,0.0,0.0,9368.0,OH,11860,4700,5020,1480,7450,23920,7690,80,50,30,0,320,1770,3240,552740,11830,558155,9470,400355,2560,2933,1740,7902,1650,6625,1160,1031,1770,23697,1130,7900,1010,14840,2940,68803,850,600,2981,1760,18505,400,14201,2480,5415,320,85,0,0,120,813,120,572,870,906,80,180,0,0,1680,33450,185567,360,3558,1430,6993,210,250,1380,3309,130,36,1670,10626,1120,6448,20,43,0,0,90,95,0,0,1140,5848,610,6939,30,184,8800,353364,8780,58277,100,342,150,119,3200,3699,210,45,240,116,620,734,700,131,1950,2502,180,100,1290,3062,280,1680,300,1756,380,267,11240,81308,2540,6419,2250,5602,1630,2048,610,555,120,81,7940,54578,8670,58935,80,113,100,404,1740,5075,9660,26691
geauga,13588.0,0.0,0.0,0.0,35059.0,OH,47400,20840,20550,2720,27980,91300,28300,940,310,640,0,120,2560,14420,4247850,47310,4332449,36710,2642201,17230,32976,14380,137853,13640,113429,12100,20653,9890,215088,12260,216357,7250,142220,10350,260669,770,1350,6786,8080,120698,5390,425494,13580,84599,1080,272,520,13064,2350,19377,1130,6173,3780,4306,480,1198,520,14289,19100,502472,3254729,3610,40469,16640,151652,2130,2584,17490,103972,930,466,19050,260286,14690,105828,370,1012,580,263,1130,1479,650,2089,15500,79076,3940,31654,480,6710,38700,3267412,38270,712251,2500,12961,680,785,15100,25081,4520,5289,1390,762,2680,3434,1980,380,6230,9231,1080,397,6910,24141,1120,4243,1330,4701,920,702,43380,792480,3640,7039,2840,5662,2120,3009,2300,2296,550,499,36120,687520,38070,725181,1970,4070,2210,6428,11460,67925,31680,97117
greene,21198.0,0.0,0.0,0.0,56889.0,OH,77220,35070,30540,7050,31260,143090,41540,3160,2820,350,420,550,8310,21540,5127732,76980,5203705,62790,3519670,28600,28660,17150,88839,16060,68811,16530,18270,10520,152451,14460,154906,9030,138127,20440,669069,750,1660,7220,12130,156132,3430,250178,19780,75973,1850,466,490,10787,1740,12681,1300,5922,7660,8545,1120,2689,360,7364,24710,538893,3164906,4280,46449,21670,130759,2480,3291,22280,106676,2130,991,24620,242926,18810,114052,460,1387,550,250,2430,3033,440,1976,19790,104343,3880,25980,510,9544,62680,3681520,62410,684930,1630,6789,730,583,24610,28332,5240,1039,2670,1534,5350,5903,4170,741,11360,15561,1800,1038,8390,24830,1200,3691,1400,4102,1610,1061,74040,800200,9840,21722,8330,19047,6110,7895,4650,4209,530,385,58120,656784,61090,690520,1340,1878,1520,3190,15090,64342,58560,154382
guernsey,4143.0,0.0,0.0,0.0,11644.0,OH,17910,8170,6670,2180,8830,33480,10060,780,0,780,0,430,2490,4770,800015,17870,808249,14610,554079,3830,3701,2130,10409,1990,8293,1610,1476,2330,23997,1810,14132,1590,20397,4310,92190,870,1090,5776,2420,24148,540,13195,3450,8234,380,93,30,452,250,1428,210,959,1330,1443,80,214,20,183,2390,49592,257061,540,6013,2050,10861,300,418,1990,4720,130,64,2370,16188,1620,8577,30,70,40,12,200,226,30,153,1530,8092,810,9023,110,1907,13380,515955,13350,86690,150,528,210,206,4880,4999,410,31,300,130,700,804,1420,248,2790,3498,340,148,1600,3774,390,2263,430,2437,620,432,17020,122055,3570,8174,3080,7319,2090,2616,660,589,170,148,12180,81664,12980,87250,70,90,150,568,2490,9116,14670,38953
hamilton,179721.0,0.0,0.0,0.0,211062.0,OH,401000,204750,114800,61550,171430,714780,229000,8840,4780,4070,1260,5690,57140,94420,28306586,399850,28748713,339250,19478258,101670,225192,97910,1140586,93300,988723,73190,112613,55980,876904,72490,1418269,43490,915290,73630,1764371,670,8640,37479,51030,697655,20210,2108802,101070,442127,7980,1961,3520,86152,9430,72201,6120,28868,40210,46236,3970,10453,1570,49609,114960,3035721,18997734,19540,252039,103660,945459,9040,10361,101020,516297,8530,4381,114510,1484159,86970,561672,1900,7583,2810,1527,11910,12427,3800,24018,93460,607357,23640,201922,3380,35845,315490,21028810,312500,4462429,13880,83613,4330,3756,123300,170281,28630,38001,13930,7183,22420,26104,25480,4311,53660,64202,7320,4066,45760,144281,6840,19758,8250,22157,8890,5874,385080,5273845,71640,178688,63210,159294,47370,63058,21440,20320,3060,2479,285860,4299309,304130,4538307,12080,26189,13420,51632,71240,396998,309520,916030
hancock,0.0,0.0,0.0,0.0,27181.0,OH,37210,17210,13960,3640,17820,68150,19940,1280,1240,40,210,520,4240,9610,2183109,37140,2216446,31240,1604568,9290,11534,8030,38592,7600,30409,5730,5327,4390,59811,6450,46412,4700,87299,8310,171907,920,800,3145,5550,68544,1940,112426,9010,33337,750,187,180,3007,830,5710,550,2551,3680,4341,310,794,680,5357,8510,185654,1105776,1740,21795,7540,51306,860,980,7510,21434,500,192,8470,74304,6420,38258,180,509,150,49,900,977,190,402,6540,39891,1370,10700,150,2103,30000,1536989,29860,282738,630,2751,380,386,12090,13338,2220,322,1160,685,1990,2449,2940,539,6000,8057,820,346,3830,11721,660,2910,740,3156,950,637,35630,346363,5290,11385,4510,10220,3180,4138,1700,1640,290,234,27670,269068,29050,285153,630,1141,670,1509,6410,27274,29140,72475
hardin,0.0,0.0,0.0,0.0,8883.0,OH,13200,5630,5040,1500,8050,24900,7570,130,80,50,0,310,2000,3570,580636,13180,588650,10820,433503,3350,2586,2080,4330,1930,3395,1500,1122,1550,16167,1510,8056,1280,15533,3240,63532,630,370,1567,1950,20357,420,12348,2830,8014,230,56,20,472,290,1692,140,610,1010,1141,80,229,310,875,1940,34522,177373,450,5807,1720,9078,210,200,1660,3193,80,19,1940,12594,1420,7110,40,75,0,0,170,160,0,0,1350,5917,320,2380,30,163,10090,371828,10070,56694,60,239,140,131,3960,4363,420,24,170,87,610,698,1150,193,2320,3092,240,85,1450,3983,230,1222,270,1308,390,249,12500,77961,2290,5225,1960,4590,1410,1856,560,510,100,81,9230,52329,9850,57328,40,35,60,154,2040,7148,10560,26605
harrison,2019.0,0.0,0.0,0.0,4853.0,OH,6570,2790,2750,640,4030,12670,3690,40,0,40,0,180,910,1980,319984,6560,323036,5310,204606,1660,1127,920,3425,840,2798,520,715,840,8954,800,10952,620,7490,1740,34914,410,470,2483,1070,11524,220,2747,1200,3052,100,26,0,0,90,603,80,408,450,485,30,57,0,0,770,15189,83662,190,1949,660,3342,100,127,630,1412,40,21,770,4965,510,2726,0,0,0,0,50,62,0,0,480,2822,240,2450,20,221,5030,211891,5020,35030,40,145,110,152,1760,1899,180,8,50,21,270,345,410,73,1030,1338,130,39,600,1319,190,1188,230,1300,240,174,6200,44825,1150,2507,1010,2254,640,819,270,244,80,61,4630,33107,4900,35488,0,0,80,525,1050,5382,5170,13390
henry,0.0,0.0,0.0,0.0,10716.0,OH,14070,6150,5520,1320,7450,26200,7700,260,0,260,0,210,1370,4080,730602,14040,744554,11570,513292,4280,5037,2810,6995,2520,5236,1940,1818,1680,19733,2060,12659,1710,19621,3470,69416,770,690,3008,2230,25590,960,49663,3450,13952,300,73,70,930,370,2333,210,1064,1260,1370,90,218,260,3795,2920,53788,295993,740,9261,2490,12931,400,407,2530,6422,130,70,2920,20081,2030,9696,60,114,40,6,250,207,30,55,2240,9106,650,5397,60,339,11210,498293,11190,84180,100,295,150,137,4470,5195,460,27,400,181,740,907,1140,193,2520,3578,290,190,1610,5363,260,882,290,970,340,208,13350,105530,1920,3994,1630,3573,1180,1486,650,616,110,105,10340,78861,10880,85174,60,37,110,201,2430,10094,10960,27388
highland,3676.0,0.0,0.0,0.0,13832.0,OH,18300,7520,7240,2280,11240,36510,11910,140,0,140,0,580,2740,4640,766068,18250,776135,14740,562314,3870,3381,2060,10749,1960,9136,1720,1241,2920,35227,1790,14501,1480,17772,3990,86686,1160,660,2807,2400,23142,620,18365,4200,10067,380,91,30,488,370,2022,200,1008,1350,1468,100,260,50,247,2560,45917,227307,610,6366,2160,9458,340,412,2150,4187,240,70,2550,14281,1860,10295,40,162,30,9,320,320,30,69,1730,8573,620,4981,60,478,13420,473190,13390,71421,80,337,200,178,5260,5760,390,36,240,123,770,892,1450,243,3280,4128,280,134,2450,6190,390,1712,420,1806,720,475,17160,103321,4150,10144,3530,8776,2640,3437,680,636,170,141,12010,65556,13280,73278,60,46,80,179,2960,10193,14510,38526
hocking,3788.0,0.0,0.0,0.0,8321.0,OH,12440,5300,4970,1410,6630,23900,7260,110,50,50,20,380,1680,3210,544914,12400,551778,10180,406179,2500,2504,1290,4477,1190,3391,1460,976,1880,19598,1070,7344,1060,13703,2800,66770,340,540,2382,1650,16227,450,11837,2660,6864,230,61,0,0,190,1017,140,704,890,971,60,143,0,0,2140,39762,194295,460,4917,1870,8543,220,232,1870,4714,130,65,2130,13695,1670,9538,40,124,30,10,240,274,0,0,1440,5544,580,5241,40,186,9360,339955,9360,52549,70,194,200,232,3460,3708,270,18,220,118,550,661,940,158,2040,2588,220,80,1380,3354,360,2186,400,2386,390,261,11900,75388,2620,6211,2240,5341,1580,2080,560,524,150,118,8490,48840,9270,53080,50,58,60,88,1770,5122,10220,26109
holmes,1211.0,0.0,0.0,0.0,9421.0,OH,17460,7980,8010,810,12930,37780,13930,190,0,190,0,130,1040,3530,878039,17450,898056,13680,506500,5100,9708,2410,11410,2150,7394,1450,2599,4950,131362,2590,41327,1220,13775,2070,42477,1740,240,996,1450,15704,1420,111050,3970,20017,200,50,80,1675,630,2861,330,1829,720,813,50,117,420,7880,2350,60732,326021,610,7581,1810,10071,490,560,1980,6223,60,35,2320,16936,1470,8311,30,86,30,3,120,119,50,148,1870,25061,390,2972,30,296,13970,565368,13810,99616,150,537,140,105,5270,7165,450,43,120,62,460,561,1370,257,3430,5402,340,361,2350,6384,260,1403,300,1458,490,383,15570,119297,2220,4834,1820,4066,1800,3186,390,385,140,115,12140,92135,13060,99980,70,59,240,685,3490,18016,12380,29052
huron,7262.0,0.0,0.0,0.0,15373.0,OH,28780,12810,10400,3510,17230,54070,17110,160,0,160,0,860,3950,7340,1345957,28700,1362384,24110,977754,6610,6497,4400,14288,4110,11121,3700,3109,2970,32432,3560,24297,3070,37230,6510,133136,720,2040,8017,4220,46403,1300,67648,5610,16427,600,157,60,1304,470,3134,380,1759,2280,2438,200,458,110,1115,5030,96932,506215,1120,11710,4410,23224,570,647,4350,9538,210,81,5020,33647,3730,19160,110,260,130,49,600,643,60,75,3480,19320,1370,11093,130,1176,22230,878106,22170,144971,160,459,370,301,9090,9895,1110,96,620,273,1540,1881,2440,414,5040,6660,600,235,2400,5946,590,2727,690,2983,780,491,27510,189196,5040,11773,4420,10643,3380,4416,1390,1324,220,175,20120,134975,21260,142984,130,176,200,500,4070,18231,23500,60861
jackson,3071.0,0.0,0.0,0.0,9248.0,OH,13450,5420,5250,1950,7000,26930,8940,250,250,0,50,380,2350,3170,589931,13420,596307,11390,441671,2630,4483,1220,5696,1140,4499,1160,999,1690,20967,960,18045,990,11916,2910,65600,530,930,3934,1660,16973,360,10870,2600,6376,360,92,0,0,180,1214,120,518,1030,1076,90,243,30,417,1660,33716,158155,340,3659,1430,5742,210,350,1370,2931,130,63,1660,9221,1150,6432,30,72,0,0,140,169,0,0,1090,5652,640,7061,40,261,9950,368114,9950,57162,80,339,150,114,3920,4443,210,115,260,121,610,708,970,169,2460,3052,230,88,1250,3067,280,1755,300,1877,520,364,12950,83875,3230,7951,2860,7117,2000,2509,610,539,100,67,8910,52717,9630,57173,40,48,70,401,1640,6375,11400,31612
jefferson,8995.0,0.0,0.0,0.0,18225.0,OH,29790,13960,10870,3410,14820,54560,15600,370,240,120,60,780,4190,9200,1361897,29730,1375723,24140,959189,7030,6378,4310,15094,3980,11947,2510,2385,3220,37286,3230,27608,3310,40240,8670,170980,460,1930,10836,5330,56499,780,23762,5750,13826,680,176,60,909,390,2742,390,1740,2350,2642,200,539,40,425,3760,71256,386817,920,10272,3230,16363,460,504,3130,6838,280,122,3730,24061,2500,12522,70,214,40,9,360,361,50,69,2830,11641,1130,10112,190,1994,22480,886883,22440,143031,210,735,510,583,7470,7713,830,75,290,128,1500,1762,1750,293,3920,4971,570,230,2440,5606,780,3665,900,4200,780,510,28770,194856,5650,13234,4950,11774,3210,4132,1430,1293,290,213,20860,135205,22060,143277,150,180,200,603,4030,13404,24710,61872
knox,6833.0,0.0,0.0,0.0,19354.0,OH,27370,11600,11300,2630,13730,53230,16400,530,0,530,0,260,3010,7650,1393276,27300,1413114,21800,980268,6250,7263,4510,22665,4220,18788,4170,3550,4940,61472,3860,38524,3260,47797,6230,143288,1230,870,3542,4050,45318,1200,49969,6870,19838,620,152,90,1412,690,3978,390,1797,2520,2798,190,435,160,1695,6330,122590,659901,1390,13350,5420,29856,800,912,5570,16677,370,145,6310,47813,4850,27664,110,387,190,77,770,860,110,361,4850,24656,1380,10172,100,683,21120,906011,21030,149693,240,848,380,390,8300,9327,1120,176,610,290,1340,1538,2110,372,4560,6138,490,300,3590,9100,660,3209,740,3542,820,578,25700,197425,4570,10323,3780,8817,2920,3989,1250,1151,300,227,19180,140806,20700,152680,160,377,240,692,5020,17811,20930,51372
lake,39174.0,0.0,0.0,0.0,70412.0,OH,123190,60300,41790,12250,60920,216540,61210,2280,290,1990,100,850,11360,35030,7089451,122830,7185607,101520,5219130,34600,40718,26210,121286,24460,93500,26710,22757,14870,165906,20690,141397,16730,259085,28090,623536,170,4370,20238,19180,243482,6670,335378,28580,96156,2860,719,550,10853,2580,19015,2220,10520,11420,12926,1360,3042,490,8436,39100,752001,4176981,7560,73666,34720,195846,3670,3907,35200,141490,2040,1272,38980,345641,30580,175330,640,2058,970,490,4930,5414,560,1845,30340,101670,7240,43829,1280,14878,99250,4986659,98790,886545,2280,9244,1670,1432,36230,40820,6740,2389,4000,1996,7700,8889,6970,1248,16930,21754,2590,706,11680,29271,2640,8181,3130,9101,3230,2164,117340,1069285,15020,31818,12520,27566,9250,12124,6540,6060,1170,927,92560,845782,96990,888284,1780,2235,1860,3590,22230,77064,94790,227798
lawrence,7279.0,0.0,0.0,0.0,17971.0,OH,25230,10230,9850,3770,12400,49620,15850,1420,170,1260,30,760,4080,6200,1150044,25170,1159483,21150,878787,5040,4708,2410,8941,2230,7446,2180,2116,2870,30697,1830,16595,1840,25725,5900,128537,430,1200,6387,3660,39092,580,18579,4950,9439,650,170,30,480,210,1393,220,919,1900,1894,200,483,0,0,3280,65553,346006,730,7404,2850,13316,350,482,2770,5621,330,177,3260,19792,2380,14227,70,187,30,19,300,380,40,164,2270,11866,1010,10249,60,868,18960,731123,18950,117305,170,551,300,267,7230,7921,410,40,610,282,1350,1548,1850,323,4340,5264,400,131,2280,4726,550,3315,590,3538,910,622,24420,166098,5890,14439,5180,12930,3660,4494,1250,1125,200,169,17090,109383,18390,116331,140,185,170,410,3530,10884,21020,58218
licking,19817.0,0.0,2977.0,0.0,57172.0,OH,82590,35660,31930,9130,39960,156940,48500,2140,1020,1120,360,970,10390,20940,4711426,82390,4772010,68740,3505629,18810,21295,13730,68091,12890,56778,17630,14812,12030,147787,11200,85179,8770,129520,18810,454217,1370,2170,9476,11830,139303,3470,185569,20120,60584,1830,457,330,6344,1620,10432,1140,4994,8360,9393,720,1689,220,4686,25490,512166,2765360,4390,41051,23140,139132,1950,2455,22840,85096,1870,1019,25430,229160,20750,127524,680,2034,760,470,3790,5092,390,1323,19310,77276,4710,30399,500,4025,65740,3209534,65540,559610,1400,5761,810,790,25510,30025,3600,959,2940,1616,4510,5298,4980,826,14040,18359,1860,725,9220,25074,1400,5084,1620,5615,2150,1491,79310,693502,12830,29680,10940,25848,8050,10567,4100,3732,650,487,60660,529606,64310,563837,1020,1276,1020,2760,14850,53083,64540,165204
logan,4345.0,0.0,0.0,0.0,16835.0,OH,22440,9900,8410,2550,12060,41420,12140,550,120,430,50,490,2960,5890,1109715,22400,1125526,18630,806140,5500,5068,3590,10452,3410,8471,2860,2638,2960,30437,2540,21520,2400,36709,5120,128584,850,550,2295,3270,36460,860,45867,4830,15811,410,104,100,1726,460,2871,270,1250,1770,1982,130,283,280,1835,4310,78199,427699,930,9352,3710,17255,530,685,3780,9658,230,110,4300,27815,3330,18731,90,239,70,23,510,571,40,69,3200,15749,700,5369,90,1001,17750,752689,17680,122930,150,663,210,217,6870,7364,1120,103,460,238,940,1122,1700,262,3780,5055,530,284,2280,6663,380,1853,420,1987,700,454,21440,158260,3630,8044,3100,7203,2180,2694,850,783,160,134,16390,115448,17310,124085,110,96,170,355,3710,14473,17840,45143
lorain,39154.0,25541.0,0.0,15619.0,44098.0,OH,149330,68350,52210,18530,74290,273760,83470,5280,1620,3660,480,2130,16960,40990,8573170,148900,8677999,123340,6238602,41030,45848,28140,134961,26430,107239,30240,25186,17290,187943,22850,243442,17190,255465,36230,866843,810,6680,31261,23580,282747,6850,371748,31670,104829,3520,895,620,12355,2550,20641,2180,10205,11770,12715,1440,3270,490,7493,44760,912611,5113038,8310,82690,40080,251647,3850,4555,39930,164441,2410,1431,44600,424950,35490,209667,860,2695,1160,793,5220,6297,640,1315,35250,131403,9010,56871,1230,13353,116910,5933368,116400,1067605,3160,12754,1720,1511,43780,49578,7190,3980,4200,2117,8490,9707,9460,1622,21550,27302,2920,1435,13500,35100,2670,8061,3160,9202,3710,2439,143220,1324088,24120,58633,21090,52495,15080,19160,7960,7297,1130,865,107980,1018406,114030,1068808,2430,3267,2250,4185,24910,86253,117870,311845
lucas,0.0,71810.0,0.0,18026.0,59801.0,OH,200860,97370,58450,34340,91460,362290,116920,2340,1040,1300,270,3590,30270,49790,10797201,200250,10955636,168650,7856108,43560,57838,32790,189274,30470,146480,33050,33635,24500,333806,26790,261587,21320,339387,41980,1000545,360,6510,25417,27310,331049,8010,495204,44750,158435,4130,1037,1140,25869,3730,27857,2630,11734,18570,21155,1970,5188,580,11412,50570,1062055,6067562,9490,91939,45170,286940,4460,5245,44560,197994,4130,2490,50380,495275,38240,208416,1070,3358,940,454,5770,6144,1160,2837,40250,182742,11990,80214,1500,17554,153270,7421794,152670,1377657,3700,16611,1990,1560,58410,66137,9200,5908,6150,3289,11420,13006,12920,2197,28980,35178,3510,1070,19280,56552,3280,9965,3820,10922,4270,2843,193700,1763895,41830,105275,37380,95190,26640,34102,11470,10817,1480,1098,138510,1312679,147500,1391681,3140,5382,3150,8715,31330,113462,161580,436867
madison,3695.0,0.0,0.0,0.0,13210.0,OH,19270,8460,7380,2110,9060,36560,11390,710,330,390,130,240,2430,4850,1096423,19240,1112390,16020,799005,4610,4859,2900,10473,2710,7907,3720,3212,2770,35983,2450,21263,1780,24851,4400,110517,680,380,1714,2730,31053,930,47938,4570,15967,370,89,100,1569,510,3272,230,1112,1590,1830,160,331,230,1947,5310,107271,607726,890,8038,4810,31475,420,495,4720,15133,330,175,5310,47638,4280,27486,130,368,100,45,730,914,60,93,4080,17204,960,6277,100,1021,15510,762362,15460,133679,330,1241,160,131,5860,6716,740,109,570,303,970,1156,1320,216,3340,4434,360,240,2380,7286,280,996,320,1079,490,329,18350,160166,2860,6424,2410,5599,1860,2421,860,783,130,109,14280,126599,15150,135560,250,237,260,393,3740,16419,14720,37088
mahoning,8470.0,62011.0,0.0,22244.0,18703.0,OH,110860,53890,35380,15230,61770,196340,58180,2580,1450,1130,390,1570,12800,32740,5578141,110550,5663744,89620,3834639,28090,40623,22520,109061,21160,88156,14350,17453,15320,193389,17060,149309,13030,161199,27670,610645,590,5980,24082,17740,196094,5010,306281,25820,85603,2900,750,500,11248,2080,15008,1980,9465,9350,10417,1010,2723,390,7783,21400,447668,2613160,4450,50822,18420,107040,2630,2973,18480,65109,1210,646,21300,177382,15480,81675,340,1268,360,242,2100,2038,490,3124,17160,83351,5940,46238,1070,14620,83430,3811078,82940,694975,1400,5844,1640,1358,30520,32460,5270,2005,2290,1123,6500,7668,7010,1253,13850,17209,2190,762,11810,29654,2720,9339,3090,10211,2370,1509,106160,896541,21590,53223,18810,46523,12720,15984,6370,6065,1210,879,76300,663161,82230,703870,1210,2012,1480,4670,16910,67223,89210,233271
marion,7801.0,0.0,167.0,0.0,17024.0,OH,27740,12120,9710,4280,12180,52320,16360,680,270,410,100,690,4820,7240,1240973,27680,1255593,23170,914445,5380,6259,3480,13049,3230,9921,2760,2460,3060,33392,2590,18349,3060,43999,6690,131962,520,770,3064,4010,42675,960,30258,5290,14620,500,129,60,1076,440,3168,320,1407,1980,2192,210,415,200,872,4150,76784,404449,1000,11532,3530,17221,500,593,3590,7875,300,156,4110,26058,3010,15944,80,195,50,7,570,582,50,114,3060,15365,880,6545,90,976,20970,796106,20930,126387,150,662,220,193,8150,8358,870,117,540,256,1220,1333,2490,454,4500,5498,490,225,2520,6535,390,1763,460,1912,810,530,26590,175991,6060,14774,5330,13197,3940,5055,1170,1029,180,126,18870,118029,20220,127130,120,187,190,561,3920,12896,22780,59128
