County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
columbia,11894.0,0.0,627.0,11253.0,0.0,WI,29450.0,14260.0,12290.0,2610.0,17250.0,54670.0,15310.0,480.0,40.0,440.0,1645502.0,29390.0,1672961.0,24500.0,1153100.0,11090.0,12350.0,6680.0,28227.0,6300.0,21327.0,7240.0,8736.0,3890.0,38130.0,5670.0,76108.0,3790.0,49587.0,6310.0,125900.0,1240.0,2240.0,7785.0,4650.0,60657.0,1830.0,96011.0,7020.0,27459.0,580.0,147.0,160.0,2573.0,990.0,6387.0,650.0,3011.0,2540.0,2531.0,310.0,520.0,430.0,4209.0,9810.0,200493.0,1027305.0,8750.0,53680.0,900.0,706.0,9050.0,37871.0,9780.0,94019.0,7610.0,48460.0,7380.0,24483.0,23490.0,1141331.0,23230.0,195845.0,450.0,2139.0,400.0,329.0,9510.0,10875.0,1690.0,305.0,1140.0,552.0,1860.0,2157.0,1820.0,329.0,4780.0,6427.0,800.0,230.0,3040.0,8979.0,610.0,1822.0,670.0,2062.0,1210.0,222.0,27540.0,220070.0,3650.0,7252.0,3060.0,6339.0,2290.0,2902.0,1600.0,1532.0,240.0,151.0,21560.0,184986.0,22780.0,197122.0,200.0,246.0,350.0,1328.0,5950.0,29531.0,21680.0,49058.0
crawford,0.0,3651.0,0.0,2592.0,0.0,WI,7840.0,3840.0,3300.0,600.0,5370.0,14410.0,3920.0,140.0,0.0,140.0,335571.0,7830.0,341928.0,6240.0,232294.0,2860.0,4101.0,1580.0,5896.0,1420.0,4407.0,1120.0,1329.0,1100.0,9417.0,1500.0,14913.0,1000.0,9909.0,1800.0,32033.0,850.0,760.0,2695.0,1250.0,13461.0,450.0,19606.0,2080.0,6357.0,170.0,39.0,20.0,166.0,330.0,1457.0,240.0,1118.0,670.0,610.0,60.0,121.0,130.0,1182.0,1520.0,30301.0,158128.0,1330.0,7928.0,170.0,118.0,1350.0,4883.0,1520.0,13257.0,1000.0,5001.0,1050.0,4224.0,5640.0,224429.0,5560.0,38993.0,80.0,401.0,160.0,113.0,2270.0,2788.0,290.0,94.0,220.0,106.0,440.0,505.0,730.0,145.0,1090.0,1459.0,190.0,51.0,1040.0,2021.0,250.0,969.0,270.0,1076.0,340.0,64.0,7170.0,44753.0,1340.0,2829.0,1080.0,2421.0,800.0,1091.0,360.0,330.0,90.0,54.0,5030.0,35850.0,5620.0,38318.0,30.0,20.0,60.0,151.0,1400.0,4056.0,5860.0,13422.0
dane,0.0,176552.0,0.0,68005.0,0.0,WI,262120.0,140950.0,97710.0,21340.0,112750.0,475820.0,134720.0,7880.0,1850.0,6040.0,19034698.0,261550.0,19338150.0,225390.0,13310241.0,105290.0,130381.0,72900.0,456651.0,68660.0,340268.0,73220.0,100186.0,36050.0,520853.0,62560.0,1203179.0,30460.0,524648.0,48540.0,1276638.0,2700.0,10920.0,38024.0,35590.0,557216.0,16670.0,1278779.0,77600.0,303452.0,6340.0,1514.0,2570.0,46559.0,8340.0,53921.0,5870.0,25829.0,34950.0,38069.0,5350.0,12122.0,1850.0,37127.0,103640.0,2508469.0,13988073.0,95650.0,765977.0,5990.0,4931.0,94110.0,561998.0,103250.0,1357296.0,79440.0,547238.0,84160.0,333625.0,218710.0,14024668.0,216660.0,2739200.0,9740.0,57389.0,3380.0,2294.0,91040.0,107197.0,24550.0,15126.0,12950.0,6432.0,21370.0,21529.0,12650.0,2126.0,36820.0,47433.0,5760.0,2202.0,29240.0,91464.0,5040.0,12736.0,5650.0,14511.0,7750.0,1455.0,250170.0,2998339.0,26680.0,50843.0,22320.0,44545.0,18180.0,25436.0,14700.0,13678.0,2160.0,1174.0,202780.0,2637136.0,211700.0,2775324.0,5880.0,9846.0,7330.0,28284.0,60920.0,311340.0,187730.0,459249.0
dodge,12257.0,0.0,401.0,10963.0,0.0,WI,42350.0,20370.0,18110.0,3560.0,25250.0,79610.0,22340.0,840.0,70.0,760.0,2249773.0,42260.0,2288188.0,35640.0,1624992.0,15090.0,15274.0,9770.0,34783.0,9030.0,25414.0,9680.0,11890.0,4710.0,55315.0,8250.0,88486.0,5890.0,69824.0,9410.0,164606.0,1550.0,3650.0,11935.0,6330.0,76629.0,2100.0,121338.0,9560.0,38415.0,790.0,198.0,210.0,2898.0,1290.0,7485.0,850.0,3737.0,3350.0,3301.0,370.0,789.0,650.0,6848.0,12950.0,254417.0,1278750.0,11450.0,70360.0,1330.0,973.0,11890.0,44031.0,12930.0,117815.0,9840.0,56627.0,10190.0,36291.0,33750.0,1525236.0,33370.0,257129.0,400.0,2049.0,620.0,503.0,13960.0,16209.0,2300.0,912.0,1530.0,683.0,2490.0,2957.0,3320.0,581.0,7050.0,9754.0,1130.0,333.0,4200.0,12301.0,960.0,3086.0,1080.0,3461.0,1600.0,318.0,39610.0,308136.0,5290.0,10490.0,4370.0,9181.0,3500.0,4852.0,2100.0,1976.0,370.0,234.0,30930.0,240442.0,32730.0,256314.0,220.0,341.0,340.0,1590.0,8090.0,31032.0,31680.0,74521.0
door,6010.0,0.0,0.0,0.0,8832.0,WI,15390.0,7270.0,7020.0,990.0,9270.0,27160.0,5970.0,380.0,0.0,380.0,876746.0,15350.0,896974.0,11610.0,481134.0,6560.0,10761.0,5090.0,40683.0,4790.0,31344.0,2930.0,4307.0,2780.0,34342.0,4360.0,71970.0,3100.0,53782.0,3940.0,91480.0,520.0,1730.0,6221.0,3630.0,53288.0,1370.0,55958.0,4360.0,20228.0,280.0,72.0,90.0,1711.0,940.0,5266.0,550.0,2905.0,1080.0,1088.0,150.0,329.0,160.0,1671.0,4730.0,116628.0,540679.0,3940.0,27368.0,700.0,581.0,4420.0,19942.0,4720.0,49440.0,3280.0,21665.0,4020.0,21935.0,11920.0,602619.0,11680.0,104122.0,330.0,2245.0,440.0,433.0,4700.0,5337.0,1480.0,750.0,400.0,181.0,760.0,885.0,980.0,211.0,1730.0,2263.0,370.0,121.0,2260.0,6378.0,710.0,2501.0,800.0,2799.0,820.0,157.0,14070.0,123866.0,1850.0,3509.0,1470.0,2930.0,1040.0,1349.0,630.0,606.0,330.0,220.0,10890.0,99072.0,11750.0,107738.0,120.0,226.0,270.0,1708.0,3690.0,14573.0,10260.0,23627.0
douglas,8919.0,0.0,203.0,0.0,6459.0,WI,20610.0,10160.0,8120.0,2170.0,9370.0,37610.0,10170.0,990.0,680.0,300.0,1020993.0,20560.0,1034023.0,17200.0,747331.0,7250.0,7147.0,3740.0,13419.0,3430.0,9615.0,3800.0,4655.0,2270.0,22665.0,2780.0,22408.0,2190.0,28422.0,4820.0,104816.0,220.0,1520.0,6643.0,3270.0,39259.0,900.0,34825.0,4900.0,13030.0,390.0,97.0,60.0,1127.0,430.0,2529.0,420.0,1783.0,2330.0,2329.0,210.0,449.0,50.0,854.0,5440.0,107037.0,526635.0,4930.0,28768.0,390.0,324.0,4970.0,18629.0,5430.0,48857.0,4120.0,23020.0,4010.0,11520.0,16290.0,667839.0,16190.0,108835.0,220.0,1426.0,420.0,387.0,6180.0,6595.0,910.0,186.0,820.0,383.0,1270.0,1371.0,1370.0,249.0,3080.0,4026.0,490.0,180.0,1700.0,4002.0,650.0,3052.0,700.0,3401.0,1070.0,173.0,19700.0,134185.0,3420.0,7156.0,2960.0,6461.0,1980.0,2486.0,1120.0,985.0,230.0,121.0,14900.0,102239.0,15770.0,107686.0,110.0,102.0,130.0,357.0,3570.0,11852.0,16170.0,36797.0
dunn,0.0,8263.0,0.0,6983.0,0.0,WI,18900.0,9000.0,8180.0,1590.0,10520.0,35920.0,10230.0,470.0,100.0,380.0,956499.0,18860.0,974040.0,15890.0,691321.0,6280.0,7359.0,3790.0,12768.0,3470.0,9465.0,3710.0,4445.0,2700.0,23552.0,3430.0,37691.0,2110.0,25588.0,3790.0,79467.0,1190.0,1570.0,5362.0,2770.0,34606.0,960.0,52152.0,5320.0,17541.0,420.0,108.0,90.0,1039.0,570.0,3086.0,490.0,2351.0,2150.0,2183.0,260.0,687.0,260.0,2770.0,5240.0,106351.0,521553.0,4660.0,28769.0,450.0,386.0,4790.0,18921.0,5220.0,48912.0,4020.0,23105.0,4000.0,13510.0,14680.0,634599.0,14540.0,103678.0,210.0,876.0,410.0,376.0,6140.0,7026.0,830.0,75.0,780.0,411.0,1280.0,1328.0,1440.0,270.0,3130.0,4321.0,440.0,314.0,2240.0,5819.0,640.0,2970.0,690.0,3294.0,1000.0,190.0,17790.0,124835.0,2830.0,5769.0,2380.0,5031.0,1730.0,2377.0,1140.0,1043.0,240.0,163.0,13250.0,97135.0,14280.0,104402.0,90.0,81.0,160.0,424.0,3740.0,13980.0,14120.0,31545.0
eau claire,0.0,24075.0,0.0,17281.0,0.0,WI,47830.0,24900.0,18630.0,3930.0,23140.0,87050.0,24310.0,2080.0,1230.0,870.0,3071759.0,47730.0,3122456.0,40370.0,1931034.0,17020.0,22169.0,9840.0,51643.0,9180.0,37660.0,9680.0,12971.0,5990.0,86564.0,8580.0,157497.0,5490.0,76602.0,9340.0,192049.0,960.0,2950.0,10100.0,6790.0,86283.0,2370.0,279446.0,13180.0,50697.0,1070.0,268.0,250.0,4377.0,1340.0,9712.0,1050.0,4681.0,6270.0,6236.0,660.0,1415.0,320.0,6348.0,13510.0,324195.0,2000645.0,12160.0,105511.0,1040.0,809.0,12410.0,49770.0,13460.0,190262.0,10190.0,58498.0,10850.0,41400.0,37850.0,2215886.0,37540.0,476054.0,950.0,5251.0,980.0,842.0,15490.0,18598.0,2800.0,545.0,2190.0,1041.0,3680.0,3917.0,3440.0,610.0,7020.0,9420.0,920.0,480.0,4760.0,13944.0,1540.0,5655.0,1670.0,6346.0,2650.0,507.0,45270.0,562316.0,6860.0,13261.0,5760.0,11763.0,3950.0,5114.0,3070.0,2804.0,620.0,321.0,34400.0,461476.0,36490.0,481163.0,650.0,1296.0,820.0,6229.0,8850.0,38890.0,36420.0,93072.0
florence,599.0,0.0,24.0,0.0,1306.0,WI,2210.0,990.0,1070.0,130.0,1470.0,3990.0,850.0,30.0,0.0,30.0,102786.0,2200.0,104050.0,1670.0,67629.0,820.0,683.0,470.0,2277.0,440.0,1595.0,370.0,423.0,340.0,2043.0,420.0,3746.0,340.0,5270.0,610.0,11565.0,60.0,180.0,603.0,450.0,5152.0,160.0,3737.0,480.0,1264.0,30.0,7.0,0.0,0.0,40.0,268.0,40.0,250.0,110.0,110.0,0.0,0.0,0.0,0.0,520.0,10417.0,50196.0,450.0,2646.0,50.0,43.0,480.0,2015.0,520.0,4796.0,370.0,1955.0,390.0,1319.0,1590.0,66271.0,1590.0,10382.0,30.0,184.0,40.0,26.0,580.0,524.0,90.0,10.0,30.0,12.0,100.0,121.0,170.0,26.0,230.0,328.0,80.0,14.0,250.0,465.0,80.0,356.0,80.0,384.0,160.0,26.0,2020.0,12947.0,360.0,615.0,280.0,538.0,170.0,194.0,90.0,83.0,30.0,13.0,1480.0,9852.0,1610.0,10533.0,0.0,0.0,30.0,76.0,440.0,1314.0,1590.0,3500.0
fond du lac,16024.0,0.0,912.0,24713.0,0.0,WI,50060.0,24020.0,21310.0,4420.0,27110.0,94650.0,27420.0,1200.0,170.0,1040.0,2822616.0,49960.0,2868729.0,42070.0,1977868.0,17960.0,20423.0,11370.0,49892.0,10660.0,38226.0,11160.0,13709.0,5150.0,60500.0,9870.0,135439.0,7020.0,87488.0,11330.0,203130.0,1270.0,4040.0,12445.0,7940.0,100535.0,2430.0,169857.0,11330.0,46113.0,1010.0,251.0,260.0,3621.0,1400.0,8755.0,1060.0,4747.0,4390.0,4397.0,500.0,1031.0,690.0,9804.0,14730.0,303839.0,1635359.0,13230.0,89452.0,1280.0,956.0,13630.0,54826.0,14700.0,148985.0,11100.0,61589.0,11780.0,44908.0,40010.0,1936255.0,39570.0,338468.0,690.0,3430.0,670.0,576.0,16820.0,18339.0,3290.0,966.0,1890.0,872.0,3130.0,3682.0,3740.0,681.0,8150.0,11204.0,1220.0,351.0,4520.0,13686.0,1050.0,3337.0,1160.0,3793.0,1750.0,318.0,47140.0,398406.0,6210.0,12906.0,5280.0,11495.0,4290.0,6110.0,2660.0,2520.0,430.0,233.0,36560.0,319266.0,38540.0,338263.0,420.0,673.0,630.0,2011.0,9300.0,35252.0,37860.0,86789.0
