County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
la crosse,0.0,37782.0,0.0,18945.0,0.0,WI,57160.0,30510.0,21630.0,4440.0,53280.0,1500.0,29500.0,36250.0,101350.0,26980.0,1600.0,60.0,1520.0,0.0,5630.0,15720.0,3759290.0,57040.0,3803297.0,47390.0,2562853.0,23710.0,36166.0,13000.0,94346.0,12080.0,67653.0,10200.0,16297.0,6540.0,83534.0,11170.0,182993.0,15390.0,419069.0,730.0,1490.0,5729.0,9430.0,142296.0,2900.0,230239.0,14760.0,44007.0,1300.0,333.0,270.0,4069.0,1120.0,8792.0,1150.0,4885.0,7530.0,7879.0,52900.0,892197.0,52900.0,872335.0,10050.0,19860.0,3720.0,135872.0,804223.0,1220.0,26737.0,3210.0,43751.0,470.0,450.0,3200.0,18902.0,370.0,290.0,3510.0,27596.0,3720.0,31310.0,2500.0,22305.0,50.0,182.0,90.0,15.0,200.0,1160.0,2980.0,40499.0,220.0,5988.0,6490.0,56239.0,46110.0,2759996.0,45710.0,448809.0,50.0,544.0,1220.0,1878.0,20840.0,43527.0,4150.0,1960.0,2680.0,1405.0,4000.0,4072.0,4490.0,826.0,12400.0,31169.0,70.0,170.0,5250.0,14437.0,2220.0,21696.0,2400.0,23462.0,1330.0,923.0,54110.0,513752.0,6270.0,12447.0,5450.0,11174.0,4480.0,8099.0,2780.0,2463.0,810.0,673.0,41290.0,405281.0,43220.0,428615.0,930.0,1422.0,1360.0,4783.0,10760.0,41173.0,44210.0,125489.0,43180.0,100022.0,1470.0,25467.0
lafayette,0.0,4564.0,1.0,0.0,0.0,WI,8090.0,3710.0,3600.0,710.0,7610.0,220.0,5940.0,4340.0,16050.0,4940.0,150.0,0.0,150.0,0.0,530.0,2580.0,408178.0,8080.0,415045.0,6400.0,292365.0,3280.0,4562.0,1570.0,5762.0,1470.0,4089.0,1030.0,1122.0,1290.0,14743.0,1700.0,28312.0,2080.0,43832.0,1220.0,240.0,775.0,1370.0,17776.0,660.0,16325.0,2220.0,6867.0,180.0,49.0,30.0,379.0,350.0,2031.0,220.0,1221.0,700.0,693.0,7420.0,132517.0,7420.0,129335.0,1630.0,3176.0,330.0,10224.0,40936.0,180.0,4279.0,240.0,1545.0,80.0,54.0,260.0,1024.0,0.0,0.0,320.0,1999.0,330.0,2084.0,180.0,1424.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,1823.0,0.0,0.0,1290.0,6990.0,6150.0,298619.0,6080.0,41966.0,0.0,0.0,260.0,237.0,2770.0,5522.0,370.0,35.0,250.0,160.0,420.0,485.0,660.0,131.0,1900.0,4626.0,0.0,0.0,1180.0,3080.0,550.0,4733.0,590.0,4854.0,180.0,115.0,7290.0,47611.0,940.0,2027.0,770.0,1703.0,840.0,1554.0,330.0,300.0,290.0,301.0,5230.0,36393.0,5770.0,40339.0,30.0,22.0,70.0,233.0,1550.0,5671.0,6000.0,15210.0,5800.0,13831.0,310.0,1173.0
langlade,2655.0,0.0,139.0,0.0,6400.0,WI,9560.0,4490.0,4130.0,880.0,8890.0,270.0,5940.0,5290.0,17420.0,4360.0,210.0,0.0,210.0,0.0,1050.0,3380.0,473399.0,9530.0,480769.0,7490.0,316463.0,4680.0,4937.0,1740.0,8595.0,1610.0,6570.0,1010.0,1096.0,1290.0,10896.0,1670.0,16250.0,2880.0,67561.0,300.0,450.0,1820.0,1930.0,24446.0,500.0,24692.0,2130.0,7370.0,150.0,39.0,40.0,554.0,270.0,1631.0,310.0,1501.0,670.0,592.0,9040.0,160379.0,9040.0,155850.0,2280.0,4532.0,350.0,10046.0,55152.0,170.0,3039.0,280.0,2367.0,70.0,54.0,300.0,1289.0,0.0,0.0,330.0,2188.0,350.0,2338.0,210.0,1481.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,2211.0,30.0,364.0,980.0,5593.0,6990.0,320544.0,6940.0,46354.0,0.0,0.0,290.0,341.0,2980.0,5127.0,460.0,209.0,230.0,114.0,390.0,431.0,930.0,199.0,1840.0,3911.0,0.0,0.0,1000.0,2647.0,640.0,6089.0,670.0,6332.0,300.0,194.0,8790.0,57653.0,1480.0,3203.0,1290.0,2881.0,1030.0,1839.0,310.0,277.0,220.0,163.0,6080.0,41228.0,6580.0,44770.0,50.0,72.0,100.0,266.0,1640.0,4639.0,7330.0,18047.0,7110.0,16684.0,290.0,1246.0
lincoln,4580.0,0.0,136.0,0.0,8703.0,WI,14140.0,6630.0,6220.0,1170.0,13190.0,390.0,8770.0,7760.0,25540.0,6170.0,270.0,0.0,270.0,0.0,1220.0,4570.0,761312.0,14090.0,770623.0,11280.0,541619.0,4860.0,4705.0,2660.0,9167.0,2520.0,6785.0,2150.0,1918.0,1710.0,19609.0,2520.0,31079.0,4350.0,111695.0,310.0,720.0,2185.0,2810.0,37073.0,590.0,16127.0,3060.0,9311.0,210.0,50.0,40.0,584.0,340.0,2187.0,310.0,1396.0,1040.0,933.0,13250.0,236498.0,13250.0,230709.0,2910.0,5785.0,660.0,18778.0,83823.0,310.0,5865.0,550.0,3964.0,90.0,68.0,550.0,2442.0,30.0,16.0,620.0,4315.0,660.0,4546.0,410.0,3090.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,3327.0,50.0,755.0,1330.0,7030.0,11100.0,533800.0,11060.0,74777.0,0.0,0.0,480.0,670.0,4470.0,8302.0,560.0,90.0,430.0,214.0,620.0,700.0,1130.0,236.0,3010.0,6718.0,0.0,0.0,1430.0,3905.0,890.0,8220.0,950.0,8865.0,430.0,294.0,13120.0,90315.0,1750.0,3640.0,1510.0,3266.0,1250.0,2126.0,480.0,434.0,310.0,212.0,9930.0,66281.0,10570.0,71552.0,60.0,112.0,120.0,233.0,2690.0,8335.0,10740.0,25886.0,10540.0,24129.0,270.0,1707.0
manitowoc,15418.0,0.0,0.0,0.0,19657.0,WI,40150.0,19590.0,16900.0,3380.0,36680.0,1620.0,22940.0,22970.0,73240.0,19240.0,390.0,70.0,320.0,0.0,3500.0,12220.0,2333586.0,40040.0,2362147.0,32780.0,1642544.0,15460.0,20226.0,8960.0,50825.0,8330.0,38386.0,5810.0,6616.0,4100.0,48851.0,7870.0,123963.0,11710.0,273050.0,1040.0,1400.0,5218.0,7310.0,96493.0,1900.0,103232.0,8270.0,28561.0,700.0,179.0,170.0,2785.0,810.0,6876.0,770.0,3790.0,3310.0,3241.0,37720.0,661376.0,37720.0,645814.0,7860.0,15563.0,1860.0,66417.0,346001.0,840.0,18408.0,1530.0,15416.0,300.0,228.0,1580.0,7461.0,160.0,89.0,1790.0,12503.0,1850.0,13009.0,1100.0,8470.0,20.0,82.0,0.0,0.0,70.0,635.0,1480.0,17615.0,130.0,2577.0,3950.0,29060.0,31420.0,1673032.0,31060.0,252894.0,0.0,0.0,890.0,1743.0,13930.0,26030.0,2290.0,443.0,1210.0,584.0,2150.0,2379.0,3640.0,683.0,8870.0,20532.0,40.0,103.0,3250.0,9496.0,2280.0,31840.0,2410.0,33292.0,870.0,578.0,37540.0,296666.0,4750.0,9764.0,4180.0,8787.0,3650.0,6539.0,1600.0,1465.0,560.0,604.0,27720.0,226863.0,29210.0,241062.0,320.0,534.0,510.0,2378.0,6870.0,27895.0,31410.0,83064.0,30800.0,73849.0,930.0,9083.0
marathon,21647.0,0.0,675.0,0.0,39194.0,WI,68290.0,33310.0,28600.0,5710.0,63060.0,2340.0,36120.0,40340.0,127660.0,35990.0,1950.0,40.0,1910.0,0.0,6470.0,18580.0,4499979.0,68140.0,4558305.0,57010.0,3155831.0,28840.0,35008.0,13990.0,77903.0,13070.0,59388.0,11290.0,15137.0,7910.0,112796.0,12480.0,237036.0,17920.0,437015.0,1920.0,1850.0,6583.0,10850.0,154422.0,3440.0,311600.0,16330.0,58326.0,1330.0,348.0,310.0,5328.0,1780.0,13408.0,1520.0,7177.0,6810.0,6710.0,63740.0,1111114.0,63740.0,1087063.0,12070.0,24053.0,3730.0,118900.0,916826.0,1260.0,23988.0,3230.0,47078.0,440.0,446.0,3260.0,18749.0,350.0,215.0,3550.0,27650.0,3700.0,30292.0,2550.0,21533.0,60.0,291.0,50.0,19.0,180.0,1637.0,2980.0,35396.0,290.0,5359.0,7560.0,76334.0,54560.0,3314406.0,54150.0,551220.0,40.0,564.0,1800.0,2576.0,24630.0,51815.0,3760.0,1225.0,2700.0,1507.0,3810.0,4287.0,6100.0,1227.0,16230.0,39395.0,50.0,99.0,6480.0,21044.0,3420.0,28823.0,3690.0,30923.0,1690.0,1160.0,64110.0,634546.0,7940.0,16504.0,6930.0,14838.0,6120.0,11844.0,2860.0,2621.0,1270.0,1164.0,48150.0,499405.0,50800.0,533554.0,1020.0,2087.0,1300.0,7479.0,12630.0,54137.0,52650.0,154280.0,51340.0,123950.0,1830.0,30278.0
marinette,5273.0,0.0,0.0,0.0,12017.0,WI,20310.0,9770.0,8500.0,1870.0,18850.0,590.0,11700.0,12880.0,36490.0,8910.0,480.0,70.0,400.0,20.0,2040.0,6720.0,1028707.0,20260.0,1040449.0,16040.0,722166.0,6970.0,7696.0,3680.0,15675.0,3410.0,11649.0,2450.0,2213.0,2300.0,24276.0,3270.0,44287.0,6210.0,148274.0,370.0,820.0,2945.0,3990.0,49319.0,800.0,15135.0,4050.0,11742.0,290.0,74.0,50.0,696.0,410.0,2552.0,410.0,1827.0,1540.0,1467.0,19280.0,339549.0,19280.0,330594.0,4520.0,8954.0,770.0,23054.0,102411.0,350.0,7443.0,630.0,4607.0,110.0,79.0,670.0,2531.0,70.0,27.0,700.0,4794.0,760.0,5240.0,500.0,3464.0,0.0,0.0,0.0,0.0,40.0,104.0,590.0,4045.0,80.0,1469.0,1880.0,9117.0,15380.0,715131.0,15280.0,102213.0,0.0,0.0,590.0,994.0,6280.0,10963.0,910.0,249.0,450.0,226.0,810.0,831.0,1690.0,352.0,4100.0,8852.0,0.0,0.0,1780.0,4671.0,1410.0,20393.0,1510.0,21385.0,630.0,407.0,18840.0,126949.0,2980.0,6178.0,2590.0,5461.0,2030.0,3516.0,640.0,561.0,310.0,276.0,13550.0,90936.0,14530.0,97786.0,100.0,126.0,190.0,598.0,3210.0,11522.0,16110.0,40483.0,15770.0,37211.0,500.0,3149.0
marquette,2970.0,0.0,0.0,0.0,4098.0,WI,7850.0,3740.0,3370.0,650.0,7130.0,280.0,4610.0,4500.0,14250.0,3450.0,380.0,20.0,360.0,0.0,680.0,2900.0,399693.0,7830.0,403552.0,5920.0,265815.0,3200.0,2963.0,1400.0,4902.0,1320.0,3502.0,1230.0,1685.0,1100.0,9387.0,1300.0,11120.0,2640.0,65628.0,350.0,320.0,1302.0,1710.0,21489.0,390.0,29173.0,1500.0,3859.0,100.0,29.0,0.0,0.0,190.0,1121.0,130.0,609.0,500.0,447.0,7270.0,129727.0,7270.0,125940.0,1930.0,3788.0,390.0,13155.0,62784.0,180.0,3073.0,310.0,2481.0,70.0,45.0,350.0,1527.0,30.0,6.0,370.0,2464.0,390.0,2602.0,250.0,1864.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,4343.0,40.0,508.0,800.0,8487.0,5890.0,279303.0,5880.0,42393.0,0.0,0.0,220.0,297.0,2290.0,4090.0,310.0,31.0,110.0,55.0,250.0,271.0,630.0,129.0,1520.0,3401.0,0.0,0.0,770.0,1861.0,420.0,3608.0,450.0,3809.0,220.0,153.0,7150.0,53570.0,1090.0,2172.0,900.0,1885.0,710.0,1287.0,210.0,180.0,180.0,148.0,5230.0,38302.0,5630.0,40714.0,20.0,45.0,60.0,108.0,1460.0,3592.0,5860.0,16739.0,5730.0,13468.0,190.0,3102.0
menominee,784.0,0.0,0.0,0.0,307.0,WI,1820.0,840.0,440.0,530.0,1750.0,30.0,820.0,1410.0,3840.0,1620.0,450.0,450.0,0.0,170.0,330.0,450.0,66013.0,1810.0,66202.0,1620.0,48022.0,250.0,142.0,130.0,586.0,130.0,411.0,90.0,88.0,120.0,340.0,130.0,926.0,360.0,8785.0,0.0,70.0,275.0,250.0,3493.0,0.0,0.0,170.0,189.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,51.0,1790.0,29666.0,1790.0,29118.0,280.0,549.0,30.0,739.0,3627.0,0.0,0.0,20.0,133.0,0.0,0.0,20.0,118.0,0.0,0.0,30.0,214.0,30.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,109.0,0.0,0.0,80.0,230.0,1280.0,38430.0,1280.0,4899.0,0.0,0.0,0.0,0.0,770.0,1015.0,30.0,3.0,0.0,0.0,30.0,25.0,350.0,80.0,550.0,840.0,0.0,0.0,90.0,102.0,20.0,190.0,20.0,191.0,0.0,0.0,1780.0,9198.0,710.0,1940.0,690.0,1900.0,560.0,1035.0,0.0,0.0,0.0,0.0,870.0,3884.0,940.0,4074.0,0.0,0.0,0.0,0.0,170.0,391.0,1630.0,5447.0,1620.0,5389.0,0.0,0.0
milwaukee,56020.0,206487.0,8592.0,85298.0,555.0,WI,441320.0,242930.0,119290.0,73620.0,393910.0,21480.0,197170.0,281870.0,800930.0,265310.0,11870.0,6410.0,5460.0,2180.0,68970.0,97440.0,26367990.0,439930.0,26655799.0,376570.0,19294324.0,118070.0,199812.0,73490.0,612180.0,68650.0,457657.0,65030.0,78215.0,52660.0,652070.0,59800.0,1414259.0,94930.0,2505422.0,230.0,10790.0,42642.0,54700.0,802483.0,13360.0,938707.0,101930.0,287809.0,9540.0,2385.0,1840.0,39642.0,6480.0,46972.0,5730.0,23861.0,49390.0,56176.0,404830.0,6502232.0,404830.0,6391753.0,59020.0,110480.0,32720.0,1044891.0,6671252.0,9380.0,172792.0,29110.0,358305.0,3010.0,3308.0,28060.0,194225.0,4140.0,3174.0,30390.0,243286.0,32510.0,279045.0,23640.0,186480.0,440.0,2602.0,640.0,397.0,1380.0,23341.0,26680.0,340155.0,2020.0,38958.0,38540.0,229336.0,345680.0,19220091.0,344400.0,3254716.0,360.0,5383.0,10040.0,12194.0,157600.0,294785.0,23020.0,22070.0,14550.0,6851.0,26720.0,27502.0,32910.0,5859.0,104970.0,201219.0,500.0,729.0,41220.0,117457.0,16580.0,130031.0,18130.0,143924.0,12200.0,8575.0,419710.0,3876620.0,88450.0,238693.0,81140.0,218164.0,70890.0,129592.0,21250.0,18940.0,5700.0,4254.0,288240.0,2959962.0,310770.0,3154886.0,6720.0,16094.0,7700.0,39336.0,83840.0,309174.0,343110.0,1023501.0,337480.0,887839.0,7670.0,131945.0
monroe,614.0,7965.0,49.0,6797.0,1274.0,WI,21660.0,10350.0,8960.0,2080.0,20270.0,570.0,13020.0,13590.0,41600.0,12380.0,600.0,90.0,520.0,0.0,2200.0,6110.0,1134274.0,21630.0,1149140.0,17610.0,833802.0,7440.0,8757.0,3980.0,16791.0,3690.0,12624.0,2970.0,3447.0,2660.0,27225.0,3670.0,38236.0,6040.0,153166.0,1260.0,730.0,2223.0,3430.0,41836.0,1060.0,25918.0,4690.0,14866.0,330.0,85.0,40.0,783.0,410.0,3023.0,400.0,1888.0,1880.0,1900.0,20260.0,353553.0,20260.0,345747.0,4000.0,7806.0,1030.0,29279.0,148439.0,360.0,7864.0,850.0,6950.0,140.0,99.0,850.0,3889.0,90.0,72.0,950.0,6655.0,1010.0,7250.0,650.0,5158.0,0.0,0.0,0.0,0.0,40.0,243.0,730.0,6011.0,80.0,1810.0,2200.0,10796.0,16920.0,790534.0,16820.0,111147.0,0.0,0.0,450.0,717.0,7600.0,15126.0,970.0,169.0,780.0,489.0,990.0,969.0,2000.0,392.0,5240.0,12493.0,40.0,103.0,2040.0,5085.0,850.0,9359.0,910.0,10033.0,680.0,496.0,20180.0,135765.0,2960.0,6563.0,2610.0,5874.0,2540.0,4700.0,700.0,606.0,360.0,324.0,14550.0,95808.0,15580.0,102743.0,100.0,157.0,190.0,417.0,3750.0,10765.0,16820.0,45997.0,16550.0,40817.0,440.0,3608.0
oconto,4722.0,0.0,0.0,0.0,12734.0,WI,18900.0,8480.0,8870.0,1400.0,17630.0,550.0,11610.0,11520.0,35670.0,9230.0,260.0,170.0,90.0,40.0,1460.0,5840.0,1104722.0,18840.0,1117676.0,15350.0,790394.0,7310.0,5884.0,4040.0,16735.0,3770.0,13208.0,3640.0,3472.0,2440.0,26710.0,3650.0,42086.0,5370.0,133575.0,590.0,840.0,3193.0,3520.0,46381.0,990.0,45721.0,4290.0,12954.0,360.0,91.0,70.0,951.0,470.0,3214.0,430.0,1980.0,1560.0,1543.0,17540.0,318007.0,17540.0,310560.0,3740.0,7445.0,1030.0,28557.0,142341.0,370.0,5906.0,870.0,6953.0,140.0,150.0,920.0,4200.0,120.0,120.0,980.0,7187.0,1030.0,7760.0,750.0,6170.0,20.0,104.0,0.0,0.0,20.0,41.0,830.0,5942.0,90.0,1419.0,2360.0,13723.0,14870.0,778441.0,14770.0,112027.0,0.0,0.0,440.0,959.0,6450.0,12703.0,980.0,105.0,580.0,317.0,870.0,1001.0,1580.0,323.0,4310.0,10534.0,20.0,46.0,1890.0,5318.0,1210.0,18152.0,1280.0,19179.0,500.0,346.0,17640.0,132282.0,2160.0,4540.0,1820.0,3928.0,1640.0,2866.0,650.0,610.0,330.0,264.0,13260.0,99034.0,14110.0,105977.0,120.0,125.0,210.0,550.0,3450.0,11257.0,14570.0,37246.0,14200.0,34022.0,510.0,2904.0
oneida,7179.0,0.0,283.0,0.0,12033.0,WI,19720.0,9460.0,8740.0,1380.0,18230.0,580.0,11430.0,11080.0,34570.0,7220.0,830.0,0.0,830.0,0.0,1720.0,7700.0,1234035.0,19680.0,1252475.0,14730.0,709033.0,8320.0,12379.0,4530.0,29444.0,4220.0,22140.0,2870.0,3264.0,3040.0,42463.0,4160.0,56835.0,6960.0,207742.0,100.0,830.0,3217.0,4820.0,69978.0,1150.0,52663.0,4740.0,18440.0,360.0,93.0,100.0,1489.0,840.0,5264.0,500.0,2530.0,1470.0,1410.0,18230.0,326827.0,18230.0,316501.0,5140.0,10325.0,1250.0,41527.0,245862.0,530.0,8794.0,1040.0,10583.0,190.0,234.0,1130.0,5643.0,90.0,42.0,1200.0,8869.0,1240.0,9428.0,880.0,8496.0,30.0,108.0,30.0,3.0,80.0,572.0,950.0,10605.0,110.0,2101.0,2590.0,15072.0,15270.0,881287.0,15160.0,142228.0,0.0,0.0,760.0,1197.0,6050.0,10393.0,1370.0,454.0,580.0,323.0,860.0,823.0,1380.0,295.0,3430.0,7594.0,0.0,0.0,2360.0,7204.0,1540.0,14618.0,1660.0,15604.0,570.0,469.0,18160.0,172258.0,2500.0,4883.0,2070.0,4246.0,1540.0,2635.0,630.0,530.0,530.0,484.0,13750.0,131837.0,14710.0,141557.0,220.0,390.0,360.0,1003.0,4050.0,12979.0,14550.0,40484.0,13980.0,33979.0,830.0,6453.0
outagamie,31819.0,0.0,0.0,0.0,50393.0,WI,95090.0,46590.0,39700.0,7970.0,87730.0,3340.0,46850.0,57330.0,178390.0,51790.0,2340.0,900.0,1440.0,280.0,8620.0,23360.0,6594750.0,94890.0,6679282.0,80810.0,4817823.0,40830.0,55564.0,21770.0,121154.0,20350.0,92122.0,18180.0,22026.0,10500.0,160043.0,18960.0,270760.0,24110.0,589854.0,1010.0,3020.0,10926.0,14370.0,209158.0,5010.0,365897.0,23530.0,84532.0,2090.0,530.0,510.0,9061.0,2270.0,19325.0,1890.0,8765.0,10740.0,11075.0,88490.0,1531108.0,88490.0,1501733.0,14790.0,29375.0,5780.0,189265.0,1213358.0,1750.0,35445.0,5040.0,62404.0,660.0,715.0,5060.0,28752.0,570.0,450.0,5480.0,43344.0,5740.0,47568.0,4090.0,34831.0,80.0,528.0,130.0,37.0,330.0,3629.0,4700.0,56373.0,420.0,9378.0,10920.0,90887.0,77490.0,4909782.0,76800.0,800467.0,70.0,746.0,1890.0,3517.0,36530.0,80113.0,6690.0,3357.0,4020.0,2013.0,5890.0,6560.0,7560.0,1419.0,24110.0,62036.0,80.0,186.0,8510.0,27558.0,4070.0,41042.0,4440.0,44375.0,2110.0,1456.0,90110.0,903386.0,9920.0,20332.0,8650.0,18244.0,8000.0,14295.0,4340.0,4073.0,1130.0,991.0,69080.0,720351.0,72430.0,763804.0,1690.0,3102.0,2160.0,7180.0,18200.0,73557.0,73390.0,212079.0,71580.0,172364.0,2550.0,39679.0
ozaukee,20125.0,0.0,0.0,0.0,30599.0,WI,46200.0,21400.0,21720.0,2660.0,41580.0,2310.0,24910.0,22650.0,87470.0,24070.0,660.0,30.0,630.0,0.0,2640.0,15620.0,5707001.0,46080.0,5788739.0,36830.0,3330901.0,22370.0,68538.0,17300.0,222085.0,16460.0,172873.0,12350.0,24499.0,6640.0,150837.0,15200.0,759190.0,14550.0,490010.0,310.0,900.0,3531.0,9770.0,181302.0,4350.0,487089.0,12710.0,81738.0,1140.0,288.0,560.0,14189.0,2040.0,20239.0,1050.0,5761.0,4550.0,5067.0,38270.0,671831.0,38270.0,653368.0,9160.0,18463.0,7340.0,283616.0,2659053.0,2020.0,42024.0,6490.0,129366.0,740.0,791.0,6580.0,48791.0,650.0,474.0,7040.0,60797.0,7290.0,67056.0,5470.0,63850.0,90.0,865.0,190.0,64.0,610.0,7800.0,6450.0,94152.0,360.0,6262.0,7880.0,99277.0,38300.0,4751458.0,37670.0,966424.0,100.0,1834.0,1100.0,2291.0,18930.0,48974.0,6560.0,5554.0,2240.0,1106.0,2620.0,3165.0,2000.0,394.0,11030.0,29936.0,40.0,117.0,5700.0,25279.0,1870.0,18494.0,2100.0,20605.0,710.0,581.0,43290.0,1049672.0,2710.0,4842.0,2230.0,4104.0,1980.0,3380.0,1950.0,1886.0,740.0,639.0,35380.0,917450.0,36780.0,969836.0,2720.0,7046.0,3270.0,17309.0,12410.0,83999.0,31790.0,162454.0,29710.0,90045.0,2810.0,71957.0
pepin,0.0,1638.0,0.0,1462.0,0.0,WI,3510.0,1580.0,1650.0,240.0,3300.0,110.0,2530.0,1890.0,6670.0,1750.0,0.0,0.0,0.0,0.0,230.0,1210.0,239586.0,3500.0,243432.0,2800.0,136848.0,1730.0,2261.0,700.0,2772.0,660.0,1814.0,550.0,567.0,590.0,6512.0,760.0,15839.0,1020.0,25426.0,340.0,160.0,637.0,710.0,9574.0,300.0,27748.0,990.0,3846.0,80.0,22.0,0.0,0.0,140.0,952.0,100.0,519.0,310.0,277.0,3230.0,59010.0,3230.0,57429.0,800.0,1578.0,160.0,4784.0,39205.0,70.0,1348.0,130.0,1860.0,0.0,0.0,150.0,724.0,0.0,0.0,150.0,1086.0,150.0,1133.0,100.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,680.0,0.0,0.0,560.0,6008.0,2720.0,177926.0,2690.0,32167.0,0.0,0.0,130.0,131.0,1200.0,2395.0,220.0,28.0,130.0,71.0,170.0,215.0,280.0,59.0,770.0,1876.0,0.0,0.0,480.0,1311.0,290.0,3045.0,290.0,3121.0,70.0,49.0,3210.0,32016.0,410.0,753.0,340.0,640.0,300.0,556.0,130.0,129.0,100.0,66.0,2400.0,29762.0,2630.0,31561.0,30.0,30.0,60.0,256.0,720.0,2557.0,2610.0,7806.0,2530.0,6096.0,110.0,1423.0
pierce,0.0,9378.0,0.0,8029.0,0.0,WI,19380.0,9280.0,8350.0,1540.0,17680.0,690.0,11410.0,11320.0,36100.0,9960.0,200.0,0.0,200.0,0.0,1730.0,5280.0,1369667.0,19340.0,1386946.0,16400.0,990453.0,8380.0,8729.0,4360.0,21896.0,4040.0,17044.0,4620.0,5321.0,2750.0,32305.0,3800.0,60478.0,5030.0,145038.0,980.0,740.0,4201.0,3180.0,48914.0,1230.0,55315.0,5430.0,17279.0,490.0,128.0,90.0,1373.0,620.0,4039.0,370.0,1686.0,2360.0,2483.0,17170.0,300685.0,17170.0,294361.0,3160.0,6326.0,1910.0,52214.0,299289.0,500.0,9089.0,1720.0,15687.0,170.0,143.0,1730.0,9319.0,450.0,177.0,1810.0,14775.0,1880.0,15893.0,1500.0,14151.0,40.0,94.0,100.0,23.0,60.0,404.0,1490.0,9599.0,100.0,1837.0,2610.0,16161.0,15950.0,1031990.0,15830.0,159094.0,0.0,0.0,440.0,680.0,6920.0,16159.0,1120.0,542.0,1060.0,598.0,1190.0,1406.0,1120.0,202.0,4770.0,12667.0,40.0,134.0,2190.0,6213.0,770.0,7177.0,860.0,7657.0,490.0,367.0,18410.0,166773.0,1730.0,3387.0,1470.0,2971.0,1380.0,2443.0,930.0,881.0,350.0,403.0,14420.0,139818.0,15170.0,149174.0,270.0,304.0,400.0,1088.0,4350.0,19126.0,14400.0,36452.0,14040.0,33423.0,520.0,3007.0
polk,7314.0,0.0,303.0,0.0,10943.0,WI,22200.0,10490.0,9470.0,2040.0,20530.0,620.0,14000.0,13450.0,41060.0,10810.0,260.0,0.0,260.0,0.0,2240.0,6930.0,1290722.0,22140.0,1309733.0,17770.0,906388.0,8980.0,9266.0,4280.0,20092.0,3960.0,15139.0,4080.0,4329.0,3310.0,36871.0,3910.0,41367.0,6490.0,176001.0,970.0,1150.0,6177.0,4230.0,58780.0,1230.0,47187.0,5890.0,19011.0,460.0,127.0,90.0,1419.0,750.0,4640.0,520.0,2494.0,2300.0,2276.0,20300.0,359462.0,20300.0,350713.0,4420.0,8747.0,1520.0,41746.0,190788.0,510.0,8903.0,1310.0,10363.0,180.0,148.0,1380.0,6220.0,270.0,121.0,1420.0,10718.0,1520.0,11555.0,1140.0,9909.0,40.0,167.0,110.0,39.0,60.0,354.0,1220.0,7841.0,90.0,1797.0,2760.0,15184.0,17670.0,916739.0,17560.0,132649.0,0.0,0.0,700.0,992.0,7340.0,14819.0,1040.0,288.0,980.0,474.0,1110.0,1307.0,1590.0,289.0,5010.0,11734.0,50.0,152.0,2650.0,7125.0,1310.0,13177.0,1430.0,14046.0,740.0,566.0,20670.0,154281.0,2720.0,5769.0,2300.0,5004.0,2080.0,3788.0,860.0,788.0,500.0,473.0,15640.0,117692.0,16830.0,126961.0,190.0,215.0,290.0,514.0,4690.0,14180.0,16440.0,42911.0,16010.0,38434.0,650.0,4390.0
