County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A00101,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N09600,A09600,N07100,A07100,N07180,A07180,N07220,A07220,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
winnebago,52705.0,0.0,0.0,0.0,60799.0,IL,-925.0,61110.0,-744.0,23010.0,-2215.0,-3895.0,-1937.0,289956.0,365.0,109303.0,-3069.0,-10160.0,-173.0,20176.0,-34.0,20379.0,-543.0,5015.0,-26.0,203.0,111149.0,-12.0,8124.0,367.0,23918.0,-2953.0,-36369.0,611.0,17158.0,-29.0,594.0,-1550.0,4208714.0,-4950.0,-789.0,14224.0,-595.0,-896.0,-1672.0,-4405.0,-1531.0,8358.0,-2041.0,-25356.0,-982.0,2671.0,-324.0,256211.0,-22.0,1057.0,-2601.0,-3638.0,56.0,54.0,-625.0,-852.0,-1959.0,-427.0,154.0,2310.0,86.0,2358.0,-340.0,-386.0,328.0,50281.0,-70.0,50482.0,541.0,11424.0,-1263.0,-6796.0
carroll,3152.0,0.0,0.0,0.0,4059.0,IL,-20.0,3520.0,-45.0,700.0,-162.0,-181.0,-79.0,33557.0,-31.0,3014.0,-304.0,-1526.0,-21.0,604.0,31.0,861.0,-21.0,1023.0,16.0,9.0,3511.0,-12.0,164.0,84.0,3659.0,-55.0,-1247.0,43.0,1298.0,16.0,381.0,41.0,161287.0,1273.0,62.0,848.0,-30.0,-136.0,0.0,22.0,26.0,771.0,-32.0,-456.0,13.0,-67.0,16.0,25580.0,2.0,17.0,-32.0,-122.0,-5.0,-4.0,-29.0,-54.0,-109.0,-108.0,-35.0,-26.0,-32.0,-15.0,-41.0,-67.0,77.0,5749.0,88.0,6585.0,67.0,5252.0,-89.0,-1123.0
fulton,7683.0,0.0,0.0,0.0,7475.0,IL,-151.0,7060.0,-131.0,1840.0,-225.0,-329.0,-42.0,40509.0,-481.0,12548.0,-383.0,-1616.0,1.0,1567.0,10.0,1462.0,-115.0,830.0,-16.0,77.0,3093.0,51.0,-34.0,10.0,5288.0,-133.0,-2881.0,115.0,2643.0,6.0,175.0,-93.0,264001.0,-816.0,-81.0,1123.0,-42.0,-6.0,-52.0,-36.0,-85.0,1231.0,-105.0,-1024.0,-21.0,242.0,-54.0,34898.0,2.0,40.0,-234.0,-327.0,-28.0,-10.0,-74.0,-121.0,-200.0,-101.0,-71.0,71.0,-58.0,113.0,-22.0,-8.0,-3.0,8395.0,-80.0,8662.0,74.0,2476.0,-237.0,-386.0
henderson,1681.0,0.0,0.0,0.0,1850.0,IL,-23.0,1420.0,-22.0,320.0,-55.0,-60.0,16.0,10231.0,-20.0,-583.0,-14.0,-281.0,38.0,-222.0,43.0,-221.0,-34.0,-1329.0,0.0,-7.0,731.0,3.0,308.0,14.0,542.0,14.0,-288.0,39.0,847.0,-0.0001,-0.0001,0.0,54426.0,607.0,5.0,198.0,-19.0,-1.0,-14.0,-38.0,0.0,182.0,-18.0,-123.0,37.0,66.0,14.0,8320.0,3.0,19.0,-53.0,-13.0,14.0,3.0,-13.0,8.0,-68.0,-42.0,-15.0,19.0,-7.0,10.0,9.0,-1.0,26.0,1547.0,2.0,1858.0,52.0,1028.0,-41.0,-126.0
henry,10626.0,0.0,8.0,0.0,13403.0,IL,-130.0,10490.0,-134.0,2460.0,-145.0,-443.0,-195.0,110550.0,-46.0,20735.0,-729.0,-1047.0,-62.0,3728.0,-3.0,4041.0,-165.0,360.0,1.0,194.0,28163.0,118.0,-9.0,100.0,9497.0,-257.0,-3223.0,214.0,4832.0,2.0,834.0,-111.0,693098.0,184.0,34.0,3812.0,-115.0,-197.0,-109.0,73.0,-108.0,3622.0,-169.0,-7885.0,-57.0,734.0,62.0,98741.0,39.0,295.0,-334.0,-350.0,3.0,18.0,-153.0,-244.0,-337.0,-138.0,-84.0,60.0,-41.0,148.0,-77.0,-60.0,155.0,21681.0,26.0,22995.0,254.0,9840.0,-335.0,-1326.0
jodaviess,4987.0,0.0,0.0,0.0,6157.0,IL,-122.0,5740.0,-49.0,860.0,-2.0,-426.0,-233.0,43997.0,-81.0,8666.0,-348.0,-2253.0,76.0,2847.0,109.0,486.0,-48.0,574.0,-10.0,145.0,23134.0,29.0,1366.0,29.0,917.0,-174.0,-1739.0,86.0,2441.0,1.0,109.0,-510.0,352753.0,-1345.0,-36.0,1536.0,-385.0,-69.0,-87.0,-91.0,-432.0,2046.0,-104.0,-2051.0,-48.0,-1461.0,175.0,44636.0,1.0,-37.0,-115.0,-967.0,13.0,9.0,9.0,-13.0,-153.0,-41.0,-66.0,101.0,-34.0,114.0,-10.0,-54.0,183.0,8116.0,144.0,8144.0,83.0,2142.0,-163.0,-189.0
knox,12102.0,0.0,0.0,0.0,10808.0,IL,-139.0,10940.0,-103.0,3200.0,39.0,-390.0,-106.0,138878.0,-90.0,13900.0,-653.0,-3527.0,-97.0,1850.0,-18.0,1426.0,-59.0,-1111.0,-14.0,80.0,10704.0,13.0,1016.0,-18.0,6493.0,-140.0,-2445.0,195.0,3335.0,-10.0,265.0,46.0,511471.0,7126.0,199.0,3989.0,-64.0,-26.0,-27.0,-118.0,47.0,3720.0,-37.0,-1066.0,39.0,3583.0,18.0,70720.0,28.0,345.0,-276.0,-115.0,-29.0,4.0,-27.0,-99.0,-243.0,-60.0,-57.0,283.0,-58.0,214.0,-35.0,5.0,17.0,14226.0,-23.0,15165.0,79.0,5396.0,-136.0,-1110.0
mercer,3949.0,0.0,3.0,0.0,4521.0,IL,0.0,3300.0,32.0,740.0,23.0,8.0,-1.0,33453.0,27.0,9423.0,-100.0,-1471.0,-38.0,-961.0,4.0,-1036.0,-21.0,2648.0,-4.0,55.0,97.0,14.0,-16.0,12.0,2304.0,-86.0,-743.0,66.0,1632.0,9.0,594.0,5.0,197735.0,1186.0,43.0,1186.0,-14.0,-8.0,-20.0,-46.0,9.0,1102.0,-27.0,-805.0,3.0,673.0,-31.0,28890.0,9.0,-19.0,-70.0,-68.0,-26.0,-10.0,-31.0,-58.0,-75.0,-17.0,4.0,68.0,19.0,76.0,-24.0,2.0,-5.0,6840.0,-31.0,7596.0,87.0,4559.0,-25.0,-38.0
peoria,32583.0,0.0,4.0,0.0,44815.0,IL,-759.0,42690.0,-158.0,14280.0,-1648.0,-1666.0,-625.0,319961.0,-1722.0,206096.0,-1982.0,-11850.0,-44.0,24539.0,69.0,24231.0,-450.0,9241.0,-14.0,383.0,19431.0,147.0,5857.0,57.0,21806.0,-306.0,-12492.0,446.0,13134.0,-12.0,-7.0,-591.0,3902820.0,10789.0,154.0,19436.0,-639.0,-2079.0,-507.0,-1052.0,-582.0,18183.0,-587.0,-13123.0,-213.0,4901.0,8.0,293459.0,224.0,2554.0,-973.0,7588.0,73.0,93.0,-476.0,-865.0,-930.0,-106.0,-223.0,1034.0,-242.0,934.0,-183.0,-25.0,247.0,65173.0,-60.0,66194.0,910.0,21610.0,-1292.0,-2259.0
rock island,35418.0,0.0,0.0,0.0,28789.0,IL,-471.0,33650.0,-350.0,10220.0,-398.0,-1679.0,-816.0,184838.0,-242.0,34047.0,-2051.0,-6959.0,-86.0,14425.0,-40.0,15050.0,-85.0,2935.0,-52.0,393.0,48164.0,193.0,7710.0,104.0,27297.0,-551.0,-4138.0,468.0,10887.0,-10.0,139.0,-592.0,1920606.0,681.0,-104.0,7239.0,-441.0,-172.0,-565.0,-724.0,-582.0,6767.0,-622.0,-9081.0,-269.0,1855.0,-153.0,161485.0,48.0,844.0,-1107.0,-1424.0,-13.0,22.0,-338.0,-435.0,-1079.0,-149.0,6.0,954.0,1.0,918.0,-210.0,-230.0,43.0,35780.0,-38.0,36736.0,492.0,7338.0,-848.0,-2192.0
stephenson,9189.0,0.0,1.0,0.0,11260.0,IL,-238.0,9900.0,-117.0,2780.0,-151.0,-641.0,-339.0,40912.0,-171.0,6333.0,-628.0,-3008.0,42.0,2384.0,75.0,2564.0,-67.0,-2696.0,-22.0,56.0,5778.0,56.0,1305.0,-1.0,2808.0,-244.0,-4156.0,198.0,3894.0,3.0,171.0,-128.0,499659.0,809.0,-54.0,1806.0,-54.0,-28.0,-143.0,-322.0,-123.0,2475.0,-237.0,-2437.0,-80.0,1111.0,-79.0,29807.0,10.0,113.0,-397.0,-631.0,-8.0,-6.0,-122.0,-187.0,-335.0,-63.0,-33.0,341.0,-23.0,264.0,-10.0,-17.0,-46.0,7034.0,-1.0,7281.0,146.0,3006.0,-280.0,-1326.0
