County,D0,D1,R0,R1,STATE,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N10970,A10970,N10971,A10971,N10973,A10973,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
snyder,4134.0,0.0,0.0,0.0,PA,18890.0,8950.0,8120.0,1460.0,17580.0,530.0,11770.0,11730.0,100.0,35330.0,240.0,240.0,0.0,40.0,1610.0,5780.0,1027221.0,18640.0,1040029.0,14190.0,665993.0,6160.0,8839.0,3670.0,14261.0,3430.0,10561.0,120.0,46.0,2970.0,39164.0,3020.0,30611.0,2130.0,27601.0,4400.0,90906.0,790.0,4900.0,50608.0,3220.0,44705.0,1240.0,75685.0,8240.0,12808.0,270.0,73.0,50.0,911.0,370.0,2631.0,350.0,1748.0,1330.0,1208.0,5830.0,1575.0,17740.0,323676.0,17740.0,315628.0,4000.0,8049.0,620.0,22208.0,103411.0,190.0,4930.0,500.0,4682.0,90.0,70.0,500.0,2191.0,80.0,14.0,620.0,4253.0,620.0,4259.0,340.0,2917.0,0.0,0.0,0.0,0.0,30.0,40.0,20.0,107.0,490.0,8916.0,0.0,0.0,2950.0,16682.0,14280.0,708040.0,14190.0,103242.0,0.0,0.0,210.0,220.0,6060.0,11878.0,680.0,83.0,350.0,179.0,670.0,877.0,1430.0,279.0,4280.0,10013.0,210.0,172.0,2200.0,6548.0,480.0,5438.0,510.0,5562.0,17380.0,130134.0,2370.0,4999.0,2040.0,4417.0,1770.0,3296.0,570.0,564.0,240.0,278.0,0.0,0.0,2450.0,3297.0,15640.0,31007.0,14900.0,17224.0,12370.0,91020.0,13250.0,98633.0,120.0,143.0,220.0,444.0,2770.0,12398.0,14980.0,43856.0,14470.0,39423.0,700.0,4433.0
sullivan,891.0,0.0,0.0,0.0,PA,2980.0,1420.0,1280.0,210.0,2770.0,80.0,2020.0,1870.0,0.0,5250.0,0.0,0.0,0.0,0.0,290.0,1280.0,168752.0,2940.0,171020.0,2030.0,93934.0,1100.0,1447.0,760.0,4812.0,700.0,3880.0,20.0,7.0,480.0,6163.0,560.0,6428.0,500.0,8551.0,890.0,21913.0,104.0,580.0,7334.0,740.0,10649.0,150.0,2548.0,1260.0,2268.0,30.0,7.0,0.0,0.0,70.0,415.0,60.0,257.0,220.0,169.0,840.0,217.0,2780.0,51359.0,2780.0,49615.0,880.0,1742.0,100.0,3917.0,19239.0,40.0,895.0,80.0,720.0,0.0,0.0,90.0,527.0,0.0,0.0,100.0,781.0,100.0,793.0,60.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,817.0,0.0,0.0,390.0,1475.0,2200.0,119326.0,2170.0,17304.0,0.0,0.0,20.0,19.0,830.0,1403.0,150.0,15.0,40.0,21.0,80.0,87.0,180.0,35.0,540.0,1190.0,20.0,10.0,350.0,1200.0,100.0,768.0,100.0,758.0,2730.0,23414.0,330.0,615.0,260.0,535.0,230.0,411.0,70.0,61.0,60.0,41.0,0.0,0.0,450.0,614.0,2510.0,4749.0,2310.0,2483.0,1960.0,15902.0,2100.0,17407.0,20.0,14.0,50.0,192.0,440.0,2018.0,2350.0,7865.0,2230.0,6683.0,170.0,1157.0
susquehanna,5849.0,0.0,0.0,0.0,PA,20150.0,9880.0,8040.0,1780.0,18960.0,470.0,13220.0,12910.0,130.0,36230.0,0.0,0.0,0.0,0.0,2310.0,7110.0,1208419.0,19850.0,1222561.0,14340.0,673967.0,6740.0,9302.0,4730.0,22874.0,4460.0,18153.0,170.0,77.0,3020.0,37856.0,3350.0,35693.0,2400.0,38187.0,4900.0,111429.0,575.0,4080.0,51966.0,4290.0,65532.0,1120.0,38159.0,8230.0,14142.0,370.0,100.0,60.0,1147.0,520.0,3655.0,310.0,1627.0,1360.0,1172.0,5490.0,1453.0,18890.0,342721.0,18890.0,332968.0,4920.0,9756.0,700.0,21459.0,127285.0,240.0,4872.0,570.0,5972.0,110.0,126.0,590.0,2883.0,40.0,9.0,700.0,4999.0,700.0,5011.0,410.0,3800.0,0.0,0.0,0.0,0.0,30.0,45.0,20.0,181.0,540.0,6597.0,30.0,518.0,2760.0,14065.0,15280.0,878276.0,15150.0,138789.0,0.0,0.0,170.0,212.0,5970.0,10924.0,930.0,128.0,300.0,147.0,720.0,922.0,1070.0,199.0,4110.0,9072.0,200.0,162.0,2380.0,7026.0,560.0,4775.0,580.0,4681.0,18800.0,177887.0,2630.0,5512.0,2230.0,4811.0,1890.0,3365.0,660.0,640.0,320.0,382.0,50.0,60.0,3440.0,4937.0,16490.0,31360.0,15040.0,16434.0,13450.0,127280.0,14460.0,136582.0,140.0,238.0,460.0,1691.0,3050.0,15825.0,16170.0,57060.0,15390.0,47336.0,1240.0,9667.0
tioga,4625.0,0.0,0.0,0.0,PA,19240.0,8900.0,8090.0,1760.0,18220.0,390.0,12260.0,13400.0,130.0,35610.0,0.0,0.0,0.0,0.0,2100.0,6520.0,1002794.0,18880.0,1013943.0,14270.0,653544.0,7020.0,6947.0,3710.0,16061.0,3470.0,12800.0,150.0,87.0,2650.0,27035.0,2900.0,30803.0,2250.0,32799.0,5290.0,115323.0,807.0,4590.0,57108.0,3830.0,53756.0,820.0,23340.0,6810.0,11149.0,440.0,115.0,60.0,991.0,370.0,2535.0,280.0,1386.0,1420.0,1161.0,4190.0,1084.0,18080.0,333909.0,18080.0,324669.0,4590.0,9239.0,550.0,16618.0,69206.0,200.0,4483.0,420.0,2790.0,90.0,82.0,440.0,2116.0,50.0,18.0,540.0,3736.0,540.0,3761.0,340.0,2663.0,0.0,0.0,0.0,0.0,30.0,46.0,0.0,0.0,390.0,4806.0,20.0,194.0,2130.0,8751.0,14190.0,691931.0,14090.0,97538.0,0.0,0.0,190.0,254.0,5970.0,11177.0,670.0,77.0,480.0,251.0,590.0,696.0,1380.0,271.0,4180.0,9554.0,170.0,130.0,1960.0,5453.0,420.0,3299.0,450.0,3376.0,18050.0,131704.0,2900.0,5953.0,2510.0,5418.0,1990.0,3579.0,560.0,506.0,230.0,268.0,0.0,0.0,3210.0,4386.0,16480.0,32233.0,15290.0,17267.0,12300.0,86321.0,13170.0,92988.0,130.0,124.0,220.0,587.0,2690.0,10398.0,15650.0,48689.0,15220.0,44539.0,660.0,4153.0
union,6699.0,0.0,0.0,0.0,PA,18250.0,8830.0,7730.0,1300.0,16440.0,510.0,10110.0,11070.0,120.0,33840.0,200.0,200.0,0.0,0.0,1480.0,5850.0,1239673.0,17600.0,1254551.0,13250.0,802975.0,7100.0,9929.0,4190.0,30289.0,3900.0,23695.0,190.0,122.0,2860.0,50622.0,3580.0,75966.0,2390.0,39070.0,4390.0,103360.0,549.0,3950.0,43330.0,3310.0,51842.0,1060.0,55752.0,7630.0,14878.0,300.0,77.0,80.0,1805.0,480.0,3448.0,280.0,1563.0,1440.0,1282.0,5100.0,1349.0,16340.0,298413.0,16340.0,290179.0,4040.0,8234.0,1030.0,36873.0,272584.0,280.0,7455.0,870.0,11128.0,130.0,116.0,890.0,5484.0,110.0,47.0,1000.0,8034.0,1010.0,8058.0,690.0,7100.0,0.0,0.0,30.0,16.0,40.0,54.0,30.0,168.0,830.0,13035.0,0.0,0.0,3230.0,19700.0,13670.0,938136.0,13520.0,159004.0,0.0,0.0,150.0,170.0,5990.0,12386.0,1110.0,201.0,450.0,202.0,680.0,851.0,1110.0,210.0,4000.0,9970.0,250.0,221.0,2090.0,6536.0,380.0,4041.0,390.0,4099.0,16820.0,183345.0,1840.0,3743.0,1570.0,3356.0,1400.0,2442.0,600.0,565.0,220.0,218.0,30.0,26.0,2870.0,4013.0,14440.0,28342.0,13500.0,15331.0,12070.0,146620.0,12750.0,156218.0,390.0,967.0,480.0,1675.0,2860.0,16228.0,14280.0,43278.0,13740.0,38140.0,760.0,5083.0
wyoming,4272.0,0.0,0.0,0.0,PA,13650.0,6830.0,5240.0,1310.0,12740.0,370.0,7850.0,9190.0,100.0,24040.0,30.0,30.0,0.0,0.0,1470.0,4460.0,809032.0,13420.0,817911.0,10310.0,508024.0,3910.0,5109.0,3290.0,16705.0,3110.0,13247.0,90.0,42.0,1710.0,21328.0,2300.0,28298.0,1660.0,35344.0,2970.0,62875.0,226.0,3210.0,40568.0,2680.0,40595.0,720.0,30249.0,5640.0,8879.0,240.0,65.0,30.0,716.0,340.0,2592.0,170.0,843.0,1080.0,976.0,3920.0,1023.0,12740.0,228468.0,12740.0,222337.0,3080.0,6131.0,480.0,14469.0,85405.0,150.0,3520.0,410.0,3482.0,60.0,50.0,420.0,2382.0,40.0,31.0,480.0,3547.0,480.0,3601.0,320.0,2653.0,0.0,0.0,0.0,0.0,40.0,62.0,0.0,0.0,360.0,3690.0,0.0,0.0,1650.0,9172.0,10430.0,585748.0,10350.0,89663.0,0.0,0.0,130.0,130.0,4150.0,7368.0,610.0,99.0,220.0,120.0,490.0,627.0,800.0,137.0,2850.0,6159.0,150.0,110.0,1330.0,3878.0,380.0,3106.0,400.0,3052.0,12800.0,115110.0,1720.0,3387.0,1500.0,3065.0,1160.0,1913.0,440.0,420.0,220.0,244.0,30.0,30.0,2100.0,2809.0,11400.0,21333.0,10540.0,11203.0,9280.0,82258.0,9850.0,87654.0,100.0,163.0,240.0,972.0,1850.0,9588.0,11150.0,36990.0,10760.0,31221.0,570.0,5671.0
bucks,167513.0,0.0,0.0,225231.0,PA,342710.0,171210.0,136590.0,27560.0,312260.0,12520.0,195510.0,207440.0,4520.0,618460.0,2840.0,1230.0,1610.0,240.0,24920.0,107580.0,35097315.0,339100.0,35544799.0,269150.0,23472022.0,142760.0,297641.0,101900.0,908157.0,95540.0,656438.0,5530.0,2800.0,50810.0,1105466.0,88230.0,2598060.0,42160.0,975731.0,74320.0,1996404.0,501.0,75710.0,1099090.0,64680.0,1237875.0,25210.0,2210917.0,165790.0,447484.0,10350.0,2681.0,3500.0,89138.0,11650.0,112713.0,6950.0,42137.0,26800.0,24737.0,113870.0,29960.0,290220.0,5128221.0,290220.0,4995434.0,66440.0,132788.0,45450.0,1530755.0,12031026.0,10380.0,204993.0,38630.0,509686.0,5930.0,6190.0,41310.0,343104.0,4430.0,3074.0,44830.0,385605.0,45230.0,390904.0,37300.0,461454.0,660.0,5279.0,2360.0,2268.0,3630.0,7123.0,1900.0,24975.0,37400.0,352958.0,1720.0,79299.0,61850.0,500433.0,279380.0,28657548.0,276960.0,5577095.0,330.0,3971.0,3370.0,4590.0,121850.0,313599.0,29200.0,69159.0,12250.0,6651.0,16560.0,20523.0,13400.0,2393.0,79500.0,194838.0,5590.0,4138.0,40830.0,170046.0,8210.0,65040.0,8850.0,66054.0,323510.0,5941830.0,26430.0,48537.0,21990.0,41662.0,18000.0,29916.0,14100.0,13488.0,4850.0,5640.0,890.0,1664.0,57330.0,78922.0,248830.0,446251.0,220960.0,225972.0,257350.0,5263448.0,269370.0,5561831.0,19860.0,41090.0,20510.0,76025.0,74360.0,623430.0,254880.0,999822.0,244390.0,767437.0,14460.0,229567.0
crawford,12797.0,0.0,0.0,0.0,PA,39750.0,19530.0,15610.0,3580.0,36370.0,1210.0,20680.0,27070.0,240.0,72650.0,770.0,450.0,320.0,90.0,4800.0,12880.0,2015159.0,38550.0,2038508.0,29410.0,1286835.0,10850.0,13151.0,6710.0,37335.0,6190.0,30319.0,180.0,70.0,5400.0,82754.0,5910.0,59926.0,4660.0,71562.0,9510.0,198625.0,830.0,9520.0,110674.0,7290.0,100298.0,1620.0,91220.0,13970.0,23349.0,710.0,183.0,120.0,2011.0,940.0,6026.0,610.0,3003.0,3120.0,2644.0,8710.0,2240.0,37250.0,674376.0,37250.0,656270.0,9070.0,18108.0,790.0,32582.0,169301.0,280.0,7278.0,620.0,5528.0,160.0,128.0,630.0,3424.0,50.0,17.0,780.0,5274.0,790.0,5291.0,420.0,3353.0,0.0,0.0,0.0,0.0,30.0,44.0,30.0,118.0,590.0,8984.0,50.0,1726.0,4830.0,30121.0,28980.0,1357209.0,28770.0,194962.0,0.0,0.0,350.0,319.0,12140.0,22192.0,1430.0,212.0,680.0,328.0,1300.0,1631.0,3160.0,613.0,8210.0,17771.0,360.0,257.0,3650.0,10486.0,830.0,6355.0,880.0,6442.0,36870.0,254898.0,5590.0,11812.0,4910.0,10712.0,4040.0,7362.0,1160.0,1118.0,450.0,414.0,80.0,86.0,6270.0,8692.0,33390.0,64125.0,31190.0,34531.0,24870.0,172766.0,26460.0,185443.0,220.0,300.0,400.0,1144.0,5080.0,23071.0,32400.0,92429.0,31660.0,85113.0,1080.0,7316.0
erie,68424.0,0.0,0.0,0.0,PA,133650.0,69550.0,44250.0,16300.0,124440.0,3030.0,62300.0,96400.0,1320.0,233340.0,5820.0,5300.0,520.0,1220.0,16980.0,38440.0,7638653.0,130250.0,7726611.0,104770.0,5024169.0,39210.0,54788.0,24220.0,179511.0,22470.0,150643.0,690.0,338.0,13960.0,198538.0,20240.0,318040.0,14250.0,221460.0,29610.0,650652.0,789.0,33270.0,428862.0,22490.0,332142.0,4840.0,339332.0,51150.0,87958.0,2690.0,690.0,500.0,10458.0,2760.0,20169.0,1880.0,9704.0,12500.0,11258.0,33990.0,8406.0,124910.0,2166491.0,124910.0,2114654.0,26180.0,51837.0,4260.0,150615.0,1115480.0,1220.0,36049.0,3390.0,46031.0,740.0,702.0,3530.0,23425.0,430.0,228.0,4190.0,31205.0,4220.0,31515.0,2780.0,23432.0,40.0,354.0,80.0,45.0,350.0,448.0,160.0,1764.0,3220.0,45290.0,340.0,9789.0,14060.0,94602.0,100330.0,5440242.0,99690.0,872771.0,30.0,285.0,1060.0,1027.0,43630.0,77726.0,5990.0,2362.0,2820.0,1316.0,5720.0,7039.0,10210.0,1920.0,29020.0,59845.0,1750.0,835.0,10600.0,33376.0,2230.0,11829.0,2390.0,12060.0,126660.0,1118256.0,21320.0,48429.0,19420.0,45474.0,15050.0,25862.0,4900.0,4683.0,1180.0,1182.0,280.0,595.0,22440.0,31458.0,109510.0,202435.0,101530.0,108966.0,85970.0,795042.0,90260.0,846054.0,1780.0,2885.0,2190.0,12054.0,17190.0,82436.0,110870.0,354205.0,108670.0,302749.0,3150.0,39481.0
lawrence,16484.0,0.0,0.0,0.0,PA,42960.0,21520.0,15810.0,4590.0,39830.0,1160.0,23760.0,30540.0,370.0,76140.0,370.0,340.0,30.0,70.0,5300.0,13890.0,2315971.0,42250.0,2341613.0,33200.0,1571611.0,11460.0,13276.0,7940.0,31188.0,7370.0,23719.0,270.0,115.0,5020.0,61505.0,6360.0,60056.0,4970.0,69232.0,10830.0,220491.0,525.0,11070.0,145706.0,7920.0,111817.0,1660.0,82785.0,17120.0,25642.0,960.0,253.0,90.0,1599.0,850.0,6377.0,590.0,3180.0,3350.0,2858.0,12150.0,3206.0,40730.0,724435.0,40730.0,705027.0,9770.0,19408.0,1140.0,41562.0,197700.0,330.0,8294.0,940.0,7048.0,170.0,146.0,950.0,4967.0,110.0,27.0,1110.0,8067.0,1130.0,8104.0,740.0,6036.0,0.0,0.0,0.0,0.0,90.0,142.0,20.0,68.0,870.0,11526.0,110.0,7044.0,4630.0,25514.0,32290.0,1615177.0,32070.0,237952.0,0.0,0.0,340.0,343.0,13080.0,23889.0,1460.0,185.0,610.0,264.0,1770.0,2158.0,2740.0,511.0,9200.0,19784.0,530.0,336.0,3590.0,9775.0,760.0,4325.0,820.0,4382.0,40470.0,303950.0,6130.0,12874.0,5460.0,11865.0,4050.0,6780.0,1570.0,1489.0,420.0,401.0,80.0,145.0,6610.0,8901.0,36230.0,67759.0,33670.0,36184.0,28310.0,213823.0,29790.0,226408.0,340.0,423.0,480.0,1356.0,5530.0,26171.0,35440.0,103601.0,34800.0,94995.0,910.0,8032.0
mercer,20804.0,0.0,0.0,0.0,PA,54450.0,27450.0,20290.0,5380.0,48730.0,2370.0,27630.0,36970.0,430.0,96650.0,610.0,100.0,510.0,0.0,6320.0,18430.0,2886231.0,53280.0,2916757.0,40120.0,1858252.0,16430.0,25512.0,10470.0,48441.0,9710.0,37095.0,310.0,153.0,6440.0,84406.0,8480.0,112295.0,7200.0,107957.0,14290.0,282757.0,927.0,13180.0,160651.0,10520.0,142821.0,2050.0,120373.0,21370.0,30526.0,1050.0,274.0,130.0,1942.0,1050.0,7317.0,770.0,3850.0,4350.0,3796.0,15000.0,3926.0,51320.0,913890.0,51320.0,887795.0,13160.0,26095.0,1450.0,51531.0,315043.0,490.0,13839.0,1140.0,11844.0,240.0,283.0,1180.0,5464.0,150.0,53.0,1410.0,9643.0,1410.0,9765.0,850.0,7291.0,0.0,0.0,30.0,6.0,90.0,98.0,50.0,671.0,1120.0,15427.0,80.0,2020.0,6190.0,37189.0,39710.0,2006409.0,39400.0,302079.0,0.0,0.0,490.0,497.0,16600.0,29150.0,2300.0,316.0,900.0,389.0,2200.0,2729.0,3740.0,719.0,11240.0,23582.0,620.0,444.0,4420.0,11813.0,1020.0,5574.0,1090.0,5744.0,50580.0,387125.0,7610.0,15952.0,6780.0,14733.0,5150.0,8711.0,1920.0,1810.0,540.0,490.0,90.0,90.0,8730.0,11642.0,45360.0,85030.0,42030.0,45152.0,34380.0,272932.0,36240.0,289208.0,460.0,566.0,660.0,2182.0,6880.0,31366.0,44420.0,129143.0,43430.0,114874.0,1380.0,13029.0
delaware,0.0,201146.0,122176.0,0.0,PA,289360.0,150480.0,92390.0,39520.0,262140.0,11220.0,145630.0,189470.0,3660.0,519580.0,2820.0,1820.0,1000.0,400.0,37690.0,80670.0,26460041.0,285440.0,26790268.0,229620.0,17739400.0,96770.0,211524.0,71290.0,728451.0,66620.0,559137.0,4190.0,2545.0,43910.0,741273.0,60680.0,2029219.0,28600.0,664302.0,57940.0,1458873.0,88.0,67650.0,1074107.0,46050.0,851695.0,15600.0,1555652.0,132880.0,330227.0,7600.0,1963.0,2840.0,82913.0,6960.0,69668.0,4470.0,24553.0,23410.0,21151.0,90660.0,23946.0,247090.0,4228866.0,247090.0,4135513.0,47930.0,93353.0,35780.0,1252178.0,9469075.0,9710.0,207947.0,30280.0,373847.0,4660.0,5171.0,30970.0,296475.0,4080.0,4919.0,35240.0,298218.0,35570.0,302289.0,27190.0,309849.0,530.0,4480.0,1590.0,1812.0,3340.0,4988.0,1680.0,24046.0,30090.0,337392.0,1540.0,55955.0,44820.0,282177.0,234840.0,21285988.0,233080.0,4114050.0,300.0,3912.0,2820.0,3468.0,108070.0,234863.0,21570.0,24783.0,11790.0,6461.0,15440.0,18217.0,13760.0,2429.0,72890.0,163383.0,4860.0,3827.0,32930.0,134289.0,6850.0,50592.0,7350.0,52332.0,275620.0,4588097.0,37450.0,78789.0,32970.0,70775.0,26800.0,43375.0,13460.0,12533.0,3740.0,3666.0,960.0,1852.0,52760.0,73396.0,215180.0,372298.0,190760.0,194101.0,206910.0,3879190.0,218790.0,4115310.0,14220.0,31728.0,14610.0,59738.0,55450.0,425035.0,224460.0,893853.0,216930.0,698088.0,10360.0,195765.0
philadelphia,0.0,576937.0,121332.0,0.0,PA,743860.0,443920.0,128620.0,153250.0,682730.0,26340.0,331690.0,553950.0,10600.0,1223240.0,16930.0,16090.0,840.0,3660.0,143320.0,139280.0,41529257.0,727550.0,41971078.0,594180.0,30431931.0,152970.0,216723.0,90450.0,703773.0,83900.0,547013.0,8100.0,3708.0,110050.0,1037551.0,81880.0,2130473.0,32760.0,568478.0,100150.0,2217975.0,60.0,202800.0,3417300.0,66450.0,973161.0,21010.0,1207526.0,290780.0,441821.0,11440.0,2814.0,2760.0,71480.0,8480.0,57377.0,8110.0,34801.0,61140.0,53685.0,176140.0,45555.0,667660.0,10641138.0,667660.0,10489025.0,82550.0,152113.0,54590.0,1684303.0,10365942.0,13910.0,217086.0,49570.0,630081.0,3790.0,6017.0,42420.0,197039.0,9680.0,19872.0,53600.0,420199.0,54250.0,438432.0,40180.0,395470.0,790.0,6197.0,1620.0,3433.0,7750.0,12900.0,1620.0,23971.0,43860.0,499063.0,3050.0,80427.0,78790.0,302114.0,580220.0,30262684.0,578830.0,5163500.0,340.0,4877.0,6990.0,7277.0,251430.0,416718.0,26890.0,40573.0,24930.0,13777.0,37200.0,41495.0,42100.0,7124.0,173150.0,290215.0,13660.0,12097.0,80950.0,208048.0,15980.0,106722.0,17140.0,111830.0,712660.0,6545554.0,161460.0,362003.0,143270.0,327828.0,112470.0,182467.0,31690.0,28829.0,8380.0,6722.0,3240.0,5160.0,151260.0,213515.0,585050.0,945968.0,522740.0,507861.0,476220.0,4746734.0,518150.0,5057003.0,14190.0,27434.0,13790.0,58537.0,112530.0,498892.0,612320.0,1984472.0,604630.0,1822507.0,10350.0,161966.0
dauphin,75460.0,0.0,0.0,69065.0,PA,152060.0,81030.0,46820.0,20250.0,140310.0,4500.0,67020.0,108660.0,1730.0,264100.0,2230.0,1120.0,1110.0,270.0,21910.0,40910.0,9619432.0,148950.0,9715647.0,121390.0,6733290.0,40610.0,55531.0,27620.0,154813.0,25760.0,116976.0,1370.0,532.0,17690.0,223781.0,22720.0,432079.0,14330.0,262466.0,33780.0,879301.0,635.0,33320.0,450355.0,24040.0,390408.0,5150.0,317405.0,59590.0,96215.0,2130.0,534.0,660.0,13337.0,2390.0,18706.0,1750.0,8201.0,11750.0,10217.0,40840.0,10415.0,139160.0,2379047.0,139160.0,2326603.0,26900.0,52444.0,8650.0,284760.0,1799278.0,2030.0,52100.0,7190.0,68709.0,1210.0,1222.0,7540.0,46729.0,1190.0,817.0,8520.0,65629.0,8570.0,68852.0,6430.0,59809.0,130.0,699.0,410.0,388.0,1000.0,1500.0,260.0,1495.0,6720.0,81956.0,450.0,16147.0,16990.0,88345.0,119490.0,7139797.0,118950.0,1169902.0,60.0,586.0,890.0,977.0,50160.0,88382.0,7320.0,2068.0,4430.0,2360.0,6730.0,7934.0,9350.0,1625.0,34350.0,70212.0,1800.0,1609.0,12780.0,38806.0,2330.0,18558.0,2440.0,18832.0,145210.0,1409022.0,23660.0,51864.0,21420.0,48156.0,17430.0,29556.0,5640.0,5133.0,1210.0,1257.0,410.0,727.0,26890.0,37453.0,122550.0,218911.0,111960.0,117153.0,103350.0,1081521.0,108500.0,1139598.0,2970.0,5343.0,3280.0,10084.0,22940.0,115306.0,123840.0,384115.0,121510.0,348688.0,3230.0,35428.0
york,86525.0,0.0,0.0,149387.0,PA,237020.0,115380.0,89350.0,26570.0,219800.0,6720.0,107420.0,166290.0,2350.0,430070.0,4350.0,1050.0,3300.0,320.0,30560.0,66840.0,15601809.0,234010.0,15755532.0,191490.0,11155703.0,69440.0,121016.0,46980.0,240128.0,43800.0,180566.0,2550.0,1497.0,27400.0,339885.0,38630.0,645651.0,27500.0,468601.0,53740.0,1163860.0,1541.0,52800.0,645078.0,38810.0,600695.0,8890.0,538575.0,96660.0,153723.0,4570.0,1176.0,810.0,15414.0,4110.0,33026.0,3290.0,16186.0,18920.0,16072.0,66620.0,17071.0,216180.0,3859348.0,216180.0,3769761.0,44830.0,89588.0,15970.0,532803.0,2745551.0,4170.0,95552.0,13560.0,109759.0,2040.0,2160.0,14200.0,93680.0,2000.0,1482.0,15750.0,125080.0,15850.0,126024.0,12320.0,113909.0,270.0,1687.0,840.0,919.0,2410.0,3877.0,430.0,7621.0,11800.0,162440.0,640.0,15871.0,27880.0,154347.0,187870.0,11480877.0,186840.0,1798742.0,100.0,1679.0,1800.0,2073.0,82160.0,164671.0,11080.0,2882.0,7410.0,4266.0,10270.0,12378.0,15420.0,2720.0,57990.0,132496.0,3380.0,2890.0,20390.0,63781.0,4540.0,47864.0,4790.0,48242.0,225500.0,2154229.0,30130.0,64090.0,26950.0,58802.0,22600.0,38125.0,8720.0,8147.0,2300.0,2554.0,570.0,881.0,38600.0,52151.0,194780.0,366410.0,178860.0,195989.0,165600.0,1634070.0,173280.0,1725645.0,3860.0,5171.0,4230.0,14081.0,35910.0,165356.0,192100.0,593129.0,188160.0,537556.0,5660.0,55572.0
fayette,0.0,0.0,0.0,39730.0,PA,64490.0,32980.0,22570.0,7310.0,59220.0,1870.0,34510.0,46080.0,390.0,112600.0,960.0,250.0,710.0,30.0,9640.0,19280.0,3213552.0,62350.0,3243250.0,48720.0,2190969.0,16110.0,20408.0,9100.0,38710.0,8230.0,26309.0,280.0,94.0,6280.0,70227.0,6780.0,61232.0,5930.0,83682.0,15730.0,331257.0,592.0,18190.0,242866.0,11130.0,154732.0,2030.0,93333.0,22480.0,29698.0,1260.0,330.0,100.0,2287.0,940.0,6274.0,760.0,3408.0,4490.0,3567.0,15580.0,4136.0,60520.0,1073568.0,60520.0,1047143.0,13330.0,26426.0,1260.0,46903.0,231322.0,350.0,8153.0,1010.0,8837.0,190.0,162.0,1020.0,4784.0,140.0,74.0,1240.0,8303.0,1250.0,8374.0,800.0,7100.0,0.0,0.0,0.0,0.0,80.0,129.0,30.0,136.0,930.0,9805.0,160.0,12648.0,5290.0,29622.0,47520.0,2202377.0,47370.0,318168.0,0.0,0.0,580.0,518.0,18840.0,32766.0,1400.0,195.0,910.0,412.0,2350.0,2894.0,4270.0,747.0,13440.0,27195.0,890.0,448.0,4730.0,12827.0,1250.0,7283.0,1340.0,7465.0,61380.0,439306.0,9950.0,20848.0,8890.0,19266.0,6480.0,10588.0,2100.0,1941.0,690.0,591.0,300.0,368.0,11350.0,15739.0,54520.0,101319.0,50720.0,54031.0,41470.0,285420.0,43570.0,301947.0,360.0,367.0,590.0,1920.0,6670.0,26881.0,55260.0,164149.0,54370.0,150559.0,1360.0,13074.0
