County,D0,D1,R0,R1,STATE,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,VRTCRIND,N2,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N02910,A02910,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N11450,A11450,N10970,A10970,N10971,A10971,N10973,A10973,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
allegheny,0.0,177474.0,118163.0,0.0,PA,644560.0,359920.0,208130.0,60000.0,584230.0,22760.0,276590.0,435570.0,9820.0,1084580.0,10620.0,7590.0,3030.0,1520.0,73480.0,189610.0,51158294.0,635940.0,51717989.0,510320.0,35123444.0,212910.0,371467.0,161790.0,1460192.0,151880.0,1176442.0,5790.0,3297.0,82090.0,1301352.0,138700.0,3262826.0,71150.0,1488381.0,134520.0,3055929.0,339.0,141310.0,2042843.0,109340.0,1812377.0,30770.0,2232987.0,294520.0,559695.0,12020.0,3087.0,4440.0,106297.0,14660.0,112184.0,10290.0,51204.0,66290.0,60551.0,202370.0,51613.0,589410.0,10024539.0,589410.0,9777557.0,126570.0,246983.0,41260.0,1601581.0,12559346.0,8960.0,215790.0,34790.0,508058.0,5490.0,6792.0,35830.0,303733.0,4270.0,2353.0,40540.0,335386.0,40930.0,339356.0,30060.0,305704.0,540.0,4287.0,1420.0,1514.0,3310.0,4825.0,2110.0,32607.0,33120.0,528580.0,2530.0,165225.0,96560.0,572723.0,518670.0,40452035.0,514520.0,7359243.0,490.0,15374.0,4850.0,4843.0,208780.0,414506.0,49920.0,45161.0,16290.0,8359.0,27260.0,33239.0,32590.0,5845.0,128870.0,291611.0,8690.0,5826.0,63410.0,215849.0,11290.0,55837.0,12350.0,55781.0,612360.0,8393341.0,69280.0,134645.0,60570.0,122599.0,44030.0,71523.0,20430.0,19220.0,6730.0,6723.0,1870.0,3362.0,108650.0,145279.0,504200.0,869457.0,455620.0,446281.0,471070.0,6944741.0,490760.0,7326057.0,23150.0,46447.0,24750.0,98761.0,109240.0,702105.0,511030.0,1765134.0,495860.0,1417110.0,20930.0,348024.0
beaver,0.0,39498.0,0.0,0.0,PA,86740.0,44040.0,32010.0,8540.0,80650.0,2340.0,44740.0,61850.0,750.0,151120.0,770.0,370.0,400.0,60.0,10300.0,28450.0,5238498.0,85620.0,5287181.0,67860.0,3658907.0,25930.0,25396.0,16450.0,62497.0,15270.0,47560.0,520.0,208.0,9210.0,106863.0,13170.0,120053.0,10660.0,169726.0,22570.0,461055.0,368.0,23000.0,314449.0,16580.0,250308.0,3010.0,162814.0,36180.0,48683.0,1810.0,468.0,240.0,3761.0,1370.0,9130.0,1280.0,6081.0,7700.0,6783.0,25670.0,6683.0,81870.0,1454293.0,81870.0,1414680.0,19890.0,39613.0,3110.0,120785.0,559939.0,780.0,17106.0,2560.0,20013.0,440.0,419.0,2710.0,14812.0,390.0,154.0,3050.0,22754.0,3060.0,23039.0,2250.0,18887.0,30.0,102.0,100.0,171.0,310.0,487.0,60.0,250.0,2430.0,27761.0,250.0,22415.0,9480.0,46599.0,67980.0,3779136.0,67690.0,567002.0,20.0,145.0,710.0,745.0,26780.0,50596.0,3630.0,678.0,1610.0,793.0,3470.0,4243.0,5060.0,909.0,18480.0,41723.0,1430.0,1448.0,6860.0,18909.0,1440.0,8148.0,1600.0,8342.0,82480.0,698664.0,10170.0,20232.0,9040.0,18623.0,6830.0,11239.0,2920.0,2697.0,800.0,829.0,150.0,293.0,13370.0,17686.0,72890.0,134436.0,67240.0,70576.0,61010.0,516408.0,63520.0,540741.0,970.0,1129.0,1190.0,2338.0,12020.0,48714.0,71400.0,206360.0,70280.0,193836.0,1680.0,12326.0
butler,30348.0,5281.0,0.0,15652.0,PA,99910.0,48600.0,42700.0,6580.0,91740.0,3360.0,51430.0,65950.0,980.0,180730.0,1680.0,1560.0,120.0,360.0,8340.0,32200.0,7956944.0,98830.0,8041604.0,78090.0,5588415.0,38730.0,50808.0,27150.0,158211.0,25410.0,119474.0,870.0,386.0,12650.0,200979.0,23250.0,320591.0,13690.0,272906.0,24450.0,570573.0,713.0,21850.0,272148.0,19550.0,313813.0,5430.0,380414.0,44660.0,84660.0,2150.0,558.0,540.0,11482.0,2570.0,20738.0,1660.0,9223.0,8410.0,7245.0,31640.0,8274.0,90840.0,1634212.0,90840.0,1590262.0,21830.0,43949.0,7070.0,251878.0,1759590.0,1490.0,38709.0,6080.0,65289.0,860.0,887.0,6190.0,36388.0,760.0,329.0,6960.0,56102.0,7010.0,56322.0,5460.0,65883.0,110.0,903.0,290.0,354.0,440.0,735.0,230.0,1852.0,5670.0,71466.0,290.0,11372.0,15620.0,101707.0,79190.0,6251483.0,78580.0,1085868.0,60.0,561.0,770.0,845.0,33940.0,72611.0,7730.0,3799.0,2730.0,1432.0,4230.0,5455.0,4880.0,891.0,22440.0,57589.0,1500.0,1345.0,9680.0,33829.0,1790.0,10687.0,1940.0,10509.0,94480.0,1212308.0,8070.0,14727.0,6920.0,13201.0,5330.0,8949.0,3660.0,3560.0,1070.0,1271.0,320.0,521.0,15780.0,21165.0,77940.0,146437.0,70670.0,75556.0,73100.0,1013255.0,75970.0,1064423.0,3660.0,5554.0,3810.0,9119.0,16770.0,110806.0,78870.0,258187.0,76420.0,221437.0,3600.0,36750.0
armstrong,8629.0,0.0,0.0,26934.0,PA,33040.0,15930.0,13440.0,2900.0,30030.0,1270.0,17210.0,23280.0,220.0,59370.0,460.0,150.0,310.0,40.0,4150.0,10920.0,1777823.0,32480.0,1794611.0,25180.0,1221177.0,10460.0,12823.0,5960.0,26024.0,5510.0,20451.0,160.0,58.0,3510.0,33493.0,4400.0,40652.0,3800.0,50474.0,9050.0,178949.0,493.0,8820.0,109221.0,6260.0,85461.0,1120.0,39962.0,13400.0,16788.0,590.0,152.0,70.0,1080.0,490.0,3531.0,470.0,2268.0,2580.0,2152.0,9860.0,2594.0,31440.0,572368.0,31440.0,557317.0,7560.0,15051.0,700.0,21858.0,145386.0,230.0,5043.0,530.0,5097.0,120.0,124.0,570.0,2814.0,70.0,26.0,690.0,4785.0,690.0,4835.0,420.0,3547.0,0.0,0.0,0.0,0.0,40.0,78.0,0.0,0.0,520.0,5970.0,50.0,1816.0,3140.0,14291.0,25080.0,1238239.0,24950.0,179372.0,0.0,0.0,320.0,281.0,10220.0,19063.0,1100.0,129.0,490.0,208.0,1210.0,1533.0,2340.0,431.0,7000.0,15535.0,600.0,255.0,2460.0,6576.0,750.0,5757.0,790.0,5713.0,31260.0,240961.0,4210.0,8455.0,3740.0,7761.0,2880.0,4801.0,1040.0,978.0,420.0,454.0,60.0,99.0,5080.0,6707.0,28520.0,54570.0,26490.0,28879.0,22200.0,159924.0,23290.0,168554.0,200.0,244.0,280.0,984.0,3600.0,12821.0,28000.0,85151.0,27560.0,77139.0,670.0,7523.0
cameron,556.0,0.0,0.0,1861.0,PA,2330.0,1190.0,880.0,230.0,2190.0,70.0,1110.0,1660.0,0.0,4030.0,70.0,0.0,70.0,0.0,400.0,920.0,102494.0,2280.0,103580.0002,1700.0,62572.0,710.0,649.0,460.0,1747.0,430.0,1319.0,0.0,0.0,190.0,1902.0,330.0,2039.0,350.0,5224.0,690.0,12188.0,0.0,750.0,9796.0,500.0,6590.0,80.0,1123.0,780.0,1086.0,30.0,6.0,0.0,0.0,40.0,221.0,20.0,97.0,170.0,179.0,520.0,136.0,2240.0,40326.0,2230.0,38963.0,690.0,1314.0,20.0,607.0,2746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,125.0,20.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,561.0,1630.0,66202.0,1620.0,8674.0,0.0,0.0,0.0,0.0,630.0,932.0,80.0,9.0,20.0,8.0,70.0,69.0,170.0,30.0,410.0,770.0,20.0,5.0,160.0,376.0,60.0,420.0,60.0,404.0,2180.0,12204.0,340.0,706.0,290.0,645.0,230.0,365.0,60.0,47.0,30.0,27.0,0.0,0.0,350.0,449.0,2060.0,3838.0,1910.0,2014.0,1410.0,7727.0,1500.0,8234.0,0.0,0.0,0.0,0.0,230.0,496.0,1980.0,4962.0,1940.0,4679.0,60.0,236.0
centre,36988.0,0.0,0.0,22053.0,PA,63120.0,33060.0,25190.0,3460.0,57040.0,1720.0,27960.0,40810.0,810.0,110300.0,1650.0,1610.0,40.0,220.0,4910.0,18700.0,4672818.0,61070.0,4727239.0,48100.0,3030109.0,22610.0,35497.0,16870.0,103968.0,15740.0,78669.0,650.0,296.0,9300.0,145069.0,14540.0,332066.0,7830.0,142916.0,14600.0,447564.0,870.0,11120.0,133387.0,11370.0,206621.0,3430.0,174196.0,28840.0,54421.0,1170.0,305.0,450.0,7623.0,1630.0,12916.0,1020.0,5151.0,6070.0,5300.0,19660.0,5006.0,55680.0,987375.0,55680.0,962501.0,12340.0,24874.0,4670.0,178124.0,1037643.0,1280.0,36159.0,3880.0,39612.0,680.0,652.0,3960.0,25070.0,490.0,199.0,4590.0,35682.0,4630.0,36039.0,3240.0,35764.0,100.0,642.0,220.0,216.0,280.0,401.0,210.0,2748.0,3700.0,51045.0,120.0,2629.0,10590.0,53528.0,49070.0,3573608.0,48590.0,589319.0,50.0,484.0,370.0,356.0,20500.0,41477.0,4990.0,1815.0,2050.0,1062.0,3230.0,3715.0,2710.0,498.0,12750.0,31416.0,790.0,867.0,6900.0,21194.0,1120.0,10855.0,1140.0,10516.0,59500.0,665435.0,5230.0,8857.0,4360.0,7684.0,3370.0,5892.0,2540.0,2382.0,670.0,852.0,220.0,337.0,10930.0,15475.0,48020.0,89164.0,44300.0,46803.0,44770.0,546747.0,46760.0,578295.0,1680.0,2208.0,2010.0,6695.0,10540.0,64903.0,49660.0,151748.0,47860.0,127609.0,2640.0,24139.0
clarion,4251.0,0.0,0.0,15061.0,PA,17440.0,8400.0,7330.0,1330.0,16370.0,460.0,9600.0,11930.0,120.0,32000.0,590.0,570.0,20.0,70.0,2170.0,5720.0,892885.0,17130.0,903855.0,13140.0,599150.0,6960.0,7246.0,3690.0,17563.0,3500.0,14091.0,70.0,24.0,2270.0,32993.0,2830.0,23276.0,2190.0,27807.0,4380.0,90429.0,436.0,4230.0,45911.0,3320.0,45276.0,780.0,17790.0,6370.0,10970.0,360.0,92.0,40.0,704.0,450.0,2907.0,370.0,1839.0,1330.0,1044.0,4160.0,1101.0,16580.0,302999.0,16580.0,294921.0,4050.0,8077.0,300.0,12167.0,58103.0,100.0,2143.0,260.0,1748.0,50.0,37.0,270.0,1039.0,0.0,0.0,300.0,2040.0,300.0,2099.0,150.0,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,3826.0,20.0,555.0,2190.0,10419.0,13080.0,606125.0,12960.0,83278.0,0.0,0.0,220.0,183.0,5610.0,10138.0,770.0,86.0,340.0,165.0,680.0,837.0,1320.0,246.0,3690.0,8426.0,200.0,139.0,1600.0,4632.0,560.0,4161.0,570.0,4070.0,16330.0,112334.0,2300.0,4768.0,2040.0,4354.0,1620.0,2848.0,590.0,550.0,310.0,362.0,100.0,130.0,2460.0,3331.0,15030.0,29264.0,14040.0,15661.0,11350.0,73137.0,12000.0,78757.0,80.0,70.0,170.0,450.0,2110.0,7711.0,14480.0,41247.0,14120.0,37751.0,550.0,3021.0
clearfield,8964.0,0.0,0.0,30031.0,PA,38960.0,19730.0,14950.0,3310.0,35530.0,960.0,21600.0,26950.0,260.0,68490.0,370.0,150.0,220.0,0.0,4600.0,11940.0,1985799.0,37260.0,2008072.0,29060.0,1346043.0,11720.0,12404.0,6630.0,26720.0,6170.0,21065.0,150.0,68.0,4190.0,54814.0,4820.0,64021.0,4390.0,57543.0,9080.0,182686.0,303.0,10110.0,117621.0,6510.0,86725.0,1460.0,56560.0,13640.0,22273.0,630.0,163.0,100.0,2081.0,730.0,5504.0,580.0,2750.0,3130.0,2587.0,8880.0,2364.0,36200.0,651613.0,36200.0,635115.0,8250.0,16496.0,650.0,23510.0,137979.0,210.0,6135.0,540.0,5375.0,100.0,81.0,530.0,2459.0,50.0,12.0,640.0,4370.0,650.0,4403.0,350.0,3107.0,0.0,0.0,0.0,0.0,20.0,21.0,30.0,85.0,500.0,7238.0,40.0,826.0,3610.0,19452.0,27850.0,1394622.0,27730.0,207167.0,0.0,0.0,340.0,337.0,11190.0,20100.0,1050.0,215.0,810.0,374.0,1420.0,1749.0,2830.0,519.0,7700.0,16541.0,400.0,296.0,3070.0,9126.0,730.0,5884.0,780.0,5969.0,36360.0,273480.0,5320.0,10624.0,4720.0,9773.0,3460.0,5912.0,1150.0,1074.0,400.0,381.0,100.0,88.0,6310.0,8831.0,32540.0,62177.0,30590.0,33258.0,24450.0,187015.0,25750.0,198859.0,300.0,470.0,400.0,1256.0,4290.0,18108.0,32500.0,90719.0,31950.0,83153.0,890.0,6892.0
elk,4155.0,0.0,0.0,12595.0,PA,16350.0,8300.0,6270.0,1380.0,15340.0,470.0,9610.0,11270.0,110.0,28150.0,40.0,40.0,0.0,0.0,1880.0,5370.0,854418.0,16140.0,864852.0,12750.0,580244.0,5730.0,6687.0,3830.0,15103.0,3620.0,10636.0,50.0,20.0,1490.0,14389.0,2700.0,22405.0,2150.0,25475.0,4250.0,69244.0,101.0,6190.0,77570.0,3000.0,38687.0,780.0,33095.0,6330.0,10434.0,250.0,65.0,30.0,513.0,380.0,3210.0,320.0,1568.0,1420.0,1269.0,4390.0,1150.0,15710.0,278058.0,15710.0,270630.0,3740.0,7429.0,260.0,10699.0,47396.0,120.0,2973.0,200.0,1994.0,50.0,39.0,210.0,917.0,50.0,12.0,260.0,1620.0,260.0,1622.0,100.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,3640.0,20.0,375.0,1710.0,9702.0,12280.0,587784.0,12190.0,83547.0,0.0,0.0,160.0,162.0,4930.0,9064.0,660.0,76.0,300.0,160.0,670.0,895.0,1270.0,230.0,3300.0,7293.0,230.0,87.0,1150.0,2902.0,370.0,3045.0,390.0,3085.0,15440.0,114939.0,1890.0,3682.0,1670.0,3428.0,1350.0,2200.0,580.0,567.0,210.0,206.0,0.0,0.0,2170.0,2856.0,13980.0,26363.0,13130.0,14024.0,10900.0,74483.0,11310.0,78418.0,100.0,107.0,190.0,574.0,1620.0,5758.0,14010.0,42251.0,13700.0,37381.0,510.0,4708.0
forest,684.0,0.0,0.0,1934.0,PA,3600.0,2430.0,950.0,130.0,2200.0,70.0,1220.0,1630.0,0.0,5160.0,50.0,30.0,20.0,0.0,250.0,1090.0,105689.0,2700.0,106575.0001,1510.0,60637.0,1440.0,659.0,450.0,1759.0,410.0,1318.0,0.0,0.0,240.0,2063.0,310.0,3005.0,370.0,5897.0,780.0,17775.0,37.0,490.0,5817.0,600.0,7692.0,70.0,1115.0,780.0,886.0,0.0,0.0,0.0,0.0,30.0,116.0,30.0,107.0,120.0,91.0,530.0,138.0,2580.0,45000.0,2580.0,43515.0,740.0,1487.0,30.0,677.0,3635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,152.0,30.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,671.0,1620.0,69816.0,1610.0,9425.0,0.0,0.0,0.0,0.0,530.0,773.0,70.0,5.0,0.0,0.0,60.0,66.0,130.0,30.0,340.0,625.0,30.0,6.0,180.0,404.0,50.0,420.0,60.0,419.0,3080.0,14044.0,270.0,499.0,240.0,450.0,170.0,256.0,50.0,49.0,30.0,30.0,0.0,0.0,1290.0,1929.0,2160.0,3948.0,2220.0,2107.0,1460.0,8628.0,1540.0,9131.0,0.0,0.0,0.0,0.0,300.0,1093.0,2790.0,6222.0,2770.0,5938.0,50.0,140.0
indiana,12446.0,0.0,0.0,28053.0,PA,37480.0,18430.0,15270.0,2930.0,34060.0,1240.0,19910.0,24910.0,260.0,68150.0,590.0,110.0,480.0,0.0,4220.0,12540.0,1993044.0,36450.0,2014755.0,27470.0,1324724.0,12240.0,16284.0,7230.0,35365.0,6730.0,27856.0,210.0,95.0,4740.0,68025.0,5490.0,58803.0,4510.0,63995.0,10130.0,225318.0,763.0,8820.0,109899.0,7250.0,106023.0,1560.0,63049.0,15030.0,21711.0,670.0,178.0,110.0,1645.0,670.0,4909.0,560.0,2969.0,2760.0,2282.0,10850.0,2842.0,34970.0,637483.0,34970.0,619829.0,8730.0,17652.0,1020.0,35145.0,187353.0,350.0,8778.0,790.0,6260.0,190.0,191.0,840.0,4295.0,80.0,24.0,980.0,6954.0,980.0,7041.0,580.0,4864.0,0.0,0.0,0.0,0.0,70.0,94.0,20.0,133.0,790.0,11383.0,70.0,1960.0,4170.0,19083.0,27600.0,1410795.0,27430.0,207876.0,0.0,0.0,320.0,356.0,11220.0,20895.0,1350.0,214.0,640.0,281.0,1540.0,1776.0,2280.0,437.0,7630.0,17192.0,540.0,299.0,3080.0,9225.0,740.0,5878.0,800.0,5795.0,34800.0,271880.0,4600.0,9343.0,4060.0,8523.0,3100.0,5393.0,1320.0,1209.0,420.0,530.0,60.0,80.0,6090.0,8305.0,31180.0,59831.0,29320.0,32373.0,24170.0,186982.0,25420.0,198836.0,340.0,364.0,480.0,1295.0,4450.0,18254.0,30780.0,89775.0,30080.0,82726.0,1090.0,6750.0
jefferson,4118.0,0.0,0.0,18492.0,PA,21390.0,10200.0,8880.0,1800.0,19840.0,740.0,13000.0,14560.0,140.0,39370.0,630.0,630.0,0.0,100.0,2160.0,6970.0,1069968.0,21000.0,1083914.0,15990.0,702019.0,7170.0,10683.0,4150.0,20001.0,3890.0,15924.0,80.0,29.0,2940.0,43141.0,3040.0,41831.0,2670.0,35362.0,5100.0,104701.0,371.0,5430.0,63326.0,3760.0,48427.0,930.0,30373.0,7810.0,13946.0,350.0,89.0,70.0,1192.0,500.0,3999.0,330.0,1591.0,1580.0,1241.0,5030.0,1359.0,20380.0,371431.0,20380.0,361901.0,4780.0,9529.0,350.0,17308.0,82943.0,140.0,3526.0,270.0,2745.0,70.0,57.0,270.0,1036.0,20.0,4.0,340.0,2072.0,340.0,2088.0,150.0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,8487.0,20.0,380.0,2460.0,13647.0,15650.0,722578.0,15540.0,102722.0,0.0,0.0,230.0,236.0,6580.0,12676.0,620.0,200.0,430.0,197.0,740.0,904.0,1690.0,324.0,4570.0,10154.0,230.0,124.0,2000.0,6197.0,560.0,4727.0,580.0,4780.0,19910.0,147894.0,3060.0,6171.0,2680.0,5626.0,2080.0,3544.0,660.0,603.0,310.0,303.0,40.0,19.0,3040.0,4086.0,18280.0,35656.0,17190.0,19380.0,13490.0,90047.0,14320.0,97721.0,100.0,98.0,210.0,785.0,2310.0,8307.0,17880.0,58435.0,17490.0,48231.0,630.0,9885.0
mckean,4541.0,0.0,0.0,14695.0,PA,19510.0,9840.0,7050.0,2100.0,18340.0,340.0,11160.0,14060.0,160.0,34490.0,130.0,0.0,130.0,0.0,3180.0,6180.0,956748.0,18910.0,966814.0,14750.0,647991.0,6120.0,6134.0,3530.0,20050.0,3320.0,16796.0,70.0,34.0,2140.0,21822.0,2460.0,30977.0,2230.0,33028.0,5270.0,101998.0,164.0,4560.0,55209.0,3540.0,48424.0,550.0,13709.0,6510.0,10066.0,370.0,100.0,30.0,387.0,320.0,2188.0,250.0,1192.0,1650.0,1402.0,3990.0,1026.0,18380.0,326274.0,18380.0,317885.0,4300.0,8388.0,360.0,15132.0,56921.0,150.0,4439.0,230.0,1835.0,100.0,72.0,270.0,1218.0,40.0,9.0,340.0,2030.0,350.0,2049.0,150.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,3623.0,40.0,1435.0,1770.0,7074.0,14240.0,650034.0,14170.0,90549.0,0.0,0.0,120.0,121.0,5890.0,10811.0,710.0,230.0,370.0,180.0,750.0,857.0,1510.0,281.0,4080.0,8433.0,190.0,83.0,1550.0,4446.0,290.0,2385.0,310.0,2409.0,18280.0,126604.0,2970.0,6655.0,2700.0,6209.0,2150.0,3588.0,580.0,536.0,160.0,152.0,0.0,0.0,3000.0,4164.0,16650.0,31488.0,15630.0,16987.0,12280.0,79738.0,12940.0,85702.0,110.0,135.0,160.0,752.0,2140.0,6841.0,16360.0,49204.0,16040.0,45445.0,430.0,3304.0
venango,6974.0,0.0,0.0,19255.0,PA,25090.0,12230.0,9890.0,2390.0,23320.0,770.0,13010.0,18330.0,170.0,45020.0,1030.0,120.0,910.0,20.0,3180.0,8760.0,1246166.0,24550.0,1258456.0,18490.0,795958.0,6930.0,7860.0,4500.0,30714.0,4240.0,22347.0,100.0,46.0,2710.0,29368.0,3510.0,31468.0,3120.0,46685.0,7120.0,149792.0,260.0,5640.0,63693.0,5130.0,69537.0,860.0,47397.0,8260.0,12290.0,450.0,119.0,40.0,734.0,460.0,2780.0,390.0,1920.0,1690.0,1503.0,5350.0,1403.0,23860.0,432736.0,23860.0,420329.0,6250.0,12408.0,460.0,18679.0,92977.0,170.0,5364.0,330.0,3185.0,100.0,82.0,370.0,1764.0,40.0,8.0,440.0,2872.0,450.0,2900.0,250.0,1941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,6051.0,20.0,238.0,2540.0,12720.0,18260.0,838903.0,18150.0,120820.0,0.0,0.0,230.0,207.0,7570.0,12993.0,900.0,124.0,540.0,265.0,900.0,1081.0,2040.0,366.0,5120.0,10645.0,230.0,197.0,1950.0,5091.0,500.0,2968.0,540.0,3010.0,23550.0,165030.0,3830.0,8088.0,3440.0,7496.0,2680.0,4612.0,760.0,712.0,270.0,260.0,110.0,103.0,3800.0,5062.0,21710.0,41767.0,20240.0,22275.0,15750.0,107735.0,16650.0,114636.0,140.0,213.0,240.0,1039.0,2690.0,10077.0,21120.0,60442.0,20750.0,56481.0,570.0,3961.0
warren,5650.0,0.0,0.0,14625.0,PA,18990.0,9260.0,7550.0,1720.0,17680.0,510.0,9760.0,13400.0,120.0,33700.0,610.0,570.0,40.0,80.0,2320.0,6480.0,988462.0,18650.0,999074.0,14430.0,642182.0,5730.0,5708.0,3860.0,24039.0,3640.0,20170.0,60.0,28.0,2080.0,25579.0,2640.0,24825.0,2530.0,39533.0,5460.0,113370.0,225.0,4120.0,49048.0,3820.0,52135.0,580.0,14243.0,6670.0,10612.0,280.0,75.0,70.0,1386.0,350.0,2296.0,250.0,1142.0,1450.0,1222.0,4410.0,1110.0,18090.0,328350.0,18090.0,319116.0,4640.0,9233.0,340.0,13990.0,68632.0,120.0,3411.0,280.0,2766.0,60.0,62.0,290.0,1571.0,30.0,20.0,340.0,2344.0,340.0,2372.0,190.0,1569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,3677.0,20.0,1662.0,1900.0,8351.0,14130.0,666090.0,14030.0,95070.0,0.0,0.0,160.0,148.0,5780.0,9891.0,780.0,145.0,370.0,200.0,610.0,772.0,1670.0,322.0,3710.0,7894.0,210.0,126.0,1550.0,4667.0,430.0,3409.0,440.0,3416.0,18030.0,129815.0,2670.0,5658.0,2380.0,5237.0,1830.0,3155.0,540.0,508.0,220.0,226.0,30.0,52.0,2720.0,3613.0,16330.0,31152.0,15250.0,16556.0,12440.0,85177.0,13080.0,91154.0,120.0,189.0,200.0,618.0,2240.0,8354.0,15990.0,46977.0,15640.0,42534.0,510.0,3928.0
berks,39029.0,0.0,47544.0,0.0,PA,218840.0,111820.0,73640.0,28930.0,203320.0,6470.0,120570.0,152760.0,2130.0,391220.0,820.0,260.0,560.0,70.0,34640.0,59310.0,13788819.0,215320.0,13933828.0,174980.0,9714251.0,60340.0,97322.0,42380.0,266536.0,39420.0,185236.0,1680.0,740.0,26030.0,359756.0,35870.0,538488.0,23300.0,396884.0,48410.0,965737.0,1500.0,60110.0,775828.0,33570.0,539549.0,8360.0,486028.0,84890.0,145009.0,4340.0,1116.0,830.0,16699.0,4050.0,32624.0,3240.0,15969.0,16160.0,13555.0,56970.0,14533.0,200590.0,3506920.0,200590.0,3428951.0,39440.0,77971.0,13050.0,418707.0,2308818.0,3780.0,84259.0,11000.0,92647.0,1790.0,1885.0,11200.0,80906.0,1600.0,1760.0,12890.0,101188.0,12960.0,103262.0,9500.0,84247.0,240.0,1349.0,580.0,572.0,1920.0,2791.0,420.0,4636.0,9730.0,117276.0,560.0,16498.0,25920.0,150453.0,171770.0,10117637.0,170750.0,1612024.0,90.0,900.0,1750.0,2066.0,76810.0,147092.0,9990.0,3457.0,6680.0,3780.0,10210.0,12131.0,14350.0,2407.0,53970.0,115823.0,3630.0,4213.0,19670.0,61300.0,4420.0,38603.0,4660.0,38825.0,207660.0,1985509.0,31940.0,70742.0,28660.0,65128.0,24090.0,40894.0,9120.0,8368.0,2380.0,2638.0,810.0,1516.0,38070.0,53397.0,176640.0,324406.0,162120.0,174454.0,147530.0,1464931.0,155820.0,1552178.0,3640.0,5596.0,4070.0,14385.0,31430.0,148106.0,178860.0,580748.0,174990.0,524102.0,5820.0,56647.0
