County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
elk,3584.0,0.0,0.0,0.0,7712.0,PA,16270.0,8160.0,6410.0,1380.0,14970.0,670.0,9680.0,9900.0,28230.0,6990.0,210.0,40.0,170.0,0.0,1650.0,5030.0,901154.0,16230.0,911878.0,13240.0,633322.0,6060.0,6860.0,3970.0,17015.0,3710.0,10639.0,530.0,444.0,1610.0,18384.0,2600.0,35252.0,4860.0,91106.0,100.0,980.0,3485.0,2850.0,35925.0,820.0,51098.0,3590.0,10724.0,240.0,60.0,40.0,553.0,450.0,3400.0,360.0,1639.0,1790.0,2065.0,15740.0,268804.0,15740.0,261961.0,3470.0,6842.0,380.0,15888.0,95285.0,130.0,3227.0,300.0,2961.0,80.0,68.0,320.0,1339.0,90.0,35.0,340.0,2219.0,380.0,2534.0,160.0,1263.0,0.0,0.0,0.0,0.0,20.0,213.0,280.0,3934.0,60.0,2125.0,1560.0,12767.0,12370.0,628848.0,12290.0,93725.0,0.0,0.0,280.0,319.0,4970.0,9627.0,830.0,118.0,340.0,186.0,770.0,1016.0,1200.0,235.0,3360.0,7354.0,0.0,0.0,1250.0,3442.0,490.0,3699.0,550.0,3839.0,320.0,193.0,15460.0,119330.0,2000.0,3946.0,1740.0,3638.0,1440.0,2372.0,620.0,611.0,200.0,242.0,11030.0,84098.0,11550.0,89127.0,100.0,145.0,200.0,646.0,1740.0,7614.0,13920.0,39760.0,13580.0,34202.0,510.0,5543.0
forest,564.0,0.0,0.0,0.0,1364.0,PA,2130.0,1000.0,930.0,150.0,1900.0,130.0,1100.0,1360.0,3680.0,760.0,90.0,60.0,30.0,0.0,220.0,900.0,99324.0,2110.0,100169.0,1510.0,58653.0,730.0,550.0,430.0,1945.0,390.0,1398.0,60.0,15.0,260.0,1623.0,290.0,2198.0,870.0,22484.0,40.0,170.0,635.0,540.0,6481.0,60.0,627.0,390.0,845.0,0.0,0.0,0.0,0.0,30.0,115.0,30.0,118.0,140.0,153.0,2040.0,36465.0,2030.0,35139.0,660.0,1278.0,30.0,878.0,5314.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,108.0,0.0,0.0,30.0,183.0,30.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,183.0,0.0,0.0,170.0,459.0,1550.0,64667.0,1550.0,8966.0,0.0,0.0,60.0,39.0,540.0,814.0,80.0,7.0,0.0,0.0,70.0,78.0,140.0,30.0,340.0,653.0,0.0,0.0,200.0,387.0,100.0,795.0,100.0,838.0,40.0,24.0,1990.0,11547.0,300.0,598.0,260.0,526.0,180.0,278.0,60.0,50.0,40.0,27.0,1390.0,8127.0,1490.0,8653.0,0.0,0.0,0.0,0.0,310.0,785.0,1720.0,3941.0,1680.0,3832.0,60.0,98.0
indiana,11211.0,0.0,0.0,0.0,18053.0,PA,35670.0,16690.0,15480.0,2850.0,31800.0,2150.0,18750.0,21490.0,66430.0,17730.0,1850.0,70.0,1790.0,0.0,3580.0,11680.0,1979357.0,35550.0,2001140.0,27450.0,1332112.0,12170.0,15753.0,7160.0,34248.0,6640.0,25852.0,1940.0,1367.0,4920.0,72643.0,5280.0,68838.0,11280.0,277901.0,760.0,2590.0,11699.0,6630.0,94373.0,1540.0,80084.0,7750.0,21783.0,700.0,177.0,110.0,1901.0,770.0,5543.0,650.0,3019.0,3370.0,3758.0,33890.0,598921.0,33890.0,583101.0,7960.0,15821.0,1290.0,39259.0,258080.0,410.0,8813.0,1010.0,9017.0,230.0,240.0,1110.0,5473.0,80.0,35.0,1200.0,8559.0,1280.0,9043.0,770.0,5935.0,0.0,0.0,0.0,0.0,40.0,233.0,1030.0,12370.0,90.0,1481.0,3620.0,22076.0,26460.0,1401188.0,26360.0,215710.0,0.0,0.0,610.0,856.0,10870.0,20735.0,1390.0,291.0,710.0,359.0,1790.0,2150.0,2250.0,436.0,7520.0,16633.0,30.0,60.0,3230.0,9643.0,990.0,8065.0,1130.0,8690.0,780.0,536.0,33140.0,272772.0,4880.0,10224.0,4350.0,9283.0,3260.0,5710.0,1480.0,1407.0,440.0,476.0,23210.0,194829.0,24610.0,208788.0,300.0,331.0,450.0,1725.0,4630.0,19329.0,29030.0,83018.0,28300.0,72421.0,1060.0,10375.0
jefferson,3358.0,0.0,0.0,0.0,12214.0,PA,20850.0,9700.0,8940.0,1840.0,19080.0,1050.0,13050.0,12970.0,38980.0,10670.0,760.0,740.0,30.0,130.0,1910.0,6490.0,1100814.0,20790.0,1114333.0,16240.0,708440.0,6850.0,11978.0,4160.0,22383.0,3880.0,17189.0,840.0,707.0,3070.0,44034.0,2970.0,60787.0,5970.0,131994.0,360.0,1490.0,6619.0,3550.0,43402.0,990.0,46923.0,4660.0,13519.0,370.0,94.0,70.0,1080.0,580.0,4202.0,390.0,1807.0,1960.0,2125.0,20070.0,353412.0,20070.0,344743.0,4390.0,8670.0,480.0,16844.0,161888.0,170.0,4534.0,350.0,3631.0,100.0,83.0,390.0,1482.0,30.0,3.0,440.0,2756.0,460.0,2865.0,220.0,1614.0,0.0,0.0,0.0,0.0,20.0,108.0,350.0,6450.0,40.0,653.0,2240.0,12823.0,15370.0,764283.0,15330.0,116828.0,0.0,0.0,450.0,538.0,6500.0,12320.0,650.0,220.0,540.0,255.0,920.0,1136.0,1670.0,327.0,4580.0,9843.0,0.0,0.0,2110.0,6266.0,810.0,6671.0,870.0,6972.0,550.0,361.0,19450.0,162180.0,3230.0,6813.0,2770.0,6124.0,2250.0,3983.0,750.0,723.0,380.0,354.0,13260.0,103938.0,14240.0,114241.0,100.0,136.0,220.0,2678.0,2480.0,7048.0,17350.0,54890.0,16920.0,44527.0,650.0,10027.0
mckean,3489.0,0.0,0.0,0.0,9064.0,PA,18760.0,9060.0,7210.0,2040.0,17460.0,540.0,11020.0,12670.0,33960.0,9310.0,280.0,100.0,190.0,0.0,2840.0,5820.0,953088.0,18710.0,963776.0,14910.0,649655.0,6130.0,6360.0,3510.0,18137.0,3330.0,13675.0,680.0,717.0,2230.0,31870.0,2430.0,26682.0,5770.0,132634.0,160.0,1070.0,4520.0,3340.0,42540.0,570.0,15147.0,4130.0,10688.0,410.0,107.0,40.0,719.0,360.0,2463.0,290.0,1158.0,1960.0,2245.0,18100.0,310894.0,18100.0,303201.0,3970.0,7694.0,460.0,17263.0,96371.0,210.0,5589.0,330.0,2405.0,120.0,90.0,370.0,1534.0,60.0,24.0,420.0,2523.0,450.0,2710.0,220.0,1461.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,3821.0,60.0,1768.0,1580.0,7867.0,13870.0,650473.0,13810.0,93395.0,0.0,0.0,300.0,394.0,5930.0,10606.0,750.0,164.0,450.0,202.0,930.0,1078.0,1600.0,289.0,4040.0,8205.0,0.0,0.0,1690.0,5265.0,460.0,3614.0,550.0,3912.0,510.0,360.0,17650.0,128593.0,3160.0,7378.0,2820.0,6780.0,2310.0,3877.0,720.0,694.0,200.0,230.0,12030.0,81931.0,12850.0,90322.0,100.0,144.0,180.0,1127.0,2230.0,8626.0,15710.0,44507.0,15370.0,40495.0,440.0,3791.0
venango,5935.0,0.0,0.0,0.0,12544.0,PA,24050.0,11250.0,10040.0,2300.0,21610.0,1480.0,12530.0,16240.0,44200.0,11590.0,1340.0,120.0,1220.0,30.0,2790.0,8150.0,1207014.0,23950.0,1218986.0,18480.0,785514.0,7040.0,8158.0,4470.0,27394.0,4160.0,22924.0,810.0,469.0,2870.0,29272.0,3300.0,38300.0,8030.0,192007.0,260.0,1420.0,6567.0,4870.0,61948.0,880.0,58106.0,4710.0,11972.0,480.0,125.0,40.0,680.0,520.0,3168.0,390.0,1941.0,2040.0,2192.0,23220.0,408762.0,23220.0,397593.0,5720.0,11169.0,570.0,20508.0,105677.0,230.0,6201.0,410.0,3287.0,120.0,112.0,460.0,1943.0,40.0,16.0,520.0,3161.0,560.0,3430.0,310.0,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,6905.0,50.0,702.0,2100.0,14524.0,17710.0,809079.0,17620.0,118711.0,0.0,0.0,440.0,533.0,7440.0,12853.0,940.0,134.0,570.0,316.0,1040.0,1254.0,2050.0,376.0,5030.0,10198.0,0.0,0.0,2080.0,5247.0,750.0,4755.0,840.0,5201.0,640.0,399.0,22590.0,159345.0,4020.0,8991.0,3630.0,8230.0,2850.0,5043.0,850.0,810.0,330.0,254.0,15260.0,105855.0,16390.0,113482.0,130.0,160.0,220.0,905.0,2850.0,10477.0,20090.0,56143.0,19690.0,51787.0,500.0,4301.0
warren,4770.0,0.0,0.0,0.0,9660.0,PA,18710.0,8930.0,7690.0,1700.0,16950.0,940.0,9620.0,12120.0,33640.0,8520.0,840.0,770.0,70.0,100.0,2130.0,6190.0,979203.0,18670.0,989978.0,14800.0,653961.0,5780.0,6713.0,3900.0,26646.0,3670.0,21239.0,660.0,974.0,2180.0,29524.0,2680.0,28922.0,6100.0,147220.0,240.0,970.0,4111.0,3700.0,48468.0,670.0,32334.0,3850.0,10775.0,310.0,79.0,70.0,1320.0,360.0,2376.0,260.0,1137.0,1830.0,1990.0,18010.0,313979.0,18010.0,305559.0,4280.0,8420.0,480.0,15379.0,107135.0,180.0,4401.0,370.0,4294.0,90.0,65.0,380.0,1766.0,40.0,22.0,440.0,2865.0,470.0,3132.0,250.0,1911.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,4604.0,30.0,403.0,1770.0,9982.0,13990.0,668770.0,13920.0,100049.0,0.0,0.0,340.0,475.0,5790.0,10368.0,810.0,201.0,450.0,256.0,780.0,955.0,1700.0,332.0,3750.0,7652.0,0.0,0.0,1650.0,5094.0,560.0,4238.0,610.0,4569.0,450.0,287.0,17820.0,130666.0,2960.0,6468.0,2660.0,5946.0,1990.0,3466.0,670.0,638.0,230.0,246.0,12210.0,89679.0,12980.0,96893.0,120.0,250.0,200.0,878.0,2370.0,8899.0,15700.0,42504.0,15350.0,38152.0,510.0,4215.0
berks,0.0,0.0,0.0,0.0,0.0,PA,207350.0,101730.0,74340.0,27460.0,187160.0,10980.0,113650.0,131080.0,382620.0,116950.0,3220.0,2350.0,880.0,450.0,33090.0,55230.0,12935753.0,206730.0,13072280.0,171970.0,9392303.0,61350.0,105844.0,42110.0,271290.0,39050.0,184714.0,14090.0,8590.0,25050.0,383883.0,33330.0,491470.0,53540.0,1328887.0,1500.0,9630.0,45924.0,32110.0,493378.0,8680.0,499954.0,45360.0,136527.0,4440.0,1128.0,850.0,16553.0,4320.0,34548.0,3410.0,15790.0,19340.0,21279.0,189910.0,3209643.0,189910.0,3138948.0,36120.0,70696.0,15500.0,478122.0,2623276.0,4770.0,92761.0,12900.0,95551.0,2210.0,2196.0,13640.0,97207.0,1750.0,2001.0,14710.0,116254.0,15410.0,123681.0,11390.0,100158.0,290.0,1651.0,680.0,384.0,500.0,7041.0,12220.0,127516.0,650.0,14022.0,21160.0,144652.0,161630.0,9429495.0,160550.0,1512280.0,120.0,1102.0,3050.0,6158.0,75020.0,144692.0,10970.0,4576.0,8330.0,5024.0,11560.0,13591.0,14240.0,2482.0,52710.0,109698.0,900.0,2271.0,19990.0,62394.0,6410.0,74926.0,7080.0,80909.0,4080.0,2996.0,196790.0,1846887.0,33560.0,81572.0,30400.0,73830.0,26320.0,46161.0,9990.0,9309.0,2340.0,2580.0,137760.0,1367580.0,147340.0,1458098.0,3070.0,5068.0,3680.0,12079.0,31920.0,131734.0,167960.0,518176.0,164040.0,458427.0,5500.0,59178.0
montgomery,28508.0,0.0,0.0,7870.0,16592.0,PA,425610.0,209590.0,171250.0,36340.0,369590.0,33260.0,222080.0,220770.0,788510.0,231420.0,6110.0,2460.0,3680.0,650.0,34290.0,124170.0,50453650.0,424160.0,51092204.0,346600.0,30812789.0,180210.0,876963.0,138500.0,1991406.0,129190.0,1412715.0,48280.0,88765.0,67340.0,1699437.0,116570.0,5633107.0,113530.0,3800201.0,370.0,15410.0,86108.0,74440.0,1399000.0,34250.0,1207243.0,117430.0,638554.0,13010.0,3335.0,6240.0,167522.0,15720.0,164161.0,8840.0,47556.0,44720.0,52970.0,345900.0,5783985.0,345900.0,5645900.0,70420.0,138084.0,74880.0,2805333.0,24300916.0,17820.0,384336.0,64770.0,846849.0,8630.0,8538.0,66950.0,599310.0,6780.0,5584.0,71000.0,607734.0,74440.0,672394.0,58640.0,710579.0,1030.0,8771.0,3240.0,1668.0,4810.0,96082.0,64330.0,834209.0,3250.0,104601.0,66830.0,662359.0,349470.0,42252152.0,344780.0,8476346.0,1190.0,20067.0,6420.0,17650.0,164460.0,483883.0,45560.0,83972.0,24860.0,14473.0,23730.0,28259.0,15760.0,2823.0,105720.0,261298.0,1110.0,3265.0,56500.0,259717.0,16350.0,163755.0,18580.0,181458.0,6100.0,5081.0,400150.0,9429625.0,33960.0,68913.0,28710.0,59361.0,25150.0,43943.0,18220.0,17339.0,4150.0,5441.0,319850.0,7992478.0,335110.0,8546303.0,26820.0,56895.0,29470.0,206641.0,102390.0,759937.0,306130.0,1629456.0,289880.0,879478.0,20930.0,746727.0
chester,0.0,0.0,0.0,0.0,0.0,PA,258100.0,121280.0,113290.0,18880.0,226050.0,18190.0,133550.0,128650.0,498470.0,153130.0,5350.0,1770.0,3580.0,560.0,19050.0,73500.0,31479589.0,257230.0,31880881.0,211240.0,20855495.0,112550.0,312331.0,90570.0,1208084.0,84370.0,934264.0,34730.0,50309.0,41470.0,1021495.0,76690.0,2946988.0,68620.0,2467079.0,1410.0,8580.0,46544.0,44000.0,857116.0,21930.0,2127329.0,69450.0,401292.0,7600.0,1946.0,3770.0,101168.0,10120.0,108809.0,5180.0,28059.0,24090.0,28104.0,205170.0,3463166.0,205170.0,3381030.0,41410.0,82136.0,49890.0,1765249.0,14758655.0,10480.0,223161.0,43490.0,578807.0,5560.0,5908.0,46110.0,390949.0,4450.0,2867.0,47520.0,417903.0,49670.0,449938.0,41160.0,546004.0,820.0,7604.0,2770.0,1537.0,3000.0,70376.0,42860.0,428933.0,1590.0,28065.0,42590.0,416066.0,212700.0,26392210.0,209850.0,5347094.0,820.0,10230.0,3600.0,9981.0,104080.0,285157.0,31340.0,52182.0,13590.0,7549.0,13600.0,16509.0,8410.0,1524.0,67660.0,174928.0,630.0,2481.0,34070.0,163182.0,8410.0,82350.0,9670.0,92133.0,4190.0,3616.0,242940.0,5623193.0,17990.0,35921.0,15050.0,31003.0,14020.0,25072.0,10460.0,10215.0,2480.0,3275.0,195470.0,5061925.0,204190.0,5391092.0,20630.0,43053.0,21390.0,101199.0,66470.0,567392.0,181360.0,790819.0,171660.0,532706.0,12740.0,258114.0
carbon,0.0,0.0,0.0,0.0,0.0,PA,31580.0,15620.0,11950.0,3380.0,28510.0,1510.0,16650.0,20190.0,56690.0,15290.0,400.0,0.0,400.0,0.0,3800.0,9600.0,1691107.0,31450.0,1707367.0,25490.0,1219204.0,8670.0,10223.0,5960.0,25161.0,5510.0,18852.0,2080.0,926.0,3410.0,42750.0,4240.0,39534.0,9300.0,213743.0,130.0,2110.0,9970.0,5680.0,74545.0,1200.0,47158.0,6340.0,16260.0,730.0,186.0,60.0,1034.0,590.0,4071.0,540.0,2611.0,2770.0,3053.0,29730.0,509329.0,29730.0,496736.0,6500.0,12594.0,1470.0,39824.0,215066.0,490.0,9067.0,1210.0,7330.0,240.0,240.0,1340.0,7872.0,170.0,134.0,1340.0,10021.0,1450.0,11260.0,1120.0,9429.0,30.0,107.0,50.0,8.0,40.0,146.0,1130.0,7034.0,90.0,2248.0,2670.0,15919.0,23990.0,1174939.0,23920.0,172585.0,0.0,0.0,610.0,867.0,9590.0,17631.0,1020.0,179.0,800.0,453.0,1460.0,1750.0,1990.0,347.0,6980.0,14403.0,50.0,178.0,2600.0,7056.0,1220.0,11443.0,1330.0,12236.0,690.0,466.0,29850.0,219537.0,4770.0,10289.0,4210.0,9254.0,3250.0,5543.0,1230.0,1155.0,460.0,451.0,21220.0,154727.0,22520.0,164743.0,190.0,255.0,270.0,834.0,4280.0,14751.0,26030.0,71074.0,25590.0,64978.0,590.0,4169.0
columbia,0.0,0.0,0.0,0.0,0.0,PA,29640.0,14620.0,11590.0,2780.0,26710.0,1690.0,16180.0,18950.0,52800.0,13770.0,730.0,450.0,270.0,90.0,3410.0,8940.0,1634775.0,29540.0,1651495.0,24280.0,1176138.0,8920.0,10141.0,5960.0,26127.0,5510.0,20323.0,1650.0,619.0,3350.0,43193.0,4240.0,57112.0,8270.0,197580.0,560.0,2200.0,9222.0,5010.0,68418.0,1230.0,47864.0,6290.0,16720.0,610.0,161.0,60.0,1024.0,600.0,4200.0,450.0,2209.0,2820.0,3180.0,28100.0,481460.0,28100.0,469365.0,6150.0,12094.0,1180.0,35156.0,191010.0,330.0,7419.0,990.0,7182.0,170.0,159.0,1030.0,4624.0,110.0,77.0,1110.0,8141.0,1160.0,8521.0,840.0,7549.0,0.0,0.0,20.0,26.0,40.0,96.0,890.0,7879.0,60.0,2718.0,2680.0,16407.0,22430.0,1153929.0,22330.0,171907.0,0.0,0.0,550.0,1014.0,9500.0,17511.0,1070.0,163.0,870.0,489.0,1550.0,1796.0,2390.0,463.0,6390.0,13673.0,60.0,203.0,2670.0,8016.0,1100.0,12627.0,1200.0,13627.0,630.0,437.0,27960.0,217542.0,4210.0,8771.0,3700.0,7874.0,2940.0,4927.0,1220.0,1144.0,440.0,410.0,19690.0,154398.0,21000.0,165502.0,320.0,334.0,410.0,1033.0,3750.0,16388.0,24620.0,68272.0,24100.0,63022.0,690.0,5167.0
lebanon,0.0,0.0,0.0,0.0,0.0,PA,71150.0,33600.0,28260.0,7940.0,63990.0,3850.0,39000.0,43640.0,132540.0,38630.0,2060.0,630.0,1450.0,170.0,8580.0,21030.0,4104944.0,70930.0,4147049.0,57690.0,2874595.0,21800.0,33688.0,14260.0,65755.0,13340.0,49079.0,4660.0,2342.0,8260.0,114316.0,11370.0,133894.0,20060.0,504478.0,1060.0,3280.0,13209.0,12360.0,178334.0,3410.0,180684.0,14750.0,42105.0,1400.0,353.0,240.0,4280.0,1470.0,10172.0,1110.0,5197.0,6080.0,6862.0,66080.0,1141826.0,66080.0,1112975.0,14450.0,28851.0,4360.0,141040.0,691189.0,1360.0,34123.0,3580.0,24947.0,670.0,592.0,3820.0,20381.0,400.0,253.0,4140.0,30319.0,4320.0,31582.0,2920.0,25631.0,100.0,493.0,210.0,69.0,140.0,675.0,3560.0,44551.0,190.0,2686.0,7620.0,49524.0,54940.0,2885091.0,54500.0,427587.0,0.0,0.0,850.0,1379.0,24610.0,48271.0,3580.0,790.0,2300.0,1413.0,3320.0,3890.0,5320.0,977.0,17180.0,38394.0,190.0,548.0,6470.0,19630.0,1600.0,18542.0,1750.0,19983.0,1480.0,1050.0,67080.0,533561.0,10670.0,25304.0,9640.0,23217.0,8520.0,15302.0,2590.0,2418.0,570.0,643.0,47070.0,379315.0,49930.0,406538.0,710.0,829.0,990.0,3156.0,10550.0,38220.0,57600.0,164413.0,56130.0,147659.0,2140.0,16669.0
luzerne,0.0,0.0,0.0,41856.0,0.0,PA,158210.0,82630.0,51410.0,21150.0,141840.0,8700.0,86380.0,104350.0,276920.0,78640.0,1850.0,1060.0,800.0,240.0,22800.0,43980.0,8517145.0,157660.0,8610088.0,130720.0,6077197.0,40910.0,61514.0,31110.0,170202.0,29040.0,132750.0,8950.0,5137.0,17030.0,248031.0,21880.0,260973.0,41460.0,997096.0,320.0,10390.0,47494.0,25020.0,347335.0,6320.0,339446.0,32720.0,92943.0,3500.0,907.0,510.0,11212.0,2980.0,23589.0,2780.0,12741.0,14530.0,16475.0,149990.0,2485791.0,149990.0,2428115.0,29780.0,57674.0,6580.0,210590.0,1157923.0,2230.0,47950.0,5440.0,43684.0,970.0,923.0,5710.0,32861.0,640.0,522.0,6130.0,44875.0,6490.0,48756.0,4510.0,39632.0,90.0,489.0,260.0,151.0,340.0,3264.0,5080.0,40598.0,730.0,28562.0,13120.0,87815.0,119240.0,6007698.0,118620.0,936183.0,70.0,486.0,2680.0,3600.0,51780.0,86430.0,6260.0,2320.0,5290.0,3317.0,9140.0,10624.0,12390.0,2214.0,34580.0,63500.0,380.0,597.0,13590.0,39255.0,5130.0,42603.0,5650.0,45900.0,2950.0,1902.0,150640.0,1213754.0,29840.0,70589.0,27180.0,64347.0,20810.0,34729.0,7960.0,7530.0,2060.0,1741.0,101610.0,849751.0,109020.0,905276.0,1730.0,2519.0,2180.0,6357.0,19210.0,90606.0,133560.0,397576.0,130790.0,354550.0,3820.0,43024.0
montour,0.0,0.0,0.0,0.0,0.0,PA,8980.0,4290.0,3790.0,680.0,8030.0,580.0,5040.0,5430.0,16600.0,4500.0,150.0,20.0,130.0,0.0,890.0,2790.0,664593.0,8960.0,670477.0,7210.0,505737.0,3430.0,3695.0,2200.0,12247.0,2050.0,9881.0,590.0,362.0,1040.0,17863.0,1650.0,14477.0,2620.0,68939.0,280.0,380.0,1609.0,1600.0,23915.0,410.0,12190.0,1980.0,5884.0,140.0,34.0,30.0,595.0,180.0,1241.0,110.0,486.0,1010.0,1227.0,8310.0,143302.0,8310.0,139602.0,1870.0,3698.0,590.0,20613.0,157359.0,110.0,3577.0,510.0,7270.0,60.0,55.0,510.0,2645.0,40.0,13.0,550.0,4421.0,580.0,5075.0,410.0,4855.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,6452.0,0.0,0.0,980.0,4985.0,7090.0,506929.0,7010.0,89697.0,0.0,0.0,110.0,145.0,3010.0,5797.0,480.0,69.0,310.0,183.0,470.0,563.0,630.0,123.0,1970.0,4463.0,30.0,80.0,790.0,2550.0,220.0,2514.0,230.0,2628.0,140.0,94.0,8400.0,105479.0,950.0,1998.0,850.0,1837.0,720.0,1271.0,320.0,302.0,90.0,93.0,6300.0,83899.0,6580.0,87996.0,380.0,786.0,340.0,367.0,1310.0,5693.0,7230.0,23021.0,7100.0,21263.0,210.0,1721.0
northumberland,5637.0,0.0,0.0,0.0,0.0,PA,43310.0,21070.0,16470.0,4740.0,38570.0,2970.0,23410.0,28240.0,78210.0,21530.0,520.0,260.0,260.0,70.0,6330.0,12830.0,2122800.0,43180.0,2144943.0,35460.0,1549425.0,12350.0,12739.0,7600.0,31820.0,7060.0,24191.0,1880.0,650.0,4500.0,55713.0,5090.0,45366.0,12500.0,272136.0,620.0,3250.0,13702.0,7110.0,90931.0,1490.0,48126.0,8660.0,22143.0,700.0,177.0,110.0,1811.0,720.0,5127.0,640.0,2752.0,4230.0,4852.0,41590.0,710643.0,41590.0,693343.0,8810.0,17302.0,1260.0,38270.0,182140.0,420.0,11488.0,1020.0,6559.0,210.0,195.0,1040.0,4334.0,160.0,70.0,1160.0,7858.0,1240.0,8458.0,750.0,6412.0,0.0,0.0,0.0,0.0,40.0,173.0,920.0,9591.0,80.0,1379.0,3410.0,17163.0,32220.0,1437332.0,32050.0,201107.0,0.0,0.0,600.0,962.0,13480.0,24097.0,1190.0,116.0,1190.0,662.0,1930.0,2433.0,3490.0,651.0,9620.0,19232.0,80.0,250.0,3440.0,9808.0,1300.0,15920.0,1410.0,16689.0,920.0,610.0,40870.0,276235.0,7180.0,15931.0,6480.0,14622.0,5170.0,8873.0,1630.0,1574.0,500.0,503.0,27750.0,176812.0,29550.0,190635.0,210.0,256.0,310.0,1048.0,4810.0,14574.0,36640.0,99922.0,35920.0,92679.0,1000.0,7141.0
schuylkill,0.0,0.0,0.0,0.0,0.0,PA,67160.0,33140.0,24900.0,7700.0,60160.0,3760.0,36010.0,44190.0,120930.0,33650.0,470.0,60.0,410.0,0.0,8180.0,19870.0,3567115.0,66930.0,3602386.0,54750.0,2567559.0,20160.0,24623.0,13200.0,53207.0,12280.0,39306.0,3570.0,2444.0,6570.0,82535.0,8880.0,78743.0,19290.0,428039.0,550.0,4620.0,20314.0,11120.0,145564.0,2490.0,210970.0,13960.0,35271.0,1550.0,389.0,150.0,2448.0,1280.0,9192.0,1150.0,5170.0,6780.0,7431.0,64300.0,1095628.0,64300.0,1069172.0,13610.0,26456.0,2090.0,63310.0,421813.0,730.0,16567.0,1700.0,13012.0,330.0,370.0,1800.0,9027.0,190.0,122.0,1940.0,13375.0,2070.0,14400.0,1390.0,11466.0,30.0,87.0,70.0,24.0,70.0,993.0,1590.0,12984.0,200.0,4293.0,5090.0,43116.0,50810.0,2506730.0,50550.0,381232.0,0.0,0.0,1120.0,1807.0,21210.0,39155.0,2220.0,335.0,1910.0,1062.0,3200.0,4006.0,4740.0,862.0,15430.0,31654.0,130.0,276.0,5130.0,13971.0,2220.0,26972.0,2390.0,28496.0,1390.0,947.0,63600.0,507729.0,10340.0,22269.0,9270.0,20386.0,7180.0,12060.0,2720.0,2643.0,860.0,833.0,44460.0,342077.0,47070.0,362058.0,350.0,398.0,560.0,2148.0,7650.0,26771.0,56830.0,171584.0,55680.0,145596.0,1660.0,25801.0
bradford,5735.0,0.0,0.0,0.0,0.0,PA,28370.0,12910.0,11780.0,3110.0,26830.0,750.0,18290.0,17600.0,53450.0,15120.0,710.0,0.0,710.0,0.0,3380.0,8930.0,1588304.0,28310.0,1604441.0,22050.0,1048486.0,9460.0,9656.0,5700.0,29293.0,5430.0,22439.0,1680.0,1441.0,3560.0,40857.0,4150.0,45660.0,8500.0,202186.0,1050.0,1430.0,6302.0,5300.0,72077.0,1600.0,43375.0,6130.0,16137.0,540.0,147.0,100.0,1583.0,550.0,3511.0,420.0,1906.0,2650.0,3081.0,26900.0,474056.0,26900.0,461961.0,6170.0,12096.0,1040.0,31856.0,183107.0,350.0,7119.0,840.0,6956.0,170.0,160.0,890.0,4230.0,70.0,36.0,960.0,6820.0,1020.0,7327.0,660.0,5167.0,0.0,0.0,0.0,0.0,30.0,158.0,720.0,9786.0,80.0,1288.0,2910.0,14866.0,21630.0,1120155.0,21510.0,169640.0,0.0,0.0,480.0,946.0,9270.0,17907.0,1080.0,220.0,790.0,478.0,1250.0,1541.0,2180.0,416.0,6620.0,14553.0,20.0,48.0,2810.0,7728.0,940.0,9958.0,1040.0,10801.0,770.0,626.0,26470.0,215079.0,4390.0,10045.0,3900.0,9103.0,3390.0,6164.0,1030.0,1009.0,360.0,391.0,18630.0,151731.0,20040.0,162942.0,240.0,349.0,420.0,1392.0,4150.0,16864.0,22850.0,68723.0,21930.0,61410.0,1210.0,7284.0
