County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
muskingum,5909,6466,725,0,13976,OH,39390.0,17110.0,14500.0,5110.0,20950.0,74810.0,23430.0,340.0,40.0,300.0,1906883.0,39300.0,1929581.0,33060.0,1315372.0,7990.0,9477.0,5460.0,25349.0,5090.0,19022.0,4610.0,3691.0,5280.0,54822.0,4510.0,38087.0,3740.0,47943.0,9080.0,175482.0,1100.0,2390.0,9426.0,5000.0,50388.0,1480.0,69629.0,8420.0,22698.0,920.0,237.0,120.0,1613.0,640.0,3614.0,550.0,2461.0,3080.0,3223.0,290.0,642.0,90.0,3092.0,6910.0,133257.0,854839.0,6090.0,33012.0,670.0,927.0,5930.0,15045.0,6870.0,49450.0,5200.0,29687.0,4900.0,21071.0,29020.0,1281341.0,28870.0,221786.0,380.0,2177.0,280.0,237.0,11450.0,12071.0,1330.0,177.0,1130.0,444.0,2080.0,2327.0,2720.0,450.0,6280.0,7927.0,790.0,471.0,4070.0,9547.0,510.0,2179.0,550.0,2368.0,2090.0,374.0,37730.0,270534.0,8450.0,20317.0,7480.0,18262.0,5270.0,6583.0,2090.0,1864.0,220.0,120.0,26170.0,209778.0,28480.0,222939.0,250.0,441.0,330.0,1079.0,5220.0,18133.0,32670.0,86427.0
noble,1641,1285,128,0,2109,OH,5350.0,2250.0,2360.0,480.0,3190.0,10500.0,3130.0,90.0,0.0,90.0,341495.0,5340.0,344237.0,4390.0,175737.0,1700.0,1089.0,690.0,2012.0,630.0,1573.0,500.0,528.0,810.0,11520.0,620.0,31833.0,450.0,4887.0,1300.0,24875.0,520.0,370.0,1486.0,730.0,7341.0,190.0,6787.0,1130.0,2742.0,110.0,27.0,0.0,0.0,80.0,448.0,100.0,436.0,350.0,360.0,40.0,77.0,0.0,0.0,730.0,14742.0,139655.0,630.0,5203.0,70.0,86.0,600.0,1042.0,730.0,6357.0,490.0,2700.0,440.0,2621.0,4220.0,252359.0,4210.0,51616.0,90.0,349.0,30.0,22.0,1560.0,1736.0,110.0,7.0,50.0,19.0,230.0,266.0,370.0,67.0,950.0,1272.0,120.0,34.0,610.0,1511.0,50.0,211.0,60.0,238.0,390.0,112.0,5030.0,45352.0,860.0,1816.0,720.0,1594.0,510.0,631.0,220.0,197.0,0.0,0.0,3860.0,50220.0,4140.0,53516.0,0.0,0.0,140.0,1738.0,950.0,11690.0,4160.0,11314.0
ottawa,2369,10057,338,3601,4235,OH,21570.0,9690.0,8390.0,1950.0,11140.0,37960.0,9710.0,650.0,180.0,460.0,1158403.0,21530.0,1176219.0,17010.0,763824.0,6680.0,8827.0,5020.0,21172.0,4740.0,14789.0,3630.0,2813.0,2820.0,32422.0,3960.0,37103.0,3270.0,49014.0,6310.0,146675.0,490.0,1530.0,6314.0,4240.0,50321.0,1340.0,48102.0,5010.0,17816.0,480.0,120.0,120.0,2169.0,620.0,3724.0,430.0,2112.0,1590.0,1826.0,180.0,380.0,410.0,1485.0,5480.0,106998.0,571946.0,4650.0,24001.0,730.0,923.0,4840.0,14559.0,5450.0,39834.0,4090.0,26370.0,4230.0,15016.0,16970.0,798558.0,16820.0,134974.0,250.0,1097.0,160.0,136.0,6160.0,7588.0,1260.0,361.0,490.0,217.0,1160.0,1374.0,1110.0,197.0,2930.0,3993.0,540.0,192.0,2280.0,6936.0,280.0,978.0,310.0,1070.0,860.0,156.0,20510.0,166138.0,2920.0,6002.0,2480.0,5331.0,1620.0,1955.0,1060.0,993.0,140.0,83.0,15780.0,127396.0,16650.0,136169.0,170.0,221.0,240.0,612.0,4010.0,14624.0,16380.0,39343.0
paulding,1775,1728,333,0,3635,OH,8960.0,3650.0,3680.0,880.0,5830.0,17330.0,5290.0,0.0,0.0,0.0,408096.0,8940.0,416376.0,7310.0,284895.0,2300.0,2136.0,1300.0,7965.0,1220.0,6977.0,920.0,849.0,1150.0,10716.0,1050.0,8067.0,840.0,7827.0,2330.0,43656.0,520.0,380.0,1135.0,1390.0,14178.0,390.0,24157.0,2060.0,8280.0,140.0,34.0,0.0,0.0,220.0,1410.0,120.0,583.0,700.0,772.0,50.0,111.0,290.0,2624.0,1330.0,25785.0,134959.0,1180.0,6402.0,120.0,101.0,1110.0,2075.0,1320.0,8660.0,910.0,4099.0,950.0,5557.0,6890.0,267142.0,6880.0,43002.0,60.0,223.0,60.0,49.0,2740.0,3348.0,250.0,23.0,160.0,75.0,420.0,515.0,690.0,117.0,1600.0,2245.0,240.0,146.0,1070.0,3553.0,110.0,508.0,120.0,569.0,410.0,79.0,8490.0,55557.0,1470.0,3320.0,1300.0,2956.0,1010.0,1269.0,420.0,400.0,40.0,24.0,6260.0,39675.0,6770.0,43881.0,0.0,0.0,60.0,186.0,1390.0,7850.0,7150.0,18316.0
perry,3014,3104,0,0,5913,OH,15190.0,6160.0,6080.0,1850.0,7060.0,30260.0,9880.0,110.0,50.0,60.0,651194.0,15150.0,658372.0,12900.0,505849.0,3070.0,2309.0,1640.0,4754.0,1480.0,3574.0,1740.0,1282.0,2110.0,20312.0,1290.0,7768.0,1120.0,14531.0,3390.0,65229.0,600.0,1010.0,4075.0,1780.0,16812.0,500.0,13962.0,3210.0,7178.0,330.0,85.0,30.0,359.0,250.0,1244.0,190.0,835.0,1120.0,1146.0,100.0,226.0,20.0,180.0,2480.0,45590.0,222076.0,2210.0,9684.0,220.0,286.0,2130.0,5225.0,2470.0,15401.0,1940.0,11764.0,1700.0,5315.0,11290.0,403729.0,11250.0,62289.0,100.0,363.0,110.0,85.0,4410.0,5021.0,290.0,17.0,320.0,149.0,770.0,888.0,1030.0,165.0,2790.0,3608.0,300.0,116.0,1680.0,3349.0,200.0,845.0,210.0,909.0,810.0,143.0,14580.0,91201.0,3340.0,7711.0,2930.0,6772.0,2080.0,2613.0,810.0,714.0,70.0,43.0,10170.0,57236.0,11150.0,61774.0,50.0,56.0,60.0,131.0,2030.0,5511.0,12620.0,33262.0
pickaway,3494,3417,0,0,9858,OH,24370.0,9900.0,9930.0,2780.0,12540.0,47730.0,15030.0,870.0,720.0,140.0,1234811.0,24310.0,1250366.0,20230.0,911498.0,6120.0,6000.0,3480.0,11523.0,3170.0,8277.0,4820.0,3446.0,3400.0,32035.0,2730.0,24455.0,2230.0,29402.0,5980.0,138528.0,700.0,930.0,3867.0,3400.0,36938.0,910.0,37035.0,5690.0,15555.0,570.0,141.0,80.0,1373.0,480.0,2888.0,290.0,1380.0,2160.0,2404.0,220.0,506.0,100.0,826.0,6910.0,127247.0,641215.0,6330.0,35679.0,480.0,600.0,6150.0,16053.0,6910.0,52814.0,5610.0,35184.0,5040.0,17789.0,19160.0,813065.0,19080.0,130799.0,230.0,1018.0,110.0,79.0,7580.0,8963.0,740.0,138.0,780.0,406.0,1490.0,1713.0,1400.0,227.0,4580.0,6022.0,500.0,213.0,2760.0,7972.0,180.0,561.0,200.0,621.0,1010.0,189.0,23280.0,167179.0,3960.0,9361.0,3440.0,8200.0,2700.0,3406.0,1450.0,1332.0,70.0,45.0,17480.0,121504.0,18780.0,131646.0,130.0,142.0,180.0,545.0,4140.0,17221.0,19260.0,48885.0
pike,2701,2961,0,0,4241,OH,11100.0,4260.0,4660.0,1530.0,5760.0,22900.0,7670.0,660.0,660.0,0.0,465179.0,11070.0,469964.0,9010.0,348200.0,2650.0,2710.0,1060.0,4312.0,940.0,2797.0,1070.0,747.0,1600.0,15221.0,990.0,6500.0,820.0,10034.0,2660.0,63705.0,510.0,640.0,2850.0,1380.0,13659.0,300.0,8437.0,2230.0,4785.0,260.0,68.0,0.0,0.0,150.0,997.0,80.0,407.0,680.0,635.0,60.0,133.0,0.0,0.0,1640.0,32600.0,146013.0,1420.0,5591.0,160.0,219.0,1280.0,2440.0,1640.0,8486.0,1130.0,6709.0,1070.0,5079.0,7830.0,287718.0,7820.0,44450.0,70.0,198.0,50.0,34.0,3010.0,3221.0,190.0,15.0,180.0,64.0,530.0,596.0,740.0,125.0,1870.0,2300.0,180.0,63.0,1210.0,2668.0,110.0,622.0,120.0,654.0,740.0,140.0,10520.0,64991.0,2830.0,7089.0,2520.0,6270.0,1830.0,2297.0,550.0,494.0,40.0,22.0,7010.0,41229.0,7900.0,44789.0,30.0,18.0,40.0,121.0,1620.0,5427.0,9030.0,24854.0
portage,6850,29413,387,7235,12846,OH,75960.0,35850.0,27300.0,7230.0,38150.0,134960.0,37980.0,1210.0,280.0,930.0,4168153.0,75690.0,4224064.0,63590.0,3041758.0,19670.0,24520.0,14170.0,62954.0,13210.0,45673.0,14210.0,10838.0,9960.0,119895.0,11270.0,112673.0,7990.0,117541.0,17180.0,399255.0,720.0,3560.0,15515.0,10430.0,117553.0,3670.0,192434.0,18010.0,55911.0,1750.0,435.0,290.0,5094.0,1590.0,10836.0,1170.0,5326.0,7090.0,7772.0,990.0,2496.0,330.0,4594.0,20950.0,415360.0,2356423.0,18870.0,117040.0,1680.0,1732.0,18770.0,66489.0,20880.0,186966.0,16800.0,106863.0,15970.0,57241.0,60240.0,2901878.0,59890.0,524122.0,1330.0,5567.0,590.0,494.0,22180.0,25644.0,3630.0,1266.0,2030.0,1020.0,5070.0,5838.0,4130.0,688.0,10700.0,14029.0,1580.0,576.0,7690.0,18938.0,1010.0,3399.0,1120.0,3700.0,3040.0,568.0,72690.0,632264.0,10530.0,21695.0,8920.0,18862.0,5960.0,7339.0,5090.0,4971.0,470.0,325.0,55620.0,498766.0,59050.0,527158.0,880.0,1522.0,1050.0,3156.0,13250.0,49396.0,59480.0,141124.0
preble,2596,2174,753,0,8232,OH,19410.0,8000.0,7920.0,1960.0,10990.0,37130.0,11060.0,140.0,20.0,110.0,880777.0,19370.0,892594.0,15770.0,633906.0,5050.0,4847.0,2610.0,9168.0,2430.0,6915.0,2950.0,2037.0,2610.0,29415.0,2160.0,16879.0,1870.0,22650.0,5170.0,97832.0,880.0,770.0,3289.0,2920.0,29933.0,690.0,17868.0,4310.0,11817.0,330.0,79.0,50.0,1018.0,440.0,2392.0,270.0,1255.0,1440.0,1537.0,150.0,332.0,100.0,452.0,4120.0,73216.0,357188.0,3700.0,18612.0,340.0,330.0,3630.0,7632.0,4100.0,26964.0,3180.0,17368.0,2820.0,10831.0,14940.0,559144.0,14860.0,85787.0,110.0,381.0,120.0,107.0,5780.0,6520.0,530.0,59.0,400.0,178.0,1100.0,1190.0,1430.0,235.0,3350.0,4428.0,410.0,267.0,2350.0,6493.0,180.0,668.0,210.0,728.0,840.0,167.0,18340.0,112541.0,3310.0,7776.0,2810.0,6813.0,2150.0,2882.0,1000.0,887.0,80.0,59.0,13580.0,79433.0,14680.0,87430.0,70.0,99.0,110.0,266.0,3350.0,14181.0,15160.0,37490.0
putnam,1771,2210,334,0,9024,OH,17430.0,7300.0,6980.0,1200.0,11410.0,33250.0,10840.0,290.0,70.0,230.0,1002632.0,17410.0,1022515.0,14900.0,668395.0,6190.0,5932.0,4510.0,18223.0,4290.0,14710.0,2590.0,2898.0,2020.0,21985.0,3570.0,49396.0,2190.0,25231.0,3700.0,70171.0,1230.0,670.0,2182.0,2470.0,27749.0,1540.0,71412.0,4610.0,19883.0,440.0,105.0,130.0,1738.0,510.0,3205.0,420.0,2080.0,1580.0,1831.0,160.0,365.0,440.0,5765.0,3440.0,65211.0,434736.0,3120.0,26953.0,280.0,342.0,2940.0,6556.0,3430.0,33993.0,2410.0,12745.0,2500.0,8469.0,14080.0,707821.0,13960.0,126515.0,190.0,610.0,90.0,78.0,6480.0,8716.0,1260.0,128.0,540.0,263.0,1330.0,1847.0,1320.0,236.0,3310.0,5094.0,580.0,473.0,2190.0,6809.0,160.0,663.0,180.0,728.0,460.0,82.0,16580.0,163306.0,1830.0,3887.0,1590.0,3508.0,1290.0,1722.0,1210.0,1237.0,70.0,37.0,13010.0,119090.0,13620.0,127606.0,130.0,95.0,190.0,2123.0,3120.0,13369.0,13450.0,45714.0
richland,5534,9820,676,0,22795,OH,56820.0,25230.0,20340.0,7210.0,29520.0,105570.0,32240.0,1650.0,100.0,1570.0,2532443.0,56700.0,2566230.0,46430.0,1780666.0,13380.0,15628.0,8630.0,40041.0,8070.0,29840.0,7130.0,5961.0,6800.0,70076.0,7150.0,63718.0,6300.0,82225.0,13920.0,289091.0,1020.0,2670.0,10413.0,8400.0,87489.0,2290.0,115843.0,11310.0,33787.0,1090.0,271.0,160.0,2403.0,1080.0,7099.0,770.0,3534.0,4110.0,4334.0,360.0,909.0,270.0,3819.0,10620.0,198019.0,1059050.0,9200.0,50522.0,1240.0,1330.0,9350.0,25998.0,10600.0,78698.0,7850.0,40475.0,7950.0,37656.0,42380.0,1636239.0,42150.0,271902.0,500.0,2190.0,420.0,338.0,15980.0,17320.0,2060.0,547.0,1160.0,533.0,2870.0,3340.0,3690.0,628.0,8610.0,11234.0,1110.0,387.0,5180.0,11878.0,680.0,2929.0,750.0,3215.0,2780.0,475.0,53790.0,362892.0,11250.0,26690.0,9970.0,24055.0,7070.0,8874.0,2980.0,2773.0,280.0,158.0,38300.0,254141.0,41270.0,271001.0,300.0,448.0,410.0,1552.0,8600.0,29098.0,45550.0,114205.0
ross,5616,5882,0,0,10706,OH,32500.0,13350.0,11880.0,4380.0,18590.0,62360.0,19810.0,1100.0,1100.0,0.0,1471974.0,32410.0,1487446.0,26790.0,1085742.0,7830.0,6566.0,3810.0,13511.0,3470.0,10305.0,4180.0,2836.0,4060.0,34972.0,3250.0,28386.0,3170.0,48864.0,7840.0,174018.0,910.0,1390.0,5961.0,4220.0,43137.0,1030.0,35163.0,6740.0,15472.0,750.0,192.0,70.0,1127.0,450.0,2610.0,320.0,1428.0,2530.0,2768.0,250.0,560.0,70.0,622.0,6020.0,107391.0,565227.0,5290.0,23855.0,630.0,845.0,5140.0,11945.0,6000.0,36988.0,4560.0,26333.0,4080.0,17158.0,24330.0,950000.0,24210.0,152309.0,230.0,955.0,250.0,288.0,9290.0,10302.0,780.0,63.0,690.0,280.0,1830.0,2106.0,2040.0,331.0,5350.0,6726.0,710.0,255.0,3240.0,7470.0,420.0,2139.0,470.0,2423.0,1790.0,328.0,31080.0,204804.0,6810.0,16425.0,6010.0,14652.0,4280.0,5281.0,1920.0,1717.0,150.0,111.0,22140.0,142007.0,24050.0,152088.0,170.0,222.0,210.0,481.0,5070.0,16993.0,26250.0,67592.0
sandusky,6144,5483,0,0,9844,OH,30110.0,13560.0,10500.0,3630.0,18170.0,54910.0,16610.0,690.0,50.0,640.0,1366504.0,30060.0,1385016.0,25260.0,993245.0,7590.0,6526.0,5220.0,17626.0,4920.0,13186.0,4110.0,2988.0,3230.0,34310.0,3980.0,26445.0,3600.0,45163.0,7370.0,137907.0,720.0,1770.0,5766.0,4360.0,45197.0,1270.0,54381.0,6000.0,18512.0,560.0,133.0,130.0,2149.0,600.0,3494.0,420.0,1981.0,2300.0,2473.0,200.0,418.0,310.0,1188.0,5730.0,98971.0,527128.0,5060.0,26103.0,600.0,584.0,5000.0,10745.0,5710.0,37750.0,4210.0,21178.0,4090.0,16473.0,23430.0,885523.0,23300.0,140444.0,180.0,654.0,210.0,187.0,9350.0,9832.0,1240.0,92.0,760.0,313.0,1700.0,1919.0,2420.0,420.0,4940.0,6406.0,650.0,165.0,2670.0,7147.0,340.0,1426.0,370.0,1594.0,1250.0,207.0,28870.0,190313.0,5250.0,11929.0,4590.0,10861.0,3290.0,4232.0,1610.0,1450.0,130.0,69.0,21320.0,130613.0,22590.0,139778.0,120.0,111.0,180.0,291.0,4200.0,14043.0,24630.0,61231.0
scioto,7430,7383,219,0,10483,OH,29020.0,11190.0,11810.0,4460.0,15120.0,59450.0,20010.0,1140.0,1100.0,40.0,1298643.0,28880.0,1312614.0,23480.0,943043.0,6630.0,6681.0,2970.0,15491.0,2730.0,12257.0,3150.0,2877.0,4150.0,41883.0,2510.0,20032.0,2330.0,30628.0,7040.0,169436.0,710.0,1900.0,8182.0,3850.0,39364.0,790.0,38492.0,6400.0,13971.0,840.0,218.0,60.0,1067.0,340.0,2352.0,330.0,1559.0,2230.0,2264.0,190.0,536.0,20.0,94.0,4940.0,101731.0,509866.0,4350.0,21113.0,520.0,664.0,4020.0,8739.0,4930.0,30911.0,3310.0,17601.0,3570.0,17214.0,20560.0,817454.0,20500.0,136180.0,250.0,812.0,180.0,133.0,8170.0,9075.0,590.0,95.0,660.0,292.0,1700.0,1933.0,1770.0,282.0,4820.0,5977.0,600.0,263.0,3250.0,7174.0,320.0,1454.0,340.0,1534.0,1850.0,360.0,27910.0,194349.0,7300.0,18997.0,6610.0,16499.0,4910.0,6257.0,2020.0,1794.0,110.0,86.0,18410.0,127107.0,20750.0,136495.0,180.0,272.0,210.0,393.0,3840.0,12786.0,24160.0,67074.0
seneca,4587,4091,0,0,9031,OH,26540.0,11930.0,9440.0,3060.0,15670.0,48770.0,14720.0,320.0,70.0,250.0,1158377.0,26490.0,1175763.0,22190.0,839898.0,7250.0,7172.0,4970.0,15187.0,4550.0,10850.0,2680.0,2130.0,2870.0,32682.0,3960.0,36110.0,3010.0,35199.0,6460.0,114698.0,1090.0,1210.0,4202.0,3680.0,37405.0,1270.0,36415.0,5680.0,17386.0,520.0,131.0,110.0,2175.0,600.0,3588.0,410.0,1900.0,2110.0,2283.0,180.0,421.0,320.0,1193.0,3860.0,69479.0,360312.0,3370.0,16392.0,440.0,445.0,3240.0,6573.0,3840.0,23660.0,2700.0,13772.0,2740.0,11205.0,20450.0,746987.0,20290.0,115231.0,160.0,646.0,190.0,163.0,8410.0,9123.0,1210.0,195.0,590.0,235.0,1480.0,1737.0,2360.0,434.0,4380.0,5768.0,580.0,272.0,2600.0,7547.0,320.0,1107.0,340.0,1247.0,1020.0,160.0,25210.0,156636.0,4750.0,10575.0,4120.0,9658.0,2920.0,3742.0,1380.0,1311.0,120.0,53.0,18440.0,105935.0,19630.0,115613.0,90.0,107.0,170.0,704.0,3950.0,13623.0,21360.0,51511.0
shelby,2713,2412,0,0,11235,OH,23980.0,10190.0,8830.0,2560.0,15770.0,45440.0,14870.0,460.0,40.0,420.0,1253541.0,23940.0,1271927.0,20600.0,897159.0,6270.0,6335.0,4640.0,17901.0,4400.0,13321.0,3670.0,3285.0,2630.0,25680.0,3720.0,53801.0,2460.0,31197.0,5030.0,92415.0,950.0,770.0,2861.0,2930.0,32028.0,1280.0,90902.0,5000.0,18386.0,520.0,128.0,70.0,1172.0,630.0,4051.0,310.0,1492.0,1690.0,1826.0,170.0,356.0,540.0,4257.0,5020.0,93451.0,571092.0,4540.0,27780.0,410.0,520.0,4280.0,10165.0,5010.0,38777.0,3720.0,20486.0,3680.0,18896.0,18910.0,855144.0,18760.0,149006.0,260.0,964.0,130.0,101.0,8190.0,10120.0,1510.0,364.0,540.0,281.0,1410.0,1689.0,1780.0,292.0,4510.0,6333.0,550.0,586.0,2320.0,6115.0,210.0,880.0,230.0,946.0,1000.0,188.0,22770.0,182458.0,3800.0,8712.0,3340.0,8013.0,2550.0,3268.0,1290.0,1188.0,90.0,55.0,17140.0,139153.0,18140.0,148023.0,160.0,186.0,270.0,1444.0,3940.0,18423.0,18950.0,49149.0
stark,11343,39954,0,2382,67923,OH,184130.0,85390.0,64890.0,22200.0,95670.0,337050.0,101700.0,3940.0,1210.0,2740.0,9464801.0,183580.0,9603114.0,151920.0,6692527.0,49130.0,55228.0,33360.0,194095.0,31130.0,149628.0,29060.0,25046.0,23680.0,294340.0,28130.0,298353.0,20930.0,282821.0,42750.0,882711.0,1250.0,8090.0,31162.0,26560.0,298169.0,8040.0,461830.0,41970.0,138313.0,4280.0,1087.0,710.0,13750.0,3710.0,22061.0,3050.0,13957.0,16270.0,17998.0,1740.0,4258.0,660.0,15917.0,42410.0,838889.0,4825781.0,37630.0,219473.0,3910.0,4113.0,37690.0,119352.0,42200.0,346155.0,32530.0,188654.0,34210.0,153195.0,141530.0,6422500.0,140510.0,1142055.0,2630.0,11569.0,1360.0,1039.0,55630.0,62331.0,9260.0,3757.0,5090.0,2421.0,12070.0,13863.0,11530.0,1938.0,27220.0,35527.0,3890.0,1217.0,18510.0,47105.0,2280.0,7144.0,2510.0,7782.0,8070.0,1378.0,175840.0,1430701.0,32650.0,73914.0,28290.0,65889.0,20030.0,25278.0,11690.0,10859.0,1080.0,663.0,128770.0,1080360.0,138070.0,1146462.0,1910.0,3028.0,2500.0,8039.0,30240.0,112578.0,145640.0,363417.0
summit,24201,105555,1226,24518,37434,OH,268810.0,129700.0,88080.0,33680.0,130880.0,482560.0,146710.0,6360.0,2630.0,3720.0,15732306.0,267860.0,15959131.0,224040.0,11293680.0,74860.0,100825.0,54040.0,347481.0,50500.0,264330.0,52410.0,48521.0,36470.0,451368.0,44990.0,641675.0,29090.0,456405.0,57550.0,1283558.0,400.0,10550.0,46438.0,35890.0,431776.0,13560.0,820520.0,65300.0,226825.0,6210.0,1537.0,1440.0,28091.0,5990.0,40034.0,4460.0,20882.0,25140.0,28472.0,3100.0,7684.0,1040.0,18976.0,79070.0,1692237.0,9918883.0,71640.0,510782.0,6050.0,6173.0,70500.0,290353.0,78770.0,814115.0,61360.0,368561.0,63920.0,278334.0,208510.0,11150766.0,207060.0,2143451.0,6950.0,33449.0,2320.0,1977.0,80280.0,98048.0,15650.0,15100.0,7870.0,3974.0,18390.0,21171.0,14840.0,2508.0,36150.0,45315.0,5570.0,1522.0,28680.0,73059.0,3820.0,11620.0,4210.0,12922.0,10230.0,1832.0,256860.0,2526368.0,45590.0,104836.0,39770.0,92176.0,27790.0,35314.0,18270.0,17469.0,1730.0,1156.0,190590.0,2048785.0,204670.0,2159560.0,5160.0,8814.0,5560.0,18264.0,47990.0,218332.0,208260.0,524824.0
trumbull,1928,65146,337,15862,3342,OH,100310.0,47720.0,34490.0,11700.0,53890.0,180670.0,52500.0,3780.0,190.0,3580.0,4441395.0,99990.0,4496313.0,78570.0,3022301.0,26660.0,32644.0,17780.0,68898.0,16510.0,50468.0,11020.0,9245.0,12430.0,139923.0,13350.0,104289.0,11490.0,134678.0,28580.0,594705.0,800.0,6270.0,22560.0,17290.0,181183.0,3860.0,168614.0,20670.0,54918.0,2050.0,522.0,300.0,6306.0,1590.0,9491.0,1520.0,6870.0,7830.0,8416.0,900.0,2294.0,330.0,3522.0,16470.0,299311.0,1659515.0,14160.0,71269.0,1960.0,1925.0,14340.0,41453.0,16380.0,116067.0,11960.0,62695.0,12360.0,50535.0,75780.0,2888224.0,75350.0,478094.0,750.0,3483.0,1110.0,1171.0,27690.0,29646.0,4110.0,940.0,1740.0,794.0,5950.0,7086.0,6520.0,1115.0,13360.0,16766.0,2040.0,492.0,9010.0,20048.0,1790.0,7107.0,1990.0,8078.0,4820.0,806.0,95620.0,637086.0,18640.0,42140.0,16210.0,37343.0,10930.0,13809.0,6270.0,5991.0,750.0,469.0,69070.0,448457.0,74630.0,476295.0,520.0,712.0,740.0,2352.0,14990.0,47086.0,81320.0,196258.0
tuscarawas,2389,8306,218,0,17122,OH,45050.0,19400.0,17940.0,4670.0,26450.0,87240.0,27480.0,650.0,0.0,650.0,2210921.0,44970.0,2244936.0,38090.0,1540152.0,12750.0,13670.0,7300.0,31030.0,6770.0,23659.0,5380.0,5676.0,6110.0,83501.0,5920.0,83365.0,4410.0,51689.0,9430.0,181881.0,1070.0,2030.0,7491.0,5870.0,60784.0,2080.0,142388.0,9850.0,34015.0,930.0,240.0,150.0,2738.0,1100.0,6250.0,730.0,3526.0,3470.0,3844.0,270.0,636.0,330.0,6585.0,7740.0,152487.0,895040.0,6860.0,39908.0,730.0,771.0,6720.0,16325.0,7690.0,57350.0,5630.0,31040.0,5580.0,30651.0,35310.0,1463983.0,35050.0,253410.0,410.0,1865.0,270.0,242.0,13940.0,15896.0,1580.0,183.0,740.0,309.0,2360.0,2792.0,3400.0,591.0,7910.0,10666.0,830.0,354.0,4640.0,12759.0,530.0,1827.0,570.0,1947.0,2420.0,454.0,43040.0,335808.0,7420.0,16009.0,6350.0,14174.0,5100.0,7571.0,2180.0,2052.0,270.0,193.0,31840.0,238673.0,34110.0,255239.0,250.0,318.0,450.0,2701.0,6700.0,27387.0,36370.0,92189.0
union,3368,2821,0,0,10492,OH,24680.0,10100.0,10710.0,2110.0,11730.0,49490.0,16350.0,670.0,620.0,50.0,1700456.0,24650.0,1725484.0,21320.0,1299751.0,7660.0,6625.0,5500.0,17689.0,5180.0,12742.0,6410.0,4928.0,3530.0,48293.0,3970.0,46641.0,2400.0,37434.0,5100.0,118753.0,820.0,740.0,3074.0,2790.0,33549.0,1270.0,74956.0,6520.0,25028.0,640.0,161.0,200.0,4065.0,640.0,4368.0,340.0,1760.0,2520.0,2862.0,320.0,588.0,400.0,1455.0,9010.0,201809.0,1131582.0,8360.0,60380.0,520.0,678.0,8180.0,32393.0,8990.0,94400.0,7580.0,54702.0,7010.0,24767.0,20240.0,1212889.0,20140.0,226161.0,740.0,3253.0,90.0,69.0,8670.0,10510.0,1830.0,354.0,1230.0,636.0,1610.0,1964.0,1100.0,164.0,4820.0,6712.0,560.0,331.0,2980.0,10033.0,160.0,470.0,180.0,513.0,870.0,170.0,23640.0,260177.0,2810.0,6009.0,2340.0,5297.0,1840.0,2457.0,1380.0,1352.0,80.0,50.0,18860.0,216356.0,19840.0,229955.0,540.0,765.0,480.0,964.0,4980.0,26149.0,18700.0,49008.0
van wert,1371,1508,315,0,5346,OH,14150.0,6170.0,5530.0,1310.0,9080.0,26650.0,8120.0,90.0,0.0,90.0,660150.0,14120.0,672000.0,11700.0,454087.0,4020.0,3611.0,2680.0,7652.0,2500.0,5115.0,1490.0,1599.0,1660.0,17229.0,2160.0,16295.0,1690.0,20344.0,3480.0,60357.0,600.0,500.0,1463.0,2110.0,23720.0,620.0,29677.0,3430.0,11850.0,280.0,74.0,80.0,1102.0,330.0,2093.0,230.0,1128.0,1250.0,1431.0,70.0,184.0,420.0,1421.0,2170.0,39842.0,222453.0,1860.0,10633.0,280.0,250.0,1860.0,3620.0,2160.0,14598.0,1390.0,6724.0,1670.0,8102.0,10950.0,431038.0,10880.0,70208.0,110.0,376.0,80.0,80.0,4660.0,5626.0,740.0,45.0,420.0,179.0,830.0,1044.0,1200.0,209.0,2480.0,3413.0,380.0,243.0,1610.0,5051.0,140.0,561.0,160.0,606.0,590.0,98.0,13380.0,88726.0,2330.0,5031.0,2020.0,4503.0,1490.0,1918.0,810.0,758.0,60.0,43.0,9860.0,64612.0,10570.0,70682.0,70.0,98.0,120.0,230.0,2300.0,11277.0,11160.0,27150.0
