County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,N21020,A21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
columbia,13779.0,0.0,0.0,0.0,13081.0,WI,30130,14920,12340,2600,17020,55020,14970,560,40,530,0,200,2510,8340,1757204,30070,1787197,24980,1253490,11320,12202,6670,27460,6290,21724,6560,7004,3940,42012,5530,54268,3990,53310,6420,134045,1190,1190,3962,4910,66157,1850,120539,7490,29993,620,153,150,2314,980,6551,690,3084,2860,2860,280,544,570,6456,10070,216474,1094095,2220,20971,9050,60396,860,718,9240,39026,680,397,10050,102084,7780,47600,240,719,240,83,1120,1271,210,944,7400,29150,1920,13017,300,4121,24220,1223454,24040,214340,490,2230,670,518,9630,11046,1710,239,1230,650,1800,2067,2050,375,4750,6372,710,230,3140,9285,1060,3752,1220,4071,880,542,28270,255492,3410,6854,2780,5876,2010,2520,1540,1479,470,343,22470,203312,23570,215274,250,309,360,789,5760,22115,22480,55236
crawford,0.0,5635.0,5.0,0.0,0.0,WI,7850,3850,3260,660,5230,14350,3790,130,0,130,0,40,580,2600,340504,7830,346613,6160,245557,2850,3377,1510,5834,1380,4620,970,918,1160,11526,1490,14202,1050,12335,1800,33700,880,480,1632,1290,15040,450,13395,2100,6109,200,45,0,0,250,1358,230,1066,710,695,70,122,110,847,1520,30763,151658,450,4805,1320,7930,190,128,1340,5135,120,66,1510,13442,990,4909,30,67,0,0,100,105,0,0,1050,4151,360,3173,40,172,5710,224257,5650,36893,80,372,230,207,2240,2527,280,34,190,104,400,442,730,157,1070,1458,160,77,960,2053,440,1883,480,1998,280,175,7180,50020,1280,2702,1040,2250,730,978,340,311,220,129,5140,33942,5670,36490,40,26,50,75,1310,3201,5930,14034
dane,0.0,215374.0,0.0,79395.0,0.0,WI,269600,146170,99710,21190,113140,482560,132760,7090,1200,5880,250,910,22050,62770,20796918,268950,21129216,230210,14677721,104330,148546,74600,477551,70280,379400,68700,85422,38080,560626,63720,991881,33060,585881,49900,1400009,2570,5860,21670,38260,626485,17000,1517599,79770,332298,6420,1555,2620,49206,8610,61580,6010,26856,36040,40023,5080,10932,2140,49051,107540,2784490,15282828,18350,194418,99690,875119,6070,5239,97040,609577,9840,6695,107290,1519556,81450,546640,2050,7668,2940,1311,9260,10089,2680,14709,86630,425171,17620,119552,2430,24746,227210,15356606,225570,3078517,11040,63600,5360,3922,91140,112850,25090,18447,13770,6962,19760,20188,13190,2280,36030,46565,5810,2197,30280,95705,8510,23440,9950,26717,6110,3708,257450,3450610,24930,48464,20400,41983,15680,20925,13340,12469,3630,2280,212730,2970876,220590,3114642,7350,12354,8110,26613,59060,287533,195470,522235
dodge,12881.0,0.0,809.0,0.0,13076.0,WI,42820,20870,17990,3620,24930,79100,21440,960,40,920,0,210,3600,11850,2327278,42720,2366682,35560,1709491,14590,15752,9400,33589,8820,26450,8510,7825,4680,59214,7980,74061,6070,77866,9670,172653,1500,1940,6118,6670,83923,2080,81504,9750,39404,780,195,210,2741,1300,8323,860,3760,3540,3506,340,693,710,5324,12770,251282,1291546,3090,28645,11310,68843,1260,919,11700,43926,790,526,12740,116128,9660,53442,260,784,230,77,1400,1425,190,794,9800,35728,2340,15226,300,2786,34320,1590494,34070,267586,410,2242,1090,864,13730,15262,2310,335,1480,715,2300,2760,3390,615,6900,9554,1020,259,4120,12237,1790,6739,2010,7222,1300,804,40050,322247,5040,10214,4080,8787,3100,4115,1930,1806,800,629,31820,248554,33370,264491,260,324,340,1415,7620,25743,32400,76694
door,7430.0,0.0,2.0,9981.0,0.0,WI,15780,7560,7110,970,9310,27430,5740,390,0,390,0,80,1030,6380,980283,15740,1003803,11870,536246,7070,9582,5080,48037,4800,40099,2810,4170,2820,37433,4490,49060,3260,58873,4150,101045,470,1000,3742,3830,58281,1350,78232,4400,23520,270,71,110,2008,950,5650,600,3347,1160,1125,100,247,160,1821,4970,131551,623445,1910,19262,4170,32344,670,645,4570,21763,330,152,4970,56603,3370,21415,90,355,190,31,210,223,190,540,4170,20390,1090,7213,120,1168,12290,688856,12120,125471,340,2550,760,808,4680,5327,1520,536,390,176,730,871,1010,218,1730,2338,280,89,2280,6980,1350,6209,1500,6667,600,428,14520,151000,1750,3165,1330,2580,880,1123,610,590,600,607,11420,121058,12160,130588,170,328,310,1404,3530,13154,10750,25374
douglas,12349.0,0.0,0.0,0.0,9542.0,WI,20520,10240,7950,2160,9260,37010,9750,600,360,230,100,230,2680,5730,1066363,20450,1079732,17040,770458,6350,7806,3580,11915,3300,9062,3470,3880,2290,23338,2750,32819,2270,30051,4800,107733,220,1220,6582,3450,43652,900,37280,4960,13369,380,95,60,1240,390,2531,420,1732,2410,2437,180,401,40,821,5350,108299,543130,1150,11683,4840,29574,410,377,4880,18546,720,320,5330,49545,4020,21763,130,303,380,137,700,696,110,174,3860,11665,1510,10879,220,2470,16520,707871,16510,115568,230,1206,570,426,6090,6651,890,137,860,418,1160,1283,1470,273,3070,4067,420,175,1780,4087,950,4950,1010,5256,720,464,19630,145051,3160,6844,2700,6122,1860,2338,1000,902,360,248,15260,108917,15990,114750,100,107,150,569,3630,10236,16060,37825
dunn,0.0,16022.0,10.0,0.0,0.0,WI,19510,9430,8180,1730,10590,36460,10250,370,50,330,0,150,2010,4970,1014175,19460,1031734,16280,749558,7090,7199,3870,12091,3440,9272,3470,3898,2660,25726,3390,27628,2220,26304,3870,86185,1180,980,3707,2940,38553,960,59522,5460,17559,430,111,80,1115,540,3194,510,2390,2280,2285,240,579,260,2567,5310,109902,558439,1220,12387,4730,30965,490,448,4870,19328,480,206,5290,51532,4070,22762,110,310,180,72,640,616,70,100,3960,13574,1030,7404,120,1773,15410,687750,15310,116126,240,964,540,493,6280,7306,870,75,800,428,1230,1312,1640,329,3180,4371,430,227,2150,5688,970,5243,1040,5561,720,453,18360,142154,2800,5722,2270,4897,1690,2249,1090,1008,440,425,13940,109488,14850,116501,120,122,180,310,3640,11892,14730,34086
eau claire,0.0,39113.0,22.0,0.0,0.0,WI,48230,25170,18660,3990,23170,87600,24440,1270,680,570,180,240,4770,12020,3054090,48120,3106076,40530,2054760,18140,27481,9730,48258,9060,35078,9100,12695,6070,87263,8540,116270,5730,82171,9410,202014,940,1800,6686,7180,96498,2340,362241,13570,51986,1060,267,250,4309,1310,10505,1140,5147,6500,6657,560,1287,320,7940,13890,318669,1942935,3030,29882,12560,114813,1090,943,12700,53584,1220,649,13840,173338,10470,58389,270,778,430,191,1740,1562,320,898,10900,46734,2560,17983,300,3080,38630,2198235,38500,451599,990,5026,1430,1215,15650,18796,2820,480,2300,1176,3410,3623,3660,685,7150,9629,900,527,4720,14657,2430,11227,2630,12096,1800,1167,45720,528196,6370,12993,5320,11421,3770,4947,2810,2573,1000,737,35460,435714,37210,456865,720,1472,880,5386,8690,37506,36940,96507
florence,707.0,0.0,0.0,0.0,1787.0,WI,2240,980,1080,150,1460,4090,870,0,0,0,0,0,150,810,109640,2230,111155,1700,73725,790,624,480,2857,420,2272,320,317,330,2011,430,3361,360,5309,640,13337,60,140,522,470,5519,150,3156,520,1515,30,8,0,0,60,323,60,325,160,170,0,0,0,0,530,10869,52125,160,1468,470,2649,60,46,490,2007,60,15,530,4805,350,1856,0,0,0,0,0,0,0,0,410,1465,140,982,0,0,1680,71518,1690,11229,30,161,80,53,590,526,100,10,40,15,90,104,190,36,240,312,60,11,230,476,160,963,170,1007,90,59,2060,14344,350,639,280,535,170,217,90,77,60,40,1590,10705,1690,11398,0,0,20,76,410,1142,1680,3842
fond du lac,16741.0,0.0,0.0,0.0,30802.0,WI,50870,24540,21290,4620,26830,94750,26600,1160,110,1040,30,190,4560,14190,3021858,50750,3079288,42390,2108797,16860,20762,11100,46921,10480,37752,9950,11139,5200,65316,9740,100538,7340,98608,11440,216540,1240,2140,6486,8410,110217,2470,283986,11570,57430,1040,256,250,3786,1420,9438,1060,4840,4490,4524,480,1011,680,20146,14840,344787,1768314,3570,33612,13320,93445,1310,1028,13580,55169,1090,717,14820,153749,10980,59491,320,685,200,89,1480,1345,270,1115,11610,53869,2950,20068,340,3214,40740,2099116,40470,390118,690,3497,1210,964,16650,18651,3140,1072,1830,870,2790,3257,4080,784,8070,11013,1190,387,4590,13613,2020,7621,2250,8121,1360,795,48000,471327,6150,13033,5120,11468,4010,5416,2320,2168,900,702,37740,367831,39400,386985,460,867,620,2433,9100,33367,38710,98289
forest,1440.0,0.0,0.0,0.0,2819.0,WI,4210,1940,1740,520,3000,7950,2290,30,0,30,0,250,420,1340,222363,4200,225112,3020,107569,1490,1279,570,2999,540,1871,520,603,740,5196,580,12065,550,6385,930,19375,100,250,942,770,8771,240,1682,990,2749,90,24,0,0,120,628,130,571,240,207,40,52,0,0,840,16374,92464,260,2099,700,4629,120,120,680,2392,20,20,830,7524,510,2562,0,0,0,0,0,0,0,0,510,1329,200,1878,60,415,3130,152832,3140,26934,80,328,170,168,1210,1240,140,9,70,28,200,176,370,78,620,893,80,14,550,1185,300,1925,330,2056,120,70,3940,34117,800,1713,640,1437,410,530,150,115,120,80,2870,25695,3130,27393,0,0,60,369,670,3122,3280,9464
grant,0.0,17672.0,2.0,0.0,0.0,WI,22620,10820,9760,1830,15670,42900,12340,400,40,360,0,140,1450,6590,1029726,22580,1051204,18310,771469,8870,12520,4380,15063,4100,10928,3240,3967,3260,29990,4430,53798,2850,29465,4820,91109,2280,1300,3782,3580,44271,1670,41485,6410,21478,540,137,100,1467,890,4956,620,3155,2280,2178,240,509,520,3398,4790,94319,465855,1190,14610,4180,25337,550,455,4250,14560,370,136,4750,41045,3260,15843,80,195,80,17,400,353,90,224,3490,12795,1010,7933,150,1847,17380,709273,17220,110106,200,818,690,628,7140,8997,1080,414,950,497,1500,1660,1840,372,3500,5060,460,208,3020,7246,1340,6195,1480,6448,750,463,20840,140741,3140,6565,2530,5534,1890,2522,1240,1175,700,628,15720,101108,17020,109965,100,106,160,581,4070,14043,16880,40687
green,0.0,9920.0,0.0,8141.0,0.0,WI,18840,8920,8110,1640,11970,35590,10070,440,0,440,0,160,1240,5550,1087058,18800,1104657,15430,791061,7170,9726,4520,22968,4180,18699,3810,4124,2570,26014,3910,51267,2550,31508,3920,72012,1140,890,2608,2920,38192,1390,67348,4990,17599,440,106,90,1220,720,4274,520,2443,1730,1695,200,404,500,2297,5870,123929,664387,1290,13787,5220,36019,590,497,5440,24149,360,248,5860,61584,4480,26033,110,329,100,33,550,534,100,384,4310,15074,1080,7080,100,846,14690,764222,14560,134790,310,1831,470,394,6180,7107,1110,139,810,427,1100,1287,1460,309,3020,4119,430,129,2240,5852,850,3120,950,3331,470,319,17400,161743,2290,4751,1870,4017,1420,1934,870,820,400,333,13530,128026,14350,135976,180,331,280,1038,3680,13470,13500,32611
green lake,2599.0,0.0,0.0,0.0,5960.0,WI,9390,4470,4060,780,5950,17680,4900,150,0,150,0,50,740,3120,466070,9360,474815,7230,327152,3810,4591,2240,17629,2100,15391,1500,1436,1420,18127,1900,14661,1510,19751,2300,40901,520,590,1974,1680,21795,650,15500,2200,8745,150,39,50,801,370,2156,230,1071,620,648,70,137,180,751,2410,52090,247413,790,7633,2020,13395,330,235,2180,8783,140,64,2410,23147,1660,9388,40,122,70,8,150,125,60,261,1900,6803,530,3976,90,1038,7050,319591,6980,53580,130,1041,230,155,2770,3051,480,240,200,108,420,502,800,165,1300,1810,220,76,1110,3361,440,1963,490,2030,300,186,8550,68453,1250,2713,1020,2278,770,978,350,328,220,173,6460,50529,6940,55163,80,166,110,555,1650,5827,6890,17213
iowa,0.0,7176.0,0.0,4496.0,0.0,WI,11870,5540,5300,950,7680,22710,6410,240,0,240,0,80,740,3520,655015,11850,667177,9830,481400,4380,5270,2700,11704,2510,9444,2200,2254,1990,21794,2620,29084,1600,20188,2280,46211,1220,570,1857,1830,23911,860,32002,3530,12162,300,75,100,1423,520,2889,330,1548,1230,1148,140,280,210,1571,3560,72657,374518,740,8333,3180,20746,330,220,3270,14162,210,130,3560,35637,2690,15348,70,280,50,11,350,336,60,136,2520,7400,760,5170,80,457,9350,450322,9250,75055,170,946,360,351,3970,4717,710,91,480,261,720,817,990,227,1960,2778,260,142,1770,4646,640,2739,730,2940,330,216,11050,91698,1500,3020,1170,2484,860,1204,600,557,330,258,8570,70336,9240,76161,90,115,140,415,2500,8702,8580,20660
iron,1320.0,0.0,0.0,0.0,2012.0,WI,3070,1500,1310,250,1950,5310,1090,0,0,0,0,0,290,1160,142743,3060,145246,2250,86134,1070,971,660,2822,610,2220,370,337,540,4664,560,6276,540,7127,840,17857,30,240,994,650,7905,200,7437,730,2503,70,15,0,0,120,760,90,326,200,161,0,0,0,0,620,13841,60036,220,2310,500,3411,100,91,590,2201,40,10,620,5848,400,2245,0,0,0,0,30,28,0,0,430,1293,140,1251,30,185,2310,92772,2320,15267,30,165,210,143,820,801,170,18,60,19,150,156,230,50,330,438,80,21,380,1008,390,2290,400,2407,130,87,2820,19407,510,853,390,706,190,231,140,119,160,100,2160,14254,2330,15637,0,0,30,173,590,2055,2220,4769
jackson,288.0,6147.0,3.0,0.0,666.0,WI,9590,4710,3800,1010,6180,17550,5040,170,0,170,0,70,990,2660,440976,9570,449808,7500,310320,3360,3432,1720,6347,1620,4265,1220,1445,1230,11022,1380,15795,1040,13254,2030,41428,590,530,2041,1490,17266,440,24318,2140,8832,160,38,0,0,240,1528,180,776,770,713,60,104,120,3051,2000,40868,207501,520,4523,1770,11165,210,157,1760,6390,130,84,2000,18311,1420,7517,30,44,0,0,120,123,30,105,1370,5145,500,4599,110,1090,7400,297193,7420,49577,220,707,290,245,2880,3071,340,53,290,166,460,495,940,166,1500,1970,200,166,990,2386,500,2916,560,3138,290,198,8980,63268,1560,3237,1260,2826,930,1227,350,321,220,163,6800,46446,7270,49672,50,69,90,276,1760,5331,7220,17450
jefferson,13758.0,0.0,1982.0,0.0,0.0,WI,41440,20060,17380,3640,22170,78170,22680,590,140,450,50,180,3740,10850,2290701,41330,2326942,35050,1756326,15660,12593,8820,35979,8280,28630,9120,8707,5150,62574,7480,51929,5730,75344,8590,161409,980,1780,6571,6370,83906,2070,85876,10160,36241,920,231,210,2959,1200,7843,880,4088,4140,4391,410,813,430,4263,13920,281147,1382460,3100,30701,12360,71750,1340,1025,12920,54637,1060,740,13900,130532,10940,65808,280,878,330,184,1630,1753,200,546,10640,34378,2390,14414,330,3505,33300,1548707,33140,254460,570,2510,1020,846,13630,15824,2140,266,1600,796,2560,2963,2970,545,7070,9660,930,262,4210,12688,1650,5857,1890,6389,1320,813,39070,311117,4880,9977,4050,8731,3250,4390,2050,1925,730,544,30660,238635,32170,255030,330,370,410,941,7670,24501,31360,74833
juneau,923.0,5942.0,9.0,0.0,1811.0,WI,12420,6100,4970,1240,7900,22820,6210,390,30,360,0,290,1300,3760,544476,12380,553791,9910,400773,3440,3087,2020,6065,1870,4432,1620,1575,1510,12968,1840,12071,1490,17883,2830,56093,560,680,2384,2020,23516,560,20808,2520,9315,220,58,0,0,330,1990,200,894,860,816,60,108,90,2097,2650,54141,240926,800,7491,2290,12011,330,256,2380,8443,160,82,2630,21025,1930,10551,60,157,40,8,260,269,30,50,1790,6607,580,4250,160,2503,9220,351481,9190,55577,110,420,340,300,3440,3657,400,34,300,165,550,608,1030,204,1810,2397,260,91,1220,3091,530,2178,610,2411,480,298,11440,73968,2150,4701,1800,4110,1290,1681,480,418,220,136,8410,51830,9020,55965,60,87,80,116,2030,6578,9490,22916
kenosha,27346.0,0.0,3772.0,0.0,43929.0,WI,81490,41070,29430,10230,40640,152660,48540,2170,1110,1070,290,620,9930,18400,4661839,81280,4715743,69440,3647484,23330,19938,15030,58648,14170,47242,17910,17876,8550,86584,11720,111687,8290,121156,17110,351828,310,3390,14576,10690,138948,3530,144730,17760,53904,2100,532,250,4216,1260,9460,1320,5963,7630,8159,870,2020,300,4315,26950,576039,3012737,5080,45808,24620,162971,1860,1677,24950,121962,2340,1507,26900,291670,21520,134653,500,1538,810,365,3420,4030,380,1078,21600,69000,4760,27527,600,7094,63260,3183062,62990,562984,1700,7690,1910,1950,24460,26709,3370,949,3240,1620,5120,5933,4870,824,12520,15831,1760,475,6570,16456,3560,16645,3970,18335,2430,1546,77500,685358,12580,28654,10860,25641,8300,10897,4520,4223,1150,860,58010,534735,60950,559467,1140,1573,1150,1809,13160,51624,64460,167552
kewaunee,3418.0,0.0,2.0,7232.0,0.0,WI,10110,4620,4640,780,7000,19340,5480,40,0,40,0,70,530,2880,534049,10090,544530,8290,402889,4400,3854,2840,8492,2680,6747,1890,1814,1370,12219,2370,23928,1600,21258,1970,34887,660,470,1547,1590,20508,620,19748,2510,10481,230,60,40,498,380,2213,270,1309,760,713,70,150,160,2465,2780,52545,273047,680,7154,2450,13967,270,193,2570,8543,130,65,2770,23340,2060,10717,70,162,80,8,230,222,50,82,2260,6812,580,3739,70,497,8130,366722,8020,58189,120,530,350,325,3490,3953,670,46,410,221,620,718,850,176,1730,2475,270,127,1150,3007,610,3026,680,3173,260,170,9430,72259,1110,2231,880,1892,700,972,470,474,310,278,7450,54231,7920,57966,50,51,100,110,1880,6361,7570,18390
la crosse,0.0,46541.0,22.0,0.0,0.0,WI,56350,29840,21650,4420,29500,100910,27400,1670,70,1600,0,340,5010,14760,3366658,56230,3419844,47140,2396502,22580,27300,12670,72431,11850,55055,11140,14871,6310,81158,11020,101644,7500,122666,11690,236410,760,2130,8035,8590,118201,2850,223907,15290,53186,1390,354,250,3813,1290,9012,1280,5616,7490,7814,860,1768,390,9591,16960,393984,2087686,3590,39402,15290,122852,1450,1178,15470,71366,1390,764,16920,197861,12580,70572,310,790,370,146,1840,1594,390,1283,13430,59688,3480,23273,390,5252,45650,2345562,45420,433780,1310,8928,1460,1300,18900,22518,3760,1330,2780,1430,4280,4528,4280,783,8240,11446,1290,571,5110,13194,2490,11915,2740,12846,1520,916,53290,512821,6730,13232,5650,11647,3800,5118,3270,2972,1000,712,42220,411308,43990,431161,830,1183,1050,2530,10040,38025,43000,103734
lafayette,0.0,3616.0,0.0,3474.0,0.0,WI,8070,3700,3590,740,5840,16290,5250,120,0,120,0,70,490,2410,370645,8050,380085,6440,270612,3090,3833,1540,5878,1430,4862,1090,1155,1310,14372,1610,24037,960,9622,1550,27080,1220,370,1174,1200,14350,680,18417,2380,9440,190,49,40,760,430,2256,230,1218,710,643,60,148,270,1545,1710,32413,164688,460,5692,1470,8490,220,147,1530,5260,80,26,1710,14075,1170,6349,20,61,0,0,110,99,20,61,1200,3647,370,2477,30,246,6010,254925,5940,40420,80,307,270,194,2500,2861,330,17,280,162,420,516,670,150,1340,1901,140,35,1290,3535,500,2294,540,2396,250,153,7280,47852,1110,2385,860,1941,770,1104,340,332,230,193,5370,37510,5930,41760,30,46,60,326,1700,8149,5670,13448
langlade,3022.0,0.0,0.0,0.0,6844.0,WI,9630,4530,4190,840,6050,17620,4440,260,0,260,0,120,960,3230,434919,9610,443917,7540,300943,4260,3654,1750,7285,1650,5763,1260,1334,1360,15521,1610,12592,1490,18130,2220,42704,330,560,1967,1760,20713,540,20941,2310,8998,190,45,50,890,320,1779,370,1608,640,610,80,174,110,841,1990,41546,200253,610,5212,1730,10424,240,205,1800,6133,110,50,1990,17130,1350,6668,70,81,40,12,140,115,50,130,1490,5703,540,4714,90,596,7030,281282,7030,45452,110,564,370,332,2780,2847,460,248,230,107,410,448,920,219,1270,1614,190,51,1050,3000,690,4040,760,4272,350,208,8830,59141,1650,3360,1380,2959,880,1155,370,325,320,241,6390,42607,6910,46318,70,83,90,156,1660,5017,7130,16364
lincoln,5406.0,0.0,0.0,0.0,9040.0,WI,14190,6590,6310,1180,8900,25970,6470,290,0,290,0,120,1130,4350,726005,14150,737352,11410,528065,4630,3867,2670,7677,2520,5955,2440,2261,1770,22218,2440,13332,2010,27331,3510,71167,330,1040,3101,2570,30932,610,28694,3190,11347,230,57,40,625,420,2293,350,1578,1070,979,100,210,60,1557,3780,75368,369394,1010,9588,3340,19152,360,284,3440,11889,200,86,3780,32378,2730,14487,90,202,30,5,260,241,70,73,2650,8424,820,6726,120,1540,11160,484813,11150,80011,120,484,620,658,4170,4362,560,76,470,226,740,843,1060,213,2090,2759,330,85,1440,4046,960,5339,1050,5902,460,289,13180,100677,1900,3863,1540,3375,1030,1312,610,562,370,253,10440,75508,10970,80827,80,197,90,147,2650,8430,10650,26905
manitowoc,13210.0,0.0,0.0,0.0,22223.0,WI,40140,19480,16980,3400,23020,73990,20190,430,120,310,20,220,3130,11590,2342891,40050,2377945,33010,1576392,14890,17473,9120,41998,8450,33893,6920,7609,4220,43021,7860,285218,6240,87869,8760,147012,1110,2140,7283,6500,78790,1830,80927,8780,35054,800,202,160,2388,980,6773,850,4161,3410,3398,380,828,380,7547,10080,209749,1301924,2670,27492,8940,64846,950,653,9190,33881,690,445,10040,101818,7260,35755,200,468,140,43,1060,984,200,1434,7760,34155,1940,13700,310,3375,31490,1663509,31330,288607,440,2487,1280,1136,12770,13841,2100,341,1300,581,2320,2705,3630,694,6000,8240,1020,358,3350,9201,2120,9491,2340,10316,1030,613,37470,358668,5080,10636,4250,9399,3120,4275,1860,1754,850,666,29090,283291,30480,296267,290,606,400,9623,6540,22220,31020,77548
marathon,24284.0,0.0,0.0,0.0,43492.0,WI,67740,32730,28700,5730,36360,127940,37010,1770,90,1690,0,440,5780,17480,4088757,67580,4160145,56860,2979684,26320,26576,13700,69443,12840,55919,12330,15053,7980,108647,12040,140332,9080,130942,13190,246748,2070,2680,8531,9790,128080,3490,287845,16950,71388,1410,361,320,5354,1900,12577,1680,7457,6650,6396,650,1505,530,14990,18920,420249,2430487,4200,38843,17140,138863,1520,1253,17460,73694,1270,815,18880,219215,13980,75982,380,1121,350,122,1710,1661,430,1600,14820,61164,3380,24815,690,7349,54000,2874046,53750,543601,1250,7147,2300,2171,22300,27569,3350,807,2870,1492,4310,4998,5890,1148,10830,14908,1490,424,6590,19964,3730,18127,4140,19779,2110,1294,63580,645320,8650,17883,7210,15748,5400,7648,3480,3222,1580,1262,49670,518718,52090,546995,970,2003,1100,5287,12130,52236,51310,134096
marinette,6199.0,0.0,3.0,13210.0,0.0,WI,20140,9520,8620,1820,12030,36580,9090,400,110,290,40,250,1860,6330,937060,20060,951473,15990,672770,6510,5663,3730,12683,3460,9561,2710,2489,2400,24781,3130,29474,3030,41720,4800,87213,390,1330,4218,3580,40337,820,23387,4360,14413,370,91,60,990,520,3006,430,1899,1560,1488,140,294,150,1890,4360,86786,418656,1290,11561,3780,21794,520,428,3970,12350,330,149,4350,35452,3120,15747,130,331,60,40,400,381,100,141,3210,10868,1000,7468,140,2081,15170,616207,15190,99836,170,913,820,742,5730,5735,820,86,430,198,900,992,1640,341,2790,3750,490,123,1870,5038,1400,6443,1540,6983,710,437,18750,129554,3240,6572,2650,5667,1740,2179,750,669,560,396,14110,94114,15050,101093,90,127,160,565,3250,10271,15580,37047
marquette,2790.0,0.0,0.0,0.0,4096.0,WI,7760,3680,3380,650,4650,14210,3540,380,0,380,0,50,610,2760,358167,7730,364377,5850,244238,2830,2635,1340,4061,1250,2800,1300,1500,1120,7982,1220,7602,1170,14776,2080,41602,350,470,1633,1500,16908,390,25367,1590,6210,120,33,0,0,200,1135,160,710,460,432,50,107,50,1795,1980,40187,183600,600,4666,1690,9161,250,210,1840,6853,120,41,1970,16607,1450,8020,50,227,40,12,180,189,20,22,1420,6514,430,3699,80,652,5680,237900,5680,40699,60,196,230,168,2080,2063,270,19,120,61,300,308,640,128,1030,1425,180,43,790,1809,430,1890,440,1967,310,204,7020,54507,1150,2414,920,2045,630,837,250,232,180,135,5280,38612,5660,41062,30,45,50,75,1430,3697,5660,14041
menominee,830.0,0.0,0.0,346.0,0.0,WI,1820,750,470,580,870,3860,1640,350,350,0,140,260,340,400,62275,1820,62579,1660,46125,260,154,130,423,110,277,100,103,110,369,120,636,130,2778,300,5050,0,120,346,230,2979,0,0,190,304,30,8,0,0,0,0,0,0,60,66,0,0,0,0,160,3730,15628,60,329,140,789,20,15,140,793,0,0,160,1665,100,613,0,0,0,0,0,0,0,0,140,396,40,240,0,0,1160,33215,1180,4879,0,0,0,0,580,479,30,0,0,0,30,25,300,52,360,389,0,0,90,64,20,132,30,166,0,0,1790,9503,790,2100,740,2022,540,681,0,0,0,0,930,4398,990,4584,0,0,0,0,160,225,1630,5229
milwaukee,45566.0,220181.0,69437.0,0.0,34532.0,WI,439410,239580,120610,74570,198630,813830,278300,11910,6930,4960,2580,6610,66620,94000,24199215,437900,24519716,375080,18020623,111000,155483,73190,525913,68360,434695,75800,82456,50100,607724,58400,1282215,41740,624915,79030,1652859,270,15030,58479,51240,692359,13340,902242,104930,320501,10530,2602,1910,38713,6780,44616,6270,25492,49010,55578,5350,13607,870,25111,118510,2727658,14566111,23530,228346,107870,820218,8150,6553,104130,571346,12450,7463,118130,1425120,86500,490742,2010,7239,2350,1032,14870,15715,2200,14675,95600,441999,21760,146206,3770,37746,332330,16573587,331570,3124514,8340,55323,11740,9272,132420,148750,21200,18621,14920,6701,28310,30840,29780,4995,64220,73225,7260,2086,39830,107450,19500,73564,21740,82809,14020,8718,418570,3888872,92450,243915,82620,220098,67040,92808,26120,24177,6970,4222,295450,2983644,316690,3150333,6040,13933,6390,29049,76090,301922,343130,945106
monroe,706.0,12180.0,32.0,0.0,1530.0,WI,21660,10250,9040,2120,13310,42180,13020,570,160,410,0,190,1990,5810,1072904,21630,1091191,17710,777373,7260,8078,4040,14053,3690,11013,3140,3447,2790,26522,3630,49529,2440,29520,5030,110007,1350,1120,3360,3170,35522,1060,44496,5140,18287,390,97,50,849,500,3081,480,2196,1920,1942,200,338,240,4484,5000,98731,510938,1110,11315,4410,26418,480,354,4480,15881,380,217,4990,43505,3720,20312,100,245,40,14,420,406,90,144,3670,14765,1010,7536,170,1595,16810,715290,16700,116167,220,1028,500,485,6920,8125,860,172,870,495,1150,1192,2020,370,3790,5205,440,260,2150,5031,920,5239,1020,5614,760,495,20220,144512,3230,7167,2660,6260,2230,3129,870,786,430,321,15230,108062,16210,115108,90,118,170,723,3740,14173,16570,40211
