County,D0,D1,OTHER0,R0,R1,STATE,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A00101,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N09600,A09600,N07100,A07100,N07180,A07180,N07220,A07220,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
champaign,5005.0,6565.0,700.0,10541.0,12188.0,OH,18360.0,7430.0,7340.0,2100.0,10310.0,35820.0,11370.0,825937.0,15320.0,621167.0,5390.0,4454.0,2840.0,8672.0,2560.0,6916.0,2430.0,19137.0,840.0,1790.0,14718.0,1660.0,19345.0,4300.0,83802.0,1130.0,5598.0,2330.0,23124.0,50.0,745.0,4270.0,369211.0,73044.0,3840.0,18503.0,360.0,357.0,3780.0,8118.0,4260.0,27277.0,3480.0,22139.0,2970.0,11254.0,14100.0,530366.0,150.0,939.0,5550.0,6561.0,540.0,238.0,3350.0,4426.0,320.0,200.0,3280.0,7377.0,2850.0,6602.0,2180.0,2882.0,12720.0,76447.0,13660.0,82398.0,2680.0,10834.0,14890.0,38256.0
clark,0.0,30599.0,0.0,30220.0,41477.0,OH,63830.0,27590.0,22680.0,9710.0,28760.0,122520.0,40030.0,2799795.0,52410.0,1991241.0,18110.0,18308.0,9020.0,38603.0,8100.0,29707.0,7260.0,77830.0,770.0,6160.0,34668.0,6000.0,67232.0,16230.0,362310.0,4150.0,21796.0,8790.0,86821.0,200.0,4007.0,14640.0,1333010.0,266610.0,12870.0,63698.0,1390.0,1662.0,13170.0,33707.0,14550.0,101437.0,11770.0,72906.0,10840.0,44047.0,47230.0,1774894.0,520.0,3194.0,18200.0,19370.0,1760.0,698.0,10160.0,12443.0,1260.0,482.0,13240.0,30925.0,11900.0,28285.0,9200.0,12181.0,42170.0,271353.0,45000.0,287525.0,8200.0,27840.0,53110.0,133643.0
clermont,25911.0,29834.0,0.0,121243.0,0.0,OH,95440.0,40420.0,38390.0,9790.0,45880.0,186320.0,59970.0,5472304.0,81700.0,4184942.0,28400.0,26148.0,21120.0,91190.0,19590.0,70650.0,13110.0,174853.0,860.0,14900.0,117858.0,10030.0,168320.0,19270.0,379509.0,6710.0,40412.0,11700.0,134062.0,550.0,9033.0,32940.0,3595870.0,659964.0,29750.0,167822.0,2520.0,2812.0,30280.0,104854.0,32830.0,278333.0,28160.0,208661.0,25250.0,85185.0,75650.0,3763935.0,2510.0,12510.0,30110.0,36998.0,3440.0,1783.0,16680.0,22242.0,1820.0,915.0,14340.0,31267.0,12430.0,27429.0,9590.0,12053.0,69140.0,636059.0,73550.0,667208.0,15710.0,63634.0,75740.0,191189.0
clinton,5136.0,5730.0,0.0,11211.0,12095.0,OH,18930.0,7690.0,7610.0,2320.0,10580.0,37610.0,12210.0,962961.0,15570.0,609727.0,5580.0,5777.0,2590.0,13399.0,2390.0,9744.0,2630.0,28957.0,770.0,2040.0,26652.0,1710.0,20599.0,4340.0,88375.0,1590.0,8714.0,2310.0,22960.0,80.0,1619.0,4230.0,498401.0,81781.0,3720.0,20073.0,410.0,464.0,3710.0,8194.0,4220.0,31645.0,3390.0,23354.0,2970.0,11926.0,14130.0,653223.0,190.0,922.0,5400.0,6775.0,410.0,198.0,3310.0,4259.0,290.0,121.0,3940.0,8764.0,3430.0,7728.0,2590.0,3402.0,12620.0,114610.0,13740.0,121877.0,3030.0,16762.0,15070.0,38107.0
columbiana,21127.0,20382.0,0.0,21884.0,23903.0,OH,48380.0,20830.0,19220.0,5410.0,26770.0,92210.0,27710.0,2192674.0,40840.0,1517801.0,12800.0,12969.0,7810.0,38798.0,6960.0,32278.0,6260.0,62635.0,1050.0,5120.0,54113.0,4770.0,52552.0,10610.0,185749.0,3970.0,20728.0,6160.0,61370.0,120.0,1956.0,8300.0,863324.0,153743.0,7320.0,41909.0,830.0,931.0,7280.0,15123.0,8260.0,58863.0,6260.0,37414.0,5880.0,21618.0,36540.0,1437132.0,480.0,2507.0,13630.0,14858.0,830.0,332.0,7730.0,9871.0,810.0,291.0,9230.0,19844.0,8110.0,17925.0,5650.0,7176.0,32970.0,226165.0,35270.0,237369.0,7180.0,34236.0,39170.0,94357.0
coshocton,5842.0,6457.0,0.0,8037.0,9317.0,OH,16050.0,6750.0,6730.0,1560.0,9120.0,31630.0,9820.0,630539.0,13050.0,450303.0,4320.0,4570.0,2490.0,9972.0,2290.0,7376.0,2390.0,25702.0,980.0,1940.0,12261.0,1750.0,21829.0,3540.0,63914.0,1640.0,8326.0,2030.0,19610.0,50.0,497.0,2480.0,212652.0,43290.0,2090.0,9023.0,330.0,335.0,2130.0,4267.0,2460.0,13967.0,1750.0,10304.0,1730.0,6814.0,11710.0,383835.0,100.0,429.0,4530.0,4757.0,190.0,73.0,2540.0,3201.0,230.0,80.0,3390.0,7430.0,2980.0,6667.0,2080.0,2782.0,10460.0,53496.0,11310.0,57734.0,2150.0,7100.0,13050.0,32243.0
crawford,6439.0,7197.0,1113.0,11168.0,11059.0,OH,20550.0,8780.0,7760.0,2280.0,11820.0,38380.0,11390.0,802896.0,16860.0,565340.0,6340.0,6803.0,3500.0,12335.0,3200.0,9747.0,2410.0,20664.0,610.0,2390.0,11235.0,2250.0,23425.0,5220.0,90076.0,1910.0,9466.0,2920.0,27625.0,60.0,874.0,3580.0,280906.0,58464.0,3020.0,13892.0,450.0,476.0,3110.0,5757.0,3560.0,20365.0,2510.0,13519.0,2530.0,9520.0,15270.0,491056.0,110.0,515.0,5750.0,6089.0,340.0,149.0,3320.0,4087.0,380.0,193.0,4080.0,8875.0,3620.0,8101.0,2580.0,3151.0,13660.0,67725.0,14620.0,73812.0,2890.0,11878.0,16680.0,38738.0
cuyahoga,20923.0,797772.0,8772.0,223326.0,62303.0,OH,627200.0,317010.0,168050.0,105320.0,308640.0,1109360.0,359120.0,35740568.0,517900.0,24641527.0,195090.0,381229.0,128470.0,1134746.0,117520.0,901352.0,85300.0,1160508.0,330.0,95510.0,2019298.0,64500.0,1067061.0,127130.0,2704678.0,36880.0,216157.0,73390.0,832836.0,4050.0,97180.0,196310.0,24606617.0,4678803.0,174280.0,1420989.0,17200.0,19903.0,172400.0,810293.0,195480.0,2290622.0,147890.0,931871.0,161040.0,764635.0,468320.0,25002555.0,20180.0,161603.0,177690.0,214322.0,20020.0,10325.0,79470.0,94576.0,10760.0,3027.0,126530.0,306992.61,113340.0,272962.0,80680.0,99698.0,421090.0,4719424.0,457050.0,4924366.0,97000.0,407627.0,495070.0,1291829.0
darke,0.0,6649.0,0.0,17204.0,20496.0,OH,25140.0,10330.0,10060.0,2190.0,15910.0,48330.0,14970.0,1113907.0,20470.0,774221.0,7870.0,10830.0,4710.0,16707.0,4370.0,12231.0,3600.0,36701.0,1600.0,3700.0,38772.0,2730.0,25929.0,5950.0,94102.0,1600.0,7977.0,3290.0,32334.0,110.0,1363.0,4990.0,466044.0,90141.0,4450.0,25262.0,490.0,515.0,4370.0,7848.0,4970.0,33924.0,3630.0,20720.0,3460.0,14167.0,19180.0,717393.0,230.0,1448.0,8000.0,9176.0,630.0,271.0,4440.0,6154.0,530.0,384.0,4090.0,8662.0,3450.0,7652.0,2730.0,3755.0,17240.0,105711.0,18580.0,115621.0,4090.0,19478.0,19410.0,46785.0
defiance,6550.0,7314.0,690.0,9566.0,10715.0,OH,18690.0,7830.0,7450.0,1980.0,11150.0,35800.0,10950.0,857970.0,15790.0,606517.0,5750.0,6995.0,3520.0,9038.0,3070.0,6323.0,2260.0,22305.0,770.0,2490.0,19154.0,2000.0,21254.0,4880.0,96896.0,1410.0,6285.0,2780.0,27983.0,70.0,719.0,4040.0,372853.0,71974.0,3550.0,18233.0,430.0,422.0,3620.0,7679.0,4030.0,27398.0,3040.0,16857.0,3080.0,12863.0,14480.0,555972.0,180.0,1041.0,5700.0,6810.0,510.0,226.0,3270.0,4373.0,390.0,184.0,3160.0,6838.0,2770.0,6253.0,2040.0,2650.0,13090.0,82626.0,13970.0,88358.0,2700.0,11135.0,15090.0,38030.0
