D0,D1,OTHER0,R0,R1,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A00101,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N09600,A09600,N07100,A07100,N07180,A07180,N07220,A07220,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902,TOTAL_VITA,VITA,TCE,N02650,A02650,N00700,A00700,N26270,A26270,N02900,A02900,N03220,A03220,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N05800,A05800,N05780,A05780,N07300,A07300,N07230,A07230,N07240,A07240,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N10960,A10960,N11560,A11560,N85530,A85530,N85300,A85300,VITA_EIC,RAL,RAC,ELDERLY,N17000,A17000,N18800,A18800,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N20800,A20800,N21020,A21020,ELF,CPREP,DIR_DEP,N01750,A01750,N04450,A04450,N04100,A04100,N04200,A04200,N18460,A18460,N20950,A20950,N04475,A04475,N07225,A07225,N11900,A11900,N12000,A12000,VRTCRIND,N02910,A02910,N11450,A11450,N10970,A10970,N10971,A10971,N10973,A10973
11.618707891611097,13.919673256525547,11.638720761014536,12.721996252469493,11.574218098910992,0.0,14.033746084605896,4.219507705176107,13.11797375710277,0.0,0.0,0.0,16.551742173014702,0.0,15.241475771294272,0.0,0.0,4.709530201312334,14.29377745220316,8.16735198705607,14.308444271850385,0.0,13.6393245401964,0.0,9.078407700715356,15.357531356752675,7.537430036586509,12.583313160943264,8.916103530553727,13.317025146282889,0.0,0.0,9.06207235530708,12.387960775074774,6.021023349349527,9.010913347279288,0.0,18.64227474333084,0.0,6.021023349349527,13.545128637823193,0.0,0.0,0.0,9.112837790614945,0.0,13.56348773597464,0.0,0.0,0.0,13.227265588056458,0.0,16.4106340622846,7.497207223203318,11.42131443486749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1316985104669115,0.0,0.0,9.929886026390658,14.950841393515415,9.196545660953994,14.965539716717476,10.174392167248598,12.677453451033209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.418318038177151,10.35685354062884,8.031060180240619,11.000415089473368,11.18749998760779,7.242797922793756,11.816136339039636,0.0,10.651596291170048,0.0,0.0,0.0,13.91612121086323,7.589841512182657,13.178138612871743,0.0,0.0,6.548219102762372,10.880384082520141,7.126087273299125,10.853947800180379,0.0,9.990444761392025,0.0,7.259819610363186,11.926848040991066,6.511745329644728,9.782956995898381,7.568379267836522,11.655284033192654,0.0,0.0,7.741533589281828,10.823331962609581,4.04305126783455,6.6052979209482015,0.0,16.643259942922967,0.0,0.0,11.081203646708584,0.0,0.0,0.0,0.0,0.0,10.855589345145901,0.0,0.0,0.0,9.981281579976148,7.785305182539862,13.733364055532277,0.0,8.238536930171769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.568344503761097,7.529943370601589,4.90527477843843,0.0,0.0,0.0,8.485496104672983,12.19821686956459,8.224967478914584,12.208953491904563,8.18757739559151,10.085183913936165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.549660381553739,10.217202802034725,0.0,0.0,10.003785273851491,0.0,9.128045129249353,0.0,0.0,0.0,11.619661034807589,0.0,10.675769336259801,0.0,0.0,0.0,8.837100411162755,3.044522437723423,8.854093907655518,0.0,7.787382026484701,2.6390573296152584,5.318119993844216,10.126511096649761,4.1588830833596715,7.490529402060711,5.68697535633982,9.536329278582551,0.0,0.0,6.115892125483034,8.973097896282471,2.302585092994046,6.317164686747284,0.0,14.200249011994975,0.0,0.0,8.596743470174246,0.0,0.0,0.0,0.0,0.0,8.512180649592693,0.0,0.0,0.0,7.53955882930103,0.0,11.583281407054221,0.6931471805599453,5.857933154483459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666956792429207,3.58351893845611,6.710523109452428,0.0,0.0,5.087596335232384,10.069722070677152,0.0,10.095924443071176,5.730099782973574,8.987571750367046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.033206247506975,9.441610810502,7.039660349862076,9.688436171119255,12.163253867096502,6.008813185442595,12.281040961767479,4.795790545596741,10.767010218871627,7.493317248862145,0.0,0.0,14.99461714463135,7.499423290592229,13.997876280449576,0.0,0.0,6.885509670034818,12.382858072866235,7.637716432664798,12.340918174299427,0.0,10.744515799909736,0.0,8.016317898503415,14.237810495115985,7.301147805856032,11.370555123678502,7.6638772587034705,11.985737646538002,0.0,0.0,7.829232537543592,11.260764964585526,4.736198448394496,8.635687085464026,0.0,17.3356385535999,0.0,6.12029741895095,12.092523135843262,0.0,0.0,0.0,0.0,0.0,12.083074158018162,0.0,0.0,0.0,10.828143200741911,8.286269452783065,15.018833551208713,5.8522024797744745,9.889946281969461,0.0,0.0,6.234410725718371,5.793013608384144,0.0,0.0,0.0,0.0,0.0,7.895063498091573,0.0,7.719573989259581,0.0,0.0,8.765614549914716,13.456720521650993,8.585038738311304,13.470083546759255,8.697679732264463,11.2914804702916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.309265862728706,0.0,0.0,0.0,11.454448535211252,6.2766434893416445,11.49292681846354,2.0794415416798357,10.548494357768138,8.23031079913502,0.0,0.0,13.891055782490092,7.050989447068045,12.898534591370424,0.0,0.0,6.2878585601617845,10.905203403958541,6.78105762593618,10.876479927279586,5.676753802268282,9.813781639451635,0.0,7.455876687491824,12.903978485688299,6.432940092739179,10.383843659485919,7.2456550675945355,11.137548145379286,0.0,0.0,7.29505641646263,10.456884040657634,2.9444389791664403,7.036148493750536,0.0,16.32598918968163,0.0,0.0,10.819538255605675,0.0,0.0,0.0,0.0,0.0,10.718476188879958,0.0,0.0,0.0,9.628590074443766,7.501082124259871,13.808422496905886,4.48863636973214,8.783242963740905,0.0,0.0,5.659482215759621,5.4638318050256105,0.0,0.0,0.0,0.0,6.466144724237619,8.180241319788543,6.126869184114185,8.15507488781144,0.0,0.0,8.305236829492593,12.232967708992819,8.146998697389993,12.248451827005258,7.845024417241484,10.620644185556426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.802425883228793,0.0,0.0,0.0,11.878151741818717,0.0,11.88916771440149,0.0,10.705264897621522,0.0,0.0,0.0,15.281473402898532,7.352441100243583,14.197555543523096,0.0,0.0,5.236441962829949,12.526589701075528,6.297109319933935,12.514949757774701,0.0,11.431021025348743,0.0,7.633853559681768,14.401050255881342,7.149131598557407,11.73254280650788,7.4360278163518485,11.80365289560797,0.0,0.0,7.575584651557793,10.857151137475086,3.828641396489095,7.718240951959316,0.0,17.228287108219366,12.1536418623422,0.0,12.119582950622599,0.0,0.0,0.0,0.0,0.0,12.022588413090768,0.0,0.0,0.0,12.253833708928434,8.14902386805177,15.139995204697847,5.560681631015528,9.846811375342572,0.0,8.927446816256198,5.488937726156687,5.393627546352362,0.0,0.0,0.0,0.0,0.0,7.955074273262696,0.0,7.923710333969238,0.0,0.0,8.543445562560303,13.643892711528204,8.288785810426928,13.651969930239986,8.482808764554406,11.637953304653513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.913396123923341,0.0,0.0,0.0,11.201988412705349,0.0,11.099377780668709,0.0,9.651172623921639,0.0,0.0,0.0,13.070210766541688,0.0,12.564970117822003,0.0,0.0,5.220355825078324,10.906139450058326,5.968707559985366,10.881588085976597,4.30406509320417,10.0176640925984,0.0,6.8679744089702925,9.917094555942345,5.886104031450156,9.3729692954244,6.835184586147301,10.657941475156765,0.0,0.0,7.0326242610280065,10.163965423497029,0.0,0.0,0.0,15.93184113019091,0.0,0.0,10.39372263868611,0.0,0.0,0.0,0.0,0.0,10.304308560150634,0.0,0.0,0.0,9.18840146445743,0.0,13.089935222504943,0.0,7.85243908535751,0.0,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,7.10085190894405,0.0,7.069023426578259,0.0,0.0,7.367708572374371,11.71752208027786,7.321849713788356,11.737316238179753,7.476472381163905,9.683775606523614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.94879547024067,0.0,0.0,0.0,10.116903948091755,6.79794041297493,9.973479924356162,4.127134385045092,8.725832056527565,6.202535517187923,6.762729506931879,5.916202062607435,12.127002381546637,6.740519359606223,11.564245758993286,0.0,0.0,5.220355825078324,8.891786635857315,5.575949103146316,8.846353043314327,4.532599493153256,8.782783017393202,0.6931471805599453,5.991464547107982,10.347243454377015,3.784189633918261,8.0702808933939,5.8888779583328805,9.869465303921691,0.0,0.0,5.932245187448011,8.93075873555827,2.9444389791664403,5.8944028342648505,0.0,14.867183219163234,0.0,3.6635616461296463,9.331406899955626,0.0,0.0,0.0,7.444833273892193,0.0,9.507031738585551,0.0,0.0,0.0,7.650644551436897,6.42648845745769,12.027394443651017,2.8903717578961645,6.899723107284872,0.0,0.0,3.713572066704308,4.30406509320417,0.0,0.0,0.0,0.0,5.375278407684165,6.949856455000773,5.123963979403259,6.879355804460439,0.0,0.0,6.733401891837359,10.424095176156737,6.650279048587422,10.451926829595399,6.373319789577012,8.498214224818435,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5740450053721995,0.0,5.225746673713202,7.072421900537371,0.0,0.0,6.927557906278317,0.0,6.579251212010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,4.248495242049359,0.0,0.0,0.0,0.0,2.5649493574615367,4.804021044733257,0.0,0.0,0.0,9.975994243322877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,2.4849066497880004,0.0,3.091042453358316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.008958312443486,0.0,7.168579897264035,8.995412975433313,0.0,0.0,8.846496938558838,0.0,7.8160138391590275,0.0,0.0,0.0,10.02787097982616,3.713572066704308,9.392828581549459,0.0,0.0,0.0,7.932721027481948,0.0,7.9208096792886,0.0,7.485491608030754,2.3978952727983707,4.110873864173311,7.241366283322318,1.791759469228055,0.0,4.276666119016055,8.347590407030058,0.0,0.0,4.836281906951478,7.814803429489359,0.0,0.0,4.060443010546419,12.410045609768696,7.753194269884341,4.290459441148391,7.351799869057777,0.0,2.995732273553991,3.258096538021482,5.66988092298052,4.0943445622221,7.540090320145325,0.0,0.0,1.791759469228055,6.2878585601617845,0.0,9.572062557136428,0.0,4.59511985013459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,3.713572066704308,0.0,0.0,4.454347296253507,7.569411792450712,3.713572066704308,7.624130585661289,3.332204510175204,6.51025834052315,0.0,5.7745515455444085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
