County,D0,D1,OTHER0,R0,R1
adams,13291.0,0.0,0.0,25596.0,0.0
bedford,3489.0,0.0,0.0,15311.0,0.0
blair,12497.0,0.0,0.0,30851.0,0.0
cambria,18579.0,0.0,0.0,9172.0,21683.0
cumberland,46726.0,0.0,0.0,10977.0,46840.0
franklin,15634.0,0.0,0.0,39116.0,0.0
fulton,888.0,0.0,0.0,4387.0,0.0
huntingdon,4246.0,0.0,0.0,11570.0,0.0
somerset,6963.0,0.0,0.0,21572.0,0.0
westmoreland,59841.0,0.0,0.0,85605.0,0.0
allegheny,0.0,146310.0,0.0,0.0,102697.0
beaver,0.0,32821.0,0.0,0.0,35108.0
butler,3996.0,4031.0,774.0,0.0,14843.0
armstrong,7521.0,0.0,0.0,0.0,16760.0
cameron,527.0,0.0,0.0,0.0,1242.0
centre,32635.0,0.0,0.0,0.0,15284.0
clarion,3847.0,0.0,0.0,0.0,9958.0
clearfield,7367.0,0.0,0.0,0.0,19476.0
elk,3584.0,0.0,0.0,0.0,7712.0
forest,564.0,0.0,0.0,0.0,1364.0
indiana,11211.0,0.0,0.0,0.0,18053.0
jefferson,3358.0,0.0,0.0,0.0,12214.0
mckean,3489.0,0.0,0.0,0.0,9064.0
venango,5935.0,0.0,0.0,0.0,12544.0
warren,4770.0,0.0,0.0,0.0,9660.0
berks,0.0,0.0,0.0,0.0,0.0
montgomery,28508.0,0.0,0.0,7870.0,16592.0
chester,0.0,0.0,0.0,0.0,0.0
carbon,0.0,0.0,0.0,0.0,0.0
columbia,0.0,0.0,0.0,0.0,0.0
lebanon,0.0,0.0,0.0,0.0,0.0
luzerne,0.0,0.0,0.0,41856.0,0.0
montour,0.0,0.0,0.0,0.0,0.0
northumberland,5637.0,0.0,0.0,0.0,0.0
schuylkill,0.0,0.0,0.0,0.0,0.0
bradford,5735.0,0.0,0.0,0.0,0.0
clinton,4631.0,0.0,0.0,0.0,0.0
juniata,1814.0,0.0,0.0,0.0,0.0
lycoming,12063.0,0.0,0.0,0.0,0.0
mifflin,3130.0,0.0,0.0,0.0,0.0
perry,4493.0,0.0,0.0,0.0,0.0
potter,1418.0,0.0,0.0,0.0,0.0
snyder,3583.0,0.0,0.0,0.0,0.0
sullivan,825.0,0.0,0.0,0.0,0.0
susquehanna,4814.0,0.0,0.0,0.0,0.0
tioga,3733.0,0.0,0.0,0.0,0.0
union,5424.0,0.0,0.0,0.0,0.0
wyoming,3567.0,0.0,0.0,0.0,0.0
bucks,0.0,0.0,0.0,0.0,152461.0
crawford,0.0,0.0,342.0,0.0,0.0
erie,0.0,0.0,940.0,0.0,0.0
lawrence,0.0,0.0,362.0,0.0,0.0
mercer,0.0,0.0,521.0,0.0,0.0
delaware,308954.0,0.0,0.0,189634.0,0.0
philadelphia,219416.0,287610.0,0.0,77415.0,0.0
dauphin,58605.0,0.0,0.0,0.0,49767.0
york,41501.0,0.0,0.0,0.0,102678.0
fayette,17115.0,0.0,0.0,23182.0,0.0
greene,4957.0,0.0,0.0,7267.0,0.0
washington,33601.0,0.0,0.0,45313.0,0.0
lackawanna,0.0,0.0,0.0,30361.0,0.0
monroe,22840.0,0.0,736.0,15776.0,0.0
pike,0.0,0.0,0.0,12030.0,0.0
wayne,0.0,0.0,0.0,12540.0,0.0
lancaster,0.0,0.0,0.0,0.0,113788.0
lehigh,140000.0,0.0,8386.0,0.0,0.0
northampton,118786.0,0.0,6900.0,0.0,0.0
