County,D0,D1,OTHER0,R0,R1
adams,1817.0,0.0,106.0,0.0,6810.0
allen,11609.0,0.0,0.0,0.0,24551.0
ashland,5968.0,0.0,0.0,0.0,12673.0
ashtabula,13427.0,0.0,0.0,0.0,18730.0
athens,13685.0,0.0,533.0,0.0,8199.0
auglaize,3825.0,0.0,0.0,0.0,15487.0
belmont,8164.0,0.0,0.0,0.0,16662.0
brown,3324.0,0.0,196.0,0.0,11409.0
butler,50247.0,0.0,0.0,0.0,84891.0
carroll,2851.0,0.0,0.0,0.0,7363.0
champaign,4229.0,0.0,0.0,0.0,10798.0
clark,19380.0,0.0,0.0,0.0,28223.0
clermont,22541.0,0.0,1004.0,0.0,56531.0
clinton,3421.0,0.0,415.0,0.0,11141.0
columbiana,10793.0,0.0,0.0,0.0,25018.0
coshocton,3703.0,0.0,0.0,0.0,8175.0
crawford,4129.0,0.0,0.0,0.0,10334.0
cuyahoga,83603.0,245621.0,0.0,123686.0,24428.0
darke,3798.0,0.0,0.0,0.0,15683.0
defiance,4420.0,0.0,349.0,0.0,9196.0
delaware,41782.0,0.0,1092.0,52022.0,0.0
erie,1930.0,14343.0,0.0,10838.0,3136.0
fairfield,19909.0,0.0,1139.0,0.0,38531.0
fayette,2069.0,0.0,156.0,0.0,6241.0
franklin,130538.0,181575.0,3494.0,108076.0,59600.0
fulton,4735.0,0.0,380.0,0.0,11180.0
gallia,2393.0,0.0,0.0,0.0,7271.0
geauga,15596.0,0.0,0.0,0.0,26895.0
greene,23284.0,0.0,1482.0,0.0,43941.0
guernsey,3599.0,0.0,0.0,0.0,8964.0
hamilton,185031.0,0.0,4882.0,0.0,150404.0
hancock,7595.0,0.0,731.0,0.0,19988.0
hardin,2487.0,0.0,292.0,0.0,6596.0
harrison,1667.0,0.0,0.0,0.0,4147.0
henry,2744.0,0.0,240.0,0.0,7803.0
highland,2777.0,0.0,185.0,0.0,10585.0
hocking,3084.0,0.0,242.0,0.0,6569.0
holmes,1834.0,0.0,0.0,0.0,7115.0
huron,7035.0,0.0,0.0,0.0,11727.0
jackson,2765.0,0.0,0.0,0.0,7310.0
jefferson,8524.0,0.0,0.0,0.0,16055.0
knox,7715.0,0.0,0.0,0.0,14810.0
lake,40167.0,0.0,0.0,0.0,54019.0
lawrence,6375.0,0.0,0.0,0.0,14132.0
licking,26192.0,0.0,1083.0,41691.0,0.0
logan,4025.0,0.0,0.0,0.0,12562.0
lorain,41046.0,21858.0,0.0,13713.0,36151.0
lucas,39937.0,51910.0,2167.0,15013.0,42466.0
madison,3535.0,0.0,251.0,0.0,10040.0
mahoning,7881.0,43095.0,0.0,24896.0,15336.0
marion,6950.0,0.0,61.0,2634.0,10875.0
medina,30269.0,0.0,0.0,28464.0,15317.0
meigs,2139.0,0.0,0.0,0.0,5658.0
mercer,3019.0,0.0,203.0,0.0,13882.0
miami,11279.0,0.0,0.0,0.0,30197.0
monroe,1756.0,0.0,0.0,0.0,3484.0
montgomery,93705.0,0.0,3781.0,0.0,108818.0
morgan,1372.0,0.0,86.0,0.0,3628.0
morrow,3736.0,0.0,259.0,9185.0,0.0
muskingum,9614.0,0.0,315.0,12000.0,7240.0
noble,1154.0,0.0,0.0,0.0,3516.0
ottawa,2960.0,4996.0,264.0,4962.0,5181.0
paulding,1972.0,0.0,228.0,0.0,4741.0
perry,3145.0,0.0,275.0,0.0,8127.0
pickaway,4958.0,0.0,418.0,0.0,14482.0
pike,3014.0,0.0,116.0,0.0,5555.0
portage,11987.0,18195.0,0.0,20428.0,9384.0
preble,3734.0,0.0,0.0,0.0,11999.0
putnam,2218.0,0.0,316.0,0.0,12387.0
richland,15909.0,0.0,445.0,15109.0,12841.0
ross,8228.0,0.0,417.0,0.0,14621.0
sandusky,8757.0,0.0,0.0,0.0,13181.0
scioto,8142.0,0.0,164.0,0.0,15217.0
seneca,6515.0,0.0,0.0,0.0,12041.0
shelby,3713.0,0.0,0.0,0.0,14994.0
stark,59984.0,3817.0,0.0,33246.0,41740.0
summit,48016.0,73447.0,0.0,57016.0,31594.0
trumbull,2272.0,39398.0,0.0,28814.0,4759.0
tuscarawas,12252.0,0.0,0.0,0.0,20216.0
union,7469.0,0.0,0.0,0.0,16183.0
van wert,2188.0,0.0,300.0,0.0,8322.0
vinton,1199.0,0.0,96.0,0.0,2782.0
warren,32228.0,0.0,2095.0,0.0,65775.0
washington,7447.0,0.0,0.0,0.0,15924.0
wayne,13421.0,0.0,0.0,26156.0,0.0
williams,3465.0,0.0,409.0,0.0,9537.0
wood,21269.0,0.0,1287.0,0.0,27382.0
wyandot,1959.0,0.0,227.0,0.0,5968.0
