County,D0,D1,OTHER0,R0,R1
adams,0.0,4518.0,0.0,4752.0,0.0
ashland,4219.0,0.0,89.0,0.0,2573.0
barron,7228.0,0.0,336.0,0.0,10931.0
bayfield,5207.0,0.0,90.0,0.0,3490.0
brown,45320.0,0.0,0.0,0.0,69402.0
buffalo,0.0,3339.0,0.0,2587.0,0.0
burnett,2800.0,0.0,109.0,0.0,4630.0
calumet,7647.0,0.0,0.0,0.0,15806.0
chippewa,3636.0,9609.0,179.0,6706.0,7338.0
clark,3531.0,0.0,179.0,0.0,7878.0
columbia,14002.0,0.0,0.0,0.0,12469.0
crawford,0.0,4244.0,0.0,2322.0,0.0
dane,0.0,239624.0,19.0,0.0,0.0
dodge,13740.0,0.0,0.0,0.0,23382.0
door,7025.0,0.0,0.0,0.0,9863.0
douglas,10877.0,0.0,255.0,0.0,7613.0
dunn,0.0,10285.0,0.0,8031.0,0.0
eau claire,0.0,31004.0,0.0,17357.0,0.0
florence,610.0,0.0,29.0,0.0,1526.0
fond du lac,17748.0,0.0,0.0,0.0,27029.0
forest,1273.0,0.0,75.0,0.0,2611.0
grant,0.0,11230.0,0.0,8149.0,0.0
green,0.0,12121.0,2.0,0.0,0.0
green lake,2883.0,0.0,0.0,0.0,5191.0
iowa,0.0,8454.0,10.0,0.0,0.0
iron,1219.0,0.0,38.0,0.0,1824.0
jackson,244.0,4504.0,25.0,2644.0,577.0
jefferson,15702.0,0.0,0.0,0.0,21760.0
juneau,818.0,3804.0,57.0,3701.0,1667.0
kenosha,33130.0,0.0,2340.0,31784.0,0.0
kewaunee,2951.0,0.0,0.0,0.0,6490.0
la crosse,0.0,37782.0,0.0,18945.0,0.0
lafayette,0.0,4564.0,1.0,0.0,0.0
langlade,2655.0,0.0,139.0,0.0,6400.0
lincoln,4580.0,0.0,136.0,0.0,8703.0
manitowoc,15418.0,0.0,0.0,0.0,19657.0
marathon,21647.0,0.0,675.0,0.0,39194.0
marinette,5273.0,0.0,0.0,0.0,12017.0
marquette,2970.0,0.0,0.0,0.0,4098.0
menominee,784.0,0.0,0.0,0.0,307.0
milwaukee,56020.0,206487.0,8592.0,85298.0,32088.0
monroe,614.0,7965.0,49.0,6797.0,1274.0
oconto,4722.0,0.0,0.0,0.0,12734.0
oneida,7179.0,0.0,283.0,0.0,12033.0
outagamie,31819.0,0.0,0.0,0.0,50393.0
ozaukee,20125.0,0.0,0.0,0.0,30599.0
pepin,0.0,1638.0,0.0,1462.0,0.0
pierce,0.0,9378.0,0.0,8029.0,0.0
polk,7314.0,0.0,303.0,0.0,10943.0
portage,0.0,20315.0,0.0,13933.0,0.0
price,2437.0,0.0,68.0,0.0,4160.0
racine,39337.0,0.0,2859.0,44412.0,0.0
richland,0.0,4309.0,0.0,2283.0,0.0
rock,19256.0,23574.0,961.0,14525.0,0.0
rusk,2078.0,0.0,90.0,0.0,3881.0
sauk,0.0,19759.0,5.0,0.0,0.0
sawyer,3403.0,0.0,149.0,0.0,4609.0
shawano,5070.0,0.0,0.0,0.0,12739.0
sheboygan,22101.0,0.0,0.0,0.0,30019.0
st. croix,16631.0,0.0,620.0,0.0,22676.0
taylor,1904.0,0.0,57.0,0.0,6113.0
trempealeau,0.0,7174.0,0.0,4998.0,0.0
vernon,0.0,8039.0,0.0,4916.0,0.0
vilas,4296.0,0.0,108.0,0.0,8116.0
walworth,16892.0,0.0,1268.0,25106.0,1629.0
washburn,3139.0,0.0,128.0,0.0,4622.0
washington,18940.0,0.0,0.0,0.0,50848.0
waukesha,71978.0,0.0,1165.0,35458.0,108022.0
waupaca,6888.0,0.0,0.0,0.0,15360.0
waushara,4088.0,0.0,0.0,0.0,6414.0
winnebago,37865.0,0.0,0.0,0.0,37024.0
wood,4768.0,9771.0,153.0,9368.0,8679.0
