County,D0,D1,OTHER0,R0,R1
cook,9450.0,943059.0,10486.0,325601.0,20239.0
lake,17615.0,69821.0,0.0,74436.0,35379.0
dupage,45443.0,72506.0,1013.0,75319.0,88622.0
kane,29105.0,20130.0,1.0,12833.0,61659.0
kendall,7391.0,4666.0,0.0,4260.0,15458.0
will,12893.0,75219.0,1.0,79314.0,24192.0
alexander,0.0,1241.0,126.0,965.0,0.0
franklin,0.0,4327.0,639.0,7851.0,0.0
jackson,0.0,6153.0,1003.0,9188.0,0.0
jefferson,0.0,4071.0,714.0,7616.0,0.0
madison,18516.0,14365.0,2488.0,11644.0,31959.0
monroe,0.0,4216.0,583.0,7749.0,0.0
perry,0.0,2278.0,217.0,4889.0,0.0
pulaski,0.0,1162.0,132.0,1307.0,0.0
randolph,0.0,4190.0,533.0,6539.0,0.0
st. clair,0.0,38426.0,4131.0,34024.0,0.0
union,0.0,1763.0,209.0,4328.0,0.0
williamson,0.0,5668.0,1065.0,13938.0,0.0
bond,1631.0,0.0,0.0,0.0,3258.0
calhoun,812.0,0.0,0.0,0.0,1143.0
champaign,24260.0,0.0,0.0,0.0,29762.0
christian,2745.0,0.0,0.0,0.0,8953.0
dewitt,1559.0,0.0,0.0,0.0,3874.0
greene,1443.0,0.0,0.0,0.0,2835.0
jersey,2813.0,0.0,0.0,0.0,5167.0
macon,12588.0,0.0,0.0,0.0,20786.0
macoupin,6389.0,0.0,0.0,0.0,9195.0
montgomery,3047.0,0.0,0.0,0.0,5660.0
mclean,15579.0,0.0,0.0,0.0,34510.0
piatt,2016.0,0.0,0.0,0.0,5007.0
sangamon,23958.0,0.0,0.0,0.0,47092.0
dekalb,10724.0,0.0,0.0,0.0,16835.0
mchenry,32085.0,0.0,0.0,0.0,58904.0
clark,1342.0,0.0,0.0,0.0,3802.0
clay,810.0,0.0,0.0,0.0,3099.0
clinton,2543.0,0.0,0.0,0.0,10115.0
coles,4283.0,0.0,0.0,0.0,10209.0
crawford,1747.0,0.0,0.0,0.0,4504.0
cumberland,954.0,0.0,0.0,0.0,2913.0
douglas,1190.0,0.0,0.0,0.0,4698.0
edgar,1679.0,0.0,0.0,0.0,4322.0
edwards,363.0,0.0,0.0,0.0,1916.0
effingham,2272.0,0.0,0.0,0.0,9827.0
fayette,1541.0,0.0,0.0,0.0,4965.0
ford,757.0,0.0,0.0,0.0,3612.0
gallatin,579.0,0.0,0.0,0.0,1220.0
hamilton,758.0,0.0,0.0,0.0,2357.0
hardin,361.0,0.0,0.0,0.0,1075.0
jasper,1010.0,0.0,0.0,0.0,3036.0
johnson,962.0,0.0,0.0,0.0,3563.0
lawrence,1163.0,0.0,0.0,0.0,2908.0
marion,3056.0,0.0,0.0,0.0,8741.0
massac,1089.0,0.0,0.0,0.0,3156.0
moultrie,1067.0,0.0,0.0,0.0,3423.0
pope,359.0,0.0,0.0,0.0,1190.0
richland,1145.0,0.0,0.0,0.0,3798.0
saline,1985.0,0.0,0.0,0.0,5689.0
shelby,2024.0,0.0,0.0,0.0,5990.0
vermilion,6859.0,0.0,0.0,0.0,14398.0
wabash,870.0,0.0,0.0,0.0,2928.0
washington,1129.0,0.0,0.0,0.0,4561.0
wayne,919.0,0.0,0.0,0.0,4845.0
white,1564.0,0.0,0.0,0.0,4369.0
boone,4234.0,0.0,0.0,0.0,10753.0
bureau,3882.0,0.0,0.0,0.0,8662.0
grundy,5412.0,0.0,0.0,0.0,10908.0
iroquois,1365.0,0.0,0.0,0.0,7995.0
lee,3338.0,0.0,0.0,0.0,7774.0
livingston,2269.0,0.0,0.0,0.0,8762.0
lasalle,11679.0,0.0,0.0,0.0,23251.0
ogle,3901.0,0.0,0.0,0.0,13058.0
putnam,894.0,0.0,0.0,0.0,1598.0
stark,478.0,0.0,0.0,0.0,1407.0
winnebago,16908.0,12588.0,0.0,6300.0,42553.0
carroll,0.0,2758.0,2.0,2780.0,0.0
fulton,0.0,6917.0,0.0,4128.0,0.0
henderson,0.0,1264.0,0.0,1358.0,0.0
henry,0.0,7637.0,1.0,10049.0,0.0
jodaviess,0.0,3524.0,11.0,4182.0,0.0
knox,0.0,8848.0,0.0,7270.0,0.0
mercer,0.0,3251.0,0.0,3319.0,0.0
peoria,9544.0,12492.0,1.0,5884.0,24136.0
rock island,0.0,24385.0,1.0,20641.0,0.0
stephenson,0.0,7633.0,0.0,6929.0,0.0
tazewell,7601.0,7213.0,0.0,4965.0,23660.0
warren,0.0,2619.0,0.0,2846.0,0.0
whiteside,0.0,9431.0,0.0,8134.0,0.0
adams,4530.0,0.0,0.0,0.0,17648.0
brown,309.0,0.0,0.0,0.0,1258.0
cass,1057.0,0.0,0.0,0.0,2713.0
hancock,1490.0,0.0,0.0,0.0,4382.0
logan,1808.0,0.0,0.0,0.0,6793.0
marshall,1192.0,0.0,0.0,0.0,3027.0
mason,1775.0,0.0,0.0,0.0,3495.0
menard,1079.0,0.0,0.0,0.0,3743.0
morgan,2648.0,0.0,0.0,0.0,8512.0
mcdonough,2715.0,0.0,0.0,0.0,5793.0
pike,1321.0,0.0,0.0,0.0,4401.0
schuyler,847.0,0.0,0.0,0.0,2405.0
scott,442.0,0.0,0.0,0.0,1715.0
woodford,2940.0,0.0,0.0,0.0,10898.0
kankakee,0.0,14858.0,1.0,18261.0,0.0
