County,D0,D1,OTHER0,R0,R1
adams,6521.0,0.0,0.0,0.0,21046.0
cumberland,7721.0,0.0,0.0,0.0,55202.0
dauphin,4961.0,0.0,0.0,0.0,48836.0
york,31047.0,0.0,0.0,0.0,89037.0
allegheny,34517.0,0.0,0.0,0.0,51466.0
beaver,21067.0,0.0,0.0,0.0,26489.0
cambria,17765.0,0.0,0.0,0.0,22752.0
lawrence,1844.0,0.0,0.0,0.0,2466.0
somerset,6365.0,0.0,0.0,0.0,16336.0
westmoreland,12323.0,0.0,0.0,0.0,18600.0
greene,2187.0,0.0,0.0,0.0,1936.0
washington,6033.0,0.0,0.0,0.0,5301.0
armstrong,0.0,0.0,0.0,0.0,0.0
butler,0.0,0.0,0.0,0.0,0.0
clarion,2369.0,0.0,0.0,0.0,4862.0
crawford,393.0,0.0,0.0,0.0,761.0
erie,14409.0,0.0,0.0,0.0,17988.0
mercer,0.0,0.0,0.0,0.0,0.0
bedford,3577.0,0.0,0.0,0.0,10185.0
blair,9983.0,0.0,0.0,0.0,20380.0
fayette,14214.0,0.0,0.0,0.0,16009.0
franklin,11322.0,0.0,0.0,0.0,26722.0
fulton,1017.0,0.0,0.0,0.0,2735.0
huntingdon,3460.0,0.0,0.0,0.0,9184.0
indiana,7972.0,0.0,0.0,0.0,14222.0
berks,28066.0,0.0,0.0,28857.0,29844.0
chester,55798.0,0.0,0.0,54685.0,32374.0
lebanon,4364.0,0.0,0.0,9896.0,17672.0
montgomery,118509.0,14845.0,0.0,78102.0,44626.0
delaware,51572.0,36053.0,0.0,10601.0,81943.0
lancaster,1176.0,0.0,0.0,0.0,86964.0
lehigh,0.0,0.0,0.0,0.0,56055.0
northampton,0.0,0.0,0.0,15272.0,26144.0
bradford,3306.0,0.0,1720.0,0.0,0.0
juniata,1212.0,0.0,802.0,0.0,0.0
lackawanna,7617.0,0.0,2102.0,9642.0,0.0
lycoming,5913.0,0.0,3562.0,0.0,0.0
mifflin,1855.0,0.0,1459.0,0.0,0.0
monroe,5012.0,0.0,1282.0,10240.0,0.0
northumberland,1464.0,0.0,1004.0,0.0,9842.0
perry,1367.0,0.0,613.0,0.0,4459.0
pike,2814.0,0.0,3685.0,0.0,0.0
snyder,1889.0,0.0,1312.0,0.0,0.0
sullivan,518.0,0.0,260.0,0.0,0.0
susquehanna,3110.0,0.0,971.0,0.0,0.0
tioga,2598.0,0.0,947.0,0.0,597.0
union,2788.0,0.0,1241.0,0.0,0.0
wayne,3414.0,0.0,1774.0,0.0,0.0
bucks,76465.0,0.0,0.0,0.0,121248.0
cameron,396.0,0.0,0.0,0.0,991.0
centre,17477.0,0.0,0.0,0.0,21659.0
clearfield,6531.0,0.0,0.0,0.0,14345.0
clinton,3071.0,0.0,0.0,0.0,5464.0
elk,3046.0,0.0,0.0,0.0,5755.0
forest,580.0,0.0,0.0,0.0,1048.0
jefferson,3345.0,0.0,0.0,0.0,8525.0
mckean,2157.0,0.0,0.0,0.0,6065.0
potter,923.0,0.0,0.0,0.0,3711.0
venango,4698.0,0.0,0.0,0.0,9344.0
warren,3809.0,0.0,0.0,0.0,7207.0
carbon,0.0,0.0,0.0,6278.0,3304.0
columbia,0.0,0.0,0.0,0.0,10703.0
luzerne,0.0,0.0,0.0,6511.0,35024.0
montour,0.0,0.0,0.0,0.0,3445.0
wyoming,0.0,0.0,0.0,0.0,5393.0
schuylkill,0.0,0.0,0.0,23428.0,0.0
philadelphia,54575.0,261491.0,0.0,50641.0,0.0
