County,D0,D1,OTHER0,R0,R1
adams,2121.0,0.0,0.0,0.0,9752.0
allen,13080.0,0.0,1164.0,0.0,33201.0
ashland,0.0,0.0,6180.0,0.0,19699.0
ashtabula,15088.0,0.0,0.0,0.0,27955.0
athens,13973.0,0.0,0.0,0.0,11327.0
auglaize,4192.0,0.0,458.0,0.0,20835.0
belmont,8552.0,0.0,0.0,0.0,23191.0
brown,3980.0,0.0,0.0,0.0,16698.0
butler,64380.0,0.0,0.0,0.0,115747.0
carroll,3107.0,0.0,0.0,0.0,10506.0
champaign,4569.0,0.0,480.0,0.0,14766.0
clark,22759.0,0.0,0.0,0.0,39767.0
clermont,29366.0,0.0,0.0,0.0,78985.0
clinton,4153.0,0.0,0.0,0.0,15876.0
columbiana,12546.0,0.0,0.0,0.0,36472.0
coshocton,0.0,0.0,3957.0,0.0,12268.0
crawford,4557.0,0.0,623.0,0.0,15260.0
cuyahoga,93031.0,289097.0,0.0,92182.0,115642.0
darke,4387.0,0.0,0.0,0.0,22249.0
defiance,5152.0,0.0,0.0,0.0,14024.0
delaware,50212.0,0.0,3424.0,0.0,70080.0
erie,2091.0,17253.0,202.0,15581.0,4374.0
fairfield,25825.0,0.0,0.0,0.0,54998.0
fayette,2601.0,0.0,0.0,0.0,9559.0
franklin,153434.0,227420.0,3905.0,93569.0,135134.0
fulton,5409.0,0.0,0.0,0.0,16945.0
gallia,2803.0,0.0,0.0,0.0,10504.0
geauga,17450.0,0.0,0.0,0.0,37098.0
greene,29909.0,0.0,0.0,0.0,58298.0
guernsey,4195.0,0.0,0.0,0.0,13444.0
hamilton,223916.0,0.0,8557.0,0.0,191808.0
hancock,9972.0,0.0,0.0,0.0,27919.0
hardin,2773.0,0.0,0.0,0.0,10063.0
harrison,1704.0,0.0,0.0,0.0,5568.0
henry,3236.0,0.0,0.0,0.0,11423.0
highland,3353.0,0.0,0.0,0.0,15834.0
hocking,3477.0,0.0,0.0,0.0,10082.0
holmes,0.0,0.0,1782.0,0.0,10776.0
huron,4508.0,0.0,3373.0,0.0,18183.0
jackson,3120.0,0.0,0.0,0.0,10839.0
jefferson,9432.0,0.0,0.0,0.0,23264.0
knox,0.0,0.0,8600.0,0.0,21803.0
lake,47173.0,0.0,0.0,0.0,78171.0
lawrence,7399.0,0.0,0.0,0.0,20310.0
licking,29381.0,0.0,3152.0,0.0,60087.0
logan,4559.0,0.0,518.0,0.0,18121.0
lorain,26237.0,27263.0,21545.0,21185.0,56490.0
lucas,49604.0,63350.0,0.0,23565.0,60942.0
madison,4537.0,0.0,0.0,0.0,14811.0
mahoning,8873.0,48663.0,2017.0,36475.0,21061.0
marion,7902.0,0.0,852.0,0.0,18673.0
medina,23036.0,0.0,11974.0,0.0,67267.0
meigs,2415.0,0.0,0.0,0.0,8274.0
mercer,3609.0,0.0,42.0,0.0,19712.0
miami,13918.0,0.0,0.0,0.0,42298.0
monroe,1688.0,0.0,0.0,0.0,5317.0
montgomery,119775.0,0.0,0.0,0.0,147064.0
morgan,1381.0,0.0,0.0,0.0,5146.0
morrow,3757.0,0.0,560.0,0.0,13768.0
muskingum,10217.0,0.0,683.0,0.0,29120.0
noble,1136.0,0.0,0.0,0.0,5002.0
ottawa,3363.0,5669.0,0.0,7169.0,7546.0
paulding,2035.0,0.0,0.0,0.0,7154.0
perry,3479.0,0.0,0.0,0.0,12683.0
pickaway,6035.0,0.0,0.0,0.0,21701.0
pike,3232.0,0.0,0.0,0.0,8534.0
portage,13308.0,20424.0,1189.0,19324.0,25531.0
preble,4194.0,0.0,0.0,0.0,16913.0
putnam,2461.0,0.0,0.0,0.0,16935.0
richland,10583.0,0.0,7403.0,0.0,40193.0
ross,9680.0,0.0,0.0,0.0,22759.0
sandusky,9598.0,0.0,1063.0,0.0,18766.0
scioto,8753.0,0.0,0.0,0.0,22226.0
seneca,7548.0,0.0,838.0,0.0,17115.0
shelby,3926.0,0.0,509.0,0.0,20483.0
stark,21345.0,4222.0,43768.0,6120.0,107410.0
summit,55382.0,86542.0,2903.0,54058.0,71325.0
trumbull,2463.0,43574.0,2133.0,44697.0,7152.0
tuscarawas,2906.0,0.0,9045.0,0.0,30926.0
union,9855.0,0.0,1011.0,0.0,21978.0
van wert,2626.0,0.0,0.0,0.0,11928.0
vinton,1230.0,0.0,0.0,0.0,4444.0
warren,41660.0,0.0,5135.0,0.0,87071.0
washington,8494.0,0.0,0.0,0.0,22985.0
wayne,14381.0,0.0,0.0,0.0,38035.0
williams,3999.0,0.0,0.0,0.0,14163.0
wood,25859.0,0.0,0.0,0.0,40267.0
wyandot,2347.0,0.0,0.0,0.0,8889.0
