County,D0,D1,OTHER0,R0,R1
adams,0.0,0.0,12814.0,0.0,33788.0
cumberland,0.0,0.0,23397.0,0.0,78381.0
dauphin,0.0,0.0,15028.0,0.0,66093.0
york,0.0,0.0,62969.0,0.0,141076.0
allegheny,60479.0,0.0,0.0,0.0,84879.0
beaver,34109.0,0.0,0.0,0.0,48729.0
cambria,17669.0,0.0,3874.0,0.0,32492.0
lawrence,2809.0,0.0,0.0,0.0,4822.0
somerset,6112.0,0.0,1954.0,0.0,19746.0
westmoreland,16175.0,0.0,2080.0,0.0,31183.0
armstrong,0.0,0.0,0.0,0.0,0.0
butler,0.0,0.0,0.0,0.0,0.0
clarion,0.0,0.0,0.0,0.0,8556.0
crawford,0.0,0.0,0.0,0.0,1428.0
erie,0.0,0.0,0.0,0.0,31384.0
mercer,0.0,0.0,0.0,0.0,0.0
bedford,0.0,0.0,8811.0,0.0,0.0
blair,0.0,0.0,19888.0,0.0,0.0
fayette,0.0,0.0,18970.0,0.0,0.0
franklin,0.0,0.0,22461.0,0.0,0.0
fulton,0.0,0.0,1914.0,0.0,0.0
greene,0.0,0.0,2217.0,0.0,0.0
huntingdon,0.0,0.0,1386.0,0.0,10586.0
indiana,0.0,0.0,16320.0,0.0,0.0
washington,0.0,0.0,8110.0,0.0,0.0
berks,34458.0,0.0,1789.0,10846.0,88348.0
chester,43178.0,0.0,1690.0,19920.0,125110.0
lebanon,0.0,0.0,1538.0,0.0,41619.0
montgomery,89814.0,130410.0,0.0,47531.0,89188.0
delaware,87951.0,62517.0,0.0,16100.0,123514.0
lancaster,88103.0,0.0,7926.0,137903.0,7340.0
lehigh,0.0,0.0,6274.0,0.0,84949.0
northampton,0.0,0.0,2192.0,0.0,42132.0
bradford,0.0,0.0,6159.0,0.0,0.0
juniata,0.0,0.0,1855.0,0.0,0.0
lackawanna,0.0,0.0,13440.0,0.0,0.0
lycoming,0.0,0.0,13087.0,0.0,0.0
mifflin,0.0,0.0,3681.0,0.0,0.0
monroe,0.0,0.0,11342.0,0.0,0.0
northumberland,0.0,0.0,3161.0,0.0,16796.0
perry,0.0,0.0,2259.0,0.0,7317.0
pike,0.0,0.0,8912.0,0.0,0.0
snyder,0.0,0.0,3843.0,0.0,0.0
sullivan,0.0,0.0,786.0,0.0,0.0
susquehanna,0.0,0.0,5054.0,0.0,0.0
tioga,0.0,0.0,3611.0,0.0,868.0
union,0.0,0.0,5992.0,0.0,0.0
wayne,0.0,0.0,6641.0,0.0,0.0
bucks,0.0,0.0,0.0,182120.0,0.0
cameron,0.0,0.0,0.0,0.0,1620.0
centre,0.0,0.0,0.0,0.0,41437.0
clearfield,0.0,0.0,0.0,0.0,25186.0
clinton,0.0,0.0,0.0,0.0,10579.0
elk,0.0,0.0,0.0,0.0,10231.0
forest,0.0,0.0,0.0,0.0,1716.0
jefferson,0.0,0.0,0.0,0.0,14792.0
mckean,0.0,0.0,0.0,0.0,12280.0
potter,0.0,0.0,0.0,0.0,6459.0
venango,0.0,0.0,0.0,0.0,16930.0
warren,0.0,0.0,0.0,0.0,12709.0
carbon,0.0,0.0,0.0,0.0,5795.0
columbia,0.0,0.0,0.0,0.0,18873.0
luzerne,0.0,0.0,0.0,0.0,58961.0
montour,0.0,0.0,0.0,0.0,5531.0
wyoming,0.0,0.0,0.0,0.0,9003.0
schuylkill,0.0,0.0,0.0,0.0,0.0
philadelphia,589934.0,292180.0,0.0,84993.0,0.0
