County,D0,D1,OTHER0,R0,R1
cook,9450.0,943059.0,10486.0,325601.0,20239.0
will,17615.0,69821.0,0.0,74436.0,35379.0
kankakee,45443.0,72506.0,1013.0,75319.0,88622.0
dupage,29105.0,20130.0,1.0,12833.0,61659.0
kane,7391.0,4666.0,0.0,4260.0,15458.0
lake,12893.0,75219.0,1.0,79314.0,24192.0
mchenry,0.0,1241.0,126.0,965.0,0.0
kendall,0.0,4327.0,639.0,7851.0,0.0
alexander,0.0,6153.0,1003.0,9188.0,0.0
franklin,0.0,4071.0,714.0,7616.0,0.0
jackson,18516.0,14365.0,2488.0,11644.0,31959.0
jefferson,0.0,4216.0,583.0,7749.0,0.0
madison,0.0,2278.0,217.0,4889.0,0.0
monroe,0.0,1162.0,132.0,1307.0,0.0
perry,0.0,4190.0,533.0,6539.0,0.0
pulaski,0.0,38426.0,4131.0,34024.0,0.0
randolph,0.0,1763.0,209.0,4328.0,0.0
st. clair,0.0,5668.0,1065.0,13938.0,0.0
union,1631.0,0.0,0.0,0.0,3258.0
williamson,812.0,0.0,0.0,0.0,1143.0
bond,24260.0,0.0,0.0,0.0,29762.0
calhoun,2745.0,0.0,0.0,0.0,8953.0
champaign,1559.0,0.0,0.0,0.0,3874.0
christian,1443.0,0.0,0.0,0.0,2835.0
dewitt,2813.0,0.0,0.0,0.0,5167.0
greene,12588.0,0.0,0.0,0.0,20786.0
jersey,6389.0,0.0,0.0,0.0,9195.0
macon,3047.0,0.0,0.0,0.0,5660.0
macoupin,15579.0,0.0,0.0,0.0,34510.0
montgomery,2016.0,0.0,0.0,0.0,5007.0
mclean,23958.0,0.0,0.0,0.0,47092.0
piatt,10724.0,0.0,0.0,0.0,16835.0
sangamon,32085.0,0.0,0.0,0.0,58904.0
dekalb,1342.0,0.0,0.0,0.0,3802.0
clark,810.0,0.0,0.0,0.0,3099.0
clay,2543.0,0.0,0.0,0.0,10115.0
clinton,4283.0,0.0,0.0,0.0,10209.0
coles,1747.0,0.0,0.0,0.0,4504.0
crawford,954.0,0.0,0.0,0.0,2913.0
cumberland,1190.0,0.0,0.0,0.0,4698.0
douglas,1679.0,0.0,0.0,0.0,4322.0
edgar,363.0,0.0,0.0,0.0,1916.0
edwards,2272.0,0.0,0.0,0.0,9827.0
effingham,1541.0,0.0,0.0,0.0,4965.0
fayette,757.0,0.0,0.0,0.0,3612.0
ford,579.0,0.0,0.0,0.0,1220.0
gallatin,758.0,0.0,0.0,0.0,2357.0
hamilton,361.0,0.0,0.0,0.0,1075.0
hardin,1010.0,0.0,0.0,0.0,3036.0
jasper,962.0,0.0,0.0,0.0,3563.0
johnson,1163.0,0.0,0.0,0.0,2908.0
lawrence,3056.0,0.0,0.0,0.0,8741.0
marion,1089.0,0.0,0.0,0.0,3156.0
massac,1067.0,0.0,0.0,0.0,3423.0
moultrie,359.0,0.0,0.0,0.0,1190.0
pope,1145.0,0.0,0.0,0.0,3798.0
richland,1985.0,0.0,0.0,0.0,5689.0
saline,2024.0,0.0,0.0,0.0,5990.0
shelby,6859.0,0.0,0.0,0.0,14398.0
vermilion,870.0,0.0,0.0,0.0,2928.0
wabash,1129.0,0.0,0.0,0.0,4561.0
washington,919.0,0.0,0.0,0.0,4845.0
wayne,1564.0,0.0,0.0,0.0,4369.0
white,4234.0,0.0,0.0,0.0,10753.0
boone,3882.0,0.0,0.0,0.0,8662.0
bureau,5412.0,0.0,0.0,0.0,10908.0
grundy,1365.0,0.0,0.0,0.0,7995.0
iroquois,3338.0,0.0,0.0,0.0,7774.0
lee,2269.0,0.0,0.0,0.0,8762.0
livingston,11679.0,0.0,0.0,0.0,23251.0
lasalle,3901.0,0.0,0.0,0.0,13058.0
ogle,894.0,0.0,0.0,0.0,1598.0
putnam,478.0,0.0,0.0,0.0,1407.0
stark,16908.0,12588.0,0.0,6300.0,42553.0
winnebago,0.0,2758.0,2.0,2780.0,0.0
carroll,0.0,6917.0,0.0,4128.0,0.0
fulton,0.0,1264.0,0.0,1358.0,0.0
henderson,0.0,7637.0,1.0,10049.0,0.0
henry,0.0,3524.0,11.0,4182.0,0.0
jodaviess,0.0,8848.0,0.0,7270.0,0.0
knox,0.0,3251.0,0.0,3319.0,0.0
mercer,9544.0,12492.0,1.0,5884.0,24136.0
peoria,0.0,24385.0,1.0,20641.0,0.0
rock island,0.0,7633.0,0.0,6929.0,0.0
stephenson,7601.0,7213.0,0.0,4965.0,23660.0
tazewell,0.0,2619.0,0.0,2846.0,0.0
warren,0.0,9431.0,0.0,8134.0,0.0
whiteside,4530.0,0.0,0.0,0.0,17648.0
adams,309.0,0.0,0.0,0.0,1258.0
brown,1057.0,0.0,0.0,0.0,2713.0
cass,1490.0,0.0,0.0,0.0,4382.0
hancock,1808.0,0.0,0.0,0.0,6793.0
logan,1192.0,0.0,0.0,0.0,3027.0
marshall,1775.0,0.0,0.0,0.0,3495.0
mason,1079.0,0.0,0.0,0.0,3743.0
menard,2648.0,0.0,0.0,0.0,8512.0
morgan,2715.0,0.0,0.0,0.0,5793.0
mcdonough,1321.0,0.0,0.0,0.0,4401.0
pike,847.0,0.0,0.0,0.0,2405.0
schuyler,442.0,0.0,0.0,0.0,1715.0
scott,2940.0,0.0,0.0,0.0,10898.0
woodford,0.0,14858.0,1.0,18261.0,0.0
