County,D0,D1,OTHER0,R0,R1
adams ,0.0,5183.0,0.0,3799.0,0.0
ashland ,5051.0,0.0,0.0,0.0,3172.0
barron ,9708.0,0.0,17.0,0.0,11621.0
bayfield ,5573.0,0.0,0.0,0.0,4026.0
brown ,55730.0,0.0,0.0,0.0,67021.0
buffalo ,0.0,4290.0,0.0,2252.0,0.0
burnett ,3587.0,0.0,0.0,0.0,4526.0
calumet ,10245.0,0.0,0.0,0.0,15354.0
chippewa ,5249.0,11053.0,0.0,6094.0,6966.0
clark ,5702.0,0.0,0.0,0.0,7823.0
columbia ,14699.0,0.0,0.0,0.0,13709.0
crawford ,0.0,5203.0,0.0,2158.0,0.0
dane ,204185.0,0.0,6.0,81979.0,0.0
dodge ,15206.0,0.0,0.0,0.0,26924.0
door ,8544.0,0.0,0.0,0.0,8636.0
douglas ,13381.0,0.0,1.0,0.0,8936.0
dunn ,0.0,12673.0,0.0,7913.0,0.0
eau claire ,0.0,33641.0,0.0,17720.0,0.0
florence ,868.0,0.0,0.0,0.0,1506.0
fond du lac ,16050.0,0.0,0.0,0.0,33412.0
forest ,1951.0,0.0,0.0,0.0,2327.0
grant ,0.0,14529.0,0.0,7117.0,0.0
green ,10245.0,0.0,0.0,8005.0,0.0
green lake ,3048.0,0.0,0.0,0.0,6091.0
iowa ,7009.0,0.0,0.0,4330.0,0.0
iron ,1465.0,0.0,0.0,0.0,1908.0
jackson ,375.0,5365.0,0.0,2345.0,531.0
jefferson ,15310.0,0.0,0.0,0.0,25237.0
juneau ,1101.0,5238.0,0.0,2995.0,1451.0
kenosha ,41121.0,0.0,1396.0,0.0,36130.0
kewaunee ,4780.0,0.0,0.0,0.0,5848.0
la crosse ,0.0,41057.0,0.0,19767.0,0.0
lafayette ,3674.0,0.0,0.0,3320.0,0.0
langlade ,3615.0,0.0,0.0,0.0,6201.0
lincoln ,6307.0,0.0,0.0,0.0,8517.0
manitowoc ,14927.0,0.0,0.0,0.0,25429.0
marathon ,27214.0,0.0,0.0,0.0,40878.0
marinette ,8807.0,0.0,0.0,0.0,10617.0
marquette ,2999.0,0.0,0.0,0.0,4294.0
menominee ,925.0,0.0,0.0,0.0,238.0
milwaukee ,50742.0,235257.0,10028.0,80787.0,70535.0
monroe ,849.0,9661.0,0.0,6559.0,1270.0
oconto ,7885.0,0.0,0.0,0.0,10839.0
oneida ,9033.0,0.0,0.0,0.0,11570.0
outagamie ,39288.0,0.0,0.0,0.0,50666.0
ozaukee ,16607.0,0.0,0.0,0.0,35635.0
pepin ,0.0,2186.0,0.0,1278.0,0.0
pierce ,0.0,11693.0,0.0,8082.0,0.0
polk ,9152.0,0.0,0.0,0.0,12181.0
portage ,0.0,21920.0,0.0,13727.0,0.0
price ,3277.0,0.0,0.0,0.0,4045.0
racine ,47722.0,0.0,1494.0,0.0,50294.0
richland ,825.0,4064.0,0.0,2883.0,0.0
rock ,43329.0,0.0,833.0,13647.0,18888.0
rusk ,3217.0,0.0,0.0,0.0,3611.0
sauk ,17083.0,0.0,0.0,12804.0,0.0
sawyer ,3834.0,0.0,0.0,0.0,4660.0
shawano ,7846.0,0.0,0.0,0.0,11172.0
sheboygan ,21267.0,0.0,0.0,0.0,37673.0
st. croix ,18567.0,0.0,1.0,0.0,25679.0
taylor ,3174.0,0.0,0.0,0.0,6090.0
trempealeau ,0.0,8494.0,0.0,4100.0,0.0
vernon ,0.0,9224.0,0.0,4418.0,0.0
vilas ,5276.0,0.0,0.0,0.0,8005.0
walworth ,19683.0,0.0,856.0,0.0,30301.0
washburn ,3939.0,0.0,0.0,0.0,4788.0
washington ,18846.0,0.0,0.0,0.0,56187.0
waukesha ,57238.0,0.0,724.0,0.0,150495.0
waupaca ,9919.0,0.0,0.0,0.0,14342.0
waushara ,4009.0,0.0,0.0,0.0,7160.0
winnebago ,34729.0,0.0,0.0,0.0,49965.0
wood ,6059.0,12238.0,1.0,9104.0,9432.0
