County,D0,D1,OTHER0,R0,R1
cook,165600.0,1216305.0,15230.0,297539.0,18608.0
lake,35351.0,119048.0,0.0,63364.0,33806.0
dupage,96167.0,115468.0,4.0,73981.0,77938.0
kane,64523.0,32047.0,0.0,13019.0,60243.0
kendall,16451.0,8033.0,0.0,4746.0,15615.0
will,26993.0,111140.0,4532.0,56234.0,24452.0
alexander,1099.0,0.0,51.0,0.0,1084.0
franklin,5131.0,0.0,366.0,0.0,9958.0
jackson,10148.0,0.0,551.0,0.0,9879.0
jefferson,4554.0,0.0,360.0,0.0,9088.0
madison,47567.0,0.0,1565.0,0.0,54820.0
monroe,5593.0,0.0,324.0,0.0,9735.0
perry,2634.0,0.0,144.0,0.0,5833.0
pulaski,938.0,0.0,34.0,0.0,1442.0
randolph,4317.0,0.0,283.0,0.0,7672.0
st. clair,54108.0,0.0,3355.0,0.0,41387.0
union,2417.0,0.0,201.0,0.0,4997.0
williamson,8996.0,0.0,705.0,0.0,17728.0
bond,2255.0,0.0,0.0,0.0,4298.0
calhoun,811.0,0.0,0.0,0.0,1447.0
champaign,47195.0,0.0,0.0,0.0,31515.0
christian,3467.0,0.0,0.0,0.0,9452.0
dewitt,1816.0,0.0,0.0,0.0,4377.0
greene,1335.0,0.0,0.0,0.0,2985.0
jersey,2786.0,0.0,0.0,0.0,5917.0
macon,16242.0,0.0,0.0,0.0,22945.0
macoupin,7031.0,0.0,0.0,0.0,10969.0
montgomery,3961.0,0.0,0.0,0.0,7438.0
mclean,31232.0,0.0,0.0,0.0,36168.0
piatt,2631.0,0.0,0.0,0.0,4985.0
sangamon,36533.0,0.0,3.0,0.0,49205.0
dekalb,19739.0,0.0,0.0,0.0,16521.0
mchenry,59873.0,0.0,0.0,0.0,56728.0
clark,1821.0,0.0,5.0,0.0,4267.0
clay,1036.0,0.0,0.0,0.0,3803.0
clinton,3678.0,0.0,0.0,0.0,10403.0
coles,6520.0,0.0,0.0,0.0,10464.0
crawford,2094.0,0.0,0.0,0.0,4770.0
cumberland,1058.0,0.0,0.0,0.0,3252.0
douglas,1627.0,0.0,0.0,0.0,4738.0
edgar,1734.0,0.0,0.0,0.0,4270.0
edwards,419.0,0.0,0.0,0.0,1999.0
effingham,3162.0,0.0,0.0,0.0,11143.0
fayette,1897.0,0.0,0.0,0.0,5950.0
ford,1051.0,0.0,0.0,0.0,3916.0
gallatin,714.0,0.0,0.0,0.0,1360.0
hamilton,862.0,0.0,0.0,0.0,2579.0
hardin,431.0,0.0,0.0,0.0,1251.0
jasper,1099.0,0.0,0.0,0.0,3311.0
johnson,1223.0,0.0,0.0,0.0,3948.0
lawrence,1291.0,0.0,0.0,0.0,3007.0
marion,3917.0,0.0,0.0,0.0,8732.0
massac,1443.0,0.0,0.0,0.0,3937.0
moultrie,1640.0,0.0,0.0,0.0,3487.0
pope,396.0,0.0,0.0,0.0,1373.0
richland,1597.0,0.0,0.0,0.0,4438.0
saline,2711.0,0.0,0.0,0.0,6676.0
shelby,2344.0,0.0,0.0,0.0,6837.0
vermilion,8446.0,0.0,0.0,0.0,14675.0
wabash,1040.0,0.0,0.0,0.0,2943.0
washington,1399.0,0.0,0.0,0.0,4634.0
wayne,1048.0,0.0,0.0,0.0,4908.0
white,1445.0,0.0,0.0,0.0,4410.0
boone,7465.0,0.0,0.0,0.0,10530.0
bureau,5234.0,0.0,0.0,0.0,8408.0
grundy,6904.0,0.0,0.0,0.0,12406.0
iroquois,1875.0,0.0,0.0,0.0,8401.0
lee,5210.0,0.0,0.0,0.0,7397.0
livingston,3286.0,0.0,0.0,0.0,8818.0
lasalle,17241.0,0.0,0.0,0.0,22725.0
ogle,6980.0,0.0,0.0,0.0,12147.0
putnam,1094.0,0.0,0.0,0.0,1487.0
stark,559.0,0.0,0.0,0.0,1497.0
winnebago,32797.0,15913.0,2.0,6864.0,40072.0
carroll,0.0,3169.0,0.0,2798.0,0.0
fulton,0.0,7870.0,0.0,4719.0,0.0
henderson,0.0,1386.0,0.0,1278.0,0.0
henry,0.0,10408.0,0.0,9034.0,0.0
jodaviess,0.0,5111.0,0.0,4124.0,0.0
knox,0.0,11203.0,0.0,6671.0,0.0
mercer,0.0,3967.0,0.0,3037.0,0.0
peoria,16622.0,17304.0,0.0,5854.0,25235.0
rock island,0.0,32765.0,0.0,17992.0,0.0
stephenson,0.0,8658.0,0.0,7696.0,0.0
tazewell,11678.0,8306.0,0.0,6114.0,25742.0
warren,0.0,3353.0,0.0,2749.0,0.0
whiteside,0.0,13246.0,0.0,8160.0,0.0
adams,5972.0,0.0,0.0,0.0,18421.0
brown,350.0,0.0,0.0,0.0,1541.0
cass,1314.0,0.0,0.0,0.0,3195.0
hancock,1928.0,0.0,0.0,0.0,5062.0
logan,2443.0,0.0,0.0,0.0,7574.0
marshall,1348.0,0.0,0.0,0.0,3375.0
mason,1633.0,0.0,0.0,0.0,3602.0
menard,1323.0,0.0,0.0,0.0,4033.0
morgan,3342.0,0.0,0.0,0.0,8351.0
mcdonough,4002.0,0.0,0.0,0.0,6171.0
pike,1392.0,0.0,0.0,0.0,5050.0
schuyler,862.0,0.0,0.0,0.0,2242.0
scott,410.0,0.0,0.0,0.0,1630.0
woodford,4576.0,0.0,0.0,0.0,11656.0
kankakee,0.0,16363.0,0.0,20032.0,0.0
