County,D0,D1,OTHER0,R0,R1
cook,111158.0,1109781.0,86126.0,335037.0,106321.0
will,90973.0,31472.0,3075.0,59899.0,72222.0
kankakee,0.0,0.0,5165.0,27370.0,0.0
dupage,168250.0,12602.0,1141.0,16130.0,191617.0
kane,81574.0,0.0,0.0,0.0,94320.0
lake,133576.0,0.0,0.0,0.0,144084.0
mchenry,54907.0,0.0,0.0,0.0,73276.0
kendall,20927.0,0.0,0.0,0.0,24758.0
alexander,1947.0,0.0,186.0,1179.0,0.0
franklin,8176.0,0.0,1298.0,8066.0,0.0
jackson,12594.0,0.0,2200.0,8770.0,0.0
jefferson,6507.0,0.0,1149.0,8306.0,0.0
madison,54737.0,0.0,6804.0,39524.0,19080.0
monroe,6736.0,0.0,664.0,9766.0,0.0
perry,4233.0,0.0,528.0,4673.0,0.0
pulaski,1441.0,0.0,128.0,1337.0,0.0
randolph,6533.0,0.0,611.0,7084.0,0.0
st. clair,67081.0,0.0,4742.0,45496.0,0.0
union,3429.0,0.0,565.0,4075.0,0.0
williamson,11632.0,0.0,2048.0,14981.0,0.0
bond,2534.0,0.0,143.0,969.0,3528.0
calhoun,1116.0,0.0,194.0,1160.0,0.0
champaign,37391.0,0.0,3692.0,20034.0,14517.0
christian,4201.0,0.0,915.0,9529.0,0.0
dewitt,2619.0,0.0,593.0,4039.0,0.0
greene,1806.0,0.0,540.0,3044.0,0.0
jersey,3555.0,0.0,852.0,5306.0,0.0
macon,21391.0,0.0,2919.0,23723.0,0.0
macoupin,9187.0,0.0,1624.0,9710.0,0.0
montgomery,4747.0,0.0,951.0,6123.0,0.0
mclean,24925.0,0.0,911.0,7741.0,38170.0
piatt,2744.0,0.0,793.0,5077.0,0.0
sangamon,33809.0,0.0,3314.0,17224.0,38181.0
dekalb,18644.0,0.0,0.0,0.0,20898.0
clark,2788.0,0.0,0.0,0.0,4839.0
clay,1445.0,0.0,0.0,0.0,4346.0
clinton,4186.0,0.0,0.0,0.0,12022.0
coles,8598.0,0.0,0.0,0.0,11827.0
crawford,3171.0,0.0,0.0,0.0,5178.0
cumberland,1755.0,0.0,0.0,0.0,3396.0
douglas,2203.0,0.0,0.0,0.0,5405.0
edgar,2647.0,0.0,0.0,0.0,4786.0
edwards,637.0,0.0,0.0,0.0,2521.0
effingham,3553.0,0.0,0.0,0.0,12787.0
fayette,2494.0,0.0,0.0,0.0,6387.0
ford,1390.0,0.0,0.0,0.0,4453.0
gallatin,905.0,0.0,0.0,0.0,1533.0
hamilton,1129.0,0.0,0.0,0.0,2683.0
hardin,724.0,0.0,0.0,0.0,1559.0
jasper,1294.0,0.0,0.0,0.0,3620.0
johnson,1401.0,0.0,0.0,0.0,4127.0
lawrence,2011.0,0.0,0.0,0.0,3800.0
marion,5053.0,0.0,0.0,0.0,10531.0
massac,1918.0,0.0,0.0,0.0,4357.0
moultrie,2057.0,0.0,0.0,0.0,3789.0
pope,589.0,0.0,0.0,0.0,1575.0
richland,2081.0,0.0,0.0,0.0,5061.0
saline,3187.0,0.0,0.0,0.0,7107.0
shelby,3038.0,0.0,0.0,0.0,7158.0
vermilion,12714.0,0.0,0.0,0.0,16647.0
wabash,1514.0,0.0,0.0,0.0,3457.0
washington,1896.0,0.0,0.0,0.0,5370.0
wayne,1429.0,0.0,0.0,0.0,6103.0
white,2040.0,0.0,0.0,0.0,4839.0
boone,8324.0,0.0,0.0,0.0,12397.0
bureau,6193.0,0.0,0.0,0.0,10089.0
grundy,7898.0,0.0,0.0,0.0,12851.0
iroquois,2587.0,0.0,0.0,0.0,9940.0
lee,5499.0,0.0,0.0,0.0,9258.0
livingston,3611.0,0.0,0.0,0.0,10956.0
lasalle,18881.0,0.0,0.0,0.0,27275.0
ogle,7427.0,0.0,0.0,0.0,15399.0
putnam,1279.0,0.0,0.0,0.0,1733.0
stark,712.0,0.0,0.0,0.0,1900.0
winnebago,52705.0,0.0,0.0,0.0,60799.0
carroll,3152.0,0.0,0.0,0.0,4059.0
fulton,7683.0,0.0,0.0,0.0,7475.0
henderson,1681.0,0.0,0.0,0.0,1850.0
henry,10626.0,0.0,8.0,0.0,13403.0
jodaviess,4987.0,0.0,0.0,0.0,6157.0
knox,12102.0,0.0,0.0,0.0,10808.0
mercer,3949.0,0.0,3.0,0.0,4521.0
peoria,32583.0,0.0,4.0,0.0,44815.0
rock island,35418.0,0.0,0.0,0.0,28789.0
stephenson,9189.0,0.0,1.0,0.0,11260.0
tazewell,19047.0,0.0,2.0,0.0,41408.0
warren,3522.0,0.0,0.0,0.0,4148.0
whiteside,13432.0,0.0,1.0,0.0,11884.0
adams,7181.0,0.0,0.0,0.0,22775.0
brown,455.0,0.0,0.0,0.0,1877.0
cass,1312.0,0.0,0.0,0.0,3482.0
hancock,2742.0,0.0,0.0,0.0,6023.0
logan,2364.0,0.0,0.0,0.0,9478.0
marshall,1558.0,0.0,0.0,0.0,4242.0
mason,2152.0,0.0,0.0,0.0,4090.0
menard,1320.0,0.0,0.0,0.0,4713.0
morgan,3566.0,0.0,0.0,0.0,10257.0
mcdonough,4536.0,0.0,0.0,0.0,7578.0
pike,1656.0,0.0,0.0,0.0,5522.0
schuyler,1069.0,0.0,0.0,0.0,2771.0
scott,617.0,0.0,0.0,0.0,1914.0
woodford,3602.0,0.0,0.0,0.0,15036.0
