County,D0,D1,OTHER0,R0,R1
adams,0.0,5918.0,0.0,0.0,0.0
ashland,4757.0,0.0,0.0,0.0,3115.0
barron,9121.0,0.0,0.0,0.0,12818.0
bayfield,5473.0,0.0,0.0,0.0,3948.0
brown,48739.0,0.0,2.0,76473.0,0.0
buffalo,0.0,5087.0,1.0,0.0,0.0
burnett,3094.0,0.0,0.0,0.0,5312.0
calumet,8985.0,0.0,0.0,17307.0,0.0
chippewa,4241.0,12980.0,43.0,0.0,8291.0
clark,4258.0,0.0,0.0,0.0,9018.0
columbia,13779.0,0.0,0.0,0.0,13081.0
crawford,0.0,5635.0,5.0,0.0,0.0
dane,0.0,215374.0,0.0,79395.0,0.0
dodge,12881.0,0.0,809.0,0.0,13076.0
door,7430.0,0.0,2.0,9981.0,0.0
douglas,12349.0,0.0,0.0,0.0,9542.0
dunn,0.0,16022.0,10.0,0.0,0.0
eau claire,0.0,39113.0,22.0,0.0,0.0
florence,707.0,0.0,0.0,0.0,1787.0
fond du lac,16741.0,0.0,0.0,0.0,30802.0
forest,1440.0,0.0,0.0,0.0,2819.0
grant,0.0,17672.0,2.0,0.0,0.0
green,0.0,9920.0,0.0,8141.0,0.0
green lake,2599.0,0.0,0.0,0.0,5960.0
iowa,0.0,7176.0,0.0,4496.0,0.0
iron,1320.0,0.0,0.0,0.0,2012.0
jackson,288.0,6147.0,3.0,0.0,666.0
jefferson,13758.0,0.0,1982.0,0.0,0.0
juneau,923.0,5942.0,9.0,0.0,1811.0
kenosha,27346.0,0.0,3772.0,0.0,43929.0
kewaunee,3418.0,0.0,2.0,7232.0,0.0
la crosse,0.0,46541.0,22.0,0.0,0.0
lafayette,0.0,3616.0,0.0,3474.0,0.0
langlade,3022.0,0.0,0.0,0.0,6844.0
lincoln,5406.0,0.0,0.0,0.0,9040.0
manitowoc,13210.0,0.0,0.0,0.0,22223.0
marathon,24284.0,0.0,0.0,0.0,43492.0
marinette,6199.0,0.0,3.0,13210.0,0.0
marquette,2790.0,0.0,0.0,0.0,4096.0
menominee,830.0,0.0,0.0,346.0,0.0
milwaukee,45566.0,220181.0,69437.0,0.0,34532.0
monroe,706.0,12180.0,32.0,0.0,1530.0
oconto,5769.0,0.0,0.0,13712.0,0.0
oneida,7875.0,0.0,0.0,0.0,13039.0
outagamie,38024.0,0.0,6.0,54720.0,0.0
ozaukee,16793.0,0.0,0.0,0.0,34127.0
pepin,0.0,2686.0,2.0,0.0,0.0
pierce,0.0,15428.0,2.0,0.0,0.0
polk,7889.0,0.0,0.0,0.0,14003.0
portage,0.0,26024.0,3.0,0.0,0.0
price,2849.0,0.0,0.0,0.0,4555.0
racine,30995.0,0.0,3760.0,0.0,57538.0
richland,0.0,5041.0,1.0,692.0,0.0
rock,14546.0,20758.0,2018.0,14316.0,21879.0
rusk,2451.0,0.0,0.0,0.0,4362.0
sauk,0.0,15917.0,0.0,13530.0,0.0
sawyer,3582.0,0.0,0.0,0.0,5299.0
shawano,6012.0,0.0,3.0,13286.0,0.0
sheboygan,21918.0,0.0,0.0,0.0,33767.0
st. croix,16709.0,0.0,0.0,0.0,28998.0
taylor,2442.0,0.0,0.0,0.0,6830.0
trempealeau,0.0,10253.0,4.0,0.0,0.0
vernon,0.0,10398.0,5.0,0.0,0.0
vilas,4451.0,0.0,0.0,0.0,8849.0
walworth,13384.0,0.0,2470.0,0.0,31192.0
washburn,3558.0,0.0,0.0,0.0,5342.0
washington,15567.0,0.0,2697.0,0.0,0.0
waukesha,56459.0,0.0,7717.0,0.0,41631.0
waupaca,8335.0,0.0,0.0,16945.0,0.0
waushara,3624.0,0.0,0.0,0.0,7114.0
winnebago,34537.0,0.0,0.0,4680.0,39272.0
wood,5448.0,15110.0,3.0,0.0,10096.0
