D0,D1,R0,R1,N1,MARS1,MARS2,MARS4,PREP,N2,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A00101,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N09600,A09600,N07100,A07100,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
11.618707891611097,13.919673256525547,12.721996252469493,11.574218098910992,14.735745501200151,14.033746084605896,13.496379097238902,13.11797375710277,14.182567422776119,15.408518230207052,18.949058222749496,14.539249987158561,18.563255439868264,13.521998188983181,14.615656611341704,13.121843242157441,15.621584747619522,13.03785069425934,15.383202298958157,12.969794778759722,15.588593705375933,7.352441100243583,12.879527192744384,16.522862248498104,12.222044415039873,14.189409316722672,12.383088485200597,14.907756625178758,9.809726172721653,13.084536891863872,13.627323834659096,18.64227474333084,16.981651165162504,13.44806351704363,15.518769906209451,11.640438785269188,11.991814501803937,13.482077697755486,15.325900433502062,13.623841448609808,16.16283151229971,13.32059109121534,15.555735826596225,13.444446876573442,15.140866310479037,14.427301251553805,18.621884520937673,11.410892739405076,13.453841736780147,13.513432018561922,13.915281682035634,11.576557325215003,11.03172336627031,10.561784455660327,9.473089177882752,13.129219818200815,14.026032389440957,12.992072443104735,13.858593993498165,12.906642211905757,13.229695548072343,14.293271521142835,17.0179368277014,14.412163357830714,17.059085200281643,12.864964763661012,14.488940627571413,14.502549118839811,15.627119222031675
11.418318038177151,10.35685354062884,11.000415089473368,11.18749998760779,12.668044103078644,11.816136339039636,11.812289042195847,10.651596291170048,12.102321944536246,13.428980053469889,16.87265768219808,12.517812983075025,16.628958974013685,11.571194373094205,11.792532522065033,11.18052492771907,12.56103362146457,11.100586787918893,12.245846090514453,10.652778743714114,12.996464497195367,6.877296071497429,10.87993220723003,12.945542663195694,10.353926026287024,12.348734726261812,10.497090602759688,13.03129140370301,7.286191714702382,10.243133319606999,11.910089548039007,16.643259942922967,15.115177559259594,11.760488420825181,13.491128539221803,9.77905747415795,10.04316253460861,11.838120061681781,13.71072321134702,11.908272894890107,14.331885953220107,11.732944138936913,13.91009229069726,11.751627355200291,12.839923540394492,12.42500735207033,16.488665127249927,9.451716691551452,11.040230216565504,11.609235145107636,11.866184581607792,9.624434806782402,9.05753878171822,8.98594603876032,7.681560362559537,10.655375228118674,11.486694419598766,10.530494930591528,11.347649797984474,10.507256921944856,10.841774582282179,12.319713782019223,14.763726222622804,12.383674749874006,14.799227387910008,10.707057414346165,12.271171946901115,12.465123735182802,13.604209111326652
0.0,0.0,10.217202802034725,0.0,10.831311520223956,10.003785273851491,9.82984101236783,9.128045129249353,10.352650515910012,11.533316154617962,14.724925707098738,10.661719979752007,14.41300660060028,9.711115659888671,9.7323432963323,9.046644279305394,10.41000390471402,8.972083182851925,10.132374578477403,8.770283819098399,10.800941990063988,6.646390514847729,8.70946507906336,10.898903648375788,8.592300663903043,10.49146864298082,8.817297783866575,11.233290924097748,4.867534450455582,7.8168199657645525,9.658864969544794,14.200249011994975,12.668614127076028,9.500020447090638,11.018743890670061,7.600902459542082,7.658227526161352,9.55393007636626,11.03606639076751,9.655026193237628,11.760152663004922,9.400960731584833,11.28348714309327,9.440658127038393,10.658670124015526,10.534227272967456,14.284250263795224,6.429719478039138,8.062432791583195,9.667132107249687,9.80835235742109,7.687080155783135,7.0326242610280065,6.84587987526405,5.5093883366279774,9.242807562113684,10.125270178210997,9.145268375232467,10.017084059118668,8.980927207648378,9.2927495082169,10.404262840448617,12.428247728029817,10.48542380376007,12.4788441052462,8.743531633626967,10.350798131234187,10.645186773678239,11.700400387004978
12.033206247506975,9.441610810502,9.688436171119255,12.163253867096502,13.048867525559046,12.281040961767479,12.179523310296638,10.767010218871627,12.455039876853842,13.7583474382309,17.507134417749565,12.873517328737746,17.159482735320754,12.16623974502845,12.947050005812372,11.876109180821787,14.000140282222345,11.80215633741186,13.703890492135304,11.129172923767713,13.910890735318713,6.396929655216146,11.663068123399947,14.868901955024295,10.410305154904579,12.417957049864935,10.955881367402624,13.626089458955077,8.480529207044645,11.661914273806232,12.28085538997386,17.3356385535999,15.653529531624399,12.110277348075307,14.18826719549582,10.266740811834984,10.465785454671082,12.201311328428464,14.219324971091469,12.278625838211882,14.931733203377497,12.02202960783788,14.287028664809645,12.140627046455105,13.618663210848643,12.813226112923143,17.22088536867368,10.29620508782179,12.21418961363212,11.950212185401348,12.244778803245586,9.843206621651198,9.235032984566555,9.293761980115255,8.054522609537294,10.762784562890163,11.47313418907698,10.574900240950067,11.295652150054389,10.642085995999992,11.049015233213044,12.721288617597457,15.643620278354804,12.783808974578792,15.676627076802822,11.34355961933649,13.189936040873128,12.762884506132862,13.883896045030648
11.309265862728706,0.0,0.0,11.454448535211252,12.369126431966471,11.49292681846354,11.472311782084931,10.548494357768138,11.82224671252549,13.177741318253643,16.571298623731202,12.223322998936702,16.281602737068496,11.27428749269737,11.70593140656616,10.883503975290829,12.554533445570543,10.80181795903329,12.24417735156372,10.326792578772624,12.784706439301358,6.522092798170152,10.65301506653218,13.497986269779807,10.03144091684659,11.989799190965607,10.169307378130775,12.769945075383063,7.090076835776092,9.963170554697301,11.516917486239766,16.32598918968163,14.766539664613306,11.348286643028581,13.151285083539356,9.49702194409438,9.702961291087327,11.451688155499038,13.4065839658268,11.515023263052374,14.014871122852764,11.317032228146179,13.512649870972213,11.35638860715,12.561727569425294,12.08509074896939,16.185830371304952,9.20029003612268,10.939071290598266,11.298865532389062,11.491456650354575,9.280798835624744,8.712430973476739,8.521185212685776,7.299797366758161,10.443774886451738,11.30242312578909,10.334945240918547,11.19333984350544,10.60062675436561,11.066669611853538,11.942692865601357,14.494214434365993,12.01200234170167,14.528767671538336,10.407288561365155,12.128894580846138,12.159452624894948,13.281498187222947
11.802425883228793,0.0,0.0,11.878151741818717,12.727660151940196,11.88916771440149,11.859913643319416,10.705264897621522,12.177981765363649,13.48692315418649,17.35672167638568,12.55309616393909,16.92459075771159,11.811399098500209,13.131721453701465,11.567603026260924,14.112883274088079,11.502774113913853,13.858996201818766,10.790143479280593,13.770376153355464,6.234410725718371,11.37790725329214,15.073872110812427,10.23458824535543,12.203223590825424,10.5933794403754,13.299033997689435,8.281470857895167,11.633912252019053,11.945876030013252,17.228287108219366,15.517001533370188,11.784325704847726,14.093925321250458,9.890402312987472,10.088929236666326,11.873393207147657,14.083956292747633,11.943668380262661,14.813952173746026,11.702719036602884,14.022658051793835,11.786990241462824,13.669620828995665,12.45920209233464,17.087388692021943,10.23458824535543,12.291015634880166,11.663498323449602,12.354320221990378,9.757305042358047,9.145161645951188,8.945071894361302,7.773594467360194,10.630794584742778,11.441923433615505,10.49349397417656,11.30544608739335,10.661719979752007,11.074404998787708,12.343004500025318,15.576321009048312,12.411378038714505,15.605502632937494,11.002099841204238,13.08717340987039,12.434482306516884,13.660978472077637
10.913396123923341,0.0,0.0,11.201988412705349,11.923245435804574,11.099377780668709,11.110655247758583,9.651172623921639,11.317032228146179,12.662262553129949,16.142193062061178,11.764695345072761,15.87244393066855,10.918899375278091,11.291318232913,10.541650424763313,12.224109008016272,10.461387583688047,11.969698200696556,9.934501606065297,12.341346269587742,6.697034247666484,10.289429994155428,12.626232587095418,9.568014816247999,11.558051782586338,9.800346793616615,12.38303402889444,6.536691597591305,9.377717481384314,11.187610751044893,15.93184113019091,14.394411752625642,11.01649572148797,12.77443861019269,9.192176401348512,9.389239411968807,11.135902030493368,13.058699140635442,11.185531892282219,13.649380409976496,11.005759802035724,13.161928262093022,11.007419002681837,12.064837368330098,11.674874231956245,15.774255981329535,8.646465527120377,10.35108579524461,10.834469833153273,11.120223559562419,8.692825760059396,8.046229101075378,8.17188200612782,6.688354713946762,9.679718805828,10.36920074098965,9.511185430954244,10.220631335137528,9.598320165743328,10.020470268021743,11.581611622758675,14.05355139168539,11.639822398158579,14.090436364105393,10.0462883511678,11.651399621983908,11.689983192089084,12.75727600514815
9.94879547024067,0.0,0.0,10.116903948091755,10.886501916453192,9.973479924356162,10.126631103850338,8.725832056527565,10.234947247333796,11.686626639470571,15.095391071088782,10.766166514961634,14.881491177969032,9.807527161390217,9.716796463224231,9.314700387300425,10.469170611586833,9.234056898593499,10.164774313628378,8.884610231886873,11.185989612151785,6.063785208687608,9.005773206234908,11.20039043373998,8.586719254064848,10.568158095103524,8.575462099540212,11.13090340858853,5.19295685089021,8.029107054619736,10.220121446937677,14.867183219163234,13.384704564682467,10.099465435777569,11.72101222965021,7.8632667240095735,8.089482474360754,10.159678957896539,12.041622440555182,10.219027953116305,12.614735967230029,10.081633737919603,12.278439817656075,10.027031738627583,10.976525590084808,10.683958561267747,14.689300386739568,7.426549072397305,8.859647499714997,9.93740577073959,10.243773934619298,8.0925452638913,7.5406215286571525,7.038783541388542,5.768320995793772,8.753055515138222,9.550306497851652,8.616133139271142,9.410256237171089,8.596004371840527,8.90231952852887,10.586836890615963,12.8716713268348,10.64232485901319,12.913605849252821,8.896998552743824,10.503751605616017,10.695574680950976,11.861382736136468
7.5740450053721995,0.0,7.072421900537371,0.0,7.926602599181384,6.927557906278317,6.866933284461882,6.579251212010101,7.473069088032197,8.653470809708786,11.441569088318415,7.709756864454165,11.113089483558081,6.429719478039138,6.490723534502507,5.598421958998375,6.230481447578482,5.560681631015528,5.723585101952381,6.040254711277414,7.597396320212795,4.787491742782046,5.19295685089021,5.375278407684165,5.768320995793772,7.280008252884188,5.991464547107982,8.111328003286733,0.0,0.0,5.66988092298052,9.975994243322877,8.568266461600238,5.438079308923196,6.784457062637643,3.4011973816621555,3.4011973816621555,5.3471075307174685,5.863631175598097,5.66988092298052,7.172424577124845,5.135798437050262,6.630683385642372,5.247024072160486,6.723832440821209,7.495541943884256,10.864503053189791,0.0,0.0,6.522092798170152,6.437751649736401,3.912023005428146,3.4011973816621555,3.4011973816621555,2.0794415416798357,6.897704943128636,7.8351837552667485,6.824373670043086,7.746300662231439,6.507277712385012,6.641182169740591,7.333023014386481,8.865876285425417,7.4673710669175595,8.951051374025619,5.799092654460526,6.80128303447162,7.757906208351747,8.80071662871916
9.008958312443486,0.0,8.995412975433313,0.0,9.738612909345894,8.846496938558838,8.894258825002703,7.8160138391590275,9.261033486291701,10.422876406962606,13.483351207464628,9.531698970787348,13.1517862480775,8.420682291035394,8.864605368075784,7.8632667240095735,9.171911345356401,7.77485576666552,8.939318740417509,7.803843303538772,10.187726203210149,6.327936783729195,7.489970898834801,9.006386515055114,7.539027055823995,9.2771575450135,7.77485576666552,10.026545540027982,3.6888794541139363,7.205635176410364,7.855544677915663,12.410045609768696,10.826654588349715,7.67786350067821,9.268609280100158,5.940171252720432,6.144185634125646,7.7142311448490855,8.60392119492606,7.851661177889265,9.722984341548957,7.455876687491824,9.07829359105585,7.4673710669175595,9.13140538388804,9.409191230721348,13.008141493314032,4.700480365792417,6.1779441140506,8.472195825485501,8.52912176228151,6.040254711277414,5.272999558563747,5.703782474656201,5.19295685089021,8.273846932784508,9.105313134108476,8.157657015196472,8.991686725934825,7.779048644925556,7.945909598613133,9.305650551780507,11.076727916176276,9.395989718862811,11.146532020446472,7.7142311448490855,8.902455592206882,9.534595424658804,10.485786967760543
