,STATE ABBREVIATION,D,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME(f),CANDIDATE NAME,PARTY,(I),GENERAL VOTES 
25,AZ,03,Raúl,Grijalva,raúl grijalva,"Grijalva, Raúl",D,1,114650
26,AZ,03,"Nicolas ""Nick""",Pierson,nicolas pierson,"Pierson, Nicolas ""Nick""",R,0,64868
27,AZ,04,Paul,Gosar,paul gosar,"Gosar, Paul",R,1,188842
28,AZ,04,David,Brill,david brill,"Brill, David",D,0,84521
29,AZ,04,Haryaksha Gregor,Knauer,haryaksha knauer,"Knauer, Haryaksha Gregor",OTHER,0,3672
30,AZ,05,Andy,Biggs,andy biggs,"Biggs, Andy",R,1,186037
31,AZ,05,Joan,Greene,joan greene,"Greene, Joan",D,0,127027
32,AZ,06,David,Schweikert,david schweikert,"Schweikert, David",R,1,173140
33,AZ,06,Anita,Malik,anita malik,"Malik, Anita",D,0,140559
34,AZ,07,Ruben,Gallego,ruben gallego,"Gallego, Ruben",D,1,113044
35,AZ,07,Gary,Swing,gary swing,"Swing, Gary",OTHER,0,18706
36,AZ,07,"James ""007,"" IV",Bond,james bond,"Bond, James ""007,"" IV",OTHER,0,301
37,AZ,08,Debbie,Lesko,debbie lesko,"Lesko, Debbie  #",R,1,168835
38,AZ,08,Hiral,Tipirneni,hiral tipirneni,"Tipirneni, Hiral",D,0,135569
39,AZ,08,Steven,Hummel,steven hummel,"Hummel, Steven",OTHER,0,13
40,AZ,09,Greg,Stanton,greg stanton,"Stanton, Greg",D,0,159583
41,AZ,09,Stephen L.,Ferrara,stephen ferrara,"Ferrara, Stephen L.",R,0,101662
42,AR,01,Rick,Crawford,rick crawford,"Crawford, Rick",R,1,138757
43,AR,01,Chintan,Desai,chintan desai,"Desai, Chintan",D,0,57907
44,AR,01,Elvis,Presley,elvis presley,"Presley, Elvis",OTHER,0,4581
45,AR,02,French,Hill,french hill,"Hill, French",R,1,132125
46,AR,02,Clarke,Tucker,clarke tucker,"Tucker, Clarke",D,0,116135
47,AR,02,Joe Ryne,Swafford,joe swafford,"Swafford, Joe Ryne",OTHER,0,5193
48,AR,03,Steve,Womack,steve womack,"Womack, Steve",R,1,148717
49,AR,03,Josh,Mahony,josh mahony,"Mahony, Josh",D,0,74952
50,AR,03,Michael J.,Kalagias,michael kalagias,"Kalagias, Michael J.",OTHER,0,5899
51,AR,03,Jason,Tate,jason tate,"Tate, Jason",OTHER,0,140
52,AR,04,Bruce,Westerman,bruce westerman,"Westerman, Bruce",R,1,136740
53,AR,04,Hayden Catherine,Shamel,hayden shamel,"Shamel, Hayden Catherine",D,0,63984
54,AR,04,Tom,Canada,tom canada,"Canada, Tom",OTHER,0,3952
55,AR,04,Susan Ann,Martin,susan martin,"Martin, Susan Ann",OTHER,0,216
56,CA,01,Doug,La Malfa,doug la malfa,"La Malfa, Doug",R,1,160046
57,CA,01,Audrey,Denney,audrey denney,"Denney, Audrey",D,0,131548
58,CA,02,Jared W.,Huffman,jared huffman,"Huffman, Jared W.",D,1,243081
59,CA,02,Dale K.,Mensing,dale mensing,"Mensing, Dale K.",R,0,72576
60,CA,03,John,Garamendi,john garamendi,"Garamendi, John",D,1,134875
61,CA,03,Charlie,Schaupp,charlie schaupp,"Schaupp, Charlie",R,0,97376
62,CA,04,Tom,McClintock,tom mcclintock,"McClintock, Tom",R,1,184401
63,CA,04,Jessica,Morse,jessica morse,"Morse, Jessica",D,0,156253
64,CA,05,Mike ,Thompson,mike thompson,"Thompson, Mike ",D,1,205860
65,CA,05,Anthony ,Mills,anthony mills,"Mills, Anthony ",OTHER,0,55158
66,CA,06,Doris,Matsui,doris matsui,"Matsui, Doris",D,1,162411
67,CA,06,Jrmar,Jefferson,jrmar jefferson,"Jefferson, Jrmar",D,0,39528
68,CA,07,Ami,Bera,ami bera,"Bera, Ami",D,1,155016
69,CA,07,Andrew,Grant,andrew grant,"Grant, Andrew",R,0,126601
70,CA,08,Paul ,Cook,paul cook,"Cook, Paul ",R,1,102415
71,CA,08,Tim,Donnelly,tim donnelly,"Donnelly, Tim",R,0,68370
72,CA,09,Jerry,McNerney,jerry mcnerney,"McNerney, Jerry",D,1,113414
73,CA,09,Marla ,Livengood,marla livengood,"Livengood, Marla ",R,0,87349
74,CA,10,Josh,Harder,josh harder,"Harder, Josh",D,0,115945
75,CA,10,Jeff,Denham,jeff denham,"Denham, Jeff",R,1,105955
76,CA,11,Mark,DeSaulnier,mark desaulnier,"DeSaulnier, Mark",D,1,204369
77,CA,11,John,Fitzgerald,john fitzgerald,"Fitzgerald, John",R,0,71312
78,CA,12,Nancy ,Pelosi,nancy pelosi,"Pelosi, Nancy ",D,1,275292
79,CA,12,Lisa,Remmer,lisa remmer,"Remmer, Lisa",R,0,41780
80,CA,13,Barbara,Lee,barbara lee,"Lee, Barbara",D,1,260580
81,CA,13,Laura,Wells,laura wells,"Wells, Laura",OTHER,0,34257
82,CA,14,Jackie,Speier,jackie speier,"Speier, Jackie",D,1,211384
83,CA,14,Cristina,Osmeña,cristina osmeña,"Osmeña, Cristina",R,0,55439
84,CA,15,Eric,Swalwell,eric swalwell,"Swalwell, Eric",D,1,177989
85,CA,15,"Rudy L., Jr.",Peters,rudy peters,"Peters, Rudy L., Jr.",R,0,65940
86,CA,16,Jim,Costa,jim costa,"Costa, Jim",D,1,82266
87,CA,16,Elizabeth,Heng,elizabeth heng,"Heng, Elizabeth",R,0,60693
88,CA,17,Ro,Khanna,ro khanna,"Khanna, Ro",D,1,159105
89,CA,17,Ron,Cohen,ron cohen,"Cohen, Ron",R,0,52057
90,CA,18,Anna G.,Eshoo,anna eshoo,"Eshoo, Anna G.",D,1,225142
91,CA,18,Christine,Russell,christine russell,"Russell, Christine",R,0,77096
92,CA,19,Zoe,Lofgren,zoe lofgren,"Lofgren, Zoe",D,1,162496
93,CA,19,Justin James,Aguilera,justin aguilera,"Aguilera, Justin James",OTHER,0,57823
94,CA,20,Jimmy,Panetta,jimmy panetta,"Panetta, Jimmy",D,1,183677
95,CA,20,Ronald Paul,Kabat,ronald kabat,"Kabat, Ronald Paul",OTHER,0,42044
96,CA,21,TJ,Cox,tj cox,"Cox, TJ",D,0,57239
97,CA,21,David,Valadao,david valadao,"Valadao, David",R,1,56377
98,CA,22,Devin G.,Nunes,devin nunes,"Nunes, Devin G.",R,1,117243
99,CA,22,Andrew,Janz,andrew janz,"Janz, Andrew",D,0,105136
100,CA,23,Kevin,McCarthy,kevin mccarthy,"McCarthy, Kevin",R,1,131113
101,CA,23,Tatiana,Matta,tatiana matta,"Matta, Tatiana",D,0,74661
102,CA,24,Salud,Carbajal,salud carbajal,"Carbajal, Salud",D,1,166550
103,CA,24,Justin,Fareed,justin fareed,"Fareed, Justin",R,0,117881
104,CA,25,Katie,Hill,katie hill,"Hill, Katie",D,0,133209
105,CA,25,Steve,Knight,steve knight,"Knight, Steve",R,1,111813
106,CA,26,Julia,Brownley,julia brownley,"Brownley, Julia",D,1,158216
107,CA,26,"Antonio, Jr.",Sabato,"antonio, sabato","Sabato, Antonio, Jr.",R,0,97210
108,CA,27,Judy ,Chu,judy chu,"Chu, Judy ",D,1,160504
109,CA,27,Bryan,Witt,bryan witt,"Witt, Bryan",D,0,42132
110,CA,28,Adam B.,Schiff,adam schiff,"Schiff, Adam B.",D,1,196662
111,CA,28,Johnny J.,Nalbandian,johnny nalbandian,"Nalbandian, Johnny J.",R,0,54272
112,CA,29,Tony,Cardenas,tony cardenas,"Cardenas, Tony",D,1,124697
113,CA,29,Benito Benny,Bernal,benito bernal,"Bernal, Benito Benny",R,0,29995
114,CA,30,Brad,Sherman,brad sherman,"Sherman, Brad",D,1,191573
115,CA,30,Mark S.,Reed,mark reed,"Reed, Mark S.",R,0,69420
116,CA,31,Pete,Aguilar,pete aguilar,"Aguilar, Pete",D,1,110143
117,CA,31,Sean,Flynn,sean flynn,"Flynn, Sean",R,0,77352
118,CA,32,Grace Flores,Napolitano,grace napolitano,"Napolitano, Grace Flores",D,1,121759
119,CA,32,Joshua M.,Scott,joshua scott,"Scott, Joshua M.",OTHER,0,55272
120,CA,33,Ted W.,Lieu,ted lieu,"Lieu, Ted W.",D,1,219091
121,CA,33,Kenneth Weston,Wright,kenneth wright,"Wright, Kenneth Weston",R,0,93769
122,CA,34,Jimmy,Gomez,jimmy gomez,"Gomez, Jimmy",D,1,110195
123,CA,34,Kenneth,Mejia,kenneth mejia,"Mejia, Kenneth",OTHER,0,41711
124,CA,35,Norma J.,Torres,norma torres,"Torres, Norma J.",D,1,103420
125,CA,35,Christian Leonel,Valiente,christian valiente,"Valiente, Christian Leonel",R,0,45604
126,CA,36,Raul,Ruiz,raul ruiz,"Ruiz, Raul",D,1,122169
127,CA,36,Kimberlin Brown,Pelzer,kimberlin pelzer,"Pelzer, Kimberlin Brown",R,0,84839
128,CA,37,Karen,Bass,karen bass,"Bass, Karen",D,1,210555
129,CA,37,Ron J.,Bassilian,ron bassilian,"Bassilian, Ron J.",R,0,25823
130,CA,38,Linda T.,Sánchez,linda sánchez,"Sánchez, Linda T.",D,1,139188
131,CA,38,Ryan ,Downing,ryan downing,"Downing, Ryan ",R,0,62968
132,CA,39,Gil,Cisneros,gil cisneros,"Cisneros, Gil",D,0,126002
133,CA,39,Young,Kim,young kim,"Kim, Young",R,0,118391
134,CA,40,Lucille,Roybal-Allard,lucille roybal-allard,"Roybal-Allard, Lucille",D,1,93938
135,CA,40,Rodolfo Cortes,Barragan,rodolfo barragan,"Barragan, Rodolfo Cortes",OTHER,0,27511
136,CA,41,Mark,Takano,mark takano,"Takano, Mark",D,1,108227
137,CA,41,Aja,Smith,aja smith,"Smith, Aja",R,0,58021
138,CA,42,Ken,Calvert,ken calvert,"Calvert, Ken",R,1,131040
139,CA,42,Julia C.,Peacock,julia peacock,"Peacock, Julia C.",D,0,100892
140,CA,43,Maxine,Waters,maxine waters,"Waters, Maxine",D,1,152272
141,CA,43,Omar,Navarro,omar navarro,"Navarro, Omar",R,0,43780
142,CA,44,Nanette Diaz,Barragán,nanette barragán,"Barragán, Nanette Diaz",D,1,97944
143,CA,44,Aja L.,Brown,aja brown,"Brown, Aja L.",D,0,45378
144,CA,45,Katie,Porter,katie porter,"Porter, Katie",D,0,158906
145,CA,45,Mimi,Walters,mimi walters,"Walters, Mimi",R,1,146383
146,CA,46,Lou,Correa,lou correa,"Correa, Lou",D,1,102278
147,CA,46,Russell Rene,Lambert,russell lambert,"Lambert, Russell Rene",R,0,45638
148,CA,47,Alan,Lowenthal,alan lowenthal,"Lowenthal, Alan",D,1,143354
149,CA,47,John,Briscoe,john briscoe,"Briscoe, John",R,0,77682
150,CA,48,Harley,Rouda,harley rouda,"Rouda, Harley",D,0,157837
151,CA,48,Dana ,Rohrabacher,dana rohrabacher,"Rohrabacher, Dana ",R,1,136899
152,CA,49,Mike,Levin,mike levin,"Levin, Mike",D,0,166453
153,CA,49,Diane L.,Harkey,diane harkey,"Harkey, Diane L.",R,0,128577
154,CA,50,Duncan,Hunter,duncan hunter,"Hunter, Duncan",R,1,134362
155,CA,50,Ammar ,Campa-Najjar,ammar campa-najjar,"Campa-Najjar, Ammar ",D,0,125448
156,CA,51,Juan ,Vargas,juan vargas,"Vargas, Juan ",D,1,109527
157,CA,51,"Juan M., Jr.",Hidalgo,juan hidalgo,"Hidalgo, Juan M., Jr.",R,0,44301
158,CA,52,Scott,Peters,scott peters,"Peters, Scott",D,1,188992
159,CA,52,Omar,Qudrat,omar qudrat,"Qudrat, Omar",R,0,107015
160,CA,53,Susan A.,Davis,susan davis,"Davis, Susan A.",D,1,185667
161,CA,53,Morgan ,Murtaugh,morgan murtaugh,"Murtaugh, Morgan ",R,0,83127
162,CO,01,Diana,DeGette,diana degette,"DeGette, Diana",D,1,272886
163,CO,01,Charles Casper,Stockham,charles stockham,"Stockham, Charles Casper",R,0,85207
164,CO,01,Raymond Anthony,Doane,raymond doane,"Doane, Raymond Anthony",OTHER,0,11600
165,CO,01,Miguel,Lopez,miguel lopez,"Lopez, Miguel",OTHER,0,22
166,CO,02,Joe,Neguse,joe neguse,"Neguse, Joe",D,0,259608
167,CO,02,Peter,Yu,peter yu,"Yu, Peter",R,0,144901
168,CO,02,Nick,Thomas,nick thomas,"Thomas, Nick",OTHER,0,16356
169,CO,02,Roger,Barris,roger barris,"Barris, Roger",OTHER,0,9749
170,CO,02,Kevin,Alumbaugh,kevin alumbaugh,"Alumbaugh, Kevin",OTHER,0,151
171,CO,03,Scott R.,Tipton,scott tipton,"Tipton, Scott R.",R,1,173205
172,CO,03,Diane Mitsch,Bush,diane bush,"Bush, Diane Mitsch",D,0,146426
173,CO,03,Mary,Malarsie,mary malarsie,"Malarsie, Mary",OTHER,0,10831
174,CO,03,Gaylon,Kent,gaylon kent,"Kent, Gaylon",OTHER,0,5727
175,CO,03,Gary,Swing,gary swing,"Swing, Gary",OTHER,0,9
176,CO,03,Bruce,Lohmiller,bruce lohmiller,"Lohmiller, Bruce",OTHER,0,3
177,CO,04,Ken,Buck,ken buck,"Buck, Ken",R,1,224038
178,CO,04,Karen,McCormick,karen mccormick,"McCormick, Karen",D,0,145544
179,CO,04,John B.,Vigil,john vigil,"Vigil, John B.",OTHER,0,26
180,CO,04,Richard Lyons,Weil,richard weil,"Weil, Richard Lyons",OTHER,0,12
181,CO,05,Doug ,Lamborn,doug lamborn,"Lamborn, Doug ",R,1,184002
182,CO,05,Stephany Rose,Spaulding,stephany spaulding,"Spaulding, Stephany Rose",D,0,126848
183,CO,05,Douglas,Randall,douglas randall,"Randall, Douglas",OTHER,0,11795
184,CO,05,Lori,Furstenberg,lori furstenberg,"Furstenberg, Lori",OTHER,0,55
185,CO,05,John,Croom,john croom,"Croom, John",OTHER,0,16
186,CO,06,Jason,Crow,jason crow,"Crow, Jason",D,0,187639
187,CO,06,Mike,Coffman,mike coffman,"Coffman, Mike",R,1,148685
188,CO,06,Kat,Martin,kat martin,"Martin, Kat",OTHER,0,5886
189,CO,06,Dan,Chapin,dan chapin,"Chapin, Dan",OTHER,0,4607
190,CO,06,Christopher,Allen,christopher allen,"Allen, Christopher",OTHER,0,5
191,CO,07,Ed,Perlmutter,ed perlmutter,"Perlmutter, Ed",D,1,204260
192,CO,07,Mark,Barrington,mark barrington,"Barrington, Mark",R,0,119734
193,CO,07,Jennifer,Nackerud,jennifer nackerud,"Nackerud, Jennifer",OTHER,0,14012
194,CO,07,Steve,Zorn,steve zorn,"Zorn, Steve",OTHER,0,45
195,CO,07,Michael,Haughey,michael haughey,"Haughey, Michael",OTHER,0,16
196,CT,01,John B.,Larson,john larson,"Larson, John B.",D,1,166155
197,CT,01,John B.,Larson,john larson,"Larson, John B.",OTHER,1,8932
198,CT,01,Jennifer T.,Nye,jennifer nye,"Nye, Jennifer T.",R,0,96024
199,CT,01,Thomas,McCormick,thomas mccormick,"McCormick, Thomas",OTHER,0,3029
200,CT,02,Joe,Courtney,joe courtney,"Courtney, Joe",D,1,167659
201,CT,02,Joe,Courtney,joe courtney,"Courtney, Joe",OTHER,1,12072
202,CT,02,"Danny, Jr.",Postemski,"danny, postemski","Postemski, Danny, Jr.",R,0,102483
203,CT,02,Michelle Louise,Bicking,michelle bicking,"Bicking, Michelle Louise",OTHER,0,3595
204,CT,02,Daniel,Reale,daniel reale,"Reale, Daniel",OTHER,0,3305
205,CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",D,1,163211
206,CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",OTHER,1,11361
207,CT,03,Angel,Cadena,angel cadena,"Cadena, Angel",R,0,95667
208,CT,04,Jim,Himes,jim himes,"Himes, Jim",D,1,168726
209,CT,04,Harry,Arora,harry arora,"Arora, Harry",R,0,103175
210,CT,04,Harry,Arora,harry arora,"Arora, Harry",OTHER,0,3746
211,CT,04,Yusheng,Peng,yusheng peng,"Peng, Yusheng",OTHER,0,4
212,CT,05,Jahana,Hayes,jahana hayes,"Hayes, Jahana",D,0,142901
213,CT,05,Jahana,Hayes,jahana hayes,"Hayes, Jahana",OTHER,0,8324
214,CT,05,Manny,Santos,manny santos,"Santos, Manny",R,0,115146
215,CT,05,Manny,Santos,manny santos,"Santos, Manny",OTHER,0,4280
216,CT,05,John,Pistone,john pistone,"Pistone, John ",OTHER,0,13
217,DE,00,Lisa Blunt,Rochester,lisa rochester,"Rochester, Lisa Blunt",D,1,227353
218,DE,00,Scott,Walker,scott walker,"Walker, Scott",R,0,125384
219,DE,00,Paul A.,Johnston,paul johnston,"Johnston, Paul A.",OTHER,0,637
220,DE,00,Andrew C.,Webb,andrew webb,"Webb, Andrew C.",OTHER,0,417
221,DE,00,Marvin,Davis,marvin davis,"Davis, Marvin",OTHER,0,23
222,DC,00,Eleanor Holmes ,Norton,eleanor norton,"Norton, Eleanor Holmes ",D,1,199124
223,DC,00,Nelson F.,Rimensnyder,nelson rimensnyder,"Rimensnyder, Nelson F.",R,0,9700
224,DC,00,"Natale ""Lino""",Stracuzzi,natale stracuzzi,"Stracuzzi, Natale ""Lino""",OTHER,0,8636
225,DC,00,John,Cheeks,john cheeks,"Cheeks, John",OTHER,0,5509
226,DC,00,Bruce,Majors,bruce majors,"Majors, Bruce",OTHER,0,4034
227,FL,01,Matt,Gaetz,matt gaetz,"Gaetz, Matt",R,1,216189
228,FL,01,Jennifer M.,Zimmerman,jennifer zimmerman,"Zimmerman, Jennifer M.",D,0,106199
229,FL,02,Neal,Dunn,neal dunn,"Dunn, Neal",R,1,199335
230,FL,02,Bob,Rackleff,bob rackleff,"Rackleff, Bob",D,0,96233
231,FL,03,Ted,Yoho,ted yoho,"Yoho, Ted",R,1,176616
232,FL,03,Yvonne,Hayes Hinson,yvonne hayes hinson,"Hayes Hinson, Yvonne",D,0,129880
233,FL,04,John H.,Rutherford,john rutherford,"Rutherford, John H.",R,1,248420
234,FL,04,"George ""Ges""",Selmont,george selmont,"Selmont, George ""Ges""",D,0,123351
235,FL,04,Joceline,Berrios,joceline berrios,"Berrios, Joceline",OTHER,0,7155
236,FL,04,Jason Michael,Bulger,jason bulger,"Bulger, Jason Michael",OTHER,0,2321
237,FL,04,Gary L.,Koniz,gary koniz,"Koniz, Gary L.",OTHER,0,2
238,FL,05,Al,Lawson,al lawson,"Lawson, Al",D,1,180527
239,FL,05,Virginia,Fuller,virginia fuller,"Fuller, Virginia",R,0,89799
240,FL,06,Michael,Waltz,michael waltz,"Waltz, Michael",R,0,187891
241,FL,06,Nancy,Soderberg,nancy soderberg,"Soderberg, Nancy",D,0,145758
242,FL,07,Stephanie,Murphy,stephanie murphy,"Murphy, Stephanie",D,1,183113
243,FL,07,Mike,Miller,mike miller,"Miller, Mike",R,0,134285
244,FL,08,Bill,Posey,bill posey,"Posey, Bill",R,1,218112
245,FL,08,Sanjay,Patel,sanjay patel,"Patel, Sanjay",D,0,142415
246,FL,09,Darren,Soto,darren soto,"Soto, Darren",D,1,172172
247,FL,09,Wayne,Liebnitzky,wayne liebnitzky,"Liebnitzky, Wayne",R,0,124565
248,FL,10,Val,Demings,val demings,"Demings, Val",D,1,Unopposed
249,FL,11,Daniel,Webster,daniel webster,"Webster, Daniel",R,1,239395
250,FL,11,Dana,Cottrell,dana cottrell,"Cottrell, Dana",D,0,128053
251,FL,11,Luis,Saldana,luis saldana,"Saldana, Luis",OTHER,0,58
252,FL,12,Gus Michael,Bilirakis,gus bilirakis,"Bilirakis, Gus Michael",R,1,194564
253,FL,12,Chris,Hunter,chris hunter,"Hunter, Chris",D,0,132844
254,FL,12,Angelika,Purkis,angelika purkis,"Purkis, Angelika",OTHER,0,7510
255,FL,13,Charlie,Crist,charlie crist,"Crist, Charlie",D,1,182717
256,FL,13,George ,Buck,george buck,"Buck, George ",R,0,134254
257,FL,14,Kathy,Castor,kathy castor,"Castor, Kathy",D,1,Unopposed
258,FL,15,Ross,Spano,ross spano,"Spano, Ross",R,0,151380
259,FL,15,Kristen,Carlson,kristen carlson,"Carlson, Kristen",D,0,134132
260,FL,15,Dave,Johnson,dave johnson,"Johnson, Dave",OTHER,0,15
261,FL,15,Jeffrey G.,Rabinowitz,jeffrey rabinowitz,"Rabinowitz, Jeffrey G.",OTHER,0,3
262,FL,15,Alek,Bynzar,alek bynzar,"Bynzar, Alek",OTHER,0,2
263,FL,16,Vern,Buchanan,vern buchanan,"Buchanan, Vern",R,1,197483
264,FL,16,David,Shapiro,david shapiro,"Shapiro, David",D,0,164463
265,FL,17,Greg,Steube,greg steube,"Steube, Greg",R,0,193326
266,FL,17,Allen,Ellison  ,allen ellison  ,"Ellison, Allen  #",D,0,117194
267,FL,18,Brian,Mast,brian mast,"Mast, Brian",R,1,185905
268,FL,18,Lauren,Baer,lauren baer,"Baer, Lauren",D,0,156454
269,FL,19,Francis,Rooney,francis rooney,"Rooney, Francis",R,1,211465
270,FL,19,David,Holden,david holden,"Holden, David",D,0,128106
271,FL,19,Pete,Pollard,pete pollard,"Pollard, Pete",OTHER,0,36
272,FL,20,Alcee L.,Hastings,alcee hastings,"Hastings, Alcee L.",D,1,202659
273,FL,20,Jay,Bonner,jay bonner,"Bonner, Jay",OTHER,0,165
274,FL,21,Lois,Frankel,lois frankel,"Frankel, Lois",D,1,Unopposed
275,FL,22,Ted,Deutch,ted deutch,"Deutch, Ted",D,1,184634
276,FL,22,Nicolas,Kimaz,nicolas kimaz,"Kimaz, Nicolas",R,0,113049
277,FL,23,Debbie,Wasserman Schultz,debbie wasserman schultz,"Wasserman Schultz, Debbie",D,1,161611
278,FL,23,"Joseph ""Joe""",Kaufman,joseph kaufman,"Kaufman, Joseph ""Joe""",R,0,99446
279,FL,23,"Timothy A. ""Tim""",Canova,timothy canova,"Canova, Timothy A. ""Tim""",OTHER,0,13697
280,FL,23,Don,Endriss,don endriss,"Endriss, Don",OTHER,0,1612
281,FL,24,Frederica S.,Wilson,frederica wilson,"Wilson, Frederica S.",D,1,Unopposed
282,FL,25,Mario,Diaz-Balart,mario diaz-balart,"Diaz-Balart, Mario",R,1,128672
283,FL,25,Mary,Barzee Flores,mary barzee flores,"Barzee Flores, Mary",D,0,84173
284,FL,26,Debbie,Mucarsel-Powell,debbie mucarsel-powell,"Mucarsel-Powell, Debbie",D,0,119797
285,FL,26,Carlos,Curbelo,carlos curbelo,"Curbelo, Carlos",R,1,115678
286,FL,27,Donna,Shalala,donna shalala,"Shalala, Donna",D,0,130743
287,FL,27,Maria Elvira,Salazar,maria salazar,"Salazar, Maria Elvira",R,0,115588
288,FL,27,Mayra,Joli,mayra joli,"Joli, Mayra",OTHER,0,6255
289,GA,01,"Earl L. ""Buddy""",Carter,earl carter,"Carter, Earl L. ""Buddy""",R,1,144741
290,GA,01,Lisa M.,Ring,lisa ring,"Ring, Lisa M.",D,0,105942
291,GA,02,Sanford ,Bishop,sanford bishop,"Bishop, Sanford ",D,1,136699
292,GA,02,"Herman, Jr.",West,"herman, west","West, Herman, Jr.",R,0,92472
293,GA,03,Drew,Ferguson,drew ferguson,"Ferguson, Drew",R,1,191996
294,GA,03,Chuck ,Enderlin,chuck enderlin,"Enderlin, Chuck ",D,0,101010
295,GA,04,"Henry C. ""Hank,"" Jr.",Johnson,henry johnson,"Johnson, Henry C. ""Hank,"" Jr.",D,1,227717
296,GA,04,Joe,Profit,joe profit,"Profit, Joe",R,0,61092
297,GA,05,John R.,Lewis,john lewis,"Lewis, John R.",D,1,275406
298,GA,06,Lucy,McBath,lucy mcbath,"McBath, Lucy",D,0,160139
299,GA,06,Karen,Handel,karen handel,"Handel, Karen",R,1,156875
300,GA,06,"Jeremy ""Carlton Heston""",Stubbs,jeremy stubbs,"Stubbs, Jeremy ""Carlton Heston""",OTHER,0,18
301,GA,07,Rob,Woodall,rob woodall,"Woodall, Rob",R,1,140430
302,GA,07,Carolyn,Bourdeaux,carolyn bourdeaux,"Bourdeaux, Carolyn",D,0,140011
303,GA,08,Austin,Scott,austin scott,"Scott, Austin",R,1,198152
304,GA,08,"James L., III",Cooper,james cooper,"Cooper, James L., III",OTHER,0,564
305,GA,09,Doug ,Collins,doug collins,"Collins, Doug ",R,1,224661
306,GA,09,Josh,McCall,josh mccall,"McCall, Josh",D,0,57912
307,GA,09,Clifford Dennis,Baxter,clifford baxter,"Baxter, Clifford Dennis",OTHER,0,5
308,GA,10,Jody ,Hice,jody hice,"Hice, Jody ",R,1,190396
309,GA,10,Tabitha A. ,Johnson-Green,tabitha johnson-green,"Johnson-Green, Tabitha A. ",D,0,112339
310,GA,11,Barry ,Loudermilk,barry loudermilk,"Loudermilk, Barry ",R,1,191887
311,GA,11,"Flynn D., Jr.",Broady,flynn broady,"Broady, Flynn D., Jr.",D,0,118653
312,GA,12,Rick W. ,Allen,rick allen,"Allen, Rick W. ",R,1,148986
313,GA,12,Francys,Johnson,francys johnson,"Johnson, Francys",D,0,101503
314,GA,12,Brian Russell,Brown,brian brown,"Brown, Brian Russell",OTHER,0,3
315,GA,13,David,Scott,david scott,"Scott, David",D,1,223157
316,GA,13,David,Callahan,david callahan,"Callahan, David",R,0,69760
317,GA,13,Martin,Cowen,martin cowen,"Cowen, Martin",OTHER,0,93
318,GA,14,Tom,Graves,tom graves,"Graves, Tom",R,1,175743
319,GA,14,Steven Lamar,Foster,steven foster,"Foster, Steven Lamar",D,0,53981
320,GU,00,Michael F.Q.,San Nicolas,michael san nicolas,"San Nicolas, Michael F.Q.",D,0,19193
