,STATE ABBREVIATION,D,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME(f),CANDIDATE NAME,PARTY,(I),GENERAL VOTES 
319,FL,24,Frederica S.,Wilson,frederica wilson,"Wilson, Frederica S.",D,1,Unopposed
320,FL,25,Mario ,Diaz-Balart,mario diaz-balart,"Diaz-Balart, Mario ",R,1,151466
321,FL,25,Stanley ,Blumenthal,stanley blumenthal,"Blumenthal, Stanley ",OTHER,0,31664
322,FL,26,Joe,Garcia,joe garcia,"Garcia, Joe",D,0,135694
323,FL,26,David,Rivera,david rivera,"Rivera, David",R,1,108820
324,FL,26,Angel ,Fernandez,angel fernandez,"Fernandez, Angel ",OTHER,0,5726
325,FL,26,Jose,Peixoto,jose peixoto,"Peixoto, Jose",OTHER,0,2717
326,FL,27,Ileana,Ros-Lehtinen,ileana ros-lehtinen,"Ros-Lehtinen, Ileana",R,1,138488
327,FL,27,Manny ,Yevancey,manny yevancey,"Yevancey, Manny ",D,0,85020
328,FL,27,Thomas Joe,Cruz-Wiggins,thomas cruz-wiggins,"Cruz-Wiggins, Thomas Joe",OTHER,0,6663
329,FL,S,Bill ,Nelson,bill nelson,"Nelson, Bill ",D,1,4523451
330,FL,S,Connie ,Mack,connie mack,"Mack, Connie ",R,0,3458267
331,FL,S,Bill ,Gaylor,bill gaylor,"Gaylor, Bill ",OTHER,0,126079
332,FL,S,Chris ,Borgia,chris borgia,"Borgia, Chris ",OTHER,0,82089
333,FL,S,Naomi,Craine,naomi craine,"Craine, Naomi",OTHER,0,19
334,FL,S,Lawrence Sidney,Scott,lawrence scott,"Scott, Lawrence Sidney",OTHER,0,18
335,FL,S,Robert,Monroe,robert monroe,"Monroe, Robert",OTHER,0,12
336,FL,S,Piotr,Blass,piotr blass,"Blass, Piotr",OTHER,0,9
337,FL,S,Lionel ,Long,lionel long,"Long, Lionel ",OTHER,0,2
338,GA,01,Jack ,Kingston,jack kingston,"Kingston, Jack ",R,1,157181
339,GA,01,Lesli Rae,Messinger,lesli messinger,"Messinger, Lesli Rae",D,0,92399
340,GA,02,Sanford,Bishop,sanford bishop,"Bishop, Sanford",D,1,162751
341,GA,02,John,House,john house,"House, John",R,0,92410
342,GA,03,Lynn,Westmoreland,lynn westmoreland,"Westmoreland, Lynn",R,1,232380
343,GA,03,David,Ferguson,david ferguson,"Ferguson, David",OTHER,0,105
344,GA,04,"Henry C. ""Hank""",Johnson,henry johnson,"Johnson, Henry C. ""Hank""",D,1,208861
345,GA,04,J. Chris,Vaughn,j. vaughn,"Vaughn, J. Chris",R,0,75041
346,GA,04,Cynthia,McKinney,cynthia mckinney,"McKinney, Cynthia",OTHER,0,58
347,GA,04,Rachele,Fruit,rachele fruit,"Fruit, Rachele",OTHER,0,2
348,GA,05,John,Lewis,john lewis,"Lewis, John",D,1,234330
349,GA,05,Howard,Stopeck,howard stopeck,"Stopeck, Howard",R,0,43335
350,GA,05,John,Benson,john benson,"Benson, John",OTHER,0,12
351,GA,05,Raymond,Davis,raymond davis,"Davis, Raymond",OTHER,0,12
352,GA,06,Tom ,Price,tom price,"Price, Tom ",R,1,189669
353,GA,06,Jeff,Kazanow,jeff kazanow,"Kazanow, Jeff",D,0,104365
354,GA,07,Rob,Woodall,rob woodall,"Woodall, Rob",R,1,156689
355,GA,07,Steve,Reilly,steve reilly,"Reilly, Steve",D,0,95377
356,GA,08,Austin,Scott,austin scott,"Scott, Austin",R,1,197789
357,GA,09,Doug,Collins,doug collins,"Collins, Doug",R,0,192101
358,GA,09,Jody,Cooley,jody cooley,"Cooley, Jody",D,0,60052
359,GA,10,Paul C.,Broun,paul broun,"Broun, Paul C.",R,1,211065
360,GA,10,Brian Russell,Brown,brian brown,"Brown, Brian Russell",OTHER,0,401
361,GA,11,Phil,Gingrey,phil gingrey,"Gingrey, Phil",R,1,196968
362,GA,11,Patrick,Thompson,patrick thompson,"Thompson, Patrick",D,0,90353
363,GA,11,Allan,Levene,allan levene,"Levene, Allan",OTHER,0,30
364,GA,12,John,Barrow,john barrow,"Barrow, John",D,1,139148
365,GA,12,Lee,Anderson,lee anderson,"Anderson, Lee",R,0,119973
366,GA,13,David,Scott,david scott,"Scott, David",D,1,201988
367,GA,13,S.,Malik,s. malik,"Malik, S.",R,0,79550
368,GA,14,Tom ,Graves,tom graves,"Graves, Tom ",R,1,159947
369,GA,14,"Daniel ""Danny""",Grant,daniel grant,"Grant, Daniel ""Danny""",D,0,59245
370,GU,00,Madeleine Z.,Bordallo,madeleine bordallo,"Bordallo, Madeleine Z.",D,1,19765
371,GU,00,"Frank Flores, Jr.",Blas,frank blas,"Blas, Frank Flores, Jr.",R,0,12995
372,HI,01,Colleen W.,Hanabusa,colleen hanabusa,"Hanabusa, Colleen W.",D,1,116505
373,HI,01,Charles K.,Djou,charles djou,"Djou, Charles K.",R,0,96824
374,HI,02,Tulsi,Gabbard,tulsi gabbard,"Gabbard, Tulsi",D,0,168503
375,HI,02,Kawika,Crowley,kawika crowley,"Crowley, Kawika",R,0,40707
376,HI,S,Mazie,Hirono,mazie hirono,"Hirono, Mazie",D,0,269489
377,HI,S,Linda,Lingle,linda lingle,"Lingle, Linda",R,0,160994
378,ID,01,Raul R.,Labrador,raul labrador,"Labrador, Raul R.",R,1,199402
379,ID,01,Jimmy ,Farris,jimmy farris,"Farris, Jimmy ",D,0,97450
380,ID,01,Rob,Oates,rob oates,"Oates, Rob",OTHER,0,12265
381,ID,02,Mike,Simpson,mike simpson,"Simpson, Mike",R,1,207412
382,ID,02,Nicole,LeFavour,nicole lefavour,"LeFavour, Nicole",D,0,110847
383,ID,02,Jack Wayne ,Chappell,jack chappell,"Chappell, Jack Wayne ",OTHER,0,235
384,IL,01,Bobby L.,Rush,bobby rush,"Rush, Bobby L.",D,1,236854
385,IL,01,Donald E.,Peloquin,donald peloquin,"Peloquin, Donald E.",R,0,83989
386,IL,01,John,Hawkins,john hawkins,"Hawkins, John",OTHER,0,1
387,IL,02,"Jesse L., Jr.",Jackson,jesse jackson,"Jackson, Jesse L., Jr.",D,1,188303
388,IL,02,Brian,Woodworth,brian woodworth,"Woodworth, Brian",R,0,69115
389,IL,02,Marcus,Lewis,marcus lewis,"Lewis, Marcus",OTHER,0,40006
390,IL,02,Anthony W.,Williams,anthony williams,"Williams, Anthony W.",OTHER,0,288
391,IL,03,Daniel William,Lipinski,daniel lipinski,"Lipinski, Daniel William",D,1,168738
392,IL,03,Richard L.,Grabowski,richard grabowski,"Grabowski, Richard L.",R,0,77653
393,IL,03,Laura,Anderson,laura anderson,"Anderson, Laura",OTHER,0,7
394,IL,04,Luis V.,Gutierrez,luis gutierrez,"Gutierrez, Luis V.",D,1,133226
395,IL,04,Hector,Concepcion,hector concepcion,"Concepcion, Hector",OTHER,0,27279
396,IL,04,Ymelda,Viramontes,ymelda viramontes,"Viramontes, Ymelda",OTHER,0,4
397,IL,05,Mike,Quigley,mike quigley,"Quigley, Mike",D,1,177729
398,IL,05,Dan,Schmitt,dan schmitt,"Schmitt, Dan",R,0,77289
399,IL,05,Nancy,Wade,nancy wade,"Wade, Nancy",OTHER,0,15359
400,IL,06,Peter J.,Roskam,peter roskam,"Roskam, Peter J.",R,1,193138
401,IL,06,Leslie,Coolidge,leslie coolidge,"Coolidge, Leslie",D,0,132991
402,IL,07,Danny K.,Davis,danny davis,"Davis, Danny K.",D,1,242439
403,IL,07,Rita,Zak,rita zak,"Zak, Rita",R,0,31466
404,IL,07,John H.,Monaghan,john monaghan,"Monaghan, John H.",OTHER,0,12523
405,IL,07,Phil,Collins,phil collins,"Collins, Phil",OTHER,0,5
406,IL,07,Dennis,Richter,dennis richter,"Richter, Dennis",OTHER,0,2
407,IL,08,Tammy,Duckworth,tammy duckworth,"Duckworth, Tammy",D,0,123206
408,IL,08,Joe,Walsh,joe walsh,"Walsh, Joe",R,1,101860
409,IL,09,Janice D.,Schakowsky,janice schakowsky,"Schakowsky, Janice D.",D,1,194869
410,IL,09,Timothy C.,Wolfe,timothy wolfe,"Wolfe, Timothy C.",R,0,98924
411,IL,09,Hilaire Fuji ,Shioura,hilaire shioura,"Shioura, Hilaire Fuji ",OTHER,0,8
412,IL,09,Susanne,Atanus,susanne atanus,"Atanus, Susanne",OTHER,0,6
413,IL,10,Brad,Schneider,brad schneider,"Schneider, Brad",D,0,133890
414,IL,10,Robert,Dold,robert dold,"Dold, Robert",R,1,130564
415,IL,11,Bill,Foster,bill foster,"Foster, Bill",D,0,148928
416,IL,11,Judy,Biggert,judy biggert,"Biggert, Judy",R,1,105348
417,IL,11,Chris,Michel,chris michel,"Michel, Chris",OTHER,0,19
418,IL,12,William L.,Enyart,william enyart,"Enyart, William L. #",D,0,157000
419,IL,12,Jason,Plummer,jason plummer,"Plummer, Jason",R,0,129902
420,IL,12,Paula,Bradshaw,paula bradshaw,"Bradshaw, Paula",OTHER,0,17045
421,IL,12,Shon-Tiyon,Horton,shon-tiyon horton,"Horton, Shon-Tiyon",OTHER,0,2
422,IL,13,Rodney,Davis,rodney davis,"Davis, Rodney #",R,0,137034
423,IL,13,David M.,Gill,david gill,"Gill, David M.",D,0,136032
424,IL,13,John,Hartman,john hartman,"Hartman, John ",OTHER,0,21319
425,IL,14,Randy M.,Hultgren,randy hultgren,"Hultgren, Randy M.",R,1,177603
426,IL,14,Dennis,Anderson,dennis anderson,"Anderson, Dennis",D,0,124351
427,IL,15,John M.,Shimkus,john shimkus,"Shimkus, John M.",R,1,205775
428,IL,15,Angela,Michael,angela michael,"Michael, Angela",D,0,94162
429,IL,16,Adam,Kinzinger,adam kinzinger,"Kinzinger, Adam",R,1,181789
430,IL,16,Wanda,Rohl,wanda rohl,"Rohl, Wanda",D,0,112301
431,IL,17,Cheri,Bustos,cheri bustos,"Bustos, Cheri",D,0,153519
432,IL,17,Bobby ,Schilling,bobby schilling,"Schilling, Bobby ",R,1,134623
433,IL,17,Eric,Reyes,eric reyes,"Reyes, Eric",OTHER,0,10
434,IL,17,Joe,Faber,joe faber,"Faber, Joe",OTHER,0,9
435,IL,18,Aaron,Schock,aaron schock,"Schock, Aaron",R,1,244467
436,IL,18,Steve,Waterworth,steve waterworth,"Waterworth, Steve",D,0,85164
437,IN,01,Peter J. ,Visclosky,peter visclosky,"Visclosky, Peter J. ",D,1,187743
438,IN,01,Joel ,Phelps,joel phelps,"Phelps, Joel ",R,0,91291
439,IN,02,Jackie,Walorski,jackie walorski,"Walorski, Jackie",R,0,134033
440,IN,02,Brendan,Mullen,brendan mullen,"Mullen, Brendan",D,0,130113
441,IN,02,Joseph Wayne,Ruiz,joseph ruiz,"Ruiz, Joseph Wayne",OTHER,0,9326
442,IN,02,"Kenneth R., Jr.",Lunce,kenneth lunce,"Lunce, Kenneth R., Jr.",OTHER,0,3
443,IN,03,Marlin A. ,Stutzman,marlin stutzman,"Stutzman, Marlin A. ",R,1,187872
444,IN,03,Kevin R.,Boyd,kevin boyd,"Boyd, Kevin R.",D,0,92363
445,IN,04,Todd,Rokita,todd rokita,"Rokita, Todd",R,1,168688
446,IN,04,Tara E.,Nelson,tara nelson,"Nelson, Tara E.",D,0,93015
447,IN,04,Benjamin J.,Gelhausen,benjamin gelhausen,"Gelhausen, Benjamin J.",OTHER,0,10565
448,IN,05,Susan ,Brooks,susan brooks,"Brooks, Susan ",R,0,194570
449,IN,05,Scott,Reske,scott reske,"Reske, Scott",D,0,125347
450,IN,05,Chard,Reid,chard reid,"Reid, Chard",OTHER,0,13442
451,IN,06,Luke,Messer,luke messer,"Messer, Luke",R,0,162613
452,IN,06,Bradley T.,Bookout,bradley bookout,"Bookout, Bradley T.",D,0,96678
453,IN,06,Rex,Bell,rex bell,"Bell, Rex",OTHER,0,15962
454,IN,07,Andre D. ,Carson,andre carson,"Carson, Andre D. ",D,1,162122
455,IN,07,Carlos A. ,May,carlos may,"May, Carlos A. ",R,0,95828
456,IN,08,Larry D. ,Bucshon,larry bucshon,"Bucshon, Larry D. ",R,1,151533
457,IN,08,Dave,Crooks,dave crooks,"Crooks, Dave",D,0,122325
458,IN,08,Bart,Gadau,bart gadau,"Gadau, Bart",OTHER,0,10134
459,IN,09,Todd,Young,todd young,"Young, Todd",R,1,165332
460,IN,09,Shelli ,Yoder,shelli yoder,"Yoder, Shelli ",D,0,132848
461,IN,S,Joe ,Donnelly,joe donnelly,"Donnelly, Joe ",D,0,1281181
462,IN,S,Richard E.,Mourdock,richard mourdock,"Mourdock, Richard E.",R,0,1133621
463,IN,S,"Andrew ""Andy""",Horning,andrew horning,"Horning, Andrew ""Andy""",OTHER,0,145282
464,IN,S,James L.,Johnson Junior,james johnson junior,"Johnson Junior, James L.",OTHER,0,15
465,IN,S,Amy J.,Willis,amy willis,"Willis, Amy J.",OTHER,0,3
466,IA,01,Bruce ,Braley,bruce braley,"Braley, Bruce ",D,1,222422
467,IA,01,Ben,Lange,ben lange,"Lange, Ben",R,0,162465
468,IA,01,Gregory,Hughes,gregory hughes,"Hughes, Gregory",OTHER,0,4772
469,IA,01,"George Todd, II",Krail,george krail,"Krail, George Todd, II",OTHER,0,931
470,IA,02,Dave ,Loebsack,dave loebsack,"Loebsack, Dave ",D,1,211863
471,IA,02,John ,Archer,john archer,"Archer, John ",R,0,161977
472,IA,02,Alan,Aversa,alan aversa,"Aversa, Alan",OTHER,0,7112
473,IA,03,Tom ,Latham,tom latham,"Latham, Tom ",R,1,202000
474,IA,03,Leonard ,Boswell,leonard boswell,"Boswell, Leonard ",D,1,168632
475,IA,03,Scott G.,Batcher,scott batcher,"Batcher, Scott G.",OTHER,0,9352
476,IA,03,David,Rosenfeld,david rosenfeld,"Rosenfeld, David",OTHER,0,6286
477,IA,04,Steve,King,steve king,"King, Steve",R,1,200063
478,IA,04,Christie ,Vilsack,christie vilsack,"Vilsack, Christie ",D,0,169470
479,IA,04,Martin James,Monroe,martin monroe,"Monroe, Martin James",OTHER,0,8124
480,KS,01,Tim,Huelskamp,tim huelskamp,"Huelskamp, Tim",R,1,211337
481,KS,02,Lynn,Jenkins,lynn jenkins,"Jenkins, Lynn",R,1,167463
482,KS,02,Tobias,Schlingensiepen,tobias schlingensiepen,"Schlingensiepen, Tobias",D,0,113735
483,KS,02,Dennis,Hawver,dennis hawver,"Hawver, Dennis",OTHER,0,12520
484,KS,03,Kevin,Yoder,kevin yoder,"Yoder, Kevin",R,1,201087
485,KS,03,Joel,Balam,joel balam,"Balam, Joel",OTHER,0,92675
486,KS,04,Mike,Pompeo,mike pompeo,"Pompeo, Mike",R,1,161094
487,KS,04,Robert Leon,Tillman,robert tillman,"Tillman, Robert Leon",D,0,81770
488,KS,04,Thomas,Jefferson,thomas jefferson,"Jefferson, Thomas",OTHER,0,16058
489,KY,01,Edward ,Whitfield,edward whitfield,"Whitfield, Edward ",R,1,199956
490,KY,01,Charles Kendall,Hatchett,charles hatchett,"Hatchett, Charles Kendall",D,0,87199
491,KY,02,S. Brett,Guthrie,s. guthrie,"Guthrie, S. Brett",R,1,181508
492,KY,02,David Lynn,Williams,david williams,"Williams, David Lynn",D,0,89541
493,KY,02,Andrew R.,Beacham,andrew beacham,"Beacham, Andrew R.",OTHER,0,6304
494,KY,02,Craig R.,Astor,craig astor,"Astor, Craig R.",OTHER,0,4914
495,KY,03,John A. ,Yarmuth,john yarmuth,"Yarmuth, John A. ",D,1,206385
496,KY,03,Brooks,Wicker,brooks wicker,"Wicker, Brooks",R,0,111452
497,KY,03,"Robert L., Jr.",Devore,robert devore,"Devore, Robert L., Jr.",OTHER,0,4819
498,KY,04 - FULL TERM,Thomas ,Massie,thomas massie,"Massie, Thomas ",R,0,186036
499,KY,04 - FULL TERM,"William R. ""Bill""",Adkins,william adkins,"Adkins, William R. ""Bill""",D,0,104734
500,KY,04 - FULL TERM,David,Lewis,david lewis,"Lewis, David",OTHER,0,8674
501,KY,04 - UNEXPIRED TERM,Thomas ,Massie,thomas massie,"Massie, Thomas ",R,0,174092
502,KY,04 - UNEXPIRED TERM,"William R. ""Bill""",Adkins,william adkins,"Adkins, William R. ""Bill""",D,0,106598
503,KY,04 - UNEXPIRED TERM,David,Lewis,david lewis,"Lewis, David",OTHER,0,9987
504,KY,05,"Harold ""Hal"" ",Rogers,harold rogers,"Rogers, Harold ""Hal"" ",R,1,195408
505,KY,05,Kenneth S. ,Stepp,kenneth stepp,"Stepp, Kenneth S. ",D,0,55447
506,KY,06,"Garland ""Andy""",Barr,garland barr,"Barr, Garland ""Andy""",R,0,153222
507,KY,06,Ben ,Chandler,ben chandler,"Chandler, Ben ",D,1,141438
508,KY,06,Randolph,Vance,randolph vance,"Vance, Randolph",OTHER,0,8340
509,LA,01,"""Steve""",Scalise,"""steve"" scalise","Scalise, ""Steve""",R,1,193496
510,LA,01,"M. V. ""Vinny""",Mendoza,m. mendoza,"Mendoza, M. V. ""Vinny""",D,0,61703
511,LA,01,Gary,King,gary king,"King, Gary",R,0,24844
512,LA,01,"David ""Turk""",Turknett,david turknett,"Turknett, David ""Turk""",OTHER,0,6079
513,LA,01,Arden,Wells,arden wells,"Wells, Arden",OTHER,0,4288
514,LA,02,Cedric,Richmond,cedric richmond,"Richmond, Cedric",D,1,158501
515,LA,02,Gary,Landrieu,gary landrieu,"Landrieu, Gary",D,0,71916
516,LA,02,Dwayne ,Bailey,dwayne bailey,"Bailey, Dwayne ",R,0,38801
517,LA,02,Josue,Larose,josue larose,"Larose, Josue",R,0,11345
518,LA,02,Caleb,Trotter,caleb trotter,"Trotter, Caleb",OTHER,0,6791
519,LA,03,"Charles W., Jr.",Boustany,charles boustany,"Boustany, Charles W., Jr.",R,1,139123
520,LA,03,"""Jeff"" ",Landry,"""jeff"" landry","Landry, ""Jeff"" ",R,1,93527
521,LA,03,"""Ron""",Richard,"""ron"" richard","Richard, ""Ron""",D,0,67070
522,LA,03,Bryan,Barrilleaux,bryan barrilleaux,"Barrilleaux, Bryan",R,0,7908
523,LA,03,"""Jim""",Stark,"""jim"" stark","Stark, ""Jim""",OTHER,0,3765
524,LA,04,John,Fleming,john fleming,"Fleming, John",R,1,187894
525,LA,04,Randall,Lord,randall lord,"Lord, Randall",OTHER,0,61637
526,LA,05,Rodney ,Alexander,rodney alexander,"Alexander, Rodney ",R,1,202536
527,LA,05,"""Ron""",Ceasar,"""ron"" ceasar","Ceasar, ""Ron""",OTHER,0,37486
528,LA,05,Clay Steven,Grant,clay grant,"Grant, Clay Steven",OTHER,0,20194
529,LA,06,"William ""Bill""",Cassidy,william cassidy,"Cassidy, William ""Bill""",R,1,243553
530,LA,06,"Rufus Holt, Jr.",Craig,rufus craig,"Craig, Rufus Holt, Jr.",OTHER,0,32185
531,LA,06,"Richard ""RPT""",Torregano,richard torregano,"Torregano, Richard ""RPT""",OTHER,0,30975
532,ME,01,Chellie,Pingree,chellie pingree,"Pingree, Chellie",D,1,236363
533,ME,01,Jonathan T.E.,Courtney,jonathan courtney,"Courtney, Jonathan T.E.",R,0,128440
534,ME,02,Michael H.,Michaud,michael michaud,"Michaud, Michael H.",D,1,191456
535,ME,02,Kevin L.,Raye,kevin raye,"Raye, Kevin L.",R,0,137542
536,ME,S,Angus,King,angus king,"King, Angus",OTHER,0,370580
537,ME,S,"Charles E., Jr.",Summers,charles summers,"Summers, Charles E., Jr.",R,0,215399
538,ME,S,Cynthia Ann,Dill,cynthia dill,"Dill, Cynthia Ann",D,0,92900
539,ME,S,Stephen M.,Woods,stephen woods,"Woods, Stephen M.",OTHER,0,10289
540,ME,S,Danny Francis,Dalton,danny dalton,"Dalton, Danny Francis",OTHER,0,5807
541,ME,S,Andrew Ian,Dodge,andrew dodge,"Dodge, Andrew Ian",OTHER,0,5624
542,MD,01,Andy,Harris,andy harris,"Harris, Andy",R,1,214204
543,MD,01,Wendy,Rosen,wendy rosen,"Rosen, Wendy",D,0,92812
544,MD,01,John,LaFerla,john laferla,"LaFerla, John",OTHER,0,14858
545,MD,01,Muir Wayne,Boda,muir boda,"Boda, Muir Wayne",OTHER,0,12857
546,MD,01,Michael,Calpino,michael calpino,"Calpino, Michael",OTHER,0,71
547,MD,01,Douglas Dryden,Rae,douglas rae,"Rae, Douglas Dryden",OTHER,0,26
548,MD,02,C. A. Dutch ,Ruppersberger,c. ruppersberger,"Ruppersberger, C. A. Dutch ",D,1,194088
549,MD,02,Nancy C.,Jacobs,nancy jacobs,"Jacobs, Nancy C.",R,0,92071
550,MD,02,Leo Wayne,Dymowski,leo dymowski,"Dymowski, Leo Wayne",OTHER,0,9344
551,MD,02,Ray ,Bly,ray bly,"Bly, Ray ",OTHER,0,22
552,MD,03,John ,Sarbanes,john sarbanes,"Sarbanes, John ",D,1,213747
553,MD,03,Eric Delano,Knowles,eric knowles,"Knowles, Eric Delano",R,0,94549
554,MD,03,"Paul W., Jr. ",Drgos,paul drgos,"Drgos, Paul W., Jr. ",OTHER,0,11028
555,MD,04,Donna F.,Edwards,donna edwards,"Edwards, Donna F.",D,1,240385
556,MD,04,Faith M.,Loudon,faith loudon,"Loudon, Faith M.",R,0,64560
557,MD,04,Scott,Soffen,scott soffen,"Soffen, Scott",OTHER,0,6204
558,MD,05,Steny H. ,Hoyer,steny hoyer,"Hoyer, Steny H. ",D,1,238618
559,MD,05,Tony,O'Donnell,tony o'donnell,"O'Donnell, Tony",R,0,95271
560,MD,05,Bob,Auerbach,bob auerbach,"Auerbach, Bob ",OTHER,0,5040
561,MD,05,Arvin,Vohra,arvin vohra,"Vohra, Arvin",OTHER,0,4503
562,MD,06,John ,Delaney,john delaney,"Delaney, John ",D,0,181921
563,MD,06,Roscoe G. ,Bartlett,roscoe bartlett,"Bartlett, Roscoe G. ",R,1,117313
564,MD,06,Nickolaus,Mueller,nickolaus mueller,"Mueller, Nickolaus",OTHER,0,9916
565,MD,07,Elijah,Cummings,elijah cummings,"Cummings, Elijah",D,1,247770
566,MD,07,Frank C. ,Mirabile,frank mirabile,"Mirabile, Frank C. ",R,0,67405
567,MD,07,Ronald M.,Owens-Bey,ronald owens-bey,"Owens-Bey, Ronald M.",OTHER,0,8211
568,MD,07,Charles U. ,Smith,charles smith,"Smith, Charles U. ",OTHER,0,28
569,MD,07,Ty Glen ,Busch,ty busch,"Busch, Ty Glen ",OTHER,0,10
570,MD,08,Chris ,Van Hollen,chris van hollen,"Van Hollen, Chris ",D,1,217531
571,MD,08,Ken,Timmerman,ken timmerman,"Timmerman, Ken",R,0,113033
572,MD,08,Mark,Grannis,mark grannis,"Grannis, Mark",OTHER,0,7235
573,MD,08,George,Gluck,george gluck,"Gluck, George",OTHER,0,5064
574,MD,S,Ben,Cardin,ben cardin,"Cardin, Ben",D,1,1474028
575,MD,S,Lih,Young,lih young,"Young, Lih",OTHER,0,163
576,MD,S,Ed,Tinus,ed tinus,"Tinus, Ed",OTHER,0,48
577,MD,S,Daniel John ,Bongino,daniel bongino,"Bongino, Daniel John ",R,0,693291
578,MD,S,S. Rob,Sobhani,s. sobhani,"Sobhani, S. Rob",OTHER,0,430934
579,MD,S,Dean,Ahmad,dean ahmad,"Ahmad, Dean",OTHER,0,32252
580,MD,S,Brandy,Baker,brandy baker,"Baker, Brandy",OTHER,0,151
581,MD,S,Mary,Podlesak,mary podlesak,"Podlesak, Mary",OTHER,0,2
582,MA,01,Richard E.,Neal,richard neal,"Neal, Richard E.",D,1,261936
583,MA,02,James P.,McGovern,james mcgovern,"McGovern, James P.",D,1,259257
584,MA,03,Nicola S.,Tsongas,nicola tsongas,"Tsongas, Nicola S.",D,1,212119
585,MA,03,Jonathan A.,Golnik,jonathan golnik,"Golnik, Jonathan A.",R,0,109372
586,MA,04,"Joseph P., III",Kennedy,joseph kennedy,"Kennedy, Joseph P., III",D,0,221303
587,MA,04,Sean,Bielat,sean bielat,"Bielat, Sean",R,0,129936
588,MA,04,David A.,Rosa,david rosa,"Rosa, David A.",OTHER,0,10741
589,MA,05,Edward J.,Markey,edward markey,"Markey, Edward J.",D,1,257490
590,MA,05,Tom,Tierney,tom tierney,"Tierney, Tom",R,0,82944
591,MA,06,John F.,Tierney,john tierney,"Tierney, John F.",D,1,180942
592,MA,06,Richard R.,Tisei,richard tisei,"Tisei, Richard R.",R,0,176612
593,MA,06,Daniel,Fishman,daniel fishman,"Fishman, Daniel",OTHER,0,16739
594,MA,07,Michael E.,Capuano,michael capuano,"Capuano, Michael E.",D,1,210794
595,MA,07,Karla,Romero,karla romero,"Romero, Karla",OTHER,0,41199
596,MA,08,Stephen F.,Lynch,stephen lynch,"Lynch, Stephen F.",D,1,263999
597,MA,08,Joe,Selvaggi,joe selvaggi,"Selvaggi, Joe",R,0,82242
598,MA,09,William Richard,Keating,william keating,"Keating, William Richard",D,1,212754
599,MA,09,Christopher,Sheldon,christopher sheldon,"Sheldon, Christopher",R,0,116531
600,MA,09,Daniel S.,Botelho,daniel botelho,"Botelho, Daniel S.",OTHER,0,32655
601,MA,S,Elizabeth A.,Warren,elizabeth warren,"Warren, Elizabeth A.",D,0,1696346
602,MA,S,Scott P.,Brown,scott brown,"Brown, Scott P.",R,1,1458048
603,MI,01,Dan,Benishek,dan benishek,"Benishek, Dan",R,1,167060
604,MI,01,Gary,McDowell,gary mcdowell,"McDowell, Gary",D,0,165179
605,MI,01,Emily,Salvette,emily salvette,"Salvette, Emily",OTHER,0,10630
606,MI,01,Ellis,Boal,ellis boal,"Boal, Ellis",OTHER,0,4168
607,MI,02,Bill,Huizenga,bill huizenga,"Huizenga, Bill",R,1,194653
608,MI,02,"Willie, Jr.",German,"willie, german","German, Willie, Jr.",OTHER,0,108973
609,MI,02,Mary,Buzuma,mary buzuma,"Buzuma, Mary",OTHER,0,8750
610,MI,02,Ronald E.,Graeser,ronald graeser,"Graeser, Ronald E.",OTHER,0,3176
611,MI,02,William J.,Opalicky,william opalicky,"Opalicky, William J.",OTHER,0,2715
612,MI,03,Justin,Amash,justin amash,"Amash, Justin",R,1,171675
613,MI,03,Steven,Butler,steven butler,"Butler, Steven",OTHER,0,2
614,MI,03,Steve,Pestka,steve pestka,"Pestka, Steve",D,0,144108
615,MI,03,Bill,Gelineau,bill gelineau,"Gelineau, Bill",OTHER,0,10498
616,MI,04,Dave,Camp,dave camp,"Camp, Dave",R,1,197386
617,MI,04,Debra Freidell,Wirth,debra wirth,"Wirth, Debra Freidell",D,0,104996
618,MI,04,John,Gelineau,john gelineau,"Gelineau, John",OTHER,0,4285
619,MI,04,George M.,Zimmer,george zimmer,"Zimmer, George M.",OTHER,0,3506
620,MI,04,Pat,Timmons,pat timmons,"Timmons, Pat",OTHER,0,2776
621,MI,05,Daniel T.,Kildee,daniel kildee,"Kildee, Daniel T.",D,0,214531
622,MI,05,Jim,Slezak,jim slezak,"Slezak, Jim",R,0,103931
623,MI,05,David,Davenport,david davenport,"Davenport, David",OTHER,0,6694
624,MI,05,Gregory,Creswell,gregory creswell,"Creswell, Gregory",OTHER,0,4990
625,MI,06,Fred,Upton,fred upton,"Upton, Fred",R,1,174955
626,MI,06,Mike,O'Brien,mike o'brien,"O'Brien, Mike",D,0,136563
627,MI,06,Christie,Gelineau,christie gelineau,"Gelineau, Christie",OTHER,0,6366
628,MI,06,Jason,Gatties,jason gatties,"Gatties, Jason",OTHER,0,2591
629,MI,07,Tim,Walberg,tim walberg,"Walberg, Tim",R,1,169668
630,MI,07,Kurt Richard,Haskell,kurt haskell,"Haskell, Kurt Richard",D,0,136849
631,MI,07,Ken,Proctor,ken proctor,"Proctor, Ken",OTHER,0,8088
632,MI,07,Richard E.,Wunsch,richard wunsch,"Wunsch, Richard E.",OTHER,0,3464
633,MI,08,Mike,Rogers,mike rogers,"Rogers, Mike",R,1,202217
634,MI,08,Lance,Enderle,lance enderle,"Enderle, Lance",D,0,128657
