,STATE ABBREVIATION,D,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME(f),CANDIDATE NAME,PARTY,(I),GENERAL VOTES 
99,CA,17,Ro,Khanna,ro khanna,"Khanna, Ro",D,0,64847
100,CA,18,Anna G.,Eshoo,anna eshoo,"Eshoo, Anna G.",D,1,133060
101,CA,18,Richard B.,Fox,richard fox,"Fox, Richard B.",R,0,63326
102,CA,19,Zoe,Lofgren,zoe lofgren,"Lofgren, Zoe",D,1,85888
103,CA,19,Robert,Murray,robert murray,"Murray, Robert",D,0,41900
104,CA,20,Sam,Farr,sam farr,"Farr, Sam",D,1,106034
105,CA,20,Ronald Paul,Kabat,ronald kabat,"Kabat, Ronald Paul",OTHER,0,35010
106,CA,21,David,Valadao,david valadao,"Valadao, David",R,1,45907
107,CA,21,Amanda,Renteria,amanda renteria,"Renteria, Amanda",D,0,33470
108,CA,22,Devin G.,Nunes,devin nunes,"Nunes, Devin G.",R,1,96053
109,CA,22,"Suzanna ""Sam""",Augilera-Marrero,suzanna augilera-marrero,"Augilera-Marrero, Suzanna ""Sam""",D,0,37289
110,CA,23,Kevin,McCarthy,kevin mccarthy,"McCarthy, Kevin",R,1,100317
111,CA,23,Raul,Garcia,raul garcia,"Garcia, Raul",D,0,33726
112,CA,24,Lois,Capps,lois capps,"Capps, Lois",D,1,103228
113,CA,24,Chris,Mitchum,chris mitchum,"Mitchum, Chris",R,0,95566
114,CA,25,Steve,Knight,steve knight,"Knight, Steve",R,0,60847
115,CA,25,Tony,Strickland,tony strickland,"Strickland, Tony",R,0,53225
116,CA,26,Julia,Brownley,julia brownley,"Brownley, Julia",D,1,87176
117,CA,26,Jeff,Gorell,jeff gorell,"Gorell, Jeff",R,0,82653
118,CA,27,Judy,Chu,judy chu,"Chu, Judy",D,1,75728
119,CA,27,Jack,Orswell,jack orswell,"Orswell, Jack",R,0,51852
120,CA,28,Adam B.,Schiff,adam schiff,"Schiff, Adam B.",D,1,91996
121,CA,28,Steve,Stokes,steve stokes,"Stokes, Steve",OTHER,0,28268
122,CA,29,Tony,Cardenas,tony cardenas,"Cardenas, Tony",D,1,50096
123,CA,29,William O'Callaghan,Leader,william leader,"Leader, William O'Callaghan",R,0,17045
124,CA,30,Brad,Sherman,brad sherman,"Sherman, Brad",D,1,86568
125,CA,30,Mark S.,Reed,mark reed,"Reed, Mark S.",R,0,45315
126,CA,31,Pete,Aguilar,pete aguilar,"Aguilar, Pete",D,0,51622
127,CA,31,Paul,Chabot,paul chabot,"Chabot, Paul",R,0,48162
128,CA,32,Grace F.,Napolitano,grace napolitano,"Napolitano, Grace F.",D,1,50353
129,CA,32,Arturo Enrique,Alas,arturo alas,"Alas, Arturo Enrique",R,0,34053
130,CA,33,Ted,Lieu,ted lieu,"Lieu, Ted",D,0,108331
131,CA,33,Elan,Carr,elan carr,"Carr, Elan",R,0,74700
132,CA,34,Xavier,Becerra,xavier becerra,"Becerra, Xavier",D,1,44697
133,CA,34,Adrienne Nicole,Edwards,adrienne edwards,"Edwards, Adrienne Nicole",D,0,16924
134,CA,35,Norma J.,Torres,norma torres,"Torres, Norma J.",D,0,39502
135,CA,35,Christina,Gagnier,christina gagnier,"Gagnier, Christina",D,0,22753
136,CA,36,Raul,Ruiz,raul ruiz,"Ruiz, Raul",D,1,72682
137,CA,36,Brian,Nestande,brian nestande,"Nestande, Brian",R,0,61457
138,CA,37,Karen,Bass,karen bass,"Bass, Karen",D,1,96787
139,CA,37,R. Adam,King,r. king,"King, R. Adam",R,0,18051
140,CA,38,Linda T.,Sanchez,linda sanchez,"Sanchez, Linda T.",D,1,58192
141,CA,38,Benjamin,Campos,benjamin campos,"Campos, Benjamin",R,0,40288
142,CA,39,Ed,Royce,ed royce,"Royce, Ed",R,1,91319
143,CA,39,Peter O.,Anderson,peter anderson,"Anderson, Peter O.",D,0,41906
144,CA,40,Lucille,Roybal-Allard,lucille roybal-allard,"Roybal-Allard, Lucille",D,1,30208
145,CA,40,David,Sanchez,david sanchez,"Sanchez, David",D,0,19171
146,CA,41,Mark,Takano,mark takano,"Takano, Mark",D,1,46948
147,CA,41,Steve,Adams,steve adams,"Adams, Steve",R,0,35936
148,CA,42,Ken,Calvert,ken calvert,"Calvert, Ken",R,1,74540
149,CA,42,Tim,Sheridan,tim sheridan,"Sheridan, Tim",D,0,38850
150,CA,43,Maxine,Waters,maxine waters,"Waters, Maxine",D,1,69681
151,CA,43,"John, Jr.",Wood,"john, wood","Wood, John, Jr.",R,0,28521
152,CA,44,Janice,Hahn,janice hahn,"Hahn, Janice",D,1,59670
153,CA,44,Adam,Shbeita,adam shbeita,"Shbeita, Adam",OTHER,0,9192
154,CA,45,Mimi,Walters,mimi walters,"Walters, Mimi",R,0,106083
155,CA,45,Drew E.,Leavens,drew leavens,"Leavens, Drew E.",D,0,56819
156,CA,46,Loretta,Sanchez,loretta sanchez,"Sanchez, Loretta",D,1,49738
157,CA,46,Adam,Nick,adam nick,"Nick, Adam",R,0,33577
158,CA,47,Alan,Lowenthal,alan lowenthal,"Lowenthal, Alan",D,1,69091
159,CA,47,Andy,Whallon,andy whallon,"Whallon, Andy",R,0,54309
160,CA,48,Dana,Rohrabacher,dana rohrabacher,"Rohrabacher, Dana",R,1,112082
161,CA,48,Suzanne Joyce,Savary,suzanne savary,"Savary, Suzanne Joyce",D,0,62713
162,CA,49,Darrell,Issa,darrell issa,"Issa, Darrell",R,1,98161
163,CA,49,Dave,Peiser,dave peiser,"Peiser, Dave",D,0,64981
164,CA,50,Duncan D.,Hunter,duncan hunter,"Hunter, Duncan D.",R,1,111997
165,CA,50,James H.,Kimber,james kimber,"Kimber, James H.",D,0,45302
166,CA,51,Juan,Vargas,juan vargas,"Vargas, Juan",D,1,56373
167,CA,51,Stephen,Meade,stephen meade,"Meade, Stephen",R,0,25577
168,CA,52,Scott,Peters,scott peters,"Peters, Scott",D,1,98826
169,CA,52,Carl,DeMaio,carl demaio,"DeMaio, Carl",R,0,92746
170,CA,53,Susan A.,Davis,susan davis,"Davis, Susan A.",D,1,87104
171,CA,53,Larry A.,Wilske,larry wilske,"Wilske, Larry A.",R,0,60940
172,CO,01,Diana,DeGette,diana degette,"DeGette, Diana",D,1,183281
173,CO,01,Martin,Walsh,martin walsh,"Walsh, Martin",R,0,80682
174,CO,01,Frank,Atwood,frank atwood,"Atwood, Frank",OTHER,0,9292
175,CO,01,Danny E.,Stroud,danny stroud,"Stroud, Danny E.",OTHER,0,5236
176,CO,01,Daniel,Kirschler,daniel kirschler,"Kirschler, Daniel",OTHER,0,2
177,CO,01,Logan,Blackburn,logan blackburn,"Blackburn, Logan",OTHER,0,1
178,CO,02,Jared,Polis,jared polis,"Polis, Jared",D,1,196300
179,CO,02,George,Leing,george leing,"Leing, George",R,0,149645
180,CO,03,Scott R.,Tipton,scott tipton,"Tipton, Scott R.",R,1,163011
181,CO,03,Abel J.,Tapia,abel tapia,"Tapia, Abel J.",D,0,100364
182,CO,03,Tisha T.,Casida,tisha casida,"Casida, Tisha T.",OTHER,0,11294
183,CO,03,Travis,Mero,travis mero,"Mero, Travis",OTHER,0,6472
184,CO,04,Ken,Buck,ken buck,"Buck, Ken",R,0,185292
185,CO,04,Vic,Meyers,vic meyers,"Meyers, Vic",D,0,83727
186,CO,04,Jess,Loban,jess loban,"Loban, Jess",OTHER,0,9472
187,CO,04,Grant,Doherty,grant doherty,"Doherty, Grant",OTHER,0,8016
188,CO,05,Doug,Lamborn,doug lamborn,"Lamborn, Doug",R,1,157182
189,CO,05,Irv,Halter,irv halter,"Halter, Irv",D,0,105673
190,CO,06,Mike,Coffman,mike coffman,"Coffman, Mike",R,1,143467
191,CO,06,Andrew,Romanoff,andrew romanoff,"Romanoff, Andrew",D,0,118847
192,CO,06,Norm,Olsen,norm olsen,"Olsen, Norm",OTHER,0,8623
193,CO,06,Gary,Swing,gary swing,"Swing, Gary",OTHER,0,5503
194,CO,07,Ed,Perlmutter,ed perlmutter,"Perlmutter, Ed",D,1,148225
195,CO,07,Don,Ytterberg,don ytterberg,"Ytterberg, Don",R,0,120918
196,CT,01,John B.,Larson,john larson,"Larson, John B.",D,1,127430
197,CT,01,John B.,Larson,john larson,"Larson, John B.",OTHER,0,8395
198,CT,01,Matthew M.,Corey,matthew corey,"Corey, Matthew M.",R,0,78609
199,CT,01,Jeffery,Russell,jeffery russell,"Russell, Jeffery",OTHER,0,3447
200,CT,02,Joe,Courtney,joe courtney,"Courtney, Joe",D,1,131294
201,CT,02,Joe,Courtney,joe courtney,"Courtney, Joe",OTHER,0,10654
202,CT,02,Lori,Hopkins-Cavanagh,lori hopkins-cavanagh,"Hopkins-Cavanagh, Lori",R,0,80837
203,CT,02,William C.,Clyde,william clyde,"Clyde, William C.",OTHER,0,2549
204,CT,02,Daniel ,Reale,daniel reale,"Reale, Daniel ",OTHER,0,2602
205,CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",D,1,130009
206,CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",OTHER,0,10476
207,CT,03,James E.,Brown,james brown,"Brown, James E.",R,0,69454
208,CT,04,Jim,Himes,jim himes,"Himes, Jim",D,1,101401
209,CT,04,Jim,Himes,jim himes,"Himes, Jim",OTHER,0,5472
210,CT,04,Dan,Debicella,dan debicella,"Debicella, Dan",R,0,88209
211,CT,04,Dan,Debicella,dan debicella,"Debicella, Dan",OTHER,0,3713
212,CT,04,Stephen A.,Miller,stephen miller,"Miller, Stephen A.",OTHER,0,3
213,CT,04,Sophie E.,Pastore,sophie pastore,"Pastore, Sophie E.",OTHER,0,2
214,CT,05,Elizabeth,Esty,elizabeth esty,"Esty, Elizabeth",D,1,106256
215,CT,05,Elizabeth,Esty,elizabeth esty,"Esty, Elizabeth",OTHER,0,7308
216,CT,05,John J.,Pistone,john pistone,"Pistone, John J.",OTHER,0,1970
217,CT,05,Mark,Greenberg,mark greenberg,"Greenberg, Mark",R,0,92404
218,CT,05,Mark,Greenberg,mark greenberg,"Greenberg, Mark",OTHER,0,5363
219,DE,00,"John C., Jr.",Carney,john carney,"Carney, John C., Jr.",D,1,137251
220,DE,00,Rose,Izzo,rose izzo,"Izzo, Rose",R,0,85146
221,DE,00,Bernard,August,bernard august,"August, Bernard",OTHER,0,4801
222,DE,00,Scott,Gesty,scott gesty,"Gesty, Scott",OTHER,0,4419
223,DC,00,Eleanor H.,Norton,eleanor norton,"Norton, Eleanor H.",D,1,143923
224,DC,00,Nelson F.,Rimensnyder,nelson rimensnyder,"Rimensnyder, Nelson F.",R,0,11673
225,DC,00,Timothy J.,Krepp,timothy krepp,"Krepp, Timothy J.",OTHER,0,9101
226,DC,00,Natale Lino,Stracuzzi,natale stracuzzi,"Stracuzzi, Natale Lino",OTHER,0,6073
227,DC,00,Sara Jane ,Panfil,sara panfil,"Panfil, Sara Jane #",OTHER,0,#
228,FL,01,Jeff,Miller,jeff miller,"Miller, Jeff",R,1,165086
229,FL,01,Jim,Bryan,jim bryan,"Bryan, Jim",D,0,54976
230,FL,01,Mark,Wichern,mark wichern,"Wichern, Mark",OTHER,0,15281
231,FL,02,Gwen,Graham,gwen graham,"Graham, Gwen",D,0,126096
232,FL,02,Steve,Southerland,steve southerland,"Southerland, Steve",R,1,123262
233,FL,02,Luther ,Lee,luther lee,"Lee, Luther ",OTHER,0,422
234,FL,03,Ted,Yoho,ted yoho,"Yoho, Ted",R,1,148691
235,FL,03,Marihelen,Wheeler,marihelen wheeler,"Wheeler, Marihelen",D,0,73910
236,FL,03,Howard Term Limits,Lawson,howard lawson,"Lawson, Howard Term Limits",OTHER,0,6208
237,FL,04,Ander,Crenshaw,ander crenshaw,"Crenshaw, Ander",R,1,177887
238,FL,04,Paula ,Moser-Bartlett,paula moser-bartlett,"Moser-Bartlett, Paula ",OTHER,0,35663
239,FL,04,Gary L.,Koniz,gary koniz,"Koniz, Gary L.",OTHER,0,13690
240,FL,04,Deborah Katz,Pueschel,deborah pueschel,"Pueschel, Deborah Katz",OTHER,0,13
241,FL,05,Corrine ,Brown,corrine brown,"Brown, Corrine ",D,1,112340
242,FL,05,Glo,Smith,glo smith,"Smith, Glo",R,0,59237
243,FL,06,Ron,DeSantis,ron desantis,"DeSantis, Ron",R,1,166254
244,FL,06,David,Cox,david cox,"Cox, David",D,0,99563
245,FL,07,John  ,Mica,john mica,"Mica, John  ",R,1,144474
246,FL,07,Wes,Neuman,wes neuman,"Neuman, Wes",D,0,73011
247,FL,07,Al,Krulick,al krulick,"Krulick, Al",OTHER,0,9679
248,FL,08,Bill,Posey,bill posey,"Posey, Bill",R,1,180728
249,FL,08,Gabriel,Rothblatt,gabriel rothblatt,"Rothblatt, Gabriel",D,0,93724
250,FL,08,"Christopher L., Jr",Duncan,christopher duncan,"Duncan, Christopher L., Jr",OTHER,0,61
251,FL,09,Alan,Grayson,alan grayson,"Grayson, Alan",D,1,93850
252,FL,09,Carol ,Platt,carol platt,"Platt, Carol ",R,0,74963
253,FL,09,Marko,Milakovich,marko milakovich,"Milakovich, Marko",OTHER,0,5060
254,FL,09,Leon Leo,Ray,leon ray,"Ray, Leon Leo",OTHER,0,5
255,FL,10,Daniel ,Webster,daniel webster,"Webster, Daniel ",R,1,143128
256,FL,10,Michael,McKenna,michael mckenna,"McKenna, Michael",D,0,89426
257,FL,10,David B.,Falstad,david falstad,"Falstad, David B.",OTHER,0,20
258,FL,11,"Richard B. ""Rich""",Nugent,richard nugent,"Nugent, Richard B. ""Rich""",R,1,181508
259,FL,11,Dave ,Koller,dave koller,"Koller, Dave ",D,0,90786
260,FL,12,Gus Michael,Bilirakis,gus bilirakis,"Bilirakis, Gus Michael",R,1,Unopposed
261,FL,13,David W.,Jolly,david jolly,"Jolly, David W.",R,1,168172
262,FL,13,Lucas,Overby,lucas overby,"Overby, Lucas",OTHER,0,55318
263,FL,13,Michael Stephen,Levinson,michael levinson,"Levinson, Michael Stephen",OTHER,0,86
264,FL,14,Kathy ,Castor,kathy castor,"Castor, Kathy ",D,1,Unopposed
265,FL,15,Dennis A.,Ross,dennis ross,"Ross, Dennis A.",R,1,128750
266,FL,15,Alan M.,Cohn,alan cohn,"Cohn, Alan M.",D,0,84832
267,FL,16,Vern,Buchanan,vern buchanan,"Buchanan, Vern",R,1,169126
268,FL,16,Henry ,Lawrence,henry lawrence,"Lawrence, Henry ",D,0,105483
269,FL,16,Joe,Newman,joe newman,"Newman, Joe",OTHER,0,220
270,FL,17,Tom,Rooney,tom rooney,"Rooney, Tom",R,1,141493
271,FL,17,Will,Bronson,will bronson,"Bronson, Will",D,0,82263
272,FL,18,Patrick ,Murphy,patrick murphy,"Murphy, Patrick ",D,1,151478
273,FL,18,Carl J.,Domino,carl domino,"Domino, Carl J.",R,0,101896
274,FL,19,Curt ,Clawson,curt clawson,"Clawson, Curt ",R,1,159354
275,FL,19,April,Freeman,april freeman,"Freeman, April",D,0,80824
276,FL,19,Ray ,Netherwood,ray netherwood,"Netherwood, Ray ",OTHER,0,6671
277,FL,19,Timothy J.,Rossano,timothy rossano,"Rossano, Timothy J.",OTHER,0,12
278,FL,20,Alcee L.,Hasting,alcee hasting,"Hastings, Alcee L.",D,1,128498
279,FL,20,Jay,Bonner,jay bonner,"Bonner, Jay",R,0,28968
280,FL,21,Ted,Deutch,ted deutch,"Deutch, Ted",D,1,153395
281,FL,21,W. Michael,Trout,w. trout,"Trout, W. Michael",OTHER,0,575
282,FL,22,Lois,Frankel,lois frankel,"Frankel, Lois",D,1,125404
283,FL,22,Paul,Spain,paul spain,"Spain, Paul",R,0,90685
284,FL,22,Raymond,Schamis,raymond schamis,"Schamis, Raymond",OTHER,0,7
285,FL,23,Debbie Wasserman,Schultz,debbie schultz,"Schultz, Debbie Wasserman",D,1,103269
286,FL,23,"Joseph ""Joe""",Kaufman,joseph kaufman,"Kaufman, Joseph ""Joe""",R,0,61519
287,FL,24,Frederica S.,Wilson,frederica wilson,"Wilson, Frederica S.",D,1,129192
288,FL,24,Dufirstson Julio ,Neree,dufirstson neree,"Neree, Dufirstson Julio ",R,0,15239
289,FL,24,Luis E.,Fernandez,luis fernandez,"Fernandez, Luis E.",OTHER,0,5487
290,FL,25,Mario,Diaz-Balart,mario diaz-balart,"Diaz-Balart, Mario",R,1,Unopposed
291,FL,26,Carlos ,Curbelo,carlos curbelo,"Curbelo, Carlos ",R,0,83031
292,FL,26,Joe,Garcia,joe garcia,"Garcia, Joe",D,1,78306
293,FL,27,Ileana ,Ros-Lehtinen,ileana ros-lehtinen,"Ros-Lehtinen, Ileana ",R,1,Unopposed
294,GA,01,"E. L. ""Buddy""",Carter,e. carter,"Carter, E. L. ""Buddy""",R,0,95337
295,GA,01,Brian Corwin,Reese,brian reese,"Reese, Brian Corwin",D,0,61175
296,GA,02,Sanford D.,Bishop,sanford bishop,"Bishop, Sanford D.",D,1,96363
297,GA,02,"Gregory P. ""Greg""",Duke,gregory duke,"Duke, Gregory P. ""Greg""",R,0,66537
298,GA,03,Lynn Acton,Westmoreland,lynn westmoreland,"Westmoreland, Lynn Acton",R,1,156277
299,GA,04,"Henry C. ""Hank,"" Jr.",Johnson,henry johnson,"Johnson, Henry C. ""Hank,"" Jr.",D,1,161211
300,GA,04,Raymond L.,Davis,raymond davis,"Davis, Raymond L.",OTHER,0,109
301,GA,05,John R.,Lewis,john lewis,"Lewis, John R.",D,1,170326
302,GA,06,"Thomas E. ""Tom""",Price,thomas price,"Price, Thomas E. ""Tom""",R,1,139018
303,GA,06,Robert G.,Montigel,robert montigel,"Montigel, Robert G.",D,0,71486
304,GA,07,"William Robert ""Rob""",Woodall,william woodall,"Woodall, William Robert ""Rob""",R,1,113557
305,GA,07,Thomas Dee,Wight,thomas wight,"Wight, Thomas Dee",D,0,60112
306,GA,08,James Austin,Scott,james scott,"Scott, James Austin",R,1,129938
307,GA,08,Ronald L.,Cain,ronald cain,"Cain, Ronald L.",OTHER,0,119
308,GA,09,"Douglas Allen ""Doug""",Collins,douglas collins,"Collins, Douglas Allen ""Doug""",R,1,146059
309,GA,09,David Donald,Vogel,david vogel,"Vogel, David Donald",D,0,34988
310,GA,10,Jody B.,Hice,jody hice,"Hice, Jody B.",R,0,130703
311,GA,10,"Ivory Kenneth ""Ken""",Dious,ivory dious,"Dious, Ivory Kenneth ""Ken""",D,0,65777
312,GA,11,Barry D.,Loudermilk,barry loudermilk,"Loudermilk, Barry D.",R,0,161532
313,GA,12,"Richard ""Rick""",Allen,richard allen,"Allen, Richard ""Rick""",R,0,91336
314,GA,12,John Jenkins,Barrow,john barrow,"Barrow, John Jenkins",D,1,75478
315,GA,13,David Albert,Scott,david scott,"Scott, David Albert",D,1,159445
316,GA,14,"John Thomas ""Tom""",Graves,john graves,"Graves, John Thomas ""Tom""",R,1,118782
317,GU,00,Madeleine Z.,Bordallo,madeleine bordallo,"Bordallo, Madeleine Z.",D,1,20693
318,GU,00,Margaret G.,Metcalfe,margaret metcalfe,"Metcalfe, Margaret G.",R,0,14956
319,HI,01,Mark,Takai,mark takai,"Takai, Mark",D,0,93390
320,HI,01,Charles,Djou,charles djou,"Djou, Charles",R,0,86454
321,HI,02,Tulsi,Gabbard,tulsi gabbard,"Gabbard, Tulsi",D,1,142010
322,HI,02,Kawika,Crowley,kawika crowley,"Crowley, Kawika",R,0,33630
323,HI,02,Joe,Kent,joe kent,"Kent, Joe",OTHER,0,4693
324,ID,01,Raul R.,Labrador,raul labrador,"Labrador, Raul R.",R,1,143580
325,ID,01,Reed C.,McCandless,reed mccandless,"McCandless, Reed C.",OTHER,0,7
326,ID,01,Shirley G.,Ringo,shirley ringo,"Ringo, Shirley G.",D,0,77277
327,ID,02,Mike,Simpson,mike simpson,"Simpson, Mike",R,1,131492
328,ID,02,Richard ,Stallings,richard stallings,"Stallings, Richard ",D,0,82801
329,IL,01,Bobby L.,Rush,bobby rush,"Rush, Bobby L.",D,1,162268
330,IL,01,Jimmy Lee,Tillman,jimmy tillman,"Tillman, Jimmy Lee",R,0,59749
331,IL,02,Robin ,Kelly,robin kelly,"Kelly, Robin ",D,1,160337
332,IL,02,Eric M.,Wallace,eric wallace,"Wallace, Eric M.",R,0,43799
333,IL,02,Marcus,Lewis,marcus lewis,"Wallace, Marcus",OTHER,0,130
334,IL,03,Daniel William ,Lipinski,daniel lipinski,"Lipinski, Daniel William ",D,1,116764
335,IL,03,Sharon M.,Brannigan,sharon brannigan,"Brannigan, Sharon M.",R,0,64091
336,IL,04,Luis V.,Gutierrez,luis gutierrez,"Gutierrez, Luis V.",D,1,79666
337,IL,04,Hector ,Concepcion,hector concepcion,"Concepcion, Hector ",R,0,22278
338,IL,05,Mike,Quigley,mike quigley,"Quigley, Mike",D,1,116364
339,IL,05,Vince,Kolber,vince kolber,"Kolber, Vince",R,0,56350
340,IL,05,Nancy ,Wade,nancy wade,"Wade, Nancy ",OTHER,0,11305
341,IL,06,Peter J. ,Roskam,peter roskam,"Roskam, Peter J. ",R,1,160287
342,IL,06,Michael,Mason,michael mason,"Mason, Michael",D,0,78465
343,IL,07,Danny K.,Davis,danny davis,"Davis, Danny K.",D,1,155110
344,IL,07,Robert L. ,Bumpers,robert bumpers,"Bumpers, Robert L. ",R,0,27168
345,IL,08,Tammy,Duckworth,tammy duckworth,"Duckworth, Tammy",D,1,84178
346,IL,08,Larry,Kaifesh,larry kaifesh,"Kaifesh, Larry",R,0,66878
347,IL,09,Janice D.,Schakowsky,janice schakowsky,"Schakowsky, Janice D.",D,1,141000
348,IL,09,Susanne,Atanus,susanne atanus,"Atanus, Susanne",R,0,72384
349,IL,09,Phil,Collins,phil collins,"Collins, Phil",OTHER,0,66
350,IL,10,Robert,Dold,robert dold,"Dold, Robert",R,0,95992
351,IL,10,Brad,Schneider,brad schneider,"Schneider, Brad",D,1,91136
352,IL,11,Bill ,Foster,bill foster,"Foster, Bill ",D,1,93436
353,IL,11,Darlene,Senger,darlene senger,"Senger, Darlene",R,0,81335
354,IL,11,"Constant ""Connor""",Vlakancic,constant vlakancic,"Vlakancic, Constant ""Connor""",OTHER,0,1
355,IL,12,Mike,Bost,mike bost,"Bost, Mike",R,0,110038
356,IL,12,"William L. ""Bill"" ",Enyart,william enyart,"Enyart, William L. ""Bill"" ",D,1,87860
357,IL,12,Paula,Bradshaw,paula bradshaw,"Bradshaw, Paula",OTHER,0,11840
358,IL,13,Rodney,Davis,rodney davis,"Davis, Rodney",R,1,123337
359,IL,13,Ann E.,Callis,ann callis,"Callis, Ann E.",D,0,86935
360,IL,14,"Randall M. ""Randy"" ",Hultgren,randall hultgren,"Hultgren, Randall M. ""Randy"" ",R,1,145369
361,IL,14,Dennis,Anderson,dennis anderson,"Anderson, Dennis",D,0,76861
362,IL,15,John M.,Shimkus,john shimkus,"Shimkus, John M.",R,1,166274
363,IL,15,Eric,Thorsland,eric thorsland,"Thorsland, Eric",D,0,55652
364,IL,16,Adam ,Kinzinger,adam kinzinger,"Kinzinger, Adam ",R,1,153388
365,IL,16,Randall Wayne ,Olsen,randall olsen,"Olsen, Randall Wayne ",D,0,63810
366,IL,17,Cheri ,Bustos,cheri bustos,"Bustos, Cheri ",D,1,110560
367,IL,17,Bobby,Schilling,bobby schilling,"Schilling, Bobby",R,0,88785
368,IL,17,Bill,Fawell,bill fawell,"Fawell, Bill",OTHER,0,16
369,IL,18,Aaron ,Schock,aaron schock,"Schock, Aaron ",R,1,184363
370,IL,18,Darrel,Miller,darrel miller,"Miller, Darrel",D,0,62377
371,IN,01,Peter J.,Visclosky,peter visclosky,"Visclosky, Peter J.",D,1,86579
372,IN,01,Mark ,Leyva,mark leyva,"Leyva, Mark ",R,0,51000
373,IN,01,Donna T.,Dunn,donna dunn,"Dunn, Donna T.",OTHER,0,4714
374,IN,02,Jackie,Walorski,jackie walorski,"Walorski, Jackie",R,1,85583
375,IN,02,Joe,Bock,joe bock,"Bock, Joe",D,0,55590
376,IN,02,Jeff,Petermann,jeff petermann,"Petermann, Jeff",OTHER,0,4027
377,IN,03,Marlin A.,Stutzman,marlin stutzman,"Stutzman, Marlin A.",R,1,102889
378,IN,03,Justin ,Kuhnle,justin kuhnle,"Kuhnle, Justin ",D,0,39771
379,IN,03,Scott,Wise,scott wise,"Wise, Scott",OTHER,0,6133
380,IN,04,Todd,Rokita,todd rokita,"Rokita, Todd",R,1,94998
381,IN,04,John ,Dale,john dale,"Dale, John ",D,0,47056
382,IN,05,Susan ,Brooks,susan brooks,"Brooks, Susan ",R,1,105277
383,IN,05,Shawn A.,Denney,shawn denney,"Denney, Shawn A.",D,0,49756
384,IN,05,John,Krom,john krom,"Krom, John",OTHER,0,6407
385,IN,06,Luke,Messer,luke messer,"Messer, Luke",R,1,102187
386,IN,06,Susan Hall,Heitzman,susan heitzman,"Heitzman, Susan Hall",D,0,45509
387,IN,06,Eric,Miller,eric miller,"Miller, Eric",OTHER,0,7375
388,IN,07,André ,Carson,andré carson,"Carson, André ",D,1,61443
389,IN,07,Catherine (Cat),Ping,catherine ping,"Ping, Catherine (Cat)",R,0,46887
390,IN,07,Chris,Mayo,chris mayo,"Mayo, Chris",OTHER,0,3931
391,IN,08,Larry D.,Bucshon,larry bucshon,"Bucshon, Larry D.",R,1,103344
392,IN,08,Tom ,Spangler,tom spangler,"Spangler, Tom ",D,0,61384
393,IN,08,Andrew,Horning,andrew horning,"Horning, Andrew",OTHER,0,6587
394,IN,09,Todd,Young,todd young,"Young, Todd",R,1,101594
395,IN,09,Bill,Bailey,bill bailey,"Bailey, Bill",D,0,55016
396,IN,09,R. Mike,Frey,r. frey,"Frey, R. Mike",OTHER,0,5777
397,IA,01,Rod,Blum,rod blum,"Blum, Rod",R,0,147762
398,IA,01,Pat,Murphy,pat murphy,"Murphy, Pat",D,0,141145
399,IA,02,Dave,Loebsack,dave loebsack,"Loebsack, Dave",D,1,143431
400,IA,02,Mariannette ,Miller-Meeks,mariannette miller-meeks,"Miller-Meeks, Mariannette ",R,0,129455
401,IA,03,David,Young,david young,"Young, David",R,0,148814
402,IA,03,Staci,Appel,staci appel,"Appel, Staci",D,0,119109
403,IA,03,Edward B.,Wright,edward wright,"Wright, Edward B.",OTHER,0,9054
404,IA,03,Bryan Jack,Holder,bryan holder,"Holder, Bryan Jack",OTHER,0,4360
405,IA,04,Steve ,King,steve king,"King, Steve ",R,1,169834
406,IA,04,Jim,Mowrer,jim mowrer,"Mowrer, Jim",D,0,105504
407,KS,01,Tim,Huelskamp,tim huelskamp,"Huelskamp, Tim",OTHER,1,138764
408,KS,01,James E.,Sherow,james sherow,"Sherow, James E.",D,0,65397
409,KS,02,Lynn,Jenkins,lynn jenkins,"Jenkins, Lynn",OTHER,1,128742
410,KS,02,Margie,Wakefield,margie wakefield,"Wakefield, Margie",D,0,87153
411,KS,02,Christopher ,Clemmons,christopher clemmons,"Clemmons, Christopher",OTHER,0,9791
412,KS,03,Kevin,Yoder,kevin yoder,"Yoder, Kevin",OTHER,1,134493
413,KS,03,Kelly,Kultala,kelly kultala,"Kultala, Kelly",D,0,89584
414,KS,04,Mike,Pompeo,mike pompeo,"Pompeo, Mike",R,1,138757
415,KS,04,Perry L.,Schuckman,perry schuckman,"Schuckman, Perry L.",D,0,69396
416,KY,01,Ed,Whitfield,ed whitfield,"Whitfield, Ed",R,1,173022
417,KY,01,Charles Kendall,Hatchett,charles hatchett,"Hatchett, Charles Kendall",D,0,63596
418,KY,02,S. Brett,Guthrie,s. guthrie,"Guthrie, S. Brett",R,1,156936
419,KY,02,Ron,Leach,ron leach,"Leach, Ron",D,0,69898
420,KY,03,John A.,Yarmuth,john yarmuth,"Yarmuth, John A.",D,1,157056
421,KY,03,Michael,Macfarlane,michael macfarlane,"Macfarlane, Michael",R,0,87981
