STATE ABBREVIATION,D,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME(f),CANDIDATE NAME,PARTY,(I),GENERAL VOTES 
AZ,02,Jordan,Flayer,jordan flayer,"Flayer, Jordan",OTHER,0,50
AZ,02,Melissa,Grable,melissa grable,"Grable, Melissa",OTHER,0,19
AZ,03,Raúl,Grijalva,raúl grijalva,"Grijalva, Raúl",D,1,114650
AZ,03,"Nicolas ""Nick""",Pierson,nicolas pierson,"Pierson, Nicolas ""Nick""",R,0,64868
AZ,04,Paul,Gosar,paul gosar,"Gosar, Paul",R,1,188842
AZ,04,David,Brill,david brill,"Brill, David",D,0,84521
AZ,04,Haryaksha Gregor,Knauer,haryaksha knauer,"Knauer, Haryaksha Gregor",OTHER,0,3672
AZ,05,Andy,Biggs,andy biggs,"Biggs, Andy",R,1,186037
AZ,05,Joan,Greene,joan greene,"Greene, Joan",D,0,127027
AZ,06,David,Schweikert,david schweikert,"Schweikert, David",R,1,173140
AZ,06,Anita,Malik,anita malik,"Malik, Anita",D,0,140559
AZ,07,Ruben,Gallego,ruben gallego,"Gallego, Ruben",D,1,113044
AZ,07,Gary,Swing,gary swing,"Swing, Gary",OTHER,0,18706
AZ,07,"James ""007,"" IV",Bond,james bond,"Bond, James ""007,"" IV",OTHER,0,301
AZ,08,Debbie,Lesko,debbie lesko,"Lesko, Debbie  #",R,1,168835
AZ,08,Hiral,Tipirneni,hiral tipirneni,"Tipirneni, Hiral",D,0,135569
AZ,08,Steven,Hummel,steven hummel,"Hummel, Steven",OTHER,0,13
AZ,09,Greg,Stanton,greg stanton,"Stanton, Greg",D,0,159583
AZ,09,Stephen L.,Ferrara,stephen ferrara,"Ferrara, Stephen L.",R,0,101662
AR,01,Rick,Crawford,rick crawford,"Crawford, Rick",R,1,138757
AR,01,Chintan,Desai,chintan desai,"Desai, Chintan",D,0,57907
AR,01,Elvis,Presley,elvis presley,"Presley, Elvis",OTHER,0,4581
AR,02,French,Hill,french hill,"Hill, French",R,1,132125
AR,02,Clarke,Tucker,clarke tucker,"Tucker, Clarke",D,0,116135
AR,02,Joe Ryne,Swafford,joe swafford,"Swafford, Joe Ryne",OTHER,0,5193
AR,03,Steve,Womack,steve womack,"Womack, Steve",R,1,148717
AR,03,Josh,Mahony,josh mahony,"Mahony, Josh",D,0,74952
AR,03,Michael J.,Kalagias,michael kalagias,"Kalagias, Michael J.",OTHER,0,5899
AR,03,Jason,Tate,jason tate,"Tate, Jason",OTHER,0,140
AR,04,Bruce,Westerman,bruce westerman,"Westerman, Bruce",R,1,136740
AR,04,Hayden Catherine,Shamel,hayden shamel,"Shamel, Hayden Catherine",D,0,63984
AR,04,Tom,Canada,tom canada,"Canada, Tom",OTHER,0,3952
AR,04,Susan Ann,Martin,susan martin,"Martin, Susan Ann",OTHER,0,216
CA,01,Doug,La Malfa,doug la malfa,"La Malfa, Doug",R,1,160046
CA,01,Audrey,Denney,audrey denney,"Denney, Audrey",D,0,131548
CA,02,Jared W.,Huffman,jared huffman,"Huffman, Jared W.",D,1,243081
CA,02,Dale K.,Mensing,dale mensing,"Mensing, Dale K.",R,0,72576
CA,03,John,Garamendi,john garamendi,"Garamendi, John",D,1,134875
CA,03,Charlie,Schaupp,charlie schaupp,"Schaupp, Charlie",R,0,97376
CA,04,Tom,McClintock,tom mcclintock,"McClintock, Tom",R,1,184401
CA,04,Jessica,Morse,jessica morse,"Morse, Jessica",D,0,156253
CA,05,Mike ,Thompson,mike thompson,"Thompson, Mike ",D,1,205860
CA,05,Anthony ,Mills,anthony mills,"Mills, Anthony ",OTHER,0,55158
CA,06,Doris,Matsui,doris matsui,"Matsui, Doris",D,1,162411
CA,06,Jrmar,Jefferson,jrmar jefferson,"Jefferson, Jrmar",D,0,39528
CA,07,Ami,Bera,ami bera,"Bera, Ami",D,1,155016
CA,07,Andrew,Grant,andrew grant,"Grant, Andrew",R,0,126601
CA,08,Paul ,Cook,paul cook,"Cook, Paul ",R,1,102415
CA,08,Tim,Donnelly,tim donnelly,"Donnelly, Tim",R,0,68370
CA,09,Jerry,McNerney,jerry mcnerney,"McNerney, Jerry",D,1,113414
CA,09,Marla ,Livengood,marla livengood,"Livengood, Marla ",R,0,87349
CA,10,Josh,Harder,josh harder,"Harder, Josh",D,0,115945
CA,10,Jeff,Denham,jeff denham,"Denham, Jeff",R,1,105955
CA,11,Mark,DeSaulnier,mark desaulnier,"DeSaulnier, Mark",D,1,204369
CA,11,John,Fitzgerald,john fitzgerald,"Fitzgerald, John",R,0,71312
CA,12,Nancy ,Pelosi,nancy pelosi,"Pelosi, Nancy ",D,1,275292
CA,12,Lisa,Remmer,lisa remmer,"Remmer, Lisa",R,0,41780
CA,13,Barbara,Lee,barbara lee,"Lee, Barbara",D,1,260580
CA,13,Laura,Wells,laura wells,"Wells, Laura",OTHER,0,34257
CA,14,Jackie,Speier,jackie speier,"Speier, Jackie",D,1,211384
CA,14,Cristina,Osmeña,cristina osmeña,"Osmeña, Cristina",R,0,55439
CA,15,Eric,Swalwell,eric swalwell,"Swalwell, Eric",D,1,177989
CA,15,"Rudy L., Jr.",Peters,rudy peters,"Peters, Rudy L., Jr.",R,0,65940
CA,16,Jim,Costa,jim costa,"Costa, Jim",D,1,82266
CA,16,Elizabeth,Heng,elizabeth heng,"Heng, Elizabeth",R,0,60693
CA,17,Ro,Khanna,ro khanna,"Khanna, Ro",D,1,159105
CA,17,Ron,Cohen,ron cohen,"Cohen, Ron",R,0,52057
CA,18,Anna G.,Eshoo,anna eshoo,"Eshoo, Anna G.",D,1,225142
CA,18,Christine,Russell,christine russell,"Russell, Christine",R,0,77096
CA,19,Zoe,Lofgren,zoe lofgren,"Lofgren, Zoe",D,1,162496
CA,19,Justin James,Aguilera,justin aguilera,"Aguilera, Justin James",OTHER,0,57823
CA,20,Jimmy,Panetta,jimmy panetta,"Panetta, Jimmy",D,1,183677
CA,20,Ronald Paul,Kabat,ronald kabat,"Kabat, Ronald Paul",OTHER,0,42044
CA,21,TJ,Cox,tj cox,"Cox, TJ",D,0,57239
CA,21,David,Valadao,david valadao,"Valadao, David",R,1,56377
CA,22,Devin G.,Nunes,devin nunes,"Nunes, Devin G.",R,1,117243
CA,22,Andrew,Janz,andrew janz,"Janz, Andrew",D,0,105136
CA,23,Kevin,McCarthy,kevin mccarthy,"McCarthy, Kevin",R,1,131113
CA,23,Tatiana,Matta,tatiana matta,"Matta, Tatiana",D,0,74661
CA,24,Salud,Carbajal,salud carbajal,"Carbajal, Salud",D,1,166550
CA,24,Justin,Fareed,justin fareed,"Fareed, Justin",R,0,117881
CA,25,Katie,Hill,katie hill,"Hill, Katie",D,0,133209
CA,25,Steve,Knight,steve knight,"Knight, Steve",R,1,111813
CA,26,Julia,Brownley,julia brownley,"Brownley, Julia",D,1,158216
CA,26,"Antonio, Jr.",Sabato,"antonio, sabato","Sabato, Antonio, Jr.",R,0,97210
CA,27,Judy ,Chu,judy chu,"Chu, Judy ",D,1,160504
CA,27,Bryan,Witt,bryan witt,"Witt, Bryan",D,0,42132
CA,28,Adam B.,Schiff,adam schiff,"Schiff, Adam B.",D,1,196662
CA,28,Johnny J.,Nalbandian,johnny nalbandian,"Nalbandian, Johnny J.",R,0,54272
CA,29,Tony,Cardenas,tony cardenas,"Cardenas, Tony",D,1,124697
CA,29,Benito Benny,Bernal,benito bernal,"Bernal, Benito Benny",R,0,29995
CA,30,Brad,Sherman,brad sherman,"Sherman, Brad",D,1,191573
CA,30,Mark S.,Reed,mark reed,"Reed, Mark S.",R,0,69420
CA,31,Pete,Aguilar,pete aguilar,"Aguilar, Pete",D,1,110143
CA,31,Sean,Flynn,sean flynn,"Flynn, Sean",R,0,77352
CA,32,Grace Flores,Napolitano,grace napolitano,"Napolitano, Grace Flores",D,1,121759
CA,32,Joshua M.,Scott,joshua scott,"Scott, Joshua M.",OTHER,0,55272
CA,33,Ted W.,Lieu,ted lieu,"Lieu, Ted W.",D,1,219091
CA,33,Kenneth Weston,Wright,kenneth wright,"Wright, Kenneth Weston",R,0,93769
CA,34,Jimmy,Gomez,jimmy gomez,"Gomez, Jimmy",D,1,110195
CA,34,Kenneth,Mejia,kenneth mejia,"Mejia, Kenneth",OTHER,0,41711
CA,35,Norma J.,Torres,norma torres,"Torres, Norma J.",D,1,103420
CA,35,Christian Leonel,Valiente,christian valiente,"Valiente, Christian Leonel",R,0,45604
CA,36,Raul,Ruiz,raul ruiz,"Ruiz, Raul",D,1,122169
CA,36,Kimberlin Brown,Pelzer,kimberlin pelzer,"Pelzer, Kimberlin Brown",R,0,84839
CA,37,Karen,Bass,karen bass,"Bass, Karen",D,1,210555
CA,37,Ron J.,Bassilian,ron bassilian,"Bassilian, Ron J.",R,0,25823
CA,38,Linda T.,Sánchez,linda sánchez,"Sánchez, Linda T.",D,1,139188
CA,38,Ryan ,Downing,ryan downing,"Downing, Ryan ",R,0,62968
CA,39,Gil,Cisneros,gil cisneros,"Cisneros, Gil",D,0,126002
CA,39,Young,Kim,young kim,"Kim, Young",R,0,118391
CA,40,Lucille,Roybal-Allard,lucille roybal-allard,"Roybal-Allard, Lucille",D,1,93938
CA,40,Rodolfo Cortes,Barragan,rodolfo barragan,"Barragan, Rodolfo Cortes",OTHER,0,27511
CA,41,Mark,Takano,mark takano,"Takano, Mark",D,1,108227
CA,41,Aja,Smith,aja smith,"Smith, Aja",R,0,58021
CA,42,Ken,Calvert,ken calvert,"Calvert, Ken",R,1,131040
CA,42,Julia C.,Peacock,julia peacock,"Peacock, Julia C.",D,0,100892
CA,43,Maxine,Waters,maxine waters,"Waters, Maxine",D,1,152272
CA,43,Omar,Navarro,omar navarro,"Navarro, Omar",R,0,43780
CA,44,Nanette Diaz,Barragán,nanette barragán,"Barragán, Nanette Diaz",D,1,97944
CA,44,Aja L.,Brown,aja brown,"Brown, Aja L.",D,0,45378
CA,45,Katie,Porter,katie porter,"Porter, Katie",D,0,158906
CA,45,Mimi,Walters,mimi walters,"Walters, Mimi",R,1,146383
CA,46,Lou,Correa,lou correa,"Correa, Lou",D,1,102278
CA,46,Russell Rene,Lambert,russell lambert,"Lambert, Russell Rene",R,0,45638
CA,47,Alan,Lowenthal,alan lowenthal,"Lowenthal, Alan",D,1,143354
CA,47,John,Briscoe,john briscoe,"Briscoe, John",R,0,77682
CA,48,Harley,Rouda,harley rouda,"Rouda, Harley",D,0,157837
CA,48,Dana ,Rohrabacher,dana rohrabacher,"Rohrabacher, Dana ",R,1,136899
CA,49,Mike,Levin,mike levin,"Levin, Mike",D,0,166453
CA,49,Diane L.,Harkey,diane harkey,"Harkey, Diane L.",R,0,128577
CA,50,Duncan,Hunter,duncan hunter,"Hunter, Duncan",R,1,134362
CA,50,Ammar ,Campa-Najjar,ammar campa-najjar,"Campa-Najjar, Ammar ",D,0,125448
CA,51,Juan ,Vargas,juan vargas,"Vargas, Juan ",D,1,109527
CA,51,"Juan M., Jr.",Hidalgo,juan hidalgo,"Hidalgo, Juan M., Jr.",R,0,44301
CA,52,Scott,Peters,scott peters,"Peters, Scott",D,1,188992
CA,52,Omar,Qudrat,omar qudrat,"Qudrat, Omar",R,0,107015
CA,53,Susan A.,Davis,susan davis,"Davis, Susan A.",D,1,185667
CA,53,Morgan ,Murtaugh,morgan murtaugh,"Murtaugh, Morgan ",R,0,83127
CO,01,Diana,DeGette,diana degette,"DeGette, Diana",D,1,272886
CO,01,Charles Casper,Stockham,charles stockham,"Stockham, Charles Casper",R,0,85207
CO,01,Raymond Anthony,Doane,raymond doane,"Doane, Raymond Anthony",OTHER,0,11600
CO,01,Miguel,Lopez,miguel lopez,"Lopez, Miguel",OTHER,0,22
CO,02,Joe,Neguse,joe neguse,"Neguse, Joe",D,0,259608
CO,02,Peter,Yu,peter yu,"Yu, Peter",R,0,144901
CO,02,Nick,Thomas,nick thomas,"Thomas, Nick",OTHER,0,16356
CO,02,Roger,Barris,roger barris,"Barris, Roger",OTHER,0,9749
CO,02,Kevin,Alumbaugh,kevin alumbaugh,"Alumbaugh, Kevin",OTHER,0,151
CO,03,Scott R.,Tipton,scott tipton,"Tipton, Scott R.",R,1,173205
CO,03,Diane Mitsch,Bush,diane bush,"Bush, Diane Mitsch",D,0,146426
CO,03,Mary,Malarsie,mary malarsie,"Malarsie, Mary",OTHER,0,10831
CO,03,Gaylon,Kent,gaylon kent,"Kent, Gaylon",OTHER,0,5727
CO,03,Gary,Swing,gary swing,"Swing, Gary",OTHER,0,9
CO,03,Bruce,Lohmiller,bruce lohmiller,"Lohmiller, Bruce",OTHER,0,3
CO,04,Ken,Buck,ken buck,"Buck, Ken",R,1,224038
CO,04,Karen,McCormick,karen mccormick,"McCormick, Karen",D,0,145544
CO,04,John B.,Vigil,john vigil,"Vigil, John B.",OTHER,0,26
CO,04,Richard Lyons,Weil,richard weil,"Weil, Richard Lyons",OTHER,0,12
CO,05,Doug ,Lamborn,doug lamborn,"Lamborn, Doug ",R,1,184002
CO,05,Stephany Rose,Spaulding,stephany spaulding,"Spaulding, Stephany Rose",D,0,126848
CO,05,Douglas,Randall,douglas randall,"Randall, Douglas",OTHER,0,11795
CO,05,Lori,Furstenberg,lori furstenberg,"Furstenberg, Lori",OTHER,0,55
CO,05,John,Croom,john croom,"Croom, John",OTHER,0,16
CO,06,Jason,Crow,jason crow,"Crow, Jason",D,0,187639
CO,06,Mike,Coffman,mike coffman,"Coffman, Mike",R,1,148685
CO,06,Kat,Martin,kat martin,"Martin, Kat",OTHER,0,5886
CO,06,Dan,Chapin,dan chapin,"Chapin, Dan",OTHER,0,4607
CO,06,Christopher,Allen,christopher allen,"Allen, Christopher",OTHER,0,5
CO,07,Ed,Perlmutter,ed perlmutter,"Perlmutter, Ed",D,1,204260
CO,07,Mark,Barrington,mark barrington,"Barrington, Mark",R,0,119734
CO,07,Jennifer,Nackerud,jennifer nackerud,"Nackerud, Jennifer",OTHER,0,14012
CO,07,Steve,Zorn,steve zorn,"Zorn, Steve",OTHER,0,45
CO,07,Michael,Haughey,michael haughey,"Haughey, Michael",OTHER,0,16
CT,01,John B.,Larson,john larson,"Larson, John B.",D,1,166155
CT,01,John B.,Larson,john larson,"Larson, John B.",OTHER,1,8932
CT,01,Jennifer T.,Nye,jennifer nye,"Nye, Jennifer T.",R,0,96024
CT,01,Thomas,McCormick,thomas mccormick,"McCormick, Thomas",OTHER,0,3029
CT,02,Joe,Courtney,joe courtney,"Courtney, Joe",D,1,167659
CT,02,Joe,Courtney,joe courtney,"Courtney, Joe",OTHER,1,12072
CT,02,"Danny, Jr.",Postemski,"danny, postemski","Postemski, Danny, Jr.",R,0,102483
CT,02,Michelle Louise,Bicking,michelle bicking,"Bicking, Michelle Louise",OTHER,0,3595
CT,02,Daniel,Reale,daniel reale,"Reale, Daniel",OTHER,0,3305
CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",D,1,163211
CT,03,Rosa L.,DeLauro,rosa delauro,"DeLauro, Rosa L.",OTHER,1,11361
CT,03,Angel,Cadena,angel cadena,"Cadena, Angel",R,0,95667
CT,04,Jim,Himes,jim himes,"Himes, Jim",D,1,168726
CT,04,Harry,Arora,harry arora,"Arora, Harry",R,0,103175
CT,04,Harry,Arora,harry arora,"Arora, Harry",OTHER,0,3746
CT,04,Yusheng,Peng,yusheng peng,"Peng, Yusheng",OTHER,0,4
CT,05,Jahana,Hayes,jahana hayes,"Hayes, Jahana",D,0,142901
CT,05,Jahana,Hayes,jahana hayes,"Hayes, Jahana",OTHER,0,8324
CT,05,Manny,Santos,manny santos,"Santos, Manny",R,0,115146
CT,05,Manny,Santos,manny santos,"Santos, Manny",OTHER,0,4280
CT,05,John,Pistone,john pistone,"Pistone, John ",OTHER,0,13
DE,00,Lisa Blunt,Rochester,lisa rochester,"Rochester, Lisa Blunt",D,1,227353
DE,00,Scott,Walker,scott walker,"Walker, Scott",R,0,125384
DE,00,Paul A.,Johnston,paul johnston,"Johnston, Paul A.",OTHER,0,637
DE,00,Andrew C.,Webb,andrew webb,"Webb, Andrew C.",OTHER,0,417
DE,00,Marvin,Davis,marvin davis,"Davis, Marvin",OTHER,0,23
DC,00,Eleanor Holmes ,Norton,eleanor norton,"Norton, Eleanor Holmes ",D,1,199124
DC,00,Nelson F.,Rimensnyder,nelson rimensnyder,"Rimensnyder, Nelson F.",R,0,9700
DC,00,"Natale ""Lino""",Stracuzzi,natale stracuzzi,"Stracuzzi, Natale ""Lino""",OTHER,0,8636
DC,00,John,Cheeks,john cheeks,"Cheeks, John",OTHER,0,5509
DC,00,Bruce,Majors,bruce majors,"Majors, Bruce",OTHER,0,4034
FL,01,Matt,Gaetz,matt gaetz,"Gaetz, Matt",R,1,216189
FL,01,Jennifer M.,Zimmerman,jennifer zimmerman,"Zimmerman, Jennifer M.",D,0,106199
FL,02,Neal,Dunn,neal dunn,"Dunn, Neal",R,1,199335
FL,02,Bob,Rackleff,bob rackleff,"Rackleff, Bob",D,0,96233
FL,03,Ted,Yoho,ted yoho,"Yoho, Ted",R,1,176616
FL,03,Yvonne,Hayes Hinson,yvonne hayes hinson,"Hayes Hinson, Yvonne",D,0,129880
FL,04,John H.,Rutherford,john rutherford,"Rutherford, John H.",R,1,248420
FL,04,"George ""Ges""",Selmont,george selmont,"Selmont, George ""Ges""",D,0,123351
FL,04,Joceline,Berrios,joceline berrios,"Berrios, Joceline",OTHER,0,7155
FL,04,Jason Michael,Bulger,jason bulger,"Bulger, Jason Michael",OTHER,0,2321
FL,04,Gary L.,Koniz,gary koniz,"Koniz, Gary L.",OTHER,0,2
FL,05,Al,Lawson,al lawson,"Lawson, Al",D,1,180527
FL,05,Virginia,Fuller,virginia fuller,"Fuller, Virginia",R,0,89799
FL,06,Michael,Waltz,michael waltz,"Waltz, Michael",R,0,187891
FL,06,Nancy,Soderberg,nancy soderberg,"Soderberg, Nancy",D,0,145758
FL,07,Stephanie,Murphy,stephanie murphy,"Murphy, Stephanie",D,1,183113
FL,07,Mike,Miller,mike miller,"Miller, Mike",R,0,134285
FL,08,Bill,Posey,bill posey,"Posey, Bill",R,1,218112
FL,08,Sanjay,Patel,sanjay patel,"Patel, Sanjay",D,0,142415
FL,09,Darren,Soto,darren soto,"Soto, Darren",D,1,172172
FL,09,Wayne,Liebnitzky,wayne liebnitzky,"Liebnitzky, Wayne",R,0,124565
FL,10,Val,Demings,val demings,"Demings, Val",D,1,Unopposed
FL,11,Daniel,Webster,daniel webster,"Webster, Daniel",R,1,239395
FL,11,Dana,Cottrell,dana cottrell,"Cottrell, Dana",D,0,128053
FL,11,Luis,Saldana,luis saldana,"Saldana, Luis",OTHER,0,58
FL,12,Gus Michael,Bilirakis,gus bilirakis,"Bilirakis, Gus Michael",R,1,194564
FL,12,Chris,Hunter,chris hunter,"Hunter, Chris",D,0,132844
FL,12,Angelika,Purkis,angelika purkis,"Purkis, Angelika",OTHER,0,7510
FL,13,Charlie,Crist,charlie crist,"Crist, Charlie",D,1,182717
FL,13,George ,Buck,george buck,"Buck, George ",R,0,134254
FL,14,Kathy,Castor,kathy castor,"Castor, Kathy",D,1,Unopposed
FL,15,Ross,Spano,ross spano,"Spano, Ross",R,0,151380
FL,15,Kristen,Carlson,kristen carlson,"Carlson, Kristen",D,0,134132
FL,15,Dave,Johnson,dave johnson,"Johnson, Dave",OTHER,0,15
FL,15,Jeffrey G.,Rabinowitz,jeffrey rabinowitz,"Rabinowitz, Jeffrey G.",OTHER,0,3
FL,15,Alek,Bynzar,alek bynzar,"Bynzar, Alek",OTHER,0,2
FL,16,Vern,Buchanan,vern buchanan,"Buchanan, Vern",R,1,197483
FL,16,David,Shapiro,david shapiro,"Shapiro, David",D,0,164463
FL,17,Greg,Steube,greg steube,"Steube, Greg",R,0,193326
FL,17,Allen,Ellison  ,allen ellison  ,"Ellison, Allen  #",D,0,117194
FL,18,Brian,Mast,brian mast,"Mast, Brian",R,1,185905
FL,18,Lauren,Baer,lauren baer,"Baer, Lauren",D,0,156454
FL,19,Francis,Rooney,francis rooney,"Rooney, Francis",R,1,211465
FL,19,David,Holden,david holden,"Holden, David",D,0,128106
FL,19,Pete,Pollard,pete pollard,"Pollard, Pete",OTHER,0,36
FL,20,Alcee L.,Hastings,alcee hastings,"Hastings, Alcee L.",D,1,202659
FL,20,Jay,Bonner,jay bonner,"Bonner, Jay",OTHER,0,165
FL,21,Lois,Frankel,lois frankel,"Frankel, Lois",D,1,Unopposed
FL,22,Ted,Deutch,ted deutch,"Deutch, Ted",D,1,184634
FL,22,Nicolas,Kimaz,nicolas kimaz,"Kimaz, Nicolas",R,0,113049
FL,23,Debbie,Wasserman Schultz,debbie wasserman schultz,"Wasserman Schultz, Debbie",D,1,161611
FL,23,"Joseph ""Joe""",Kaufman,joseph kaufman,"Kaufman, Joseph ""Joe""",R,0,99446
FL,23,"Timothy A. ""Tim""",Canova,timothy canova,"Canova, Timothy A. ""Tim""",OTHER,0,13697
FL,23,Don,Endriss,don endriss,"Endriss, Don",OTHER,0,1612
FL,24,Frederica S.,Wilson,frederica wilson,"Wilson, Frederica S.",D,1,Unopposed
FL,25,Mario,Diaz-Balart,mario diaz-balart,"Diaz-Balart, Mario",R,1,128672
FL,25,Mary,Barzee Flores,mary barzee flores,"Barzee Flores, Mary",D,0,84173
FL,26,Debbie,Mucarsel-Powell,debbie mucarsel-powell,"Mucarsel-Powell, Debbie",D,0,119797
FL,26,Carlos,Curbelo,carlos curbelo,"Curbelo, Carlos",R,1,115678
FL,27,Donna,Shalala,donna shalala,"Shalala, Donna",D,0,130743
FL,27,Maria Elvira,Salazar,maria salazar,"Salazar, Maria Elvira",R,0,115588
FL,27,Mayra,Joli,mayra joli,"Joli, Mayra",OTHER,0,6255
GA,01,"Earl L. ""Buddy""",Carter,earl carter,"Carter, Earl L. ""Buddy""",R,1,144741
GA,01,Lisa M.,Ring,lisa ring,"Ring, Lisa M.",D,0,105942
GA,02,Sanford ,Bishop,sanford bishop,"Bishop, Sanford ",D,1,136699
GA,02,"Herman, Jr.",West,"herman, west","West, Herman, Jr.",R,0,92472
GA,03,Drew,Ferguson,drew ferguson,"Ferguson, Drew",R,1,191996
GA,03,Chuck ,Enderlin,chuck enderlin,"Enderlin, Chuck ",D,0,101010
GA,04,"Henry C. ""Hank,"" Jr.",Johnson,henry johnson,"Johnson, Henry C. ""Hank,"" Jr.",D,1,227717
GA,04,Joe,Profit,joe profit,"Profit, Joe",R,0,61092
GA,05,John R.,Lewis,john lewis,"Lewis, John R.",D,1,275406
GA,06,Lucy,McBath,lucy mcbath,"McBath, Lucy",D,0,160139
GA,06,Karen,Handel,karen handel,"Handel, Karen",R,1,156875
GA,06,"Jeremy ""Carlton Heston""",Stubbs,jeremy stubbs,"Stubbs, Jeremy ""Carlton Heston""",OTHER,0,18
GA,07,Rob,Woodall,rob woodall,"Woodall, Rob",R,1,140430
GA,07,Carolyn,Bourdeaux,carolyn bourdeaux,"Bourdeaux, Carolyn",D,0,140011
GA,08,Austin,Scott,austin scott,"Scott, Austin",R,1,198152
GA,08,"James L., III",Cooper,james cooper,"Cooper, James L., III",OTHER,0,564
GA,09,Doug ,Collins,doug collins,"Collins, Doug ",R,1,224661
GA,09,Josh,McCall,josh mccall,"McCall, Josh",D,0,57912
GA,09,Clifford Dennis,Baxter,clifford baxter,"Baxter, Clifford Dennis",OTHER,0,5
GA,10,Jody ,Hice,jody hice,"Hice, Jody ",R,1,190396
GA,10,Tabitha A. ,Johnson-Green,tabitha johnson-green,"Johnson-Green, Tabitha A. ",D,0,112339
GA,11,Barry ,Loudermilk,barry loudermilk,"Loudermilk, Barry ",R,1,191887
GA,11,"Flynn D., Jr.",Broady,flynn broady,"Broady, Flynn D., Jr.",D,0,118653
GA,12,Rick W. ,Allen,rick allen,"Allen, Rick W. ",R,1,148986
GA,12,Francys,Johnson,francys johnson,"Johnson, Francys",D,0,101503
GA,12,Brian Russell,Brown,brian brown,"Brown, Brian Russell",OTHER,0,3
GA,13,David,Scott,david scott,"Scott, David",D,1,223157
GA,13,David,Callahan,david callahan,"Callahan, David",R,0,69760
GA,13,Martin,Cowen,martin cowen,"Cowen, Martin",OTHER,0,93
GA,14,Tom,Graves,tom graves,"Graves, Tom",R,1,175743
GA,14,Steven Lamar,Foster,steven foster,"Foster, Steven Lamar",D,0,53981
GU,00,Michael F.Q.,San Nicolas,michael san nicolas,"San Nicolas, Michael F.Q.",D,0,19193
GU,00,Doris Flores,Brooks,doris brooks,"Brooks, Doris Flores",R,0,15398
HI,01,Ed,Case,ed case,"Case, Ed",D,0,134650
HI,01,Cam,Cavasso,cam cavasso,"Cavasso, Cam",R,0,42498
HI,01,Michelle Rose,Tippens,michelle tippens,"Tippens, Michelle Rose",OTHER,0,3498
HI,01,Zachary B.,Burd,zachary burd,"Burd, Zachary B.",OTHER,0,2214
HI,01,Calvin C. (G),Griffin,calvin griffin,"Griffin, Calvin C. (G)",OTHER,0,1351
HI,02,Tulsi,Gabbard,tulsi gabbard,"Gabbard, Tulsi",D,1,153271
HI,02,Brian,Evans,brian evans,"Evans, Brian",R,0,44850
ID,01,Russ,Fulcher,russ fulcher,"Fulcher, Russ",R,0,197719
ID,01,Cristina,McNeil,cristina mcneil,"McNeil, Cristina",D,0,96922
ID,01,Natalie M.,Fleming,natalie fleming,"Fleming, Natalie M.",OTHER,0,6188
ID,01,W. Scott,Howard,w. howard,"Howard, W. Scott",OTHER,0,5435
ID,01,Paul,Farmer,paul farmer,"Farmer, Paul",OTHER,0,4479
ID,01,Gordon,Counsil,gordon counsil,"Counsil, Gordon",OTHER,0,1054
ID,01,Michael J.,Rath,michael rath,"Rath, Michael J.",OTHER,0,91
